time (s)	pitch (rads)
135.5	-0.076029514
135.6	-0.080811485
135.7	-0.085504506
135.8	-0.090102854
135.9	-0.094600912
136	-0.098993179
136.1	-0.103274273
136.2	-0.107438943
136.3	-0.111482076
136.4	-0.115398701
136.5	-0.119184001
136.6	-0.122833315
136.7	-0.126342154
136.8	-0.129706198
136.9	-0.132921313
137	-0.135983548
137.1	-0.138889153
137.2	-0.141634575
137.3	-0.144216471
137.4	-0.146631714
137.5	-0.148877393
137.6	-0.150950824
137.7	-0.152849554
137.8	-0.154571363
137.9	-0.15611427
138	-0.157476536
138.1	-0.158656667
138.2	-0.159653416
138.3	-0.160465788
138.4	-0.161093037
138.5	-0.161534668
138.6	-0.161790441
138.7	-0.161860366
138.8	-0.161744705
138.9	-0.161443972
139	-0.160958925
139.1	-0.160290572
139.2	-0.159440161
139.3	-0.158409183
139.4	-0.157199361
139.5	-0.155812652
139.6	-0.154251241
139.7	-0.152517533
139.8	-0.15061415
139.9	-0.148543928
140	-0.146309904
140.1	-0.143915317
140.2	-0.141363597
140.3	-0.138658361
140.4	-0.135803406
140.5	-0.132802699
140.6	-0.129660374
140.7	-0.126380723
140.8	-0.12296819
140.9	-0.119427362
141	-0.115762963
141.1	-0.111979848
141.2	-0.108082994
141.3	-0.104077493
141.4	-0.099968547
141.5	-0.095761459
141.6	-0.091461629
141.7	-0.087074543
141.8	-0.08260577
141.9	-0.078060954
142	-0.073445809
142.1	-0.068766109
142.2	-0.064027686
142.3	-0.059236422
142.4	-0.054398244
142.5	-0.049519116
142.6	-0.044605034
142.7	-0.039662022
142.8	-0.034696122
142.9	-0.029713394
143	-0.024719905
143.1	-0.019721726
143.2	-0.014724927
143.3	-0.009735567
143.4	-0.004759695
143.5	0.000196663
143.6	0.005127505
143.7	0.010026859
143.8	0.014888792
143.9	0.019707414
144	0.024476884
144.1	0.029191418
144.2	0.033845291
144.3	0.03843285
144.4	0.042948514
144.5	0.047386785
144.6	0.051742252
144.7	0.0560096
144.8	0.060183613
144.9	0.064259186
145	0.068231329
145.1	0.072095173
145.2	0.075845978
145.3	0.079479141
145.4	0.082990202
145.5	0.086374849
145.6	0.089628927
145.7	0.092748446
145.8	0.095729582
145.9	0.09856869
146	0.101262303
146.1	0.103807146
146.2	0.106200135
146.3	0.108438384
146.4	0.110519211
146.5	0.112440145
146.6	0.114198925
146.7	0.115793506
146.8	0.117222066
146.9	0.118483005
147	0.119574948
147.1	0.120496749
147.2	0.121247493
147.3	0.121826496
147.4	0.122233303
147.5	0.122467695
147.6	0.122529685
147.7	0.122419515
147.8	0.122137658
147.9	0.121684818
148	0.121061923
148.1	0.120270127
148.2	0.119310804
148.3	0.118185547
148.4	0.116896161
148.5	0.115444663
148.6	0.113833276
148.7	0.112064423
148.8	0.110140722
148.9	0.108064983
149	0.105840201
149.1	0.10346955
149.2	0.100956376
149.3	0.098304194
149.4	0.09551668
149.5	0.092597664
149.6	0.089551124
149.7	0.086381182
149.8	0.083092092
149.9	0.07968824
150	0.076174132
150.1	0.072554391
150.2	0.068833748
150.3	0.065017037
150.4	0.06110919
150.5	0.057115226
150.6	0.053040249
150.7	0.048889441
150.8	0.044668054
150.9	0.040381405
151	0.03603487
151.1	0.031633879
151.2	0.027183909
151.3	0.022690476
151.4	0.018159134
151.5	0.013595466
151.6	0.009005079
151.7	0.004393599
151.8	-0.000233337
151.9	-0.004870081
152	-0.009510987
152.1	-0.01415041
152.2	-0.018782715
152.3	-0.023402283
152.4	-0.028003515
152.5	-0.032580836
152.6	-0.037128705
152.7	-0.041641617
152.8	-0.046114111
152.9	-0.050540773
153	-0.054916246
153.1	-0.059235233
153.2	-0.063492501
153.3	-0.067682891
153.4	-0.071801325
153.5	-0.075842804
153.6	-0.079802425
153.7	-0.083675378
153.8	-0.087456957
153.9	-0.091142567
154	-0.094727724
154.1	-0.09820807
154.2	-0.101579372
154.3	-0.10483753
154.4	-0.107978584
154.5	-0.110998721
154.6	-0.113894278
154.7	-0.116661747
154.8	-0.119297785
154.9	-0.121799214
155	-0.124163032
155.1	-0.12638641
155.2	-0.128466704
155.3	-0.130401456
155.4	-0.132188398
155.5	-0.133825456
155.6	-0.135310753
155.7	-0.136642614
155.8	-0.137819566
155.9	-0.138840342
156	-0.139703881
156.1	-0.140409334
156.2	-0.140956059
156.3	-0.141343627
156.4	-0.141571819
156.5	-0.141640626
156.6	-0.141550251
156.7	-0.141301107
156.8	-0.140893812
156.9	-0.140329195
157	-0.139608285
157.1	-0.138732315
157.2	-0.137702718
157.3	-0.13652112
157.4	-0.135189343
157.5	-0.133709395
157.6	-0.132083469
157.7	-0.130313939
157.8	-0.128403356
157.9	-0.126354439
158	-0.124170075
158.1	-0.121853313
158.2	-0.119407356
158.3	-0.116835557
158.4	-0.114141415
158.5	-0.111328567
158.6	-0.108400785
158.7	-0.105361965
158.8	-0.102216129
158.9	-0.098967413
159	-0.095620062
159.1	-0.092178427
159.2	-0.088646957
159.3	-0.085030193
159.4	-0.081332762
159.5	-0.077559374
159.6	-0.073714811
159.7	-0.069803927
159.8	-0.065831639
159.9	-0.061802921
160	-0.057722801
160.1	-0.053596353
160.2	-0.049428693
160.3	-0.045224973
160.4	-0.040990374
160.5	-0.036730103
160.6	-0.032449389
160.7	-0.028153472
160.8	-0.023847602
160.9	-0.019537035
161	-0.015227021
161.1	-0.010922808
161.2	-0.006629627
161.3	-0.002352694
161.4	0.001902798
161.5	0.006131686
161.6	0.01032884
161.7	0.014489169
161.8	0.018607628
161.9	0.022679223
162	0.026699014
162.1	0.030662125
162.2	0.034563746
162.3	0.03839914
162.4	0.04216365
162.5	0.045852702
162.6	0.049461814
162.7	0.052986598
162.8	0.05642277
162.9	0.059766151
163	0.063012676
163.1	0.066158401
163.2	0.069199502
163.3	0.072132288
163.4	0.074953203
163.5	0.077658829
163.6	0.080245897
163.7	0.082711285
163.8	0.085052028
163.9	0.087265322
164	0.089348526
164.1	0.091299166
164.2	0.093114944
164.3	0.094793735
164.4	0.096333594
164.5	0.097732761
164.6	0.098989657
164.7	0.100102895
164.8	0.101071274
164.9	0.101893787
165	0.10256962
165.1	0.103098151
165.2	0.103478955
165.3	0.103711801
165.4	0.103796652
165.5	0.103733668
165.6	0.103523199
165.7	0.103165792
165.8	0.102662182
165.9	0.102013294
166	0.101220242
166.1	0.100284322
166.2	0.099207014
166.3	0.097989975
166.4	0.09663504
166.5	0.095144213
166.6	0.093519669
166.7	0.091763746
166.8	0.08987894
166.9	0.087867905
167	0.085733444
167.1	0.083478506
167.2	0.081106183
167.3	0.0786197
167.4	0.076022414
167.5	0.073317809
167.6	0.070509488
167.7	0.067601167
167.8	0.064596676
167.9	0.061499945
168	0.058315004
168.1	0.055045978
168.2	0.051697076
168.3	0.048272593
168.4	0.044776898
168.5	0.041214433
168.6	0.037589706
168.7	0.033907283
168.8	0.030171788
168.9	0.026387895
169	0.022560321
169.1	0.018693823
169.2	0.014793192
169.3	0.010863248
169.4	0.006908834
169.5	0.002934814
169.6	-0.001053938
169.7	-0.005052537
169.8	-0.009056097
169.9	-0.013059732
170	-0.017058563
170.1	-0.021047726
170.2	-0.02502237
170.3	-0.028977671
170.4	-0.032908827
170.5	-0.036811075
170.6	-0.040679684
170.7	-0.044509969
170.8	-0.048297293
170.9	-0.052037072
171	-0.05572478
171.1	-0.059355954
171.2	-0.062926203
171.3	-0.066431208
171.4	-0.069866729
171.5	-0.073228612
171.6	-0.076512793
171.7	-0.0797153
171.8	-0.082832267
171.9	-0.085859927
172	-0.088794627
172.1	-0.091632829
172.2	-0.094371114
172.3	-0.097006189
172.4	-0.099534889
172.5	-0.101954184
172.6	-0.104261185
172.7	-0.106453141
172.8	-0.10852745
172.9	-0.110481663
173	-0.112313482
173.1	-0.114020767
173.2	-0.115601542
173.3	-0.117053992
173.4	-0.118376469
173.5	-0.119567495
173.6	-0.120625764
173.7	-0.121550142
173.8	-0.122339669
173.9	-0.122993563
174	-0.123511218
174.1	-0.123892205
174.2	-0.124136274
174.3	-0.124243353
174.4	-0.124213547
174.5	-0.124047139
174.6	-0.123744587
174.7	-0.123306525
174.8	-0.122733761
174.9	-0.122027273
175	-0.121188211
175.1	-0.120217889
175.2	-0.11911779
175.3	-0.117889555
175.4	-0.116534986
175.5	-0.11505604
175.6	-0.113454825
175.7	-0.1117336
175.8	-0.109894765
175.9	-0.107940863
176	-0.105874573
176.1	-0.103698704
176.2	-0.101416195
176.3	-0.099030106
176.4	-0.096543617
176.5	-0.09396002
176.6	-0.091282717
176.7	-0.088515214
176.8	-0.085661116
176.9	-0.08272412
177	-0.079708016
177.1	-0.076616676
177.2	-0.073454052
177.3	-0.070224169
177.4	-0.066931124
177.5	-0.063579074
177.6	-0.06017224
177.7	-0.056714894
177.8	-0.053211359
177.9	-0.049666001
178	-0.046083228
178.1	-0.042467479
178.2	-0.038823226
178.3	-0.035154964
178.4	-0.031467207
178.5	-0.027764486
178.6	-0.024051341
178.7	-0.020332316
178.8	-0.016611958
178.9	-0.012894808
179	-0.009185397
179.1	-0.005488242
179.2	-0.001807842
179.3	0.001851329
179.4	0.005484826
179.5	0.009088238
179.6	0.012657192
179.7	0.016187359
179.8	0.019674459
179.9	0.023114265
180	0.026502609
180.1	0.029835385
180.2	0.033108558
180.3	0.036318164
180.4	0.039460317
180.5	0.042531216
180.6	0.045527146
180.7	0.048444484
180.8	0.051279706
180.9	0.054029391
181	0.056690221
181.1	0.059258991
181.2	0.061732613
181.3	0.064108117
181.4	0.066382657
181.5	0.068553517
181.6	0.070618109
181.7	0.072573985
181.8	0.074418834
181.9	0.076150489
182	0.077766926
182.1	0.079266274
182.2	0.08064681
182.3	0.081906967
182.4	0.083045333
182.5	0.084060656
182.6	0.084951843
182.7	0.085717962
182.8	0.086358245
182.9	0.086872088
183	0.087259051
183.1	0.087518857
183.2	0.087651398
183.3	0.087656726
183.4	0.087535061
183.5	0.087286785
183.6	0.086912441
183.7	0.086412737
183.8	0.085788538
183.9	0.085040866
184	0.084170902
184.1	0.083179978
184.2	0.082069577
184.3	0.080841332
184.4	0.079497021
184.5	0.078038562
184.6	0.076468015
184.7	0.074787573
184.8	0.072999563
184.9	0.071106438
185	0.069110776
185.1	0.067015275
185.2	0.06482275
185.3	0.062536125
185.4	0.060158434
185.5	0.057692812
185.6	0.055142494
185.7	0.052510808
185.8	0.049801172
185.9	0.047017088
186	0.044162139
186.1	0.041239982
186.2	0.038254347
186.3	0.035209027
186.4	0.03210788
186.5	0.028954817
186.6	0.025753804
186.7	0.022508853
186.8	0.019224018
186.9	0.015903391
187	0.012551099
187.1	0.009171295
187.2	0.005768158
187.3	0.002345885
187.4	-0.001091313
187.5	-0.004539214
187.6	-0.00799359
187.7	-0.011450214
187.8	-0.014904861
187.9	-0.018353317
188	-0.02179138
188.1	-0.025214864
188.2	-0.028619608
188.3	-0.032001477
188.4	-0.035356367
188.5	-0.03868021
188.6	-0.041968979
188.7	-0.045218694
188.8	-0.048425423
188.9	-0.051585288
189	-0.054694471
189.1	-0.057749217
189.2	-0.060745841
189.3	-0.063680727
189.4	-0.066550339
189.5	-0.069351221
189.6	-0.072080002
189.7	-0.074733403
189.8	-0.077308236
189.9	-0.079801416
190	-0.082209955
190.1	-0.084530976
190.2	-0.08676171
190.3	-0.088899503
190.4	-0.090941816
190.5	-0.092886236
190.6	-0.09473047
190.7	-0.096472354
190.8	-0.098109857
190.9	-0.099641078
191	-0.101064256
191.1	-0.102377764
191.2	-0.103580121
191.3	-0.104669986
191.4	-0.105646163
191.5	-0.106507603
191.6	-0.107253406
191.7	-0.107882819
191.8	-0.10839524
191.9	-0.108790217
192	-0.109067449
192.1	-0.109226788
192.2	-0.109268234
192.3	-0.10919194
192.4	-0.108998207
192.5	-0.108687488
192.6	-0.108260383
192.7	-0.107717638
192.8	-0.107060146
192.9	-0.106288943
193	-0.105405207
193.1	-0.104410256
193.2	-0.103305546
193.3	-0.102092666
193.4	-0.100773339
193.5	-0.099349416
193.6	-0.097822875
193.7	-0.096195817
193.8	-0.094470462
193.9	-0.092649147
194	-0.090734322
194.1	-0.088728546
194.2	-0.086634483
194.3	-0.084454898
194.4	-0.082192655
194.5	-0.07985071
194.6	-0.077432108
194.7	-0.074939982
194.8	-0.072377543
194.9	-0.06974808
195	-0.067054957
195.1	-0.064301602
195.2	-0.06149151
195.3	-0.058628235
195.4	-0.055715387
195.5	-0.052756625
195.6	-0.049755656
195.7	-0.04671623
195.8	-0.043642134
195.9	-0.040537188
196	-0.037405242
196.1	-0.034250171
196.2	-0.031075869
196.3	-0.027886247
196.4	-0.024685227
196.5	-0.021476739
196.6	-0.018264717
196.7	-0.015053089
196.8	-0.011845783
196.9	-0.008646712
197	-0.005459777
197.1	-0.00228886
197.2	0.000862183
197.3	0.003989519
197.4	0.007089351
197.5	0.010157918
197.6	0.013191497
197.7	0.016186413
197.8	0.019139039
197.9	0.022045801
198	0.024903184
198.1	0.027707734
198.2	0.030456066
198.3	0.033144861
198.4	0.035770878
198.5	0.038330955
198.6	0.040822009
198.7	0.043241049
198.8	0.045585169
198.9	0.047851561
199	0.050037514
199.1	0.052140419
199.2	0.05415777
199.3	0.056087173
199.4	0.057926343
199.5	0.059673111
199.6	0.061325426
199.7	0.062881356
199.8	0.064339096
199.9	0.065696962
200	0.066953403
200.1	0.068106995
200.2	0.069156448
200.3	0.070100604
200.4	0.070938442
200.5	0.071669079
200.6	0.072291767
200.7	0.072805899
200.8	0.073211008
200.9	0.073506764
201	0.07369298
201.1	0.073769608
201.2	0.073736741
201.3	0.07359461
201.4	0.073343586
201.5	0.072984178
201.6	0.072517031
201.7	0.071942927
201.8	0.071262781
201.9	0.070477641
202	0.069588686
202.1	0.068597221
202.2	0.067504681
202.3	0.066312621
202.4	0.065022721
202.5	0.063636777
202.6	0.062156701
202.7	0.060584519
202.8	0.058922364
202.9	0.057172478
203	0.055337204
203.1	0.053418985
203.2	0.05142036
203.3	0.049343962
203.4	0.047192509
203.5	0.044968807
203.6	0.042675741
203.7	0.040316275
203.8	0.037893445
203.9	0.035410355
204	0.032870177
204.1	0.030276143
204.2	0.027631541
204.3	0.024939713
204.4	0.02220405
204.5	0.019427989
204.6	0.016615005
204.7	0.013768612
204.8	0.010892355
204.9	0.007989808
205	0.00506457
205.1	0.002120258
205.2	-0.000839494
205.3	-0.003811039
205.4	-0.006790724
205.5	-0.009774893
205.6	-0.012759888
205.7	-0.015742058
205.8	-0.018717761
205.9	-0.021683365
206	-0.024635259
206.1	-0.02756985
206.2	-0.030483573
206.3	-0.033372888
206.4	-0.036234294
206.5	-0.039064323
206.6	-0.041859549
206.7	-0.044616593
206.8	-0.047332124
206.9	-0.050002865
207	-0.052625596
207.1	-0.055197157
207.2	-0.057714455
207.3	-0.060174464
207.4	-0.06257423
207.5	-0.064910877
207.6	-0.067181607
207.7	-0.069383705
207.8	-0.071514545
207.9	-0.073571589
208	-0.075552392
208.1	-0.077454606
208.2	-0.079275985
208.3	-0.081014381
208.4	-0.082667755
208.5	-0.084234174
208.6	-0.085711817
208.7	-0.087098975
208.8	-0.088394055
208.9	-0.089595582
209	-0.090702198
209.1	-0.091712669
209.2	-0.092625882
209.3	-0.093440849
209.4	-0.094156707
209.5	-0.094772721
209.6	-0.095288281
209.7	-0.095702906
209.8	-0.096016244
209.9	-0.096228073
210	-0.096338296
210.1	-0.096346949
210.2	-0.096254193
210.3	-0.096060321
210.4	-0.095765748
210.5	-0.09537102
210.6	-0.094876807
210.7	-0.094283901
210.8	-0.093593219
210.9	-0.092805798
211	-0.091922794
211.1	-0.090945482
211.2	-0.089875249
211.3	-0.088713599
211.4	-0.087462144
211.5	-0.086122603
211.6	-0.084696805
211.7	-0.083186676
211.8	-0.081594247
211.9	-0.079921643
212	-0.078171082
212.1	-0.076344875
212.2	-0.074445421
212.3	-0.072475199
212.4	-0.070436772
212.5	-0.06833278
212.6	-0.066165936
212.7	-0.063939023
212.8	-0.061654891
212.9	-0.059316452
213	-0.056926678
213.1	-0.054488597
213.2	-0.052005288
213.3	-0.049479876
213.4	-0.046915534
213.5	-0.044315473
213.6	-0.041682939
213.7	-0.039021213
213.8	-0.036333604
213.9	-0.033623446
214	-0.030894094
214.1	-0.028148919
214.2	-0.025391307
214.3	-0.022624652
214.4	-0.019852353
214.5	-0.017077813
214.6	-0.01430443
214.7	-0.011535597
214.8	-0.008774697
214.9	-0.0060251
215	-0.003290155
215.1	-0.000573193
215.2	0.002122483
215.3	0.004793597
215.4	0.007436909
215.5	0.010049213
215.6	0.012627347
215.7	0.015168189
215.8	0.017668669
215.9	0.020125767
216	0.022536518
216.1	0.024898019
216.2	0.027207426
216.3	0.029461962
216.4	0.031658922
216.5	0.033795671
216.6	0.035869651
216.7	0.037878384
216.8	0.039819476
216.9	0.041690615
217	0.043489582
217.1	0.045214247
217.2	0.046862574
217.3	0.048432627
217.4	0.049922566
217.5	0.051330656
217.6	0.052655264
217.7	0.053894866
217.8	0.055048043
217.9	0.05611349
218	0.057090011
218.1	0.057976526
218.2	0.058772069
218.3	0.059475788
218.4	0.060086952
218.5	0.060604946
218.6	0.061029273
218.7	0.061359558
218.8	0.061595541
218.9	0.061737086
219	0.061784176
219.1	0.061736911
219.2	0.061595513
219.3	0.06136032
219.4	0.06103179
219.5	0.060610497
219.6	0.06009713
219.7	0.059492494
219.8	0.058797506
219.9	0.058013194
220	0.057140699
220.1	0.056181266
220.2	0.055136249
220.3	0.054007105
220.4	0.052795391
220.5	0.051502766
220.6	0.050130984
220.7	0.048681894
220.8	0.047157435
220.9	0.045559636
221	0.043890611
221.1	0.042152558
221.2	0.040347753
221.3	0.03847855
221.4	0.036547375
221.5	0.034556725
221.6	0.032509164
221.7	0.030407319
221.8	0.028253876
221.9	0.02605158
222	0.023803227
222.1	0.021511663
222.2	0.019179781
222.3	0.016810516
222.4	0.014406842
222.5	0.011971767
222.6	0.009508332
222.7	0.007019607
222.8	0.004508684
222.9	0.001978678
223	-0.00056728
223.1	-0.003126047
223.2	-0.005694466
223.3	-0.008269378
223.4	-0.01084762
223.5	-0.013426029
223.6	-0.016001449
223.7	-0.01857073
223.8	-0.021130736
223.9	-0.023678346
224	-0.026210458
224.1	-0.028723993
224.2	-0.031215898
224.3	-0.033683151
224.4	-0.036122762
224.5	-0.038531781
224.6	-0.040907294
224.7	-0.043246434
224.8	-0.045546381
224.9	-0.047804366
225	-0.050017672
225.1	-0.052183641
225.2	-0.054299676
225.3	-0.056363242
225.4	-0.058371873
225.5	-0.06032317
225.6	-0.062214809
225.7	-0.064044542
225.8	-0.065810198
225.9	-0.067509689
226	-0.06914101
226.1	-0.070702243
226.2	-0.072191558
226.3	-0.073607217
226.4	-0.074947576
226.5	-0.076211086
226.6	-0.077396295
226.7	-0.078501853
226.8	-0.079526508
226.9	-0.080469113
227	-0.081328623
227.1	-0.082104102
227.2	-0.082794717
227.3	-0.083399745
227.4	-0.08391857
227.5	-0.084350686
227.6	-0.084695697
227.7	-0.084953317
227.8	-0.085123368
227.9	-0.085205785
228	-0.085200613
228.1	-0.085108006
228.2	-0.084928227
228.3	-0.084661648
228.4	-0.084308751
228.5	-0.083870124
228.6	-0.08334646
228.7	-0.082738558
228.8	-0.082047323
228.9	-0.081273758
229	-0.080418969
229.1	-0.07948416
229.2	-0.078470635
229.3	-0.077379788
229.4	-0.076213109
229.5	-0.074972179
229.6	-0.073658666
229.7	-0.072274326
229.8	-0.070820995
229.9	-0.069300595
230	-0.067715121
230.1	-0.066066648
230.2	-0.06435732
230.3	-0.062589354
230.4	-0.060765032
230.5	-0.0588867
230.6	-0.056956766
230.7	-0.054977694
230.8	-0.052952003
230.9	-0.050882266
231	-0.0487711
231.1	-0.046621169
231.2	-0.04443518
231.3	-0.042215875
231.4	-0.039966033
231.5	-0.037688466
231.6	-0.03538601
231.7	-0.03306153
231.8	-0.030717911
231.9	-0.028358054
232	-0.025984879
232.1	-0.023601312
232.2	-0.021210292
232.3	-0.018814758
232.4	-0.016417652
232.5	-0.014021913
232.6	-0.011630475
232.7	-0.009246261
232.8	-0.006872183
232.9	-0.004511135
233	-0.002165994
233.1	0.000160389
233.2	0.002465187
233.3	0.004745602
233.4	0.006998872
233.5	0.009222267
233.6	0.0114131
233.7	0.013568725
233.8	0.015686541
233.9	0.017763997
234	0.019798594
234.1	0.021787888
234.2	0.023729492
234.3	0.02562108
234.4	0.027460392
234.5	0.029245233
234.6	0.030973477
234.7	0.03264307
234.8	0.034252034
234.9	0.035798467
235	0.037280548
235.1	0.038696534
235.2	0.040044772
235.3	0.041323689
235.4	0.042531804
235.5	0.043667725
235.6	0.044730152
235.7	0.045717878
235.8	0.046629792
235.9	0.047464877
236	0.048222216
236.1	0.04890099
236.2	0.049500479
236.3	0.050020065
236.4	0.050459229
236.5	0.050817556
236.6	0.051094732
236.7	0.051290546
236.8	0.051404888
236.9	0.051437754
237	0.051389237
237.1	0.051259538
237.2	0.051048955
237.3	0.050757889
237.4	0.05038684
237.5	0.049936408
237.6	0.049407291
237.7	0.048800285
237.8	0.04811628
237.9	0.047356261
238	0.046521306
238.1	0.045612584
238.2	0.044631354
238.3	0.043578962
238.4	0.042456837
238.5	0.041266496
238.6	0.040009535
238.7	0.038687626
238.8	0.037302523
238.9	0.03585605
239	0.034350105
239.1	0.032786652
239.2	0.031167725
239.3	0.029495419
239.4	0.02777189
239.5	0.025999354
239.6	0.02418008
239.7	0.02231639
239.8	0.020410655
239.9	0.018465293
240	0.016482763
240.1	0.014465567
240.2	0.012416243
240.3	0.01033736
240.4	0.008231523
240.5	0.00610136
240.6	0.003949527
240.7	0.001778697
240.8	-0.000408434
240.9	-0.002609159
241	-0.004820757
241.1	-0.007040501
241.2	-0.009265657
241.3	-0.011493489
241.4	-0.013721262
241.5	-0.015946247
241.6	-0.018165722
241.7	-0.020376975
241.8	-0.022577308
241.9	-0.024764042
242	-0.026934515
242.1	-0.029086091
242.2	-0.031216161
242.3	-0.033322142
242.4	-0.035401488
242.5	-0.037451685
242.6	-0.03947026
242.7	-0.041454781
242.8	-0.043402861
242.9	-0.045312157
243	-0.047180382
243.1	-0.049005296
243.2	-0.05078472
243.3	-0.052516528
243.4	-0.05419866
243.5	-0.055829116
243.6	-0.057405963
243.7	-0.058927337
243.8	-0.060391443
243.9	-0.06179656
244	-0.063141042
244.1	-0.064423319
244.2	-0.065641902
244.3	-0.06679538
244.4	-0.067882427
244.5	-0.0689018
244.6	-0.069852341
244.7	-0.070732982
244.8	-0.071542741
244.9	-0.072280726
245	-0.072946136
245.1	-0.073538261
245.2	-0.074056486
245.3	-0.074500286
245.4	-0.074869232
245.5	-0.075162987
245.6	-0.075381311
245.7	-0.075524056
245.8	-0.075591171
245.9	-0.075582698
246	-0.075498774
246.1	-0.075339629
246.2	-0.075105588
246.3	-0.074797067
246.4	-0.074414576
246.5	-0.073958715
246.6	-0.073430175
246.7	-0.072829734
246.8	-0.072158262
246.9	-0.07141671
247	-0.07060612
247.1	-0.069727613
247.2	-0.068782393
247.3	-0.067771747
247.4	-0.066697036
247.5	-0.065559701
247.6	-0.064361254
247.7	-0.063103282
247.8	-0.06178744
247.9	-0.060415453
248	-0.058989108
248.1	-0.057510259
248.2	-0.055980818
248.3	-0.054402756
248.4	-0.052778099
248.5	-0.051108925
248.6	-0.049397365
248.7	-0.047645594
248.8	-0.045855835
248.9	-0.044030351
249	-0.042171443
249.1	-0.040281451
249.2	-0.038362747
249.3	-0.036417732
249.4	-0.034448838
249.5	-0.032458519
249.6	-0.03044925
249.7	-0.028423527
249.8	-0.026383861
249.9	-0.024332774
250	-0.0222728
250.1	-0.020206477
250.2	-0.01813635
250.3	-0.016064962
250.4	-0.013994855
250.5	-0.011928564
250.6	-0.009868619
250.7	-0.007817535
250.8	-0.005777814
250.9	-0.003751942
251	-0.001742384
251.1	0.000248418
251.2	0.00221805
251.3	0.004164123
251.4	0.006084282
251.5	0.007976208
251.6	0.009837615
251.7	0.011666262
251.8	0.013459946
251.9	0.015216513
252	0.016933856
252.1	0.018609917
252.2	0.020242694
252.3	0.021830238
252.4	0.023370658
252.5	0.024862126
252.6	0.026302873
252.7	0.027691197
252.8	0.029025462
252.9	0.0303041
253	0.031525616
253.1	0.032688586
253.2	0.03379166
253.3	0.034833566
253.4	0.035813107
253.5	0.036729167
253.6	0.037580711
253.7	0.038366783
253.8	0.039086513
253.9	0.039739113
254	0.040323881
254.1	0.0408402
254.2	0.041287539
254.3	0.041665455
254.4	0.041973591
254.5	0.04221168
254.6	0.042379541
254.7	0.042477081
254.8	0.042504296
254.9	0.042461269
255	0.042348172
255.1	0.042165263
255.2	0.041912886
255.3	0.041591472
255.4	0.041201538
255.5	0.040743684
255.6	0.040218594
255.7	0.039627035
255.8	0.038969854
255.9	0.038247978
256	0.037462414
256.1	0.036614245
256.2	0.035704628
256.3	0.034734797
256.4	0.033706055
256.5	0.032619777
256.6	0.031477405
256.7	0.030280448
256.8	0.029030479
256.9	0.027729133
257	0.026378104
257.1	0.024979146
257.2	0.023534066
257.3	0.022044724
257.4	0.020513031
257.5	0.018940946
257.6	0.017330473
257.7	0.015683659
257.8	0.014002592
257.9	0.012289397
258	0.010546234
258.1	0.008775295
258.2	0.006978802
258.3	0.005159005
258.4	0.003318175
258.5	0.001458609
258.6	-0.000417382
258.7	-0.002307468
258.8	-0.004209308
258.9	-0.006120551
259	-0.008038835
259.1	-0.009961798
259.2	-0.011887075
259.3	-0.013812299
259.4	-0.015735111
259.5	-0.017653157
259.6	-0.019564092
259.7	-0.021465583
259.8	-0.023355313
259.9	-0.025230983
260	-0.027090312
260.1	-0.028931046
260.2	-0.030750952
260.3	-0.032547831
260.4	-0.03431951
260.5	-0.036063853
260.6	-0.037778758
260.7	-0.039462165
260.8	-0.041112051
260.9	-0.042726439
261	-0.044303399
261.1	-0.045841047
261.2	-0.047337552
261.3	-0.048791133
261.4	-0.050200067
261.5	-0.051562686
261.6	-0.052877382
261.7	-0.054142608
261.8	-0.05535688
261.9	-0.05651878
262	-0.057626954
262.1	-0.058680118
262.2	-0.059677058
262.3	-0.060616629
262.4	-0.061497761
262.5	-0.062319458
262.6	-0.063080797
262.7	-0.063780933
262.8	-0.064419098
262.9	-0.0649946
263	-0.065506829
263.1	-0.065955252
263.2	-0.066339418
263.3	-0.066658956
263.4	-0.066913575
263.5	-0.067103067
263.6	-0.067227303
263.7	-0.067286237
263.8	-0.067279904
263.9	-0.067208421
264	-0.067071983
264.1	-0.066870869
264.2	-0.066605435
264.3	-0.066276117
264.4	-0.065883431
264.5	-0.065427968
264.6	-0.064910398
264.7	-0.064331467
264.8	-0.063691993
264.9	-0.06299287
265	-0.062235062
265.1	-0.061419606
265.2	-0.060547607
265.3	-0.059620237
265.4	-0.058638735
265.5	-0.057604405
265.6	-0.056518611
265.7	-0.05538278
265.8	-0.054198397
265.9	-0.052967004
266	-0.051690196
266.1	-0.050369624
266.2	-0.049006987
266.3	-0.047604032
266.4	-0.046162553
266.5	-0.044684387
266.6	-0.043171414
266.7	-0.041625551
266.8	-0.040048752
266.9	-0.038443006
267	-0.036810333
267.1	-0.035152782
267.2	-0.033472429
267.3	-0.031771373
267.4	-0.030051737
267.5	-0.028315661
267.6	-0.0265653
267.7	-0.024802827
267.8	-0.023030422
267.9	-0.021250275
268	-0.019464583
268.1	-0.017675544
268.2	-0.015885359
268.3	-0.014096225
268.4	-0.012310336
268.5	-0.010529877
268.6	-0.008757024
268.7	-0.006993942
268.8	-0.00524278
268.9	-0.003505667
269	-0.001784716
269.1	-8.20E-05
269.2	0.001600372
269.3	0.003260411
269.4	0.004896094
269.5	0.006505449
269.6	0.008086538
269.7	0.009637458
269.8	0.011156347
269.9	0.012641386
270	0.014090797
270.1	0.015502851
