Time(s)  FloatHeaveZ(m)  PlateHeaveZ(m)
215.240000 -0.742901 -21.590238
215.250000 -0.743139 -21.590408
215.260000 -0.743375 -21.590579
215.270000 -0.743610 -21.590749
215.280000 -0.743842 -21.590919
215.290000 -0.744072 -21.591088
215.300000 -0.744301 -21.591256
215.310000 -0.744529 -21.591425
215.320000 -0.744754 -21.591593
215.330000 -0.744979 -21.591760
215.340000 -0.745202 -21.591927
215.350000 -0.745424 -21.592093
215.360000 -0.745645 -21.592259
215.370000 -0.745865 -21.592424
215.380000 -0.746084 -21.592589
215.390000 -0.746302 -21.592754
215.400000 -0.746520 -21.592918
215.410000 -0.746737 -21.593081
215.420000 -0.746954 -21.593244
215.430000 -0.747170 -21.593406
215.440000 -0.747386 -21.593568
215.450000 -0.747602 -21.593729
215.460000 -0.747818 -21.593890
215.470000 -0.748034 -21.594050
215.480000 -0.748250 -21.594210
215.490000 -0.748466 -21.594369
215.500000 -0.748683 -21.594527
215.510000 -0.748900 -21.594685
215.520000 -0.749117 -21.594842
215.530000 -0.749335 -21.594999
215.540000 -0.749554 -21.595155
215.550000 -0.749773 -21.595310
215.560000 -0.749994 -21.595465
215.570000 -0.750215 -21.595620
215.580000 -0.750438 -21.595773
215.590000 -0.750662 -21.595926
215.600000 -0.750886 -21.596079
215.610000 -0.751113 -21.596230
215.620000 -0.751340 -21.596382
215.630000 -0.751569 -21.596532
215.640000 -0.751800 -21.596682
215.650000 -0.752032 -21.596831
215.660000 -0.752267 -21.596980
215.670000 -0.752503 -21.597128
215.680000 -0.752740 -21.597276
215.690000 -0.752980 -21.597422
215.700000 -0.753222 -21.597568
215.710000 -0.753466 -21.597714
215.720000 -0.753712 -21.597859
215.730000 -0.753961 -21.598003
215.740000 -0.754212 -21.598146
215.750000 -0.754465 -21.598289
215.760000 -0.754721 -21.598431
215.770000 -0.754979 -21.598573
215.780000 -0.755240 -21.598713
215.790000 -0.755503 -21.598854
215.800000 -0.755770 -21.598993
215.810000 -0.756039 -21.599132
215.820000 -0.756311 -21.599270
215.830000 -0.756586 -21.599408
215.840000 -0.756864 -21.599544
215.850000 -0.757145 -21.599681
215.860000 -0.757429 -21.599816
215.870000 -0.757716 -21.599951
215.880000 -0.758006 -21.600085
215.890000 -0.758300 -21.600218
215.900000 -0.758597 -21.600351
215.910000 -0.758897 -21.600483
215.920000 -0.759200 -21.600615
215.930000 -0.759507 -21.600746
215.940000 -0.759818 -21.600876
215.950000 -0.760132 -21.601005
215.960000 -0.760449 -21.601134
215.970000 -0.760770 -21.601262
215.980000 -0.761095 -21.601389
215.990000 -0.761423 -21.601516
216.000000 -0.761755 -21.601642
216.010000 -0.762090 -21.601767
216.020000 -0.762429 -21.601892
216.030000 -0.762772 -21.602016
216.040000 -0.763119 -21.602139
216.050000 -0.763469 -21.602262
216.060000 -0.763823 -21.602384
216.070000 -0.764181 -21.602506
216.080000 -0.764543 -21.602626
216.090000 -0.764909 -21.602746
216.100000 -0.765278 -21.602866
216.110000 -0.765651 -21.602984
216.120000 -0.766028 -21.603102
216.130000 -0.766409 -21.603220
216.140000 -0.766794 -21.603337
216.150000 -0.767182 -21.603453
216.160000 -0.767575 -21.603568
216.170000 -0.767971 -21.603683
216.180000 -0.768371 -21.603797
216.190000 -0.768775 -21.603911
216.200000 -0.769182 -21.604023
216.210000 -0.769594 -21.604136
216.220000 -0.770009 -21.604247
216.230000 -0.770428 -21.604358
216.240000 -0.770850 -21.604468
216.250000 -0.771277 -21.604578
216.260000 -0.771707 -21.604687
216.270000 -0.772140 -21.604795
216.280000 -0.772578 -21.604903
216.290000 -0.773019 -21.605010
216.300000 -0.773463 -21.605117
216.310000 -0.773911 -21.605223
216.320000 -0.774363 -21.605328
216.330000 -0.774818 -21.605432
216.340000 -0.775277 -21.605536
216.350000 -0.775739 -21.605640
216.360000 -0.776204 -21.605742
216.370000 -0.776673 -21.605845
216.380000 -0.777144 -21.605946
216.390000 -0.777620 -21.606047
216.400000 -0.778098 -21.606147
216.410000 -0.778580 -21.606247
216.420000 -0.779064 -21.606346
216.430000 -0.779552 -21.606445
216.440000 -0.780042 -21.606543
216.450000 -0.780536 -21.606640
216.460000 -0.781032 -21.606737
216.470000 -0.781532 -21.606833
216.480000 -0.782033 -21.606928
216.490000 -0.782538 -21.607023
216.500000 -0.783045 -21.607118
216.510000 -0.783555 -21.607211
216.520000 -0.784067 -21.607305
216.530000 -0.784582 -21.607397
216.540000 -0.785099 -21.607489
216.550000 -0.785618 -21.607581
216.560000 -0.786139 -21.607672
216.570000 -0.786663 -21.607762
216.580000 -0.787188 -21.607852
216.590000 -0.787716 -21.607941
216.600000 -0.788245 -21.608030
216.610000 -0.788776 -21.608118
216.620000 -0.789309 -21.608205
216.630000 -0.789843 -21.608292
216.640000 -0.790379 -21.608378
216.650000 -0.790916 -21.608464
216.660000 -0.791455 -21.608549
216.670000 -0.791995 -21.608634
216.680000 -0.792536 -21.608718
216.690000 -0.793078 -21.608802
216.700000 -0.793621 -21.608885
216.710000 -0.794165 -21.608967
216.720000 -0.794710 -21.609049
216.730000 -0.795256 -21.609131
216.740000 -0.795802 -21.609211
216.750000 -0.796348 -21.609292
216.760000 -0.796895 -21.609371
216.770000 -0.797443 -21.609451
216.780000 -0.797990 -21.609529
216.790000 -0.798538 -21.609607
216.800000 -0.799085 -21.609685
216.810000 -0.799632 -21.609762
216.820000 -0.800180 -21.609838
216.830000 -0.800727 -21.609914
216.840000 -0.801273 -21.609990
216.850000 -0.801819 -21.610065
216.860000 -0.802364 -21.610139
216.870000 -0.802909 -21.610213
216.880000 -0.803452 -21.610286
216.890000 -0.803995 -21.610359
216.900000 -0.804536 -21.610431
216.910000 -0.805077 -21.610502
216.920000 -0.805616 -21.610573
216.930000 -0.806153 -21.610644
216.940000 -0.806689 -21.610714
216.950000 -0.807224 -21.610783
216.960000 -0.807756 -21.610852
216.970000 -0.808287 -21.610921
216.980000 -0.808816 -21.610989
216.990000 -0.809343 -21.611056
217.000000 -0.809867 -21.611123
217.010000 -0.810389 -21.611189
217.020000 -0.810909 -21.611255
217.030000 -0.811426 -21.611320
217.040000 -0.811941 -21.611384
217.050000 -0.812453 -21.611448
217.060000 -0.812962 -21.611512
217.070000 -0.813468 -21.611575
217.080000 -0.813970 -21.611637
217.090000 -0.814470 -21.611699
217.100000 -0.814966 -21.611760
217.110000 -0.815459 -21.611821
217.120000 -0.815948 -21.611881
217.130000 -0.816434 -21.611941
217.140000 -0.816916 -21.612000
217.150000 -0.817394 -21.612058
217.160000 -0.817868 -21.612116
217.170000 -0.818338 -21.612173
217.180000 -0.818803 -21.612230
217.190000 -0.819264 -21.612286
217.200000 -0.819721 -21.612342
217.210000 -0.820174 -21.612397
217.220000 -0.820621 -21.612451
217.230000 -0.821064 -21.612505
217.240000 -0.821502 -21.612559
217.250000 -0.821935 -21.612611
217.260000 -0.822363 -21.612663
217.270000 -0.822786 -21.612715
217.280000 -0.823204 -21.612766
217.290000 -0.823616 -21.612816
217.300000 -0.824022 -21.612866
217.310000 -0.824424 -21.612915
217.320000 -0.824819 -21.612964
217.330000 -0.825209 -21.613011
217.340000 -0.825593 -21.613059
217.350000 -0.825970 -21.613105
217.360000 -0.826342 -21.613151
217.370000 -0.826708 -21.613197
217.380000 -0.827067 -21.613242
217.390000 -0.827420 -21.613286
217.400000 -0.827767 -21.613329
217.410000 -0.828107 -21.613372
217.420000 -0.828441 -21.613415
217.430000 -0.828768 -21.613456
217.440000 -0.829088 -21.613497
217.450000 -0.829401 -21.613537
217.460000 -0.829707 -21.613577
217.470000 -0.830007 -21.613616
217.480000 -0.830299 -21.613654
217.490000 -0.830584 -21.613692
217.500000 -0.830861 -21.613729
217.510000 -0.831132 -21.613765
217.520000 -0.831395 -21.613801
217.530000 -0.831650 -21.613836
217.540000 -0.831898 -21.613870
217.550000 -0.832139 -21.613903
217.560000 -0.832371 -21.613936
217.570000 -0.832596 -21.613968
217.580000 -0.832813 -21.614000
217.590000 -0.833022 -21.614030
217.600000 -0.833224 -21.614060
217.610000 -0.833417 -21.614090
217.620000 -0.833602 -21.614118
217.630000 -0.833779 -21.614146
217.640000 -0.833948 -21.614173
217.650000 -0.834109 -21.614199
217.660000 -0.834261 -21.614225
217.670000 -0.834405 -21.614249
217.680000 -0.834541 -21.614273
217.690000 -0.834668 -21.614296
217.700000 -0.834787 -21.614319
217.710000 -0.834897 -21.614341
217.720000 -0.834999 -21.614361
217.730000 -0.835093 -21.614381
217.740000 -0.835177 -21.614401
217.750000 -0.835253 -21.614419
217.760000 -0.835320 -21.614437
217.770000 -0.835379 -21.614454
217.780000 -0.835429 -21.614470
217.790000 -0.835470 -21.614485
217.800000 -0.835502 -21.614500
217.810000 -0.835526 -21.614513
217.820000 -0.835540 -21.614526
217.830000 -0.835546 -21.614538
217.840000 -0.835543 -21.614549
217.850000 -0.835531 -21.614559
217.860000 -0.835510 -21.614568
217.870000 -0.835480 -21.614577
217.880000 -0.835441 -21.614584
217.890000 -0.835393 -21.614591
217.900000 -0.835336 -21.614597
217.910000 -0.835270 -21.614602
217.920000 -0.835196 -21.614606
217.930000 -0.835112 -21.614609
217.940000 -0.835019 -21.614612
217.950000 -0.834918 -21.614613
217.960000 -0.834807 -21.614613
217.970000 -0.834687 -21.614613
217.980000 -0.834559 -21.614612
217.990000 -0.834421 -21.614609
218.000000 -0.834275 -21.614606
218.010000 -0.834120 -21.614602
218.020000 -0.833955 -21.614597
218.030000 -0.833782 -21.614591
218.040000 -0.833600 -21.614584
218.050000 -0.833409 -21.614576
218.060000 -0.833209 -21.614567
218.070000 -0.833001 -21.614557
218.080000 -0.832783 -21.614546
218.090000 -0.832557 -21.614534
218.100000 -0.832322 -21.614522
218.110000 -0.832079 -21.614508
218.120000 -0.831826 -21.614493
218.130000 -0.831565 -21.614477
218.140000 -0.831296 -21.614461
218.150000 -0.831017 -21.614443
218.160000 -0.830731 -21.614424
218.170000 -0.830435 -21.614404
218.180000 -0.830132 -21.614383
218.190000 -0.829819 -21.614362
218.200000 -0.829499 -21.614339
218.210000 -0.829170 -21.614315
218.220000 -0.828833 -21.614290
218.230000 -0.828487 -21.614264
218.240000 -0.828134 -21.614237
218.250000 -0.827772 -21.614209
218.260000 -0.827402 -21.614180
218.270000 -0.827024 -21.614150
218.280000 -0.826638 -21.614119
218.290000 -0.826244 -21.614087
218.300000 -0.825842 -21.614053
218.310000 -0.825433 -21.614019
218.320000 -0.825015 -21.613984
218.330000 -0.824590 -21.613947
218.340000 -0.824158 -21.613910
218.350000 -0.823717 -21.613871
218.360000 -0.823269 -21.613831
218.370000 -0.822814 -21.613791
218.380000 -0.822351 -21.613749
218.390000 -0.821881 -21.613706
218.400000 -0.821404 -21.613662
218.410000 -0.820920 -21.613617
218.420000 -0.820428 -21.613571
218.430000 -0.819930 -21.613523
218.440000 -0.819424 -21.613475
218.450000 -0.818912 -21.613425
218.460000 -0.818392 -21.613375
218.470000 -0.817866 -21.613323
218.480000 -0.817334 -21.613270
218.490000 -0.816794 -21.613216
218.500000 -0.816248 -21.613161
218.510000 -0.815696 -21.613105
218.520000 -0.815138 -21.613048
218.530000 -0.814573 -21.612990
218.540000 -0.814001 -21.612930
218.550000 -0.813424 -21.612870
218.560000 -0.812841 -21.612808
218.570000 -0.812252 -21.612745
218.580000 -0.811657 -21.612682
218.590000 -0.811056 -21.612617
218.600000 -0.810449 -21.612551
218.610000 -0.809837 -21.612483
218.620000 -0.809219 -21.612415
218.630000 -0.808596 -21.612346
218.640000 -0.807967 -21.612275
218.650000 -0.807333 -21.612203
218.660000 -0.806694 -21.612131
218.670000 -0.806050 -21.612057
218.680000 -0.805401 -21.611982
218.690000 -0.804747 -21.611906
218.700000 -0.804088 -21.611829
218.710000 -0.803424 -21.611750
218.720000 -0.802756 -21.611671
218.730000 -0.802083 -21.611590
218.740000 -0.801405 -21.611509
218.750000 -0.800723 -21.611426
218.760000 -0.800037 -21.611342
218.770000 -0.799347 -21.611257
218.780000 -0.798652 -21.611171
218.790000 -0.797953 -21.611084
218.800000 -0.797251 -21.610996
218.810000 -0.796544 -21.610907
218.820000 -0.795834 -21.610817
218.830000 -0.795120 -21.610725
218.840000 -0.794403 -21.610633
218.850000 -0.793682 -21.610539
218.860000 -0.792957 -21.610444
218.870000 -0.792229 -21.610349
218.880000 -0.791498 -21.610252
218.890000 -0.790764 -21.610154
218.900000 -0.790027 -21.610055
218.910000 -0.789287 -21.609955
218.920000 -0.788544 -21.609854
218.930000 -0.787798 -21.609752
218.940000 -0.787049 -21.609649
218.950000 -0.786298 -21.609545
218.960000 -0.785544 -21.609440
218.970000 -0.784788 -21.609333
218.980000 -0.784029 -21.609226
218.990000 -0.783268 -21.609118
219.000000 -0.782505 -21.609008
219.010000 -0.781740 -21.608898
219.020000 -0.780973 -21.608787
219.030000 -0.780204 -21.608674
219.040000 -0.779432 -21.608561
219.050000 -0.778660 -21.608447
219.060000 -0.777885 -21.608331
219.070000 -0.777109 -21.608215
219.080000 -0.776331 -21.608098
219.090000 -0.775552 -21.607979
219.100000 -0.774772 -21.607860
219.110000 -0.773990 -21.607740
219.120000 -0.773207 -21.607619
219.130000 -0.772423 -21.607497
219.140000 -0.771637 -21.607374
219.150000 -0.770851 -21.607250
219.160000 -0.770064 -21.607125
219.170000 -0.769276 -21.606999
219.180000 -0.768488 -21.606872
219.190000 -0.767698 -21.606744
219.200000 -0.766908 -21.606616
219.210000 -0.766118 -21.606486
219.220000 -0.765327 -21.606356
219.230000 -0.764535 -21.606225
219.240000 -0.763744 -21.606092
219.250000 -0.762952 -21.605959
219.260000 -0.762160 -21.605825
219.270000 -0.761368 -21.605691
219.280000 -0.760576 -21.605555
219.290000 -0.759783 -21.605419
219.300000 -0.758991 -21.605281
219.310000 -0.758199 -21.605143
219.320000 -0.757408 -21.605004
219.330000 -0.756616 -21.604864
219.340000 -0.755825 -21.604724
219.350000 -0.755035 -21.604583
219.360000 -0.754244 -21.604440
219.370000 -0.753455 -21.604297
219.380000 -0.752666 -21.604154
219.390000 -0.751877 -21.604009
219.400000 -0.751090 -21.603864
219.410000 -0.750303 -21.603718
219.420000 -0.749517 -21.603571
219.430000 -0.748731 -21.603424
219.440000 -0.747947 -21.603275
219.450000 -0.747164 -21.603127
219.460000 -0.746382 -21.602977
219.470000 -0.745600 -21.602827
219.480000 -0.744820 -21.602676
219.490000 -0.744042 -21.602524
219.500000 -0.743264 -21.602371
219.510000 -0.742488 -21.602218
219.520000 -0.741713 -21.602065
219.530000 -0.740939 -21.601910
219.540000 -0.740167 -21.601755
219.550000 -0.739396 -21.601600
219.560000 -0.738627 -21.601443
219.570000 -0.737860 -21.601287
219.580000 -0.737094 -21.601129
219.590000 -0.736330 -21.600971
219.600000 -0.735567 -21.600812
219.610000 -0.734806 -21.600653
219.620000 -0.734047 -21.600493
219.630000 -0.733290 -21.600333
219.640000 -0.732535 -21.600172
219.650000 -0.731781 -21.600011
219.660000 -0.731030 -21.599849
219.670000 -0.730280 -21.599686
219.680000 -0.729533 -21.599523
219.690000 -0.728787 -21.599360
219.700000 -0.728044 -21.599196
219.710000 -0.727302 -21.599031
219.720000 -0.726563 -21.598866
219.730000 -0.725826 -21.598701
219.740000 -0.725091 -21.598535
219.750000 -0.724358 -21.598369
219.760000 -0.723627 -21.598202
219.770000 -0.722899 -21.598035
219.780000 -0.722173 -21.597867
219.790000 -0.721449 -21.597699
219.800000 -0.720728 -21.597531
219.810000 -0.720009 -21.597362
219.820000 -0.719292 -21.597193
219.830000 -0.718578 -21.597024
219.840000 -0.717866 -21.596854
219.850000 -0.717157 -21.596684
219.860000 -0.716450 -21.596513
219.870000 -0.715746 -21.596342
219.880000 -0.715044 -21.596171
219.890000 -0.714345 -21.596000
219.900000 -0.713648 -21.595828
219.910000 -0.712954 -21.595656
219.920000 -0.712262 -21.595484
219.930000 -0.711573 -21.595311
219.940000 -0.710887 -21.595138
219.950000 -0.710203 -21.594965
219.960000 -0.709522 -21.594792
219.970000 -0.708844 -21.594618
219.980000 -0.708168 -21.594445
219.990000 -0.707495 -21.594271
220.000000 -0.706824 -21.594096
220.010000 -0.706157 -21.593922
220.020000 -0.705492 -21.593748
220.030000 -0.704830 -21.593573
220.040000 -0.704170 -21.593398
220.050000 -0.703513 -21.593223
220.060000 -0.702859 -21.593048
220.070000 -0.702208 -21.592873
220.080000 -0.701560 -21.592697
220.090000 -0.700914 -21.592522
220.100000 -0.700272 -21.592346
220.110000 -0.699632 -21.592171
220.120000 -0.698994 -21.591995
220.130000 -0.698360 -21.591819
220.140000 -0.697729 -21.591643
220.150000 -0.697100 -21.591468
220.160000 -0.696474 -21.591292
220.170000 -0.695851 -21.591116
220.180000 -0.695231 -21.590940
220.190000 -0.694614 -21.590764
220.200000 -0.694000 -21.590588
220.210000 -0.693388 -21.590412
220.220000 -0.692780 -21.590236
220.230000 -0.692174 -21.590060
220.240000 -0.691571 -21.589884
220.250000 -0.690971 -21.589708
220.260000 -0.690374 -21.589533
220.270000 -0.689780 -21.589357
220.280000 -0.689189 -21.589181
220.290000 -0.688601 -21.589006
220.300000 -0.688015 -21.588831
220.310000 -0.687433 -21.588655
220.320000 -0.686853 -21.588480
220.330000 -0.686276 -21.588305
220.340000 -0.685703 -21.588130
220.350000 -0.685132 -21.587956
220.360000 -0.684564 -21.587781
220.370000 -0.683999 -21.587607
220.380000 -0.683437 -21.587433
220.390000 -0.682878 -21.587258
220.400000 -0.682322 -21.587085
220.410000 -0.681768 -21.586911
220.420000 -0.681218 -21.586738
220.430000 -0.680671 -21.586564
220.440000 -0.680126 -21.586392
220.450000 -0.679585 -21.586219
220.460000 -0.679046 -21.586046
220.470000 -0.678511 -21.585874
220.480000 -0.677978 -21.585702
220.490000 -0.677448 -21.585531
220.500000 -0.676921 -21.585359
220.510000 -0.676397 -21.585188
220.520000 -0.675876 -21.585018
220.530000 -0.675358 -21.584847
220.540000 -0.674843 -21.584677
220.550000 -0.674331 -21.584507
220.560000 -0.673822 -21.584338
220.570000 -0.673316 -21.584169
220.580000 -0.672813 -21.584000
220.590000 -0.672313 -21.583832
220.600000 -0.671815 -21.583664
220.610000 -0.671321 -21.583497
220.620000 -0.670829 -21.583330
220.630000 -0.670341 -21.583163
220.640000 -0.669855 -21.582997
220.650000 -0.669373 -21.582831
220.660000 -0.668893 -21.582665
220.670000 -0.668416 -21.582500
220.680000 -0.667943 -21.582336
220.690000 -0.667472 -21.582172
220.700000 -0.667004 -21.582008
220.710000 -0.666539 -21.581845
220.720000 -0.666077 -21.581682
220.730000 -0.665619 -21.581520
220.740000 -0.665163 -21.581359
220.750000 -0.664710 -21.581197
220.760000 -0.664260 -21.581037
220.770000 -0.663812 -21.580877
220.780000 -0.663368 -21.580717
220.790000 -0.662927 -21.580558
220.800000 -0.662489 -21.580400
220.810000 -0.662054 -21.580242
220.820000 -0.661622 -21.580085
220.830000 -0.661192 -21.579928
220.840000 -0.660766 -21.579772
220.850000 -0.660343 -21.579616
220.860000 -0.659922 -21.579461
220.870000 -0.659505 -21.579307
220.880000 -0.659090 -21.579153
220.890000 -0.658679 -21.579000
220.900000 -0.658271 -21.578848
220.910000 -0.657865 -21.578696
220.920000 -0.657462 -21.578545
220.930000 -0.657063 -21.578394
220.940000 -0.656666 -21.578245
220.950000 -0.656273 -21.578095
220.960000 -0.655882 -21.577947
220.970000 -0.655494 -21.577799
220.980000 -0.655110 -21.577652
220.990000 -0.654728 -21.577506
221.000000 -0.654349 -21.577360
221.010000 -0.653973 -21.577215
221.020000 -0.653601 -21.577071
221.030000 -0.653231 -21.576927
221.040000 -0.652864 -21.576785
221.050000 -0.652500 -21.576643
221.060000 -0.652139 -21.576501
221.070000 -0.651781 -21.576361
221.080000 -0.651426 -21.576221
221.090000 -0.651074 -21.576082
221.100000 -0.650725 -21.575944
221.110000 -0.650379 -21.575807
221.120000 -0.650036 -21.575670
221.130000 -0.649695 -21.575534
221.140000 -0.649358 -21.575400
221.150000 -0.649024 -21.575265
221.160000 -0.648693 -21.575132
221.170000 -0.648364 -21.575000
221.180000 -0.648039 -21.574868
221.190000 -0.647716 -21.574737
221.200000 -0.647397 -21.574607
221.210000 -0.647080 -21.574478
221.220000 -0.646766 -21.574350
221.230000 -0.646456 -21.574223
221.240000 -0.646148 -21.574096
221.250000 -0.645843 -21.573971
221.260000 -0.645541 -21.573846
221.270000 -0.645242 -21.573722
221.280000 -0.644946 -21.573600
221.290000 -0.644653 -21.573478
221.300000 -0.644362 -21.573357
221.310000 -0.644075 -21.573237
221.320000 -0.643790 -21.573117
221.330000 -0.643509 -21.572999
221.340000 -0.643230 -21.572882
221.350000 -0.642954 -21.572765
221.360000 -0.642681 -21.572650
221.370000 -0.642411 -21.572536
221.380000 -0.642144 -21.572422
221.390000 -0.641879 -21.572310
221.400000 -0.641618 -21.572198
221.410000 -0.641359 -21.572088
221.420000 -0.641103 -21.571978
221.430000 -0.640850 -21.571870
221.440000 -0.640599 -21.571762
221.450000 -0.640352 -21.571656
221.460000 -0.640107 -21.571550
221.470000 -0.639865 -21.571446
221.480000 -0.639626 -21.571342
221.490000 -0.639389 -21.571240
221.500000 -0.639155 -21.571138
221.510000 -0.638924 -21.571038
221.520000 -0.638696 -21.570938
221.530000 -0.638470 -21.570840
221.540000 -0.638248 -21.570743
221.550000 -0.638027 -21.570647
221.560000 -0.637810 -21.570552
221.570000 -0.637595 -21.570458
221.580000 -0.637383 -21.570365
221.590000 -0.637173 -21.570273
221.600000 -0.636966 -21.570182
221.610000 -0.636762 -21.570092
221.620000 -0.636560 -21.570004
221.630000 -0.636361 -21.569916
221.640000 -0.636165 -21.569830
221.650000 -0.635971 -21.569744
221.660000 -0.635779 -21.569660
221.670000 -0.635590 -21.569577
221.680000 -0.635404 -21.569495
221.690000 -0.635220 -21.569414
221.700000 -0.635038 -21.569334
221.710000 -0.634859 -21.569256
221.720000 -0.634683 -21.569178
221.730000 -0.634508 -21.569102
221.740000 -0.634337 -21.569027
221.750000 -0.634167 -21.568953
221.760000 -0.634000 -21.568880
221.770000 -0.633836 -21.568808
221.780000 -0.633673 -21.568737
221.790000 -0.633513 -21.568668
221.800000 -0.633356 -21.568600
221.810000 -0.633200 -21.568533
221.820000 -0.633047 -21.568467
221.830000 -0.632896 -21.568402
221.840000 -0.632748 -21.568339
221.850000 -0.632601 -21.568276
221.860000 -0.632457 -21.568215
221.870000 -0.632315 -21.568155
221.880000 -0.632175 -21.568096
221.890000 -0.632037 -21.568039
221.900000 -0.631901 -21.567982
221.910000 -0.631767 -21.567927
221.920000 -0.631635 -21.567873
221.930000 -0.631506 -21.567820
221.940000 -0.631378 -21.567768
221.950000 -0.631252 -21.567718
221.960000 -0.631129 -21.567669
221.970000 -0.631007 -21.567621
221.980000 -0.630887 -21.567574
221.990000 -0.630769 -21.567529
222.000000 -0.630653 -21.567484
222.010000 -0.630539 -21.567441
222.020000 -0.630426 -21.567399
222.030000 -0.630316 -21.567359
222.040000 -0.630207 -21.567319
222.050000 -0.630100 -21.567281
222.060000 -0.629995 -21.567244
222.070000 -0.629891 -21.567209
222.080000 -0.629789 -21.567174
222.090000 -0.629689 -21.567141
222.100000 -0.629590 -21.567109
222.110000 -0.629493 -21.567078
222.120000 -0.629398 -21.567049
222.130000 -0.629304 -21.567020
222.140000 -0.629212 -21.566993
222.150000 -0.629121 -21.566967
222.160000 -0.629032 -21.566943
222.170000 -0.628944 -21.566920
222.180000 -0.628858 -21.566898
222.190000 -0.628773 -21.566877
222.200000 -0.628689 -21.566857
222.210000 -0.628607 -21.566839
222.220000 -0.628526 -21.566822
222.230000 -0.628447 -21.566806
222.240000 -0.628368 -21.566791
222.250000 -0.628292 -21.566778
222.260000 -0.628216 -21.566766
222.270000 -0.628141 -21.566755
222.280000 -0.628068 -21.566746
222.290000 -0.627996 -21.566737
222.300000 -0.627925 -21.566730
222.310000 -0.627856 -21.566725
222.320000 -0.627787 -21.566720
222.330000 -0.627720 -21.566717
222.340000 -0.627653 -21.566715
222.350000 -0.627588 -21.566714
222.360000 -0.627523 -21.566714
222.370000 -0.627460 -21.566716
222.380000 -0.627398 -21.566719
222.390000 -0.627336 -21.566723
222.400000 -0.627276 -21.566728
222.410000 -0.627216 -21.566735
222.420000 -0.627157 -21.566743
222.430000 -0.627099 -21.566752
222.440000 -0.627042 -21.566762
222.450000 -0.626986 -21.566774
222.460000 -0.626931 -21.566786
222.470000 -0.626876 -21.566800
222.480000 -0.626822 -21.566816
222.490000 -0.626769 -21.566832
222.500000 -0.626717 -21.566850
222.510000 -0.626665 -21.566869
222.520000 -0.626614 -21.566889
222.530000 -0.626564 -21.566910
222.540000 -0.626515 -21.566933
222.550000 -0.626466 -21.566957
222.560000 -0.626417 -21.566982
222.570000 -0.626369 -21.567008
222.580000 -0.626322 -21.567035
222.590000 -0.626276 -21.567064
222.600000 -0.626230 -21.567094
222.610000 -0.626184 -21.567125
222.620000 -0.626139 -21.567157
222.630000 -0.626094 -21.567190
222.640000 -0.626050 -21.567225
222.650000 -0.626007 -21.567260
222.660000 -0.625964 -21.567297
222.670000 -0.625921 -21.567335
222.680000 -0.625879 -21.567375
222.690000 -0.625837 -21.567415
222.700000 -0.625795 -21.567457
222.710000 -0.625754 -21.567499
222.720000 -0.625714 -21.567543
222.730000 -0.625673 -21.567588
222.740000 -0.625633 -21.567635
222.750000 -0.625594 -21.567682
222.760000 -0.625555 -21.567730
222.770000 -0.625516 -21.567780
222.780000 -0.625477 -21.567831
222.790000 -0.625439 -21.567883
222.800000 -0.625401 -21.567936
222.810000 -0.625363 -21.567990
222.820000 -0.625326 -21.568045
222.830000 -0.625288 -21.568101
222.840000 -0.625252 -21.568159
222.850000 -0.625215 -21.568217
222.860000 -0.625179 -21.568277
222.870000 -0.625143 -21.568337
222.880000 -0.625107 -21.568399
222.890000 -0.625071 -21.568462
222.900000 -0.625036 -21.568526
222.910000 -0.625001 -21.568591
222.920000 -0.624966 -21.568657
222.930000 -0.624931 -21.568724
222.940000 -0.624897 -21.568792
222.950000 -0.624863 -21.568862
222.960000 -0.624829 -21.568932
222.970000 -0.624795 -21.569003
222.980000 -0.624762 -21.569075
222.990000 -0.624729 -21.569149
223.000000 -0.624696 -21.569223
223.010000 -0.624663 -21.569298
223.020000 -0.624631 -21.569375
223.030000 -0.624599 -21.569452
223.040000 -0.624567 -21.569530
223.050000 -0.624535 -21.569609
223.060000 -0.624504 -21.569690
223.070000 -0.624473 -21.569771
223.080000 -0.624443 -21.569853
223.090000 -0.624412 -21.569936
223.100000 -0.624382 -21.570020
223.110000 -0.624352 -21.570105
223.120000 -0.624323 -21.570191
223.130000 -0.624294 -21.570278
223.140000 -0.624265 -21.570366
223.150000 -0.624237 -21.570455
223.160000 -0.624209 -21.570544
223.170000 -0.624182 -21.570635
223.180000 -0.624155 -21.570726
223.190000 -0.624128 -21.570819
223.200000 -0.624102 -21.570912
223.210000 -0.624076 -21.571006
223.220000 -0.624051 -21.571101
223.230000 -0.624026 -21.571197
223.240000 -0.624002 -21.571293
223.250000 -0.623978 -21.571391
223.260000 -0.623955 -21.571489
223.270000 -0.623932 -21.571588
223.280000 -0.623910 -21.571688
223.290000 -0.623889 -21.571789
223.300000 -0.623868 -21.571891
223.310000 -0.623848 -21.571993
223.320000 -0.623829 -21.572096
223.330000 -0.623810 -21.572200
223.340000 -0.623793 -21.572305
223.350000 -0.623775 -21.572410
223.360000 -0.623759 -21.572516
223.370000 -0.623744 -21.572623
223.380000 -0.623729 -21.572731
223.390000 -0.623715 -21.572839
223.400000 -0.623703 -21.572949
223.410000 -0.623691 -21.573058
223.420000 -0.623680 -21.573169
223.430000 -0.623670 -21.573280
223.440000 -0.623661 -21.573392
