Time(s)  FloatHeaveZ(m)  PlateHeaveZ(m)
3.620000 -0.723802 -21.517535
3.630000 -0.723796 -21.517579
3.640000 -0.723790 -21.517623
3.650000 -0.723784 -21.517667
3.660000 -0.723778 -21.517711
3.670000 -0.723771 -21.517755
3.680000 -0.723764 -21.517798
3.690000 -0.723757 -21.517842
3.700000 -0.723750 -21.517885
3.710000 -0.723742 -21.517929
3.720000 -0.723734 -21.517972
3.730000 -0.723726 -21.518015
3.740000 -0.723718 -21.518058
3.750000 -0.723709 -21.518102
3.760000 -0.723700 -21.518145
3.770000 -0.723691 -21.518188
3.780000 -0.723682 -21.518231
3.790000 -0.723672 -21.518275
3.800000 -0.723663 -21.518318
3.810000 -0.723653 -21.518361
3.820000 -0.723643 -21.518405
3.830000 -0.723632 -21.518448
3.840000 -0.723622 -21.518492
3.850000 -0.723611 -21.518535
3.860000 -0.723600 -21.518579
3.870000 -0.723589 -21.518622
3.880000 -0.723578 -21.518666
3.890000 -0.723567 -21.518709
3.900000 -0.723555 -21.518753
3.910000 -0.723544 -21.518797
3.920000 -0.723532 -21.518840
3.930000 -0.723520 -21.518884
3.940000 -0.723508 -21.518928
3.950000 -0.723495 -21.518971
3.960000 -0.723483 -21.519015
3.970000 -0.723470 -21.519059
3.980000 -0.723458 -21.519102
3.990000 -0.723445 -21.519146
4.000000 -0.723432 -21.519190
4.010000 -0.723419 -21.519234
4.020000 -0.723406 -21.519277
4.030000 -0.723393 -21.519321
4.040000 -0.723379 -21.519365
4.050000 -0.723366 -21.519409
4.060000 -0.723352 -21.519453
4.070000 -0.723339 -21.519497
4.080000 -0.723325 -21.519541
4.090000 -0.723311 -21.519585
4.100000 -0.723297 -21.519629
4.110000 -0.723283 -21.519673
4.120000 -0.723269 -21.519717
4.130000 -0.723255 -21.519761
4.140000 -0.723241 -21.519805
4.150000 -0.723227 -21.519849
4.160000 -0.723213 -21.519894
4.170000 -0.723198 -21.519938
4.180000 -0.723184 -21.519982
4.190000 -0.723170 -21.520026
4.200000 -0.723155 -21.520070
4.210000 -0.723141 -21.520114
4.220000 -0.723127 -21.520158
4.230000 -0.723112 -21.520202
4.240000 -0.723098 -21.520245
4.250000 -0.723083 -21.520289
4.260000 -0.723069 -21.520333
4.270000 -0.723054 -21.520376
4.280000 -0.723040 -21.520420
4.290000 -0.723025 -21.520464
4.300000 -0.723011 -21.520507
4.310000 -0.722996 -21.520551
4.320000 -0.722982 -21.520594
4.330000 -0.722967 -21.520638
4.340000 -0.722953 -21.520681
4.350000 -0.722938 -21.520725
4.360000 -0.722924 -21.520768
4.370000 -0.722910 -21.520812
4.380000 -0.722895 -21.520855
4.390000 -0.722881 -21.520899
4.400000 -0.722867 -21.520942
4.410000 -0.722853 -21.520986
4.420000 -0.722838 -21.521029
4.430000 -0.722824 -21.521073
4.440000 -0.722810 -21.521116
4.450000 -0.722796 -21.521160
4.460000 -0.722782 -21.521204
4.470000 -0.722769 -21.521247
4.480000 -0.722755 -21.521291
4.490000 -0.722741 -21.521335
4.500000 -0.722728 -21.521378
4.510000 -0.722714 -21.521422
4.520000 -0.722701 -21.521466
4.530000 -0.722687 -21.521510
4.540000 -0.722674 -21.521553
4.550000 -0.722661 -21.521597
4.560000 -0.722648 -21.521641
4.570000 -0.722635 -21.521685
4.580000 -0.722622 -21.521729
4.590000 -0.722609 -21.521772
4.600000 -0.722597 -21.521816
4.610000 -0.722584 -21.521860
4.620000 -0.722572 -21.521904
4.630000 -0.722560 -21.521948
4.640000 -0.722548 -21.521992
4.650000 -0.722536 -21.522036
4.660000 -0.722524 -21.522080
4.670000 -0.722512 -21.522124
4.680000 -0.722500 -21.522167
4.690000 -0.722489 -21.522211
4.700000 -0.722478 -21.522255
4.710000 -0.722467 -21.522299
4.720000 -0.722456 -21.522343
4.730000 -0.722445 -21.522387
4.740000 -0.722434 -21.522431
4.750000 -0.722423 -21.522475
4.760000 -0.722413 -21.522519
4.770000 -0.722403 -21.522563
4.780000 -0.722393 -21.522607
4.790000 -0.722383 -21.522650
4.800000 -0.722373 -21.522694
4.810000 -0.722363 -21.522738
4.820000 -0.722354 -21.522782
4.830000 -0.722345 -21.522826
4.840000 -0.722336 -21.522869
4.850000 -0.722327 -21.522913
4.860000 -0.722318 -21.522957
4.870000 -0.722310 -21.523000
4.880000 -0.722301 -21.523044
4.890000 -0.722293 -21.523087
4.900000 -0.722285 -21.523131
4.910000 -0.722277 -21.523174
4.920000 -0.722270 -21.523218
4.930000 -0.722262 -21.523261
4.940000 -0.722255 -21.523305
4.950000 -0.722248 -21.523348
4.960000 -0.722241 -21.523391
4.970000 -0.722234 -21.523435
4.980000 -0.722228 -21.523478
4.990000 -0.722221 -21.523521
5.000000 -0.722215 -21.523565
5.010000 -0.722209 -21.523608
5.020000 -0.722204 -21.523651
5.030000 -0.722198 -21.523694
5.040000 -0.722193 -21.523737
5.050000 -0.722188 -21.523780
5.060000 -0.722183 -21.523823
5.070000 -0.722178 -21.523866
5.080000 -0.722174 -21.523909
5.090000 -0.722169 -21.523952
5.100000 -0.722165 -21.523995
5.110000 -0.722161 -21.524038
5.120000 -0.722158 -21.524080
5.130000 -0.722154 -21.524123
5.140000 -0.722151 -21.524166
5.150000 -0.722148 -21.524208
5.160000 -0.722145 -21.524251
5.170000 -0.722142 -21.524293
5.180000 -0.722140 -21.524336
5.190000 -0.722137 -21.524378
5.200000 -0.722135 -21.524420
5.210000 -0.722134 -21.524463
5.220000 -0.722132 -21.524505
5.230000 -0.722130 -21.524547
5.240000 -0.722129 -21.524589
5.250000 -0.722128 -21.524631
5.260000 -0.722127 -21.524673
5.270000 -0.722127 -21.524715
5.280000 -0.722126 -21.524757
5.290000 -0.722126 -21.524799
5.300000 -0.722126 -21.524841
5.310000 -0.722126 -21.524882
5.320000 -0.722126 -21.524924
5.330000 -0.722127 -21.524965
5.340000 -0.722128 -21.525007
5.350000 -0.722129 -21.525048
5.360000 -0.722130 -21.525090
5.370000 -0.722131 -21.525131
5.380000 -0.722133 -21.525172
5.390000 -0.722134 -21.525213
5.400000 -0.722136 -21.525254
5.410000 -0.722139 -21.525295
5.420000 -0.722141 -21.525336
5.430000 -0.722143 -21.525377
5.440000 -0.722146 -21.525418
5.450000 -0.722149 -21.525458
5.460000 -0.722152 -21.525499
5.470000 -0.722155 -21.525539
5.480000 -0.722159 -21.525580
5.490000 -0.722162 -21.525620
5.500000 -0.722166 -21.525660
5.510000 -0.722170 -21.525700
5.520000 -0.722174 -21.525740
5.530000 -0.722178 -21.525780
5.540000 -0.722183 -21.525820
5.550000 -0.722188 -21.525860
5.560000 -0.722192 -21.525900
5.570000 -0.722197 -21.525939
5.580000 -0.722202 -21.525979
5.590000 -0.722208 -21.526018
5.600000 -0.722213 -21.526057
5.610000 -0.722219 -21.526097
5.620000 -0.722225 -21.526136
5.630000 -0.722231 -21.526175
5.640000 -0.722237 -21.526214
5.650000 -0.722243 -21.526253
5.660000 -0.722250 -21.526291
5.670000 -0.722256 -21.526330
5.680000 -0.722263 -21.526369
5.690000 -0.722270 -21.526407
5.700000 -0.722277 -21.526445
5.710000 -0.722284 -21.526484
5.720000 -0.722291 -21.526522
5.730000 -0.722299 -21.526560
5.740000 -0.722306 -21.526598
5.750000 -0.722314 -21.526636
5.760000 -0.722322 -21.526674
5.770000 -0.722330 -21.526712
5.780000 -0.722338 -21.526749
5.790000 -0.722346 -21.526787
5.800000 -0.722354 -21.526825
5.810000 -0.722363 -21.526862
5.820000 -0.722371 -21.526900
5.830000 -0.722380 -21.526937
5.840000 -0.722389 -21.526974
5.850000 -0.722398 -21.527012
5.860000 -0.722407 -21.527049
5.870000 -0.722416 -21.527086
5.880000 -0.722425 -21.527123
5.890000 -0.722434 -21.527160
5.900000 -0.722444 -21.527197
5.910000 -0.722453 -21.527234
5.920000 -0.722463 -21.527271
5.930000 -0.722473 -21.527307
5.940000 -0.722482 -21.527344
5.950000 -0.722492 -21.527381
5.960000 -0.722502 -21.527417
5.970000 -0.722512 -21.527454
5.980000 -0.722523 -21.527490
5.990000 -0.722533 -21.527527
6.000000 -0.722543 -21.527563
6.010000 -0.722553 -21.527600
6.020000 -0.722564 -21.527636
6.030000 -0.722574 -21.527672
6.040000 -0.722585 -21.527709
6.050000 -0.722596 -21.527745
6.060000 -0.722606 -21.527781
6.070000 -0.722617 -21.527817
6.080000 -0.722628 -21.527853
6.090000 -0.722639 -21.527889
6.100000 -0.722650 -21.527925
6.110000 -0.722661 -21.527961
6.120000 -0.722672 -21.527997
6.130000 -0.722683 -21.528033
6.140000 -0.722694 -21.528069
6.150000 -0.722705 -21.528105
6.160000 -0.722717 -21.528140
6.170000 -0.722728 -21.528176
6.180000 -0.722739 -21.528212
6.190000 -0.722751 -21.528248
6.200000 -0.722762 -21.528283
6.210000 -0.722773 -21.528319
6.220000 -0.722785 -21.528355
6.230000 -0.722796 -21.528390
6.240000 -0.722808 -21.528426
6.250000 -0.722819 -21.528462
6.260000 -0.722831 -21.528497
6.270000 -0.722842 -21.528533
6.280000 -0.722854 -21.528569
6.290000 -0.722865 -21.528604
6.300000 -0.722877 -21.528640
6.310000 -0.722888 -21.528676
6.320000 -0.722900 -21.528711
6.330000 -0.722912 -21.528747
6.340000 -0.722923 -21.528783
6.350000 -0.722935 -21.528819
6.360000 -0.722946 -21.528855
6.370000 -0.722958 -21.528890
6.380000 -0.722970 -21.528926
6.390000 -0.722981 -21.528962
6.400000 -0.722993 -21.528998
6.410000 -0.723004 -21.529034
6.420000 -0.723016 -21.529070
6.430000 -0.723027 -21.529107
6.440000 -0.723039 -21.529143
6.450000 -0.723051 -21.529179
6.460000 -0.723062 -21.529215
6.470000 -0.723073 -21.529251
6.480000 -0.723085 -21.529288
6.490000 -0.723096 -21.529324
6.500000 -0.723108 -21.529361
6.510000 -0.723119 -21.529397
6.520000 -0.723131 -21.529434
6.530000 -0.723142 -21.529471
6.540000 -0.723153 -21.529507
6.550000 -0.723164 -21.529544
6.560000 -0.723176 -21.529581
6.570000 -0.723187 -21.529618
6.580000 -0.723198 -21.529655
6.590000 -0.723209 -21.529692
6.600000 -0.723220 -21.529729
6.610000 -0.723231 -21.529766
6.620000 -0.723242 -21.529804
6.630000 -0.723253 -21.529841
6.640000 -0.723264 -21.529879
6.650000 -0.723275 -21.529916
6.660000 -0.723286 -21.529954
6.670000 -0.723297 -21.529991
6.680000 -0.723307 -21.530029
6.690000 -0.723318 -21.530067
6.700000 -0.723329 -21.530105
6.710000 -0.723339 -21.530143
6.720000 -0.723350 -21.530181
6.730000 -0.723360 -21.530219
6.740000 -0.723371 -21.530258
6.750000 -0.723381 -21.530296
6.760000 -0.723391 -21.530335
6.770000 -0.723401 -21.530373
6.780000 -0.723412 -21.530412
6.790000 -0.723422 -21.530450
6.800000 -0.723432 -21.530489
6.810000 -0.723442 -21.530528
6.820000 -0.723452 -21.530567
6.830000 -0.723461 -21.530606
6.840000 -0.723471 -21.530645
6.850000 -0.723481 -21.530684
6.860000 -0.723490 -21.530723
6.870000 -0.723500 -21.530763
6.880000 -0.723509 -21.530802
6.890000 -0.723519 -21.530841
6.900000 -0.723528 -21.530881
6.910000 -0.723537 -21.530921
6.920000 -0.723547 -21.530960
6.930000 -0.723556 -21.531000
6.940000 -0.723565 -21.531040
6.950000 -0.723574 -21.531080
6.960000 -0.723582 -21.531120
6.970000 -0.723591 -21.531160
6.980000 -0.723600 -21.531200
6.990000 -0.723608 -21.531240
7.000000 -0.723617 -21.531281
7.010000 -0.723625 -21.531321
7.020000 -0.723633 -21.531362
7.030000 -0.723642 -21.531402
7.040000 -0.723650 -21.531443
7.050000 -0.723658 -21.531484
7.060000 -0.723666 -21.531525
7.070000 -0.723674 -21.531566
7.080000 -0.723681 -21.531607
7.090000 -0.723689 -21.531648
7.100000 -0.723697 -21.531689
7.110000 -0.723704 -21.531730
7.120000 -0.723711 -21.531772
7.130000 -0.723719 -21.531813
7.140000 -0.723726 -21.531855
7.150000 -0.723733 -21.531896
7.160000 -0.723740 -21.531938
7.170000 -0.723747 -21.531979
7.180000 -0.723753 -21.532021
7.190000 -0.723760 -21.532063
7.200000 -0.723766 -21.532105
7.210000 -0.723773 -21.532147
7.220000 -0.723779 -21.532189
7.230000 -0.723785 -21.532231
7.240000 -0.723791 -21.532273
7.250000 -0.723797 -21.532316
7.260000 -0.723803 -21.532358
7.270000 -0.723809 -21.532401
7.280000 -0.723814 -21.532443
7.290000 -0.723820 -21.532486
7.300000 -0.723825 -21.532529
7.310000 -0.723831 -21.532572
7.320000 -0.723836 -21.532615
7.330000 -0.723841 -21.532658
7.340000 -0.723846 -21.532702
7.350000 -0.723851 -21.532745
7.360000 -0.723855 -21.532789
7.370000 -0.723860 -21.532833
7.380000 -0.723864 -21.532876
7.390000 -0.723869 -21.532920
7.400000 -0.723873 -21.532965
7.410000 -0.723877 -21.533009
7.420000 -0.723881 -21.533053
7.430000 -0.723885 -21.533098
7.440000 -0.723888 -21.533142
7.450000 -0.723892 -21.533187
7.460000 -0.723895 -21.533232
7.470000 -0.723899 -21.533277
7.480000 -0.723902 -21.533322
7.490000 -0.723905 -21.533367
7.500000 -0.723908 -21.533412
7.510000 -0.723911 -21.533457
7.520000 -0.723913 -21.533503
7.530000 -0.723916 -21.533549
7.540000 -0.723918 -21.533594
7.550000 -0.723921 -21.533640
7.560000 -0.723923 -21.533686
7.570000 -0.723925 -21.533732
7.580000 -0.723927 -21.533778
7.590000 -0.723928 -21.533825
7.600000 -0.723930 -21.533871
7.610000 -0.723931 -21.533918
7.620000 -0.723933 -21.533964
7.630000 -0.723934 -21.534011
7.640000 -0.723935 -21.534058
7.650000 -0.723936 -21.534105
7.660000 -0.723937 -21.534152
7.670000 -0.723937 -21.534199
7.680000 -0.723938 -21.534247
7.690000 -0.723938 -21.534294
7.700000 -0.723938 -21.534342
7.710000 -0.723939 -21.534390
7.720000 -0.723938 -21.534437
7.730000 -0.723938 -21.534485
7.740000 -0.723938 -21.534533
7.750000 -0.723937 -21.534581
7.760000 -0.723937 -21.534629
7.770000 -0.723936 -21.534677
7.780000 -0.723935 -21.534726
7.790000 -0.723934 -21.534774
7.800000 -0.723933 -21.534823
7.810000 -0.723931 -21.534871
7.820000 -0.723930 -21.534920
7.830000 -0.723928 -21.534969
7.840000 -0.723926 -21.535017
7.850000 -0.723924 -21.535066
7.860000 -0.723922 -21.535115
7.870000 -0.723920 -21.535164
7.880000 -0.723917 -21.535213
7.890000 -0.723914 -21.535263
7.900000 -0.723912 -21.535312
7.910000 -0.723909 -21.535362
7.920000 -0.723905 -21.535411
7.930000 -0.723902 -21.535461
7.940000 -0.723899 -21.535511
7.950000 -0.723895 -21.535561
7.960000 -0.723891 -21.535611
7.970000 -0.723887 -21.535661
7.980000 -0.723883 -21.535711
7.990000 -0.723879 -21.535761
8.000000 -0.723874 -21.535812
8.010000 -0.723870 -21.535862
8.020000 -0.723865 -21.535913
8.030000 -0.723860 -21.535964
8.040000 -0.723855 -21.536015
8.050000 -0.723849 -21.536066
8.060000 -0.723844 -21.536117
8.070000 -0.723838 -21.536168
8.080000 -0.723832 -21.536220
8.090000 -0.723826 -21.536271
8.100000 -0.723820 -21.536323
8.110000 -0.723814 -21.536374
8.120000 -0.723807 -21.536426
8.130000 -0.723800 -21.536478
8.140000 -0.723794 -21.536530
8.150000 -0.723786 -21.536582
8.160000 -0.723779 -21.536634
8.170000 -0.723772 -21.536687
8.180000 -0.723764 -21.536739
