Time(s)  FairTen4(N)  FairTen5(N)  FairTen6(N)
80.810000 167209.000000 171347.000000 171347.000000
80.820000 167062.000000 171456.000000 171456.000000
80.830000 166915.000000 171565.000000 171565.000000
80.840000 166770.000000 171672.000000 171672.000000
80.850000 166625.000000 171779.000000 171779.000000
80.860000 166482.000000 171884.000000 171884.000000
80.870000 166339.000000 171988.000000 171988.000000
80.880000 166198.000000 172091.000000 172091.000000
80.890000 166057.000000 172193.000000 172193.000000
80.900000 165918.000000 172294.000000 172294.000000
80.910000 165780.000000 172393.000000 172393.000000
80.920000 165643.000000 172490.000000 172490.000000
80.930000 165507.000000 172587.000000 172587.000000
80.940000 165371.000000 172682.000000 172682.000000
80.950000 165237.000000 172775.000000 172775.000000
80.960000 165104.000000 172868.000000 172868.000000
80.970000 164972.000000 172958.000000 172958.000000
80.980000 164841.000000 173047.000000 173047.000000
80.990000 164711.000000 173135.000000 173135.000000
81.000000 164583.000000 173221.000000 173221.000000
81.010000 164455.000000 173306.000000 173306.000000
81.020000 164328.000000 173390.000000 173390.000000
81.030000 164203.000000 173472.000000 173472.000000
81.040000 164079.000000 173552.000000 173552.000000
81.050000 163956.000000 173631.000000 173631.000000
81.060000 163835.000000 173709.000000 173709.000000
81.070000 163715.000000 173785.000000 173785.000000
81.080000 163598.000000 173859.000000 173859.000000
81.090000 163482.000000 173932.000000 173932.000000
81.100000 163368.000000 174003.000000 174003.000000
81.110000 163257.000000 174073.000000 174073.000000
81.120000 163148.000000 174141.000000 174141.000000
81.130000 163041.000000 174207.000000 174207.000000
81.140000 162937.000000 174272.000000 174272.000000
81.150000 162836.000000 174335.000000 174335.000000
81.160000 162737.000000 174396.000000 174396.000000
81.170000 162641.000000 174455.000000 174455.000000
81.180000 162547.000000 174512.000000 174512.000000
81.190000 162457.000000 174567.000000 174567.000000
81.200000 162369.000000 174620.000000 174620.000000
81.210000 162284.000000 174672.000000 174672.000000
81.220000 162201.000000 174721.000000 174721.000000
81.230000 162122.000000 174768.000000 174768.000000
81.240000 162045.000000 174813.000000 174813.000000
81.250000 161970.000000 174857.000000 174857.000000
81.260000 161898.000000 174898.000000 174898.000000
81.270000 161829.000000 174937.000000 174937.000000
81.280000 161762.000000 174974.000000 174974.000000
81.290000 161698.000000 175009.000000 175009.000000
81.300000 161636.000000 175042.000000 175042.000000
81.310000 161576.000000 175072.000000 175072.000000
81.320000 161519.000000 175101.000000 175101.000000
81.330000 161464.000000 175128.000000 175128.000000
81.340000 161412.000000 175153.000000 175153.000000
81.350000 161363.000000 175175.000000 175175.000000
81.360000 161316.000000 175196.000000 175196.000000
81.370000 161271.000000 175214.000000 175214.000000
81.380000 161230.000000 175231.000000 175231.000000
81.390000 161191.000000 175245.000000 175245.000000
81.400000 161155.000000 175258.000000 175258.000000
81.410000 161122.000000 175268.000000 175268.000000
81.420000 161092.000000 175276.000000 175276.000000
81.430000 161065.000000 175282.000000 175282.000000
81.440000 161041.000000 175285.000000 175285.000000
81.450000 161019.000000 175287.000000 175287.000000
81.460000 161001.000000 175286.000000 175286.000000
81.470000 160986.000000 175283.000000 175283.000000
81.480000 160974.000000 175277.000000 175277.000000
81.490000 160964.000000 175270.000000 175270.000000
81.500000 160958.000000 175259.000000 175259.000000
81.510000 160954.000000 175247.000000 175247.000000
81.520000 160954.000000 175231.000000 175231.000000
81.530000 160956.000000 175214.000000 175214.000000
81.540000 160960.000000 175193.000000 175193.000000
81.550000 160968.000000 175170.000000 175170.000000
81.560000 160977.000000 175145.000000 175145.000000
81.570000 160990.000000 175117.000000 175117.000000
81.580000 161005.000000 175086.000000 175086.000000
81.590000 161022.000000 175053.000000 175053.000000
81.600000 161042.000000 175017.000000 175017.000000
81.610000 161065.000000 174978.000000 174978.000000
81.620000 161090.000000 174937.000000 174937.000000
81.630000 161118.000000 174894.000000 174894.000000
81.640000 161148.000000 174848.000000 174848.000000
81.650000 161182.000000 174799.000000 174799.000000
81.660000 161218.000000 174749.000000 174749.000000
81.670000 161258.000000 174695.000000 174695.000000
81.680000 161301.000000 174640.000000 174640.000000
81.690000 161347.000000 174582.000000 174582.000000
81.700000 161396.000000 174522.000000 174522.000000
81.710000 161449.000000 174461.000000 174461.000000
81.720000 161505.000000 174396.000000 174396.000000
81.730000 161565.000000 174330.000000 174330.000000
81.740000 161628.000000 174262.000000 174262.000000
81.750000 161695.000000 174192.000000 174192.000000
81.760000 161764.000000 174120.000000 174120.000000
81.770000 161838.000000 174046.000000 174046.000000
81.780000 161914.000000 173970.000000 173970.000000
81.790000 161994.000000 173892.000000 173892.000000
81.800000 162077.000000 173812.000000 173812.000000
81.810000 162163.000000 173730.000000 173730.000000
81.820000 162252.000000 173646.000000 173646.000000
81.830000 162344.000000 173560.000000 173560.000000
81.840000 162438.000000 173473.000000 173473.000000
81.850000 162535.000000 173383.000000 173383.000000
81.860000 162635.000000 173292.000000 173292.000000
81.870000 162738.000000 173199.000000 173199.000000
81.880000 162843.000000 173103.000000 173103.000000
81.890000 162950.000000 173007.000000 173007.000000
81.900000 163060.000000 172908.000000 172908.000000
81.910000 163172.000000 172808.000000 172808.000000
81.920000 163287.000000 172705.000000 172705.000000
81.930000 163405.000000 172602.000000 172602.000000
81.940000 163525.000000 172496.000000 172496.000000
81.950000 163647.000000 172390.000000 172390.000000
81.960000 163772.000000 172281.000000 172281.000000
81.970000 163900.000000 172172.000000 172172.000000
81.980000 164030.000000 172061.000000 172061.000000
81.990000 164163.000000 171949.000000 171949.000000
82.000000 164299.000000 171835.000000 171835.000000
82.010000 164437.000000 171721.000000 171721.000000
82.020000 164579.000000 171605.000000 171605.000000
82.030000 164723.000000 171489.000000 171489.000000
82.040000 164869.000000 171372.000000 171372.000000
82.050000 165018.000000 171254.000000 171254.000000
82.060000 165170.000000 171135.000000 171135.000000
82.070000 165324.000000 171016.000000 171016.000000
82.080000 165480.000000 170896.000000 170896.000000
82.090000 165639.000000 170775.000000 170775.000000
82.100000 165799.000000 170654.000000 170654.000000
82.110000 165961.000000 170532.000000 170532.000000
82.120000 166125.000000 170410.000000 170410.000000
82.130000 166291.000000 170288.000000 170288.000000
82.140000 166458.000000 170165.000000 170165.000000
82.150000 166626.000000 170041.000000 170041.000000
82.160000 166795.000000 169917.000000 169917.000000
82.170000 166965.000000 169793.000000 169793.000000
82.180000 167137.000000 169669.000000 169669.000000
82.190000 167309.000000 169544.000000 169544.000000
82.200000 167482.000000 169418.000000 169418.000000
82.210000 167655.000000 169293.000000 169293.000000
82.220000 167830.000000 169167.000000 169167.000000
82.230000 168005.000000 169041.000000 169041.000000
82.240000 168181.000000 168914.000000 168914.000000
82.250000 168358.000000 168787.000000 168787.000000
82.260000 168535.000000 168660.000000 168660.000000
82.270000 168712.000000 168533.000000 168533.000000
82.280000 168891.000000 168406.000000 168406.000000
82.290000 169070.000000 168279.000000 168279.000000
82.300000 169249.000000 168152.000000 168152.000000
82.310000 169429.000000 168025.000000 168025.000000
82.320000 169610.000000 167898.000000 167898.000000
82.330000 169791.000000 167772.000000 167772.000000
82.340000 169972.000000 167645.000000 167645.000000
82.350000 170154.000000 167519.000000 167519.000000
82.360000 170336.000000 167394.000000 167394.000000
82.370000 170518.000000 167269.000000 167269.000000
82.380000 170699.000000 167145.000000 167145.000000
82.390000 170881.000000 167021.000000 167021.000000
82.400000 171063.000000 166898.000000 166898.000000
82.410000 171244.000000 166776.000000 166776.000000
82.420000 171425.000000 166654.000000 166654.000000
82.430000 171605.000000 166533.000000 166533.000000
82.440000 171785.000000 166413.000000 166413.000000
82.450000 171964.000000 166294.000000 166294.000000
82.460000 172142.000000 166176.000000 166176.000000
82.470000 172319.000000 166058.000000 166058.000000
82.480000 172495.000000 165941.000000 165941.000000
82.490000 172670.000000 165825.000000 165825.000000
82.500000 172844.000000 165710.000000 165710.000000
82.510000 173016.000000 165596.000000 165596.000000
82.520000 173188.000000 165482.000000 165482.000000
82.530000 173358.000000 165370.000000 165370.000000
82.540000 173528.000000 165258.000000 165258.000000
82.550000 173695.000000 165147.000000 165147.000000
82.560000 173862.000000 165037.000000 165037.000000
82.570000 174027.000000 164928.000000 164928.000000
82.580000 174191.000000 164820.000000 164820.000000
82.590000 174354.000000 164713.000000 164713.000000
82.600000 174515.000000 164608.000000 164608.000000
82.610000 174675.000000 164503.000000 164503.000000
82.620000 174834.000000 164400.000000 164400.000000
82.630000 174991.000000 164298.000000 164298.000000
82.640000 175147.000000 164197.000000 164197.000000
82.650000 175302.000000 164098.000000 164098.000000
82.660000 175455.000000 164001.000000 164001.000000
82.670000 175606.000000 163904.000000 163904.000000
82.680000 175756.000000 163810.000000 163810.000000
82.690000 175904.000000 163717.000000 163717.000000
82.700000 176050.000000 163626.000000 163626.000000
82.710000 176194.000000 163537.000000 163537.000000
82.720000 176337.000000 163449.000000 163449.000000
82.730000 176477.000000 163363.000000 163363.000000
82.740000 176615.000000 163279.000000 163279.000000
82.750000 176752.000000 163197.000000 163197.000000
82.760000 176885.000000 163116.000000 163116.000000
82.770000 177017.000000 163038.000000 163038.000000
82.780000 177146.000000 162961.000000 162961.000000
82.790000 177273.000000 162886.000000 162886.000000
82.800000 177397.000000 162813.000000 162813.000000
82.810000 177518.000000 162741.000000 162741.000000
82.820000 177637.000000 162672.000000 162672.000000
82.830000 177753.000000 162604.000000 162604.000000
82.840000 177867.000000 162538.000000 162538.000000
82.850000 177977.000000 162473.000000 162473.000000
82.860000 178086.000000 162411.000000 162411.000000
82.870000 178191.000000 162350.000000 162350.000000
82.880000 178293.000000 162291.000000 162291.000000
82.890000 178393.000000 162234.000000 162234.000000
82.900000 178490.000000 162179.000000 162179.000000
82.910000 178584.000000 162126.000000 162126.000000
82.920000 178676.000000 162075.000000 162075.000000
82.930000 178764.000000 162025.000000 162025.000000
82.940000 178850.000000 161978.000000 161978.000000
82.950000 178933.000000 161933.000000 161933.000000
82.960000 179013.000000 161890.000000 161890.000000
82.970000 179090.000000 161849.000000 161849.000000
82.980000 179165.000000 161810.000000 161810.000000
82.990000 179237.000000 161773.000000 161773.000000
83.000000 179305.000000 161739.000000 161739.000000
83.010000 179371.000000 161707.000000 161707.000000
83.020000 179434.000000 161677.000000 161677.000000
83.030000 179493.000000 161649.000000 161649.000000
83.040000 179550.000000 161623.000000 161623.000000
83.050000 179604.000000 161600.000000 161600.000000
83.060000 179655.000000 161579.000000 161579.000000
83.070000 179702.000000 161560.000000 161560.000000
83.080000 179746.000000 161544.000000 161544.000000
83.090000 179788.000000 161530.000000 161530.000000
83.100000 179826.000000 161518.000000 161518.000000
83.110000 179861.000000 161508.000000 161508.000000
83.120000 179892.000000 161500.000000 161500.000000
83.130000 179921.000000 161494.000000 161494.000000
83.140000 179946.000000 161490.000000 161490.000000
83.150000 179968.000000 161489.000000 161489.000000
83.160000 179987.000000 161490.000000 161490.000000
83.170000 180003.000000 161492.000000 161492.000000
83.180000 180015.000000 161497.000000 161497.000000
83.190000 180025.000000 161504.000000 161504.000000
83.200000 180031.000000 161513.000000 161513.000000
83.210000 180035.000000 161524.000000 161524.000000
83.220000 180035.000000 161537.000000 161537.000000
83.230000 180032.000000 161552.000000 161552.000000
83.240000 180027.000000 161570.000000 161570.000000
83.250000 180018.000000 161589.000000 161589.000000
83.260000 180006.000000 161612.000000 161612.000000
83.270000 179992.000000 161636.000000 161636.000000
83.280000 179974.000000 161663.000000 161663.000000
83.290000 179954.000000 161692.000000 161692.000000
83.300000 179931.000000 161724.000000 161724.000000
83.310000 179906.000000 161758.000000 161758.000000
83.320000 179877.000000 161794.000000 161794.000000
83.330000 179845.000000 161834.000000 161834.000000
83.340000 179811.000000 161876.000000 161876.000000
83.350000 179773.000000 161920.000000 161920.000000
83.360000 179732.000000 161967.000000 161967.000000
83.370000 179688.000000 162016.000000 162016.000000
83.380000 179641.000000 162068.000000 162068.000000
83.390000 179591.000000 162123.000000 162123.000000
83.400000 179537.000000 162179.000000 162179.000000
83.410000 179480.000000 162239.000000 162239.000000
83.420000 179419.000000 162300.000000 162300.000000
83.430000 179355.000000 162364.000000 162364.000000
83.440000 179288.000000 162429.000000 162429.000000
83.450000 179217.000000 162497.000000 162497.000000
83.460000 179143.000000 162567.000000 162567.000000
83.470000 179065.000000 162639.000000 162639.000000
83.480000 178984.000000 162712.000000 162712.000000
83.490000 178900.000000 162788.000000 162788.000000
83.500000 178812.000000 162865.000000 162865.000000
83.510000 178721.000000 162945.000000 162945.000000
83.520000 178628.000000 163026.000000 163026.000000
83.530000 178531.000000 163108.000000 163108.000000
83.540000 178432.000000 163193.000000 163193.000000
83.550000 178330.000000 163279.000000 163279.000000
83.560000 178225.000000 163368.000000 163368.000000
83.570000 178118.000000 163458.000000 163458.000000
83.580000 178008.000000 163550.000000 163550.000000
83.590000 177896.000000 163643.000000 163643.000000
83.600000 177781.000000 163739.000000 163739.000000
83.610000 177664.000000 163837.000000 163837.000000
83.620000 177544.000000 163936.000000 163936.000000
83.630000 177422.000000 164037.000000 164037.000000
83.640000 177297.000000 164140.000000 164140.000000
83.650000 177170.000000 164245.000000 164245.000000
83.660000 177040.000000 164352.000000 164352.000000
83.670000 176907.000000 164460.000000 164460.000000
83.680000 176772.000000 164571.000000 164571.000000
83.690000 176634.000000 164683.000000 164683.000000
83.700000 176493.000000 164796.000000 164796.000000
83.710000 176349.000000 164911.000000 164911.000000
83.720000 176203.000000 165027.000000 165027.000000
83.730000 176053.000000 165145.000000 165145.000000
83.740000 175901.000000 165264.000000 165264.000000
83.750000 175745.000000 165384.000000 165384.000000
83.760000 175587.000000 165505.000000 165505.000000
83.770000 175426.000000 165627.000000 165627.000000
83.780000 175262.000000 165751.000000 165751.000000
83.790000 175095.000000 165875.000000 165875.000000
83.800000 174926.000000 165999.000000 165999.000000
83.810000 174754.000000 166125.000000 166125.000000
83.820000 174580.000000 166251.000000 166251.000000
83.830000 174403.000000 166378.000000 166378.000000
83.840000 174225.000000 166505.000000 166505.000000
83.850000 174044.000000 166634.000000 166634.000000
83.860000 173861.000000 166762.000000 166762.000000
83.870000 173677.000000 166892.000000 166892.000000
83.880000 173491.000000 167022.000000 167022.000000
83.890000 173303.000000 167152.000000 167152.000000
83.900000 173114.000000 167283.000000 167283.000000
83.910000 172924.000000 167415.000000 167415.000000
83.920000 172732.000000 167547.000000 167547.000000
83.930000 172540.000000 167680.000000 167680.000000
83.940000 172346.000000 167813.000000 167813.000000
83.950000 172152.000000 167947.000000 167947.000000
83.960000 171957.000000 168080.000000 168080.000000
83.970000 171762.000000 168215.000000 168215.000000
83.980000 171566.000000 168349.000000 168349.000000
83.990000 171370.000000 168483.000000 168483.000000
84.000000 171173.000000 168618.000000 168618.000000
84.010000 170977.000000 168753.000000 168753.000000
84.020000 170779.000000 168887.000000 168887.000000
84.030000 170582.000000 169022.000000 169022.000000
84.040000 170384.000000 169156.000000 169156.000000
84.050000 170186.000000 169290.000000 169290.000000
84.060000 169988.000000 169424.000000 169424.000000
84.070000 169789.000000 169557.000000 169557.000000
84.080000 169590.000000 169690.000000 169690.000000
84.090000 169391.000000 169823.000000 169823.000000
84.100000 169192.000000 169955.000000 169955.000000
84.110000 168992.000000 170087.000000 170087.000000
84.120000 168792.000000 170218.000000 170218.000000
84.130000 168593.000000 170348.000000 170348.000000
84.140000 168393.000000 170478.000000 170478.000000
84.150000 168194.000000 170607.000000 170607.000000
84.160000 167995.000000 170736.000000 170736.000000
84.170000 167796.000000 170863.000000 170863.000000
84.180000 167598.000000 170990.000000 170990.000000
84.190000 167401.000000 171117.000000 171117.000000
84.200000 167204.000000 171242.000000 171242.000000
84.210000 167009.000000 171367.000000 171367.000000
84.220000 166814.000000 171490.000000 171490.000000
84.230000 166621.000000 171613.000000 171613.000000
84.240000 166430.000000 171735.000000 171735.000000
84.250000 166239.000000 171855.000000 171855.000000
84.260000 166051.000000 171975.000000 171975.000000
84.270000 165864.000000 172094.000000 172094.000000
84.280000 165678.000000 172212.000000 172212.000000
84.290000 165494.000000 172328.000000 172328.000000
84.300000 165312.000000 172444.000000 172444.000000
84.310000 165131.000000 172558.000000 172558.000000
84.320000 164952.000000 172671.000000 172671.000000
84.330000 164774.000000 172782.000000 172782.000000
84.340000 164598.000000 172893.000000 172893.000000
84.350000 164423.000000 173002.000000 173002.000000
84.360000 164249.000000 173109.000000 173109.000000
84.370000 164077.000000 173215.000000 173215.000000
84.380000 163906.000000 173320.000000 173320.000000
84.390000 163736.000000 173423.000000 173423.000000
84.400000 163567.000000 173525.000000 173525.000000
84.410000 163400.000000 173624.000000 173624.000000
84.420000 163234.000000 173723.000000 173723.000000
84.430000 163069.000000 173819.000000 173819.000000
84.440000 162906.000000 173914.000000 173914.000000
84.450000 162744.000000 174007.000000 174007.000000
84.460000 162584.000000 174098.000000 174098.000000
84.470000 162425.000000 174188.000000 174188.000000
84.480000 162267.000000 174276.000000 174276.000000
84.490000 162112.000000 174361.000000 174361.000000
84.500000 161958.000000 174445.000000 174445.000000
84.510000 161807.000000 174527.000000 174527.000000
84.520000 161657.000000 174608.000000 174608.000000
84.530000 161509.000000 174686.000000 174686.000000
84.540000 161364.000000 174763.000000 174763.000000
84.550000 161221.000000 174837.000000 174837.000000
84.560000 161081.000000 174910.000000 174910.000000
84.570000 160943.000000 174980.000000 174980.000000
84.580000 160808.000000 175049.000000 175049.000000
84.590000 160675.000000 175116.000000 175116.000000
84.600000 160545.000000 175181.000000 175181.000000
84.610000 160418.000000 175244.000000 175244.000000
84.620000 160293.000000 175305.000000 175305.000000
84.630000 160170.000000 175364.000000 175364.000000
84.640000 160051.000000 175421.000000 175421.000000
84.650000 159934.000000 175476.000000 175476.000000
84.660000 159819.000000 175529.000000 175529.000000
84.670000 159707.000000 175579.000000 175579.000000
84.680000 159597.000000 175628.000000 175628.000000
84.690000 159490.000000 175675.000000 175675.000000
84.700000 159385.000000 175719.000000 175719.000000
84.710000 159283.000000 175762.000000 175762.000000
84.720000 159183.000000 175802.000000 175802.000000
84.730000 159086.000000 175841.000000 175841.000000
84.740000 158991.000000 175877.000000 175877.000000
84.750000 158898.000000 175911.000000 175911.000000
84.760000 158808.000000 175943.000000 175943.000000
84.770000 158721.000000 175973.000000 175973.000000
84.780000 158636.000000 176001.000000 176001.000000
84.790000 158554.000000 176027.000000 176027.000000
84.800000 158475.000000 176050.000000 176050.000000
84.810000 158398.000000 176072.000000 176072.000000
84.820000 158325.000000 176091.000000 176091.000000
84.830000 158254.000000 176109.000000 176109.000000
84.840000 158187.000000 176124.000000 176124.000000
84.850000 158123.000000 176137.000000 176137.000000
84.860000 158062.000000 176149.000000 176149.000000
84.870000 158004.000000 176158.000000 176158.000000
84.880000 157950.000000 176165.000000 176165.000000
84.890000 157899.000000 176170.000000 176170.000000
84.900000 157851.000000 176174.000000 176174.000000
84.910000 157807.000000 176175.000000 176175.000000
84.920000 157765.000000 176174.000000 176174.000000
84.930000 157727.000000 176171.000000 176171.000000
84.940000 157692.000000 176166.000000 176166.000000
84.950000 157660.000000 176160.000000 176160.000000
84.960000 157631.000000 176151.000000 176151.000000
84.970000 157605.000000 176140.000000 176140.000000
84.980000 157581.000000 176127.000000 176127.000000
84.990000 157561.000000 176112.000000 176112.000000
85.000000 157543.000000 176094.000000 176094.000000
85.010000 157528.000000 176075.000000 176075.000000
85.020000 157516.000000 176053.000000 176053.000000
85.030000 157506.000000 176029.000000 176029.000000
85.040000 157499.000000 176003.000000 176003.000000
85.050000 157495.000000 175975.000000 175975.000000
85.060000 157493.000000 175944.000000 175944.000000
85.070000 157493.000000 175911.000000 175911.000000
85.080000 157497.000000 175875.000000 175875.000000
85.090000 157502.000000 175838.000000 175838.000000
85.100000 157511.000000 175798.000000 175798.000000
85.110000 157522.000000 175755.000000 175755.000000
85.120000 157536.000000 175711.000000 175711.000000
85.130000 157552.000000 175664.000000 175664.000000
85.140000 157572.000000 175615.000000 175615.000000
85.150000 157594.000000 175564.000000 175564.000000
85.160000 157619.000000 175511.000000 175511.000000
85.170000 157647.000000 175456.000000 175456.000000
85.180000 157678.000000 175399.000000 175399.000000
85.190000 157712.000000 175340.000000 175340.000000
85.200000 157749.000000 175280.000000 175280.000000
85.210000 157790.000000 175217.000000 175217.000000
85.220000 157833.000000 175153.000000 175153.000000
85.230000 157880.000000 175087.000000 175087.000000
85.240000 157930.000000 175019.000000 175019.000000
85.250000 157983.000000 174950.000000 174950.000000
85.260000 158039.000000 174879.000000 174879.000000
85.270000 158098.000000 174806.000000 174806.000000
85.280000 158161.000000 174732.000000 174732.000000
85.290000 158226.000000 174656.000000 174656.000000
85.300000 158294.000000 174579.000000 174579.000000
85.310000 158366.000000 174500.000000 174500.000000
85.320000 158439.000000 174419.000000 174419.000000
85.330000 158516.000000 174336.000000 174336.000000
85.340000 158595.000000 174252.000000 174252.000000
85.350000 158677.000000 174167.000000 174167.000000
85.360000 158762.000000 174079.000000 174079.000000
85.370000 158849.000000 173990.000000 173990.000000
85.380000 158938.000000 173899.000000 173899.000000
85.390000 159030.000000 173807.000000 173807.000000
85.400000 159125.000000 173713.000000 173713.000000
85.410000 159222.000000 173618.000000 173618.000000
85.420000 159321.000000 173521.000000 173521.000000
85.430000 159423.000000 173422.000000 173422.000000
85.440000 159528.000000 173322.000000 173322.000000
85.450000 159636.000000 173221.000000 173221.000000
85.460000 159746.000000 173118.000000 173118.000000
85.470000 159859.000000 173014.000000 173014.000000
85.480000 159974.000000 172909.000000 172909.000000
85.490000 160093.000000 172803.000000 172803.000000
85.500000 160215.000000 172695.000000 172695.000000
85.510000 160339.000000 172587.000000 172587.000000
85.520000 160466.000000 172478.000000 172478.000000
85.530000 160597.000000 172368.000000 172368.000000
85.540000 160730.000000 172258.000000 172258.000000
85.550000 160866.000000 172146.000000 172146.000000
85.560000 161005.000000 172034.000000 172034.000000
85.570000 161147.000000 171922.000000 171922.000000
85.580000 161292.000000 171808.000000 171808.000000
85.590000 161439.000000 171695.000000 171695.000000
85.600000 161589.000000 171581.000000 171581.000000
85.610000 161741.000000 171466.000000 171466.000000
85.620000 161896.000000 171351.000000 171351.000000
85.630000 162053.000000 171236.000000 171236.000000
85.640000 162212.000000 171120.000000 171120.000000
85.650000 162374.000000 171004.000000 171004.000000
85.660000 162537.000000 170887.000000 170887.000000
85.670000 162702.000000 170771.000000 170771.000000
85.680000 162869.000000 170654.000000 170654.000000
85.690000 163038.000000 170536.000000 170536.000000
85.700000 163209.000000 170418.000000 170418.000000
85.710000 163381.000000 170300.000000 170300.000000
85.720000 163555.000000 170182.000000 170182.000000
85.730000 163730.000000 170064.000000 170064.000000
85.740000 163907.000000 169945.000000 169945.000000
85.750000 164085.000000 169827.000000 169827.000000
85.760000 164265.000000 169708.000000 169708.000000
85.770000 164446.000000 169590.000000 169590.000000
85.780000 164628.000000 169471.000000 169471.000000
85.790000 164812.000000 169353.000000 169353.000000
85.800000 164997.000000 169235.000000 169235.000000
85.810000 165183.000000 169117.000000 169117.000000
85.820000 165370.000000 169000.000000 169000.000000
85.830000 165559.000000 168883.000000 168883.000000
85.840000 165748.000000 168766.000000 168766.000000
85.850000 165939.000000 168650.000000 168650.000000
85.860000 166130.000000 168535.000000 168535.000000
85.870000 166322.000000 168420.000000 168420.000000
85.880000 166515.000000 168306.000000 168306.000000
85.890000 166709.000000 168193.000000 168193.000000
85.900000 166903.000000 168081.000000 168081.000000
85.910000 167098.000000 167969.000000 167969.000000
85.920000 167293.000000 167858.000000 167858.000000
85.930000 167488.000000 167748.000000 167748.000000
85.940000 167684.000000 167638.000000 167638.000000
85.950000 167879.000000 167529.000000 167529.000000
85.960000 168075.000000 167421.000000 167421.000000
85.970000 168271.000000 167314.000000 167314.000000
85.980000 168467.000000 167208.000000 167208.000000
85.990000 168663.000000 167102.000000 167102.000000
86.000000 168859.000000 166997.000000 166997.000000
86.010000 169054.000000 166892.000000 166892.000000
86.020000 169249.000000 166789.000000 166789.000000
86.030000 169443.000000 166686.000000 166686.000000
86.040000 169636.000000 166584.000000 166584.000000
86.050000 169829.000000 166483.000000 166483.000000
86.060000 170021.000000 166383.000000 166383.000000
86.070000 170212.000000 166285.000000 166285.000000
86.080000 170402.000000 166187.000000 166187.000000
86.090000 170591.000000 166091.000000 166091.000000
86.100000 170779.000000 165995.000000 165995.000000
86.110000 170966.000000 165901.000000 165901.000000
86.120000 171152.000000 165809.000000 165809.000000
86.130000 171337.000000 165717.000000 165717.000000
86.140000 171521.000000 165627.000000 165627.000000
86.150000 171705.000000 165538.000000 165538.000000
86.160000 171888.000000 165451.000000 165451.000000
86.170000 172069.000000 165364.000000 165364.000000
86.180000 172250.000000 165279.000000 165279.000000
86.190000 172431.000000 165195.000000 165195.000000
86.200000 172610.000000 165113.000000 165113.000000
86.210000 172789.000000 165032.000000 165032.000000
86.220000 172967.000000 164952.000000 164952.000000
86.230000 173144.000000 164873.000000 164873.000000
86.240000 173321.000000 164796.000000 164796.000000
86.250000 173496.000000 164720.000000 164720.000000
86.260000 173670.000000 164645.000000 164645.000000
86.270000 173842.000000 164572.000000 164572.000000
86.280000 174014.000000 164500.000000 164500.000000
86.290000 174183.000000 164430.000000 164430.000000
86.300000 174351.000000 164361.000000 164361.000000
86.310000 174518.000000 164293.000000 164293.000000
86.320000 174682.000000 164227.000000 164227.000000
86.330000 174845.000000 164163.000000 164163.000000
86.340000 175006.000000 164100.000000 164100.000000
86.350000 175164.000000 164038.000000 164038.000000
86.360000 175320.000000 163978.000000 163978.000000
86.370000 175475.000000 163920.000000 163920.000000
86.380000 175627.000000 163863.000000 163863.000000
86.390000 175776.000000 163808.000000 163808.000000
86.400000 175924.000000 163755.000000 163755.000000
86.410000 176069.000000 163703.000000 163703.000000
86.420000 176212.000000 163653.000000 163653.000000
86.430000 176353.000000 163605.000000 163605.000000
86.440000 176492.000000 163558.000000 163558.000000
86.450000 176628.000000 163513.000000 163513.000000
86.460000 176762.000000 163470.000000 163470.000000
86.470000 176894.000000 163429.000000 163429.000000
86.480000 177024.000000 163389.000000 163389.000000
86.490000 177152.000000 163351.000000 163351.000000
86.500000 177277.000000 163315.000000 163315.000000
86.510000 177400.000000 163280.000000 163280.000000
86.520000 177521.000000 163247.000000 163247.000000
86.530000 177639.000000 163216.000000 163216.000000
86.540000 177756.000000 163187.000000 163187.000000
86.550000 177869.000000 163159.000000 163159.000000
86.560000 177981.000000 163133.000000 163133.000000
86.570000 178090.000000 163109.000000 163109.000000
86.580000 178196.000000 163086.000000 163086.000000
86.590000 178299.000000 163065.000000 163065.000000
86.600000 178400.000000 163046.000000 163046.000000
86.610000 178498.000000 163029.000000 163029.000000
86.620000 178593.000000 163014.000000 163014.000000
86.630000 178685.000000 163000.000000 163000.000000
86.640000 178774.000000 162988.000000 162988.000000
86.650000 178861.000000 162978.000000 162978.000000
86.660000 178944.000000 162970.000000 162970.000000
86.670000 179024.000000 162963.000000 162963.000000
86.680000 179101.000000 162959.000000 162959.000000
86.690000 179174.000000 162956.000000 162956.000000
86.700000 179245.000000 162955.000000 162955.000000
86.710000 179312.000000 162956.000000 162956.000000
86.720000 179377.000000 162959.000000 162959.000000
86.730000 179438.000000 162964.000000 162964.000000
86.740000 179496.000000 162971.000000 162971.000000
86.750000 179551.000000 162980.000000 162980.000000
86.760000 179603.000000 162991.000000 162991.000000
86.770000 179653.000000 163003.000000 163003.000000
86.780000 179699.000000 163018.000000 163018.000000
86.790000 179742.000000 163035.000000 163035.000000
86.800000 179783.000000 163053.000000 163053.000000
86.810000 179821.000000 163073.000000 163073.000000
86.820000 179856.000000 163095.000000 163095.000000
86.830000 179889.000000 163119.000000 163119.000000
86.840000 179919.000000 163144.000000 163144.000000
86.850000 179946.000000 163172.000000 163172.000000
86.860000 179971.000000 163201.000000 163201.000000
86.870000 179993.000000 163231.000000 163231.000000
