WSM
F3OF
DT1
HEAVE
t(s)	HEAVE(m)
10.10000	-9.00014
10.20000	-9.00013
10.30000	-9.00011
10.40000	-9.00010
10.50000	-9.00009
10.60000	-9.00008
10.70000	-9.00007
10.80000	-9.00006
10.90000	-9.00005
11.00000	-9.00004
11.10000	-9.00003
11.20000	-9.00002
11.30000	-9.00000
11.40000	-8.99999
11.50000	-8.99998
11.60000	-8.99997
11.70000	-8.99995
11.80000	-8.99994
11.90000	-8.99993
12.00000	-8.99991
12.10000	-8.99990
12.20000	-8.99989
12.30000	-8.99987
12.40000	-8.99986
12.50000	-8.99984
12.60000	-8.99982
12.70000	-8.99981
12.80000	-8.99979
12.90000	-8.99978
13.00000	-8.99976
13.10000	-8.99975
13.20000	-8.99973
13.30000	-8.99972
13.40000	-8.99970
13.50000	-8.99969
13.60000	-8.99967
13.70000	-8.99966
13.80000	-8.99965
13.90000	-8.99964
14.00000	-8.99963
14.10000	-8.99963
14.20000	-8.99962
14.30000	-8.99962
14.40000	-8.99961
14.50000	-8.99961
14.60000	-8.99961
14.70000	-8.99961
14.80000	-8.99962
14.90000	-8.99962
15.00000	-8.99963
15.10000	-8.99964
15.20000	-8.99966
15.30000	-8.99967
15.40000	-8.99969
15.50000	-8.99971
15.60000	-8.99973
15.70000	-8.99976
15.80000	-8.99978
15.90000	-8.99981
16.00000	-8.99984
16.10000	-8.99988
16.20000	-8.99992
16.30000	-8.99995
16.40000	-8.99999
16.50000	-9.00004
16.60000	-9.00008
16.70000	-9.00012
16.80000	-9.00017
16.90000	-9.00022
17.00000	-9.00026
17.10000	-9.00031
17.20000	-9.00036
17.30000	-9.00040
17.40000	-9.00045
17.50000	-9.00049
17.60000	-9.00053
17.70000	-9.00058
17.80000	-9.00061
17.90000	-9.00065
18.00000	-9.00068
18.10000	-9.00071
18.20000	-9.00074
18.30000	-9.00076
18.40000	-9.00078
18.50000	-9.00079
18.60000	-9.00080
18.70000	-9.00080
18.80000	-9.00080
18.90000	-9.00080
19.00000	-9.00079
19.10000	-9.00078
19.20000	-9.00076
19.30000	-9.00074
19.40000	-9.00072
19.50000	-9.00069
19.60000	-9.00065
19.70000	-9.00061
19.80000	-9.00057
19.90000	-9.00053
20.00000	-9.00048
20.10000	-9.00043
20.20000	-9.00038
20.30000	-9.00032
20.40000	-9.00027
20.50000	-9.00021
20.60000	-9.00015
20.70000	-9.00009
20.80000	-9.00002
20.90000	-8.99996
21.00000	-8.99990
21.10000	-8.99984
21.20000	-8.99977
21.30000	-8.99971
21.40000	-8.99966
21.50000	-8.99960
21.60000	-8.99954
21.70000	-8.99949
21.80000	-8.99944
21.90000	-8.99940
22.00000	-8.99936
22.10000	-8.99932
22.20000	-8.99929
22.30000	-8.99926
22.40000	-8.99924
22.50000	-8.99922
22.60000	-8.99921
22.70000	-8.99920
22.80000	-8.99920
22.90000	-8.99921
23.00000	-8.99922
23.10000	-8.99924
23.20000	-8.99926
23.30000	-8.99929
23.40000	-8.99932
23.50000	-8.99936
23.60000	-8.99941
23.70000	-8.99946
23.80000	-8.99951
23.90000	-8.99957
24.00000	-8.99964
24.10000	-8.99970
24.20000	-8.99977
24.30000	-8.99984
24.40000	-8.99992
24.50000	-8.99999
24.60000	-9.00007
24.70000	-9.00014
24.80000	-9.00022
24.90000	-9.00029
25.00000	-9.00036
25.10000	-9.00044
25.20000	-9.00051
25.30000	-9.00057
25.40000	-9.00064
25.50000	-9.00070
25.60000	-9.00075
25.70000	-9.00081
25.80000	-9.00086
25.90000	-9.00090
26.00000	-9.00094
26.10000	-9.00097
26.20000	-9.00100
26.30000	-9.00102
26.40000	-9.00104
26.50000	-9.00105
26.60000	-9.00105
26.70000	-9.00105
26.80000	-9.00105
26.90000	-9.00104
27.00000	-9.00102
27.10000	-9.00099
27.20000	-9.00097
27.30000	-9.00093
27.40000	-9.00089
27.50000	-9.00085
27.60000	-9.00080
27.70000	-9.00075
27.80000	-9.00069
27.90000	-9.00063
28.00000	-9.00057
28.10000	-9.00050
28.20000	-9.00044
28.30000	-9.00037
28.40000	-9.00029
28.50000	-9.00022
28.60000	-9.00015
28.70000	-9.00008
28.80000	-9.00000
28.90000	-8.99993
29.00000	-8.99986
29.10000	-8.99979
29.20000	-8.99972
29.30000	-8.99966
29.40000	-8.99960
29.50000	-8.99954
29.60000	-8.99949
29.70000	-8.99944
29.80000	-8.99939
29.90000	-8.99935
30.00000	-8.99931
30.10000	-8.99928
30.20000	-8.99925
30.30000	-8.99923
30.40000	-8.99922
30.50000	-8.99921
30.60000	-8.99920
30.70000	-8.99920
30.80000	-8.99920
30.90000	-8.99921
31.00000	-8.99923
31.10000	-8.99924
31.20000	-8.99927
31.30000	-8.99930
31.40000	-8.99933
31.50000	-8.99936
31.60000	-8.99940
31.70000	-8.99944
31.80000	-8.99949
31.90000	-8.99953
32.00000	-8.99958
32.10000	-8.99963
32.20000	-8.99969
32.30000	-8.99974
32.40000	-8.99980
32.50000	-8.99986
32.60000	-8.99992
32.70000	-8.99997
32.80000	-9.00003
32.90000	-9.00009
33.00000	-9.00015
33.10000	-9.00020
33.20000	-9.00026
33.30000	-9.00031
33.40000	-9.00036
33.50000	-9.00041
33.60000	-9.00046
33.70000	-9.00050
33.80000	-9.00054
33.90000	-9.00058
34.00000	-9.00061
34.10000	-9.00064
34.20000	-9.00067
34.30000	-9.00069
34.40000	-9.00071
34.50000	-9.00072
34.60000	-9.00073
34.70000	-9.00073
34.80000	-9.00073
34.90000	-9.00073
35.00000	-9.00072
35.10000	-9.00071
35.20000	-9.00069
35.30000	-9.00067
35.40000	-9.00064
35.50000	-9.00062
35.60000	-9.00058
35.70000	-9.00055
35.80000	-9.00051
35.90000	-9.00047
36.00000	-9.00042
36.10000	-9.00037
36.20000	-9.00032
36.30000	-9.00027
36.40000	-9.00022
36.50000	-9.00017
36.60000	-9.00011
36.70000	-9.00006
36.80000	-9.00000
36.90000	-8.99995
37.00000	-8.99989
37.10000	-8.99984
37.20000	-8.99978
37.30000	-8.99973
37.40000	-8.99968
37.50000	-8.99963
37.60000	-8.99958
37.70000	-8.99953
37.80000	-8.99948
37.90000	-8.99944
38.00000	-8.99940
38.10000	-8.99936
38.20000	-8.99932
38.30000	-8.99929
38.40000	-8.99926
38.50000	-8.99923
38.60000	-8.99920
38.70000	-8.99918
38.80000	-8.99916
38.90000	-8.99915
39.00000	-8.99914
39.10000	-8.99913
39.20000	-8.99912
39.30000	-8.99912
39.40000	-8.99912
39.50000	-8.99913
39.60000	-8.99914
39.70000	-8.99915
39.80000	-8.99917
39.90000	-8.99918
40.00000	-8.99920
40.10000	-8.99923
40.20000	-8.99925
40.30000	-8.99928
40.40000	-8.99931
40.50000	-8.99935
40.60000	-8.99938
40.70000	-8.99942
40.80000	-8.99945
40.90000	-8.99949
41.00000	-8.99953
41.10000	-8.99957
41.20000	-8.99961
41.30000	-8.99965
41.40000	-8.99969
41.50000	-8.99973
41.60000	-8.99977
41.70000	-8.99981
41.80000	-8.99984
41.90000	-8.99988
42.00000	-8.99991
42.10000	-8.99994
42.20000	-8.99998
42.30000	-9.00000
42.40000	-9.00003
42.50000	-9.00006
42.60000	-9.00008
42.70000	-9.00010
42.80000	-9.00012
42.90000	-9.00014
43.00000	-9.00015
43.10000	-9.00016
43.20000	-9.00017
43.30000	-9.00018
43.40000	-9.00018
43.50000	-9.00019
43.60000	-9.00019
43.70000	-9.00018
43.80000	-9.00018
43.90000	-9.00017
44.00000	-9.00015
44.10000	-9.00014
44.20000	-9.00012
44.30000	-9.00010
44.40000	-9.00008
44.50000	-9.00006
44.60000	-9.00003
44.70000	-9.00000
44.80000	-8.99997
44.90000	-8.99994
45.00000	-8.99991
45.10000	-8.99987
45.20000	-8.99983
45.30000	-8.99980
45.40000	-8.99976
45.50000	-8.99972
45.60000	-8.99968
45.70000	-8.99964
45.80000	-8.99960
45.90000	-8.99955
46.00000	-8.99951
46.10000	-8.99947
46.20000	-8.99944
46.30000	-8.99940
46.40000	-8.99936
46.50000	-8.99933
46.60000	-8.99929
46.70000	-8.99926
46.80000	-8.99923
46.90000	-8.99920
47.00000	-8.99917
47.10000	-8.99915
47.20000	-8.99913
47.30000	-8.99911
47.40000	-8.99909
47.50000	-8.99907
47.60000	-8.99906
47.70000	-8.99905
47.80000	-8.99904
47.90000	-8.99904
48.00000	-8.99904
48.10000	-8.99904
48.20000	-8.99904
48.30000	-8.99905
48.40000	-8.99906
48.50000	-8.99907
48.60000	-8.99908
48.70000	-8.99910
48.80000	-8.99912
48.90000	-8.99914
49.00000	-8.99917
49.10000	-8.99920
49.20000	-8.99923
49.30000	-8.99926
49.40000	-8.99929
49.50000	-8.99933
49.60000	-8.99937
49.70000	-8.99941
49.80000	-8.99945
49.90000	-8.99949
50.00000	-8.99954
50.10000	-8.99958
50.20000	-8.99963
50.30000	-8.99967
50.40000	-8.99972
50.50000	-8.99977
50.60000	-8.99981
50.70000	-8.99986
50.80000	-8.99990
50.90000	-8.99995
51.00000	-8.99999
51.10000	-9.00003
51.20000	-9.00007
51.30000	-9.00010
51.40000	-9.00014
51.50000	-9.00017
51.60000	-9.00020
51.70000	-9.00023
51.80000	-9.00025
51.90000	-9.00028
52.00000	-9.00029
52.10000	-9.00031
52.20000	-9.00032
52.30000	-9.00033
52.40000	-9.00034
52.50000	-9.00034
52.60000	-9.00034
52.70000	-9.00033
52.80000	-9.00033
52.90000	-9.00032
53.00000	-9.00030
53.10000	-9.00028
53.20000	-9.00027
53.30000	-9.00024
53.40000	-9.00022
53.50000	-9.00019
53.60000	-9.00016
53.70000	-9.00013
53.80000	-9.00010
53.90000	-9.00006
54.00000	-9.00002
54.10000	-8.99999
54.20000	-8.99995
54.30000	-8.99991
54.40000	-8.99987
54.50000	-8.99982
54.60000	-8.99978
54.70000	-8.99974
54.80000	-8.99970
54.90000	-8.99966
55.00000	-8.99962
55.10000	-8.99959
55.20000	-8.99955
55.30000	-8.99952
55.40000	-8.99949
55.50000	-8.99946
55.60000	-8.99943
55.70000	-8.99941
55.80000	-8.99939
55.90000	-8.99937
56.00000	-8.99936
56.10000	-8.99935
56.20000	-8.99934
56.30000	-8.99933
56.40000	-8.99933
56.50000	-8.99934
56.60000	-8.99935
56.70000	-8.99936
56.80000	-8.99937
56.90000	-8.99939
57.00000	-8.99941
57.10000	-8.99944
57.20000	-8.99946
57.30000	-8.99949
57.40000	-8.99953
57.50000	-8.99956
57.60000	-8.99960
57.70000	-8.99964
57.80000	-8.99968
57.90000	-8.99972
58.00000	-8.99977
58.10000	-8.99981
58.20000	-8.99985
58.30000	-8.99990
58.40000	-8.99995
58.50000	-8.99999
58.60000	-9.00004
58.70000	-9.00008
58.80000	-9.00012
58.90000	-9.00017
59.00000	-9.00021
59.10000	-9.00025
59.20000	-9.00028
59.30000	-9.00032
59.40000	-9.00035
59.50000	-9.00038
59.60000	-9.00041
59.70000	-9.00044
59.80000	-9.00046
59.90000	-9.00048
60.00000	-9.00050
60.10000	-9.00051
60.20000	-9.00053
60.30000	-9.00053
60.40000	-9.00054
60.50000	-9.00054
60.60000	-9.00054
60.70000	-9.00054
60.80000	-9.00054
60.90000	-9.00053
61.00000	-9.00052
61.10000	-9.00050
61.20000	-9.00049
61.30000	-9.00047
61.40000	-9.00045
61.50000	-9.00043
61.60000	-9.00040
61.70000	-9.00038
61.80000	-9.00035
61.90000	-9.00033
62.00000	-9.00030
62.10000	-9.00027
62.20000	-9.00024
62.30000	-9.00021
62.40000	-9.00018
62.50000	-9.00015
62.60000	-9.00012
62.70000	-9.00010
62.80000	-9.00007
62.90000	-9.00005
63.00000	-9.00002
63.10000	-9.00000
63.20000	-8.99998
63.30000	-8.99996
63.40000	-8.99994
63.50000	-8.99992
63.60000	-8.99990
63.70000	-8.99989
63.80000	-8.99988
63.90000	-8.99987
64.00000	-8.99986
64.10000	-8.99985
64.20000	-8.99985
64.30000	-8.99984
64.40000	-8.99984
64.50000	-8.99984
64.60000	-8.99984
64.70000	-8.99984
64.80000	-8.99984
64.90000	-8.99985
65.00000	-8.99985
65.10000	-8.99986
65.20000	-8.99986
65.30000	-8.99987
65.40000	-8.99988
65.50000	-8.99989
65.60000	-8.99990
65.70000	-8.99991
65.80000	-8.99992
65.90000	-8.99993
66.00000	-8.99994
66.10000	-8.99995
66.20000	-8.99996
66.30000	-8.99997
66.40000	-8.99999
66.50000	-9.00000
66.60000	-9.00001
66.70000	-9.00002
66.80000	-9.00003
66.90000	-9.00004
67.00000	-9.00006
67.10000	-9.00007
67.20000	-9.00008
67.30000	-9.00009
67.40000	-9.00010
67.50000	-9.00011
67.60000	-9.00012
67.70000	-9.00013
67.80000	-9.00014
67.90000	-9.00015
68.00000	-9.00016
68.10000	-9.00017
68.20000	-9.00018
68.30000	-9.00019
68.40000	-9.00020
68.50000	-9.00021
68.60000	-9.00022
68.70000	-9.00023
68.80000	-9.00024
68.90000	-9.00025
69.00000	-9.00026
69.10000	-9.00027
69.20000	-9.00027
69.30000	-9.00028
69.40000	-9.00029
69.50000	-9.00030
69.60000	-9.00031
69.70000	-9.00032
69.80000	-9.00033
69.90000	-9.00034
70.00000	-9.00035
70.10000	-9.00036
70.20000	-9.00037
70.30000	-9.00037
70.40000	-9.00038
70.50000	-9.00038
70.60000	-9.00039
70.70000	-9.00039
70.80000	-9.00040
70.90000	-9.00040
71.00000	-9.00040
71.10000	-9.00040
71.20000	-9.00039
71.30000	-9.00039
71.40000	-9.00038
71.50000	-9.00038
71.60000	-9.00037
71.70000	-9.00036
71.80000	-9.00035
71.90000	-9.00034
72.00000	-9.00032
72.10000	-9.00031
72.20000	-9.00029
72.30000	-9.00027
72.40000	-9.00025
72.50000	-9.00023
72.60000	-9.00021
72.70000	-9.00019
72.80000	-9.00016
72.90000	-9.00014
73.00000	-9.00011
73.10000	-9.00009
73.20000	-9.00006
73.30000	-9.00004
73.40000	-9.00001
73.50000	-8.99999
73.60000	-8.99996
73.70000	-8.99994
73.80000	-8.99992
73.90000	-8.99989
74.00000	-8.99987
74.10000	-8.99985
74.20000	-8.99983
74.30000	-8.99981
74.40000	-8.99979
74.50000	-8.99978
74.60000	-8.99976
74.70000	-8.99975
74.80000	-8.99974
74.90000	-8.99973
75.00000	-8.99972
75.10000	-8.99972
75.20000	-8.99971
75.30000	-8.99971
75.40000	-8.99972
75.50000	-8.99972
75.60000	-8.99973
75.70000	-8.99974
75.80000	-8.99975
75.90000	-8.99976
76.00000	-8.99978
76.10000	-8.99980
76.20000	-8.99982
76.30000	-8.99984
76.40000	-8.99987
76.50000	-8.99989
76.60000	-8.99992
76.70000	-8.99995
76.80000	-8.99998
76.90000	-9.00001
77.00000	-9.00004
77.10000	-9.00008
77.20000	-9.00011
77.30000	-9.00014
77.40000	-9.00018
77.50000	-9.00021
77.60000	-9.00024
77.70000	-9.00027
77.80000	-9.00030
77.90000	-9.00033
78.00000	-9.00036
78.10000	-9.00039
78.20000	-9.00041
78.30000	-9.00044
78.40000	-9.00046
78.50000	-9.00048
78.60000	-9.00049
78.70000	-9.00051
78.80000	-9.00052
78.90000	-9.00053
79.00000	-9.00053
79.10000	-9.00054
79.20000	-9.00054
79.30000	-9.00053
79.40000	-9.00053
79.50000	-9.00052
79.60000	-9.00051
79.70000	-9.00050
79.80000	-9.00048
79.90000	-9.00046
80.00000	-9.00044
80.10000	-9.00042
80.20000	-9.00039
80.30000	-9.00036
80.40000	-9.00033
80.50000	-9.00030
80.60000	-9.00027
80.70000	-9.00023
80.80000	-9.00019
80.90000	-9.00016
81.00000	-9.00012
81.10000	-9.00008
81.20000	-9.00003
81.30000	-8.99999
81.40000	-8.99995
81.50000	-8.99991
81.60000	-8.99987
81.70000	-8.99983
81.80000	-8.99979
81.90000	-8.99975
82.00000	-8.99971
82.10000	-8.99967
82.20000	-8.99963
82.30000	-8.99960
82.40000	-8.99957
82.50000	-8.99954
82.60000	-8.99951
82.70000	-8.99949
82.80000	-8.99946
82.90000	-8.99944
83.00000	-8.99942
83.10000	-8.99941
83.20000	-8.99940
83.30000	-8.99939
83.40000	-8.99938
83.50000	-8.99938
83.60000	-8.99938
83.70000	-8.99938
83.80000	-8.99938
83.90000	-8.99939
84.00000	-8.99940
84.10000	-8.99942
84.20000	-8.99943
84.30000	-8.99945
84.40000	-8.99947
84.50000	-8.99949
84.60000	-8.99951
84.70000	-8.99954
84.80000	-8.99956
84.90000	-8.99959
85.00000	-8.99962
85.10000	-8.99965
85.20000	-8.99968
85.30000	-8.99971
85.40000	-8.99975
85.50000	-8.99978
85.60000	-8.99981
85.70000	-8.99984
85.80000	-8.99988
85.90000	-8.99991
86.00000	-8.99994
86.10000	-8.99997
86.20000	-9.00000
86.30000	-9.00003
86.40000	-9.00005
86.50000	-9.00008
86.60000	-9.00010
86.70000	-9.00012
86.80000	-9.00014
86.90000	-9.00016
87.00000	-9.00017
87.10000	-9.00018
87.20000	-9.00019
87.30000	-9.00020
87.40000	-9.00020
87.50000	-9.00021
87.60000	-9.00020
87.70000	-9.00020
87.80000	-9.00019
87.90000	-9.00018
88.00000	-9.00017
88.10000	-9.00016
88.20000	-9.00014
88.30000	-9.00012
88.40000	-9.00010
88.50000	-9.00007
88.60000	-9.00005
88.70000	-9.00002
88.80000	-8.99999
88.90000	-8.99996
89.00000	-8.99992
89.10000	-8.99989
89.20000	-8.99985
89.30000	-8.99982
89.40000	-8.99978
89.50000	-8.99974
89.60000	-8.99970
89.70000	-8.99966
89.80000	-8.99963
89.90000	-8.99959
90.00000	-8.99955
90.10000	-8.99951
90.20000	-8.99948
90.30000	-8.99944
90.40000	-8.99941
90.50000	-8.99938
90.60000	-8.99934
90.70000	-8.99932
90.80000	-8.99929
90.90000	-8.99926
91.00000	-8.99924
91.10000	-8.99922
91.20000	-8.99920
91.30000	-8.99918
91.40000	-8.99916
91.50000	-8.99915
91.60000	-8.99914
91.70000	-8.99913
91.80000	-8.99913
91.90000	-8.99912
92.00000	-8.99912
92.10000	-8.99913
92.20000	-8.99913
92.30000	-8.99914
92.40000	-8.99915
92.50000	-8.99916
92.60000	-8.99918
92.70000	-8.99919
92.80000	-8.99921
92.90000	-8.99923
93.00000	-8.99926
93.10000	-8.99928
93.20000	-8.99931
93.30000	-8.99934
93.40000	-8.99937
93.50000	-8.99940
93.60000	-8.99943
93.70000	-8.99946
93.80000	-8.99949
93.90000	-8.99953
94.00000	-8.99956
94.10000	-8.99959
94.20000	-8.99963
94.30000	-8.99966
94.40000	-8.99970
94.50000	-8.99973
94.60000	-8.99976
94.70000	-8.99979
94.80000	-8.99982
94.90000	-8.99985
95.00000	-8.99988
95.10000	-8.99991
95.20000	-8.99994
95.30000	-8.99996
95.40000	-8.99998
95.50000	-9.00000
95.60000	-9.00002
95.70000	-9.00004
95.80000	-9.00006
95.90000	-9.00007
96.00000	-9.00008
96.10000	-9.00009
96.20000	-9.00010
96.30000	-9.00011
96.40000	-9.00011
96.50000	-9.00011
96.60000	-9.00011
96.70000	-9.00011
96.80000	-9.00011
96.90000	-9.00010
97.00000	-9.00009
97.10000	-9.00008
97.20000	-9.00007
97.30000	-9.00005
97.40000	-9.00004
97.50000	-9.00002
97.60000	-9.00000
97.70000	-8.99998
97.80000	-8.99996
97.90000	-8.99994
98.00000	-8.99991
98.10000	-8.99989
98.20000	-8.99986
98.30000	-8.99983
98.40000	-8.99981
98.50000	-8.99978
98.60000	-8.99975
98.70000	-8.99972
98.80000	-8.99969
98.90000	-8.99967
99.00000	-8.99964
99.10000	-8.99961
99.20000	-8.99959
99.30000	-8.99956
99.40000	-8.99954
99.50000	-8.99951
99.60000	-8.99949
99.70000	-8.99947
99.80000	-8.99945
99.90000	-8.99944
100.00000	-8.99942
100.10000	-8.99941
100.20000	-8.99940
100.30000	-8.99939
100.40000	-8.99938
100.50000	-8.99938
100.60000	-8.99938
100.70000	-8.99938
100.80000	-8.99938
100.90000	-8.99938
101.00000	-8.99939
101.10000	-8.99940
101.20000	-8.99941
101.30000	-8.99943
101.40000	-8.99944
101.50000	-8.99946
101.60000	-8.99948
101.70000	-8.99951
101.80000	-8.99953
101.90000	-8.99956
102.00000	-8.99959
102.10000	-8.99962
102.20000	-8.99966
102.30000	-8.99969
102.40000	-8.99973
102.50000	-8.99977
102.60000	-8.99981
102.70000	-8.99985
102.80000	-8.99989
102.90000	-8.99993
103.00000	-8.99997
103.10000	-9.00001
103.20000	-9.00005
103.30000	-9.00010
103.40000	-9.00014
103.50000	-9.00018
103.60000	-9.00022
103.70000	-9.00026
103.80000	-9.00029
103.90000	-9.00033
104.00000	-9.00036
104.10000	-9.00039
104.20000	-9.00042
104.30000	-9.00045
104.40000	-9.00048
104.50000	-9.00050
104.60000	-9.00052
104.70000	-9.00054
104.80000	-9.00055
104.90000	-9.00056
105.00000	-9.00057
105.10000	-9.00057
105.20000	-9.00057
105.30000	-9.00057
105.40000	-9.00057
105.50000	-9.00056
105.60000	-9.00055
105.70000	-9.00053
105.80000	-9.00052
105.90000	-9.00050
106.00000	-9.00047
106.10000	-9.00045
106.20000	-9.00042
106.30000	-9.00039
106.40000	-9.00036
106.50000	-9.00033
106.60000	-9.00029
106.70000	-9.00025
106.80000	-9.00022
106.90000	-9.00018
107.00000	-9.00014
107.10000	-9.00010
107.20000	-9.00006
107.30000	-9.00002
107.40000	-8.99998
107.50000	-8.99994
107.60000	-8.99990
107.70000	-8.99986
107.80000	-8.99983
107.90000	-8.99979
108.00000	-8.99976
108.10000	-8.99973
108.20000	-8.99970
108.30000	-8.99967
108.40000	-8.99965
108.50000	-8.99963
108.60000	-8.99961
108.70000	-8.99959
108.80000	-8.99958
108.90000	-8.99957
109.00000	-8.99956
109.10000	-8.99956
109.20000	-8.99956
109.30000	-8.99957
109.40000	-8.99957
109.50000	-8.99959
109.60000	-8.99960
109.70000	-8.99962
109.80000	-8.99964
109.90000	-8.99966
110.00000	-8.99969
110.10000	-8.99971
110.20000	-8.99974
110.30000	-8.99978
110.40000	-8.99981
110.50000	-8.99985
110.60000	-8.99989
110.70000	-8.99993
110.80000	-8.99997
110.90000	-9.00001
111.00000	-9.00005
111.10000	-9.00009
111.20000	-9.00013
111.30000	-9.00018
111.40000	-9.00022
111.50000	-9.00026
111.60000	-9.00030
111.70000	-9.00034
111.80000	-9.00037
111.90000	-9.00041
112.00000	-9.00044
112.10000	-9.00047
112.20000	-9.00050
112.30000	-9.00053
112.40000	-9.00055
112.50000	-9.00057
112.60000	-9.00059
112.70000	-9.00061
112.80000	-9.00062
112.90000	-9.00063
113.00000	-9.00064
113.10000	-9.00065
113.20000	-9.00065
113.30000	-9.00065
113.40000	-9.00064
113.50000	-9.00063
113.60000	-9.00062
113.70000	-9.00061
113.80000	-9.00060
113.90000	-9.00058
114.00000	-9.00056
114.10000	-9.00053
114.20000	-9.00051
114.30000	-9.00048
114.40000	-9.00046
114.50000	-9.00043
114.60000	-9.00039
114.70000	-9.00036
114.80000	-9.00033
114.90000	-9.00030
115.00000	-9.00026
115.10000	-9.00023
115.20000	-9.00019
115.30000	-9.00016
115.40000	-9.00012
115.50000	-9.00009
115.60000	-9.00006
115.70000	-9.00003
115.80000	-9.00000
115.90000	-8.99997
116.00000	-8.99994
116.10000	-8.99991
116.20000	-8.99989
116.30000	-8.99987
116.40000	-8.99985
116.50000	-8.99983
116.60000	-8.99981
116.70000	-8.99979
116.80000	-8.99978
116.90000	-8.99977
117.00000	-8.99976
117.10000	-8.99976
117.20000	-8.99975
117.30000	-8.99975
117.40000	-8.99975
117.50000	-8.99975
117.60000	-8.99976
117.70000	-8.99976
117.80000	-8.99977
117.90000	-8.99978
118.00000	-8.99979
118.10000	-8.99981
118.20000	-8.99982
118.30000	-8.99984
118.40000	-8.99986
118.50000	-8.99987
118.60000	-8.99989
118.70000	-8.99992
118.80000	-8.99994
118.90000	-8.99996
119.00000	-8.99998
119.10000	-9.00001
119.20000	-9.00003
119.30000	-9.00005
119.40000	-9.00008
119.50000	-9.00010
119.60000	-9.00012
119.70000	-9.00015
119.80000	-9.00017
119.90000	-9.00019
120.00000	-9.00022
120.10000	-9.00024
120.20000	-9.00026
120.30000	-9.00028
120.40000	-9.00030
120.50000	-9.00031
120.60000	-9.00033
120.70000	-9.00034
120.80000	-9.00036
120.90000	-9.00037
121.00000	-9.00038
121.10000	-9.00039
121.20000	-9.00040
121.30000	-9.00041
121.40000	-9.00042
121.50000	-9.00042
121.60000	-9.00042
121.70000	-9.00043
121.80000	-9.00043
121.90000	-9.00043
122.00000	-9.00042
122.10000	-9.00042
122.20000	-9.00041
122.30000	-9.00041
122.40000	-9.00040
122.50000	-9.00039
122.60000	-9.00038
122.70000	-9.00037
122.80000	-9.00036
122.90000	-9.00035
123.00000	-9.00033
123.10000	-9.00032
123.20000	-9.00030
123.30000	-9.00029
123.40000	-9.00027
123.50000	-9.00025
123.60000	-9.00024
123.70000	-9.00022
123.80000	-9.00020
123.90000	-9.00018
124.00000	-9.00016
124.10000	-9.00014
124.20000	-9.00012
124.30000	-9.00010
124.40000	-9.00007
124.50000	-9.00005
124.60000	-9.00003
124.70000	-9.00001
124.80000	-8.99999
124.90000	-8.99997
125.00000	-8.99995
125.10000	-8.99993
125.20000	-8.99992
125.30000	-8.99990
125.40000	-8.99988
125.50000	-8.99986
125.60000	-8.99985
125.70000	-8.99983
125.80000	-8.99982
125.90000	-8.99981
126.00000	-8.99980
126.10000	-8.99979
126.20000	-8.99978
126.30000	-8.99977
126.40000	-8.99976
126.50000	-8.99975
