Time (s)	ProteusDS (Lin)	InWave (Lin)	Marin (NLin)	NREL (CFD)	WavEC (Lin)	InWave+H (Lin)
3.48	0.128199	0.065196196	0.073730579	0.069093	0.099000	0.09271
3.49	0.138588	0.075475238	0.084073613	0.079353	0.109300	0.10293
3.5	0.148919	0.085709552	0.094368494	0.089569	0.119500	0.1131
3.51	0.159190	0.095897156	0.104613225	0.099739	0.129700	0.12321
3.52	0.169400	0.10603608	0.114805821	0.109860	0.139900	0.13328
3.53	0.179546	0.11612437	0.124944315	0.119932	0.150000	0.14329
3.54	0.189626	0.126160088	0.135026755	0.129952	0.160000	0.15324
3.55	0.199640	0.13614131	0.145051209	0.139917	0.170000	0.16313
3.56	0.209584	0.146066128	0.155015757	0.149828	0.179900	0.17296
3.57	0.219456	0.155932652	0.164918501	0.159680	0.189700	0.18273
3.58	0.229256	0.165739007	0.174757557	0.169473	0.199500	0.19243
3.59	0.238980	0.175483336	0.184531063	0.179205	0.209200	0.20207
3.6	0.248628	0.185163799	0.194237171	0.188873	0.218800	0.21164
3.61	0.258196	0.194778573	0.203874057	0.198477	0.228400	0.22114
3.62	0.267684	0.204325854	0.213439911	0.208013	0.237900	0.23056
3.63	0.277089	0.213803856	0.222932946	0.217481	0.247300	0.23991
3.64	0.286410	0.223210811	0.232351394	0.226879	0.256700	0.24919
3.65	0.295646	0.232544972	0.241693506	0.236205	0.265900	0.25839
3.66	0.304794	0.241804609	0.250957555	0.245456	0.275100	0.26751
3.67	0.313852	0.250988013	0.260141833	0.254633	0.284200	0.27655
3.68	0.322821	0.260093495	0.269244654	0.263732	0.293200	0.28551
3.69	0.331696	0.269119385	0.278264354	0.272752	0.302100	0.29438
3.7	0.340477	0.278064036	0.28719929	0.281692	0.311000	0.30317
3.71	0.349163	0.28692582	0.29604784	0.290550	0.319700	0.31187
3.72	0.357750	0.295703129	0.304808405	0.299324	0.328400	0.32049
3.73	0.366239	0.30439438	0.313479409	0.308013	0.337000	0.32901
3.74	0.374627	0.312998008	0.322059299	0.316615	0.345400	0.33744
3.75	0.382913	0.321512473	0.330546542	0.325128	0.353800	0.34577
3.76	0.391095	0.329936255	0.338939633	0.333552	0.362100	0.35402
3.77	0.399172	0.338267858	0.347237086	0.341884	0.370300	0.36216
3.78	0.407142	0.346505807	0.355437442	0.350124	0.378400	0.37021
3.79	0.415003	0.354648653	0.363539267	0.358269	0.386300	0.37816
3.8	0.422754	0.362694968	0.371541149	0.366318	0.394200	0.38601
3.81	0.430394	0.370643348	0.379441703	0.374271	0.402000	0.39375
3.82	0.437920	0.378492412	0.387239566	0.382125	0.409700	0.4014
3.83	0.445332	0.386240804	0.394933405	0.389879	0.417200	0.40893
3.84	0.452629	0.393887193	0.402521907	0.397531	0.424700	0.41637
3.85	0.459809	0.401430271	0.410003789	0.405082	0.432000	0.42369
3.86	0.466870	0.408868755	0.417377791	0.412528	0.439200	0.43091
3.87	0.473813	0.416201387	0.42464268	0.419870	0.446400	0.43802
3.88	0.480635	0.423426934	0.431797249	0.427105	0.453400	0.44501
3.89	0.487336	0.430544187	0.438840317	0.434233	0.460300	0.4519
3.9	0.493913	0.437551966	0.44577073	0.441252	0.467000	0.45867
3.91	0.500366	0.444449113	0.45258736	0.448161	0.473700	0.46532
3.92	0.506694	0.451234497	0.459289106	0.454960	0.480200	0.47187
3.93	0.512896	0.457907014	0.465874893	0.461646	0.486700	0.47829
3.94	0.518970	0.464465584	0.472343676	0.468220	0.493000	0.4846
3.95	0.524917	0.470909155	0.478694434	0.474679	0.499200	0.49079
3.96	0.530734	0.477236701	0.484926174	0.481023	0.505200	0.49686
3.97	0.536422	0.483447224	0.491037931	0.487251	0.511200	0.50281
3.98	0.541979	0.489539749	0.497028767	0.493361	0.517000	0.50864
3.99	0.547404	0.495513332	0.502897773	0.499354	0.522700	0.51435
4	0.552698	0.501367053	0.508644065	0.505227	0.528200	0.51993
4.01	0.557858	0.507100021	0.51426679	0.510981	0.533700	0.52539
4.02	0.562884	0.512711373	0.519765121	0.516613	0.539000	0.53073
4.03	0.567775	0.51820027	0.525138258	0.522124	0.544200	0.53594
4.04	0.572530	0.523565903	0.530385432	0.527513	0.549200	0.54102
4.05	0.577150	0.528807491	0.535505901	0.532779	0.554100	0.54598
4.06	0.581634	0.533924279	0.540498949	0.537920	0.558900	0.55081
4.07	0.585980	0.538915542	0.545363891	0.542937	0.563600	0.55551
4.08	0.590189	0.543780579	0.55010007	0.547828	0.568100	0.56008
4.09	0.594260	0.548518722	0.554706856	0.552593	0.572500	0.56452
4.1	0.598193	0.553129326	0.559183649	0.557232	0.576800	0.56883
4.11	0.601986	0.557611778	0.563529876	0.561743	0.580900	0.57302
4.12	0.605640	0.561965492	0.567744993	0.566126	0.584900	0.57707
4.13	0.609153	0.566189908	0.571828486	0.570381	0.588800	0.58099
4.14	0.612526	0.570284498	0.575779867	0.574506	0.592500	0.58477
4.15	0.615759	0.574248759	0.579598679	0.578502	0.596100	0.58843
4.16	0.618850	0.578082218	0.583284491	0.582368	0.599600	0.59195
4.17	0.621800	0.581784429	0.586836903	0.586104	0.602900	0.59534
4.18	0.624608	0.585354976	0.590255542	0.589708	0.606100	0.59859
4.19	0.627274	0.58879347	0.593540064	0.593181	0.609200	0.60171
4.2	0.629797	0.592099552	0.596690155	0.596523	0.612100	0.6047
4.21	0.632178	0.595272889	0.599705527	0.599732	0.614900	0.60755
4.22	0.634416	0.598313177	0.602585922	0.602809	0.617500	0.61027
4.23	0.636511	0.601220144	0.60533111	0.605754	0.620000	0.61285
4.24	0.638462	0.603993541	0.60794089	0.608565	0.622400	0.6153
4.25	0.640270	0.60663315	0.610415089	0.611244	0.624600	0.61761
4.26	0.641936	0.609138782	0.612753562	0.613789	0.626700	0.61979
4.27	0.643458	0.611510275	0.614956193	0.616201	0.628600	0.62183
4.28	0.644836	0.613747495	0.617022895	0.618479	0.630500	0.62373
4.29	0.646072	0.615850338	0.618953607	0.620623	0.632100	0.6255
4.3	0.647165	0.617818726	0.620748297	0.622633	0.633700	0.62713
4.31	0.648115	0.61965261	0.622406962	0.624510	0.635100	0.62863
4.32	0.648922	0.62135197	0.623929627	0.626253	0.636300	0.63
4.33	0.649586	0.622916812	0.625316343	0.627861	0.637500	0.63122
4.34	0.650107	0.624347172	0.626567191	0.629336	0.638400	0.63232
4.35	0.650487	0.625643112	0.627682279	0.630677	0.639300	0.63327
4.36	0.650724	0.626804723	0.628661741	0.631884	0.640000	0.63409
4.37	0.650821	0.627832123	0.629505741	0.632957	0.640600	0.63478
4.38	0.650776	0.628725457	0.630214469	0.633897	0.641000	0.63533
4.39	0.650590	0.6294849	0.630788143	0.634704	0.641300	0.63575
4.4	0.650265	0.630110651	0.631227008	0.635377	0.641500	0.63604
4.41	0.649799	0.630602939	0.631531335	0.635917	0.641500	0.63619
4.42	0.649194	0.630962016	0.631701423	0.636325	0.641400	0.6362
4.43	0.648449	0.631188167	0.631737599	0.636600	0.641200	0.63609
4.44	0.647567	0.6312817	0.631640214	0.636743	0.640800	0.63584
4.45	0.646546	0.63124295	0.631409647	0.636754	0.640300	0.63545
4.46	0.645388	0.63107228	0.631046303	0.636634	0.639600	0.63494
4.47	0.644094	0.630770078	0.630550615	0.636382	0.638900	0.6343
4.48	0.642664	0.630336759	0.629923038	0.636000	0.637900	0.63352
4.49	0.641098	0.629772765	0.629164057	0.635487	0.636900	0.63262
4.5	0.639398	0.629078562	0.628274181	0.634844	0.635700	0.63158
4.51	0.637565	0.628254644	0.627253945	0.634073	0.634400	0.63041
4.52	0.635597	0.627301528	0.626103908	0.633172	0.633000	0.62912
4.53	0.633498	0.626219759	0.624824657	0.632143	0.631400	0.6277
4.54	0.631266	0.625009907	0.623416801	0.630986	0.629700	0.62615
4.55	0.628904	0.623672566	0.621880976	0.629701	0.627900	0.62447
4.56	0.626413	0.622208356	0.620217842	0.628291	0.625900	0.62267
4.57	0.623792	0.62061792	0.618428084	0.626754	0.623800	0.62074
4.58	0.621043	0.618901928	0.61651241	0.625092	0.621600	0.61869
4.59	0.618167	0.617061072	0.614471553	0.623305	0.619300	0.61652
4.6	0.615165	0.615096071	0.612306269	0.621394	0.616800	0.61422
4.61	0.612037	0.613007666	0.61001734	0.619360	0.614300	0.6118
4.62	0.608785	0.61079662	0.607605569	0.617203	0.611500	0.60925
4.63	0.605409	0.608463724	0.605071782	0.614925	0.608700	0.60659
4.64	0.601911	0.606009789	0.60241683	0.612526	0.605800	0.60381
4.65	0.598292	0.603435648	0.599641586	0.610007	0.602700	0.60091
4.66	0.594552	0.600742161	0.596746945	0.607368	0.599500	0.59789
4.67	0.590694	0.597930208	0.593733824	0.604611	0.596200	0.59475
4.68	0.586717	0.59500069	0.590603163	0.601736	0.592800	0.5915
4.69	0.582624	0.591954533	0.587355925	0.598745	0.589200	0.58814
4.7	0.578415	0.588792683	0.583993091	0.595639	0.585600	0.58466
4.71	0.574092	0.585516108	0.580515666	0.592417	0.581800	0.58106
4.72	0.569656	0.582125797	0.576924676	0.589082	0.577900	0.57736
4.73	0.565107	0.578622761	0.573221167	0.585633	0.573900	0.57354
4.74	0.560448	0.575008032	0.569406206	0.582074	0.569800	0.56962
4.75	0.555679	0.571282661	0.56548088	0.578403	0.565600	0.56559
4.76	0.550802	0.567447721	0.561446296	0.574623	0.561300	0.56145
4.77	0.545818	0.563504303	0.557303582	0.570734	0.556800	0.5572
4.78	0.540729	0.55945352	0.553053882	0.566737	0.552300	0.55285
4.79	0.535537	0.555296501	0.548698364	0.562635	0.547700	0.54839
4.8	0.530241	0.551034398	0.544238211	0.558427	0.542900	0.54384
4.81	0.524845	0.546668379	0.539674627	0.554114	0.538100	0.53918
4.82	0.519349	0.542199633	0.535008833	0.549699	0.533100	0.53442
4.83	0.513754	0.537629365	0.53024207	0.545182	0.528100	0.52956
4.84	0.508063	0.5329588	0.525375593	0.540565	0.522900	0.52461
4.85	0.502276	0.528189178	0.520410678	0.535848	0.517700	0.51955
4.86	0.496395	0.52332176	0.515348617	0.531033	0.512300	0.51441
4.87	0.490422	0.518357821	0.510190718	0.526122	0.506900	0.50917
4.88	0.484358	0.513298653	0.504938308	0.521115	0.501400	0.50384
4.89	0.478204	0.508145566	0.499592727	0.516013	0.495800	0.49842
4.9	0.471963	0.502899886	0.494155334	0.510819	0.490100	0.49291
4.91	0.465635	0.497562952	0.488627502	0.505533	0.484300	0.48731
4.92	0.459223	0.492136123	0.483010619	0.500157	0.478400	0.48162
4.93	0.452728	0.486620769	0.477306089	0.494691	0.472400	0.47585
4.94	0.446150	0.481018277	0.47151533	0.489139	0.466400	0.46999
4.95	0.439493	0.475330048	0.465639774	0.483500	0.460200	0.46406
4.96	0.432757	0.469557497	0.45968087	0.477776	0.454000	0.45804
4.97	0.425945	0.463702054	0.453640076	0.471969	0.447700	0.45194
4.98	0.419057	0.45776516	0.447518867	0.466080	0.441300	0.44577
4.99	0.412097	0.451748271	0.44131873	0.460110	0.434900	0.43952
5	0.405065	0.445652856	0.435041164	0.454062	0.428400	0.43319
5.01	0.397963	0.439480395	0.428687682	0.447935	0.421800	0.4268
5.02	0.390794	0.433232382	0.422259807	0.441733	0.415100	0.42033
5.03	0.383558	0.426910322	0.415759075	0.435456	0.408300	0.41379
5.04	0.376259	0.420515731	0.409187033	0.429106	0.401500	0.40718
5.05	0.368896	0.414050136	0.40254524	0.422685	0.394700	0.4005
5.06	0.361473	0.407515075	0.395835265	0.416193	0.387700	0.39376
5.07	0.353990	0.400912097	0.389058686	0.409633	0.380700	0.38696
5.08	0.346450	0.394242761	0.382217093	0.403006	0.373600	0.38009
5.09	0.338855	0.387508634	0.375312086	0.396313	0.366500	0.37316
5.1	0.331206	0.380711295	0.368345271	0.389556	0.359300	0.36618
5.11	0.323505	0.37385233	0.361318267	0.382738	0.352100	0.35913
5.12	0.315754	0.366933335	0.354232699	0.375858	0.344800	0.35203
5.13	0.307955	0.359955913	0.347090202	0.368919	0.337500	0.34488
5.14	0.300109	0.352921675	0.339892417	0.361923	0.330100	0.33768
5.15	0.292219	0.345832241	0.332640994	0.354871	0.322600	0.33042
5.16	0.284286	0.338689237	0.32533759	0.347764	0.315100	0.32312
5.17	0.276312	0.331494295	0.317983868	0.340605	0.307600	0.31576
5.18	0.268299	0.324249056	0.310581498	0.333395	0.300000	0.30837
5.19	0.260249	0.316955166	0.303132156	0.326135	0.292300	0.30093
5.2	0.252163	0.309614275	0.295637523	0.318827	0.284700	0.29344
5.21	0.244044	0.302228041	0.288099286	0.311474	0.276900	0.28592
5.22	0.235892	0.294798125	0.280519135	0.304076	0.269200	0.27835
5.23	0.227711	0.287326195	0.272898766	0.296634	0.261400	0.27075
5.24	0.219502	0.279813921	0.265239878	0.289152	0.253600	0.26312
5.25	0.211266	0.272262979	0.257544174	0.281631	0.245700	0.25545
5.26	0.203006	0.264675046	0.249813362	0.274071	0.237800	0.24775
5.27	0.194723	0.257051805	0.24204915	0.266476	0.229900	0.24002
5.28	0.186419	0.24939494	0.23425325	0.258845	0.222000	0.23225
5.29	0.178097	0.241706139	0.226427376	0.251182	0.214000	0.22447
5.3	0.169757	0.233987091	0.218573245	0.243488	0.206000	0.21665
5.31	0.161402	0.226239487	0.210692573	0.235765	0.198000	0.20882
5.32	0.153033	0.218465019	0.202787079	0.228013	0.190000	0.20096
5.33	0.144653	0.210665382	0.194858484	0.220236	0.181900	0.19308
5.34	0.136263	0.20284227	0.186908505	0.212434	0.173900	0.18519
5.35	0.127865	0.194997377	0.178938863	0.204609	0.165800	0.17727
5.36	0.119460	0.187132399	0.170951278	0.196763	0.157700	0.16934
5.37	0.111052	0.17924903	0.162947468	0.188898	0.149600	0.1614
5.38	0.102640	0.171348964	0.154929151	0.181015	0.141500	0.15345
5.39	0.094227	0.163433893	0.146898043	0.173117	0.133300	0.14549
5.4	0.085816	0.155505509	0.138855858	0.165203	0.125200	0.13752
5.41	0.077407	0.147565502	0.13080431	0.157278	0.117100	0.12954
5.42	0.069002	0.139615559	0.122745107	0.149341	0.108900	0.12156
5.43	0.060603	0.131657365	0.114679958	0.141395	0.100800	0.11357
5.44	0.052212	0.123692603	0.106610566	0.133442	0.092600	0.10559
5.45	0.043831	0.115722951	0.098538631	0.125482	0.084500	0.0976
5.46	0.035462	0.107750086	0.09046585	0.117519	0.076400	0.08962
5.47	0.027105	0.099775679	0.082393916	0.109553	0.068300	0.08164
5.48	0.018764	0.091801398	0.074324517	0.101586	0.060100	0.07366
5.49	0.010439	0.083828906	0.066259334	0.093620	0.052000	0.0657
5.5	0.002133	0.075859861	0.058200047	0.085656	0.043900	0.05774
5.51	-0.006152	0.067895918	0.050148327	0.077696	0.035800	0.04979
5.52	-0.014416	0.059938723	0.042105841	0.069742	0.027800	0.04185
5.53	-0.022655	0.051989919	0.034074248	0.061796	0.019700	0.03393
5.54	-0.030869	0.044051141	0.026055203	0.053858	0.011700	0.02602
5.55	-0.039056	0.036124018	0.018050351	0.045931	0.003700	0.01813
5.56	-0.047213	0.028210173	0.010061331	0.038016	-0.004300	0.01026
5.57	-0.055339	0.020311222	0.002089777	0.030116	-0.012300	0.00241
5.58	-0.063432	0.012428771	-0.005862689	0.022230	-0.020300	-0.00542
5.59	-0.071491	0.004564422	-0.013794451	0.014362	-0.028200	-0.01323
5.6	-0.079513	-0.003280234	-0.021703901	0.006512	-0.036100	-0.02101
5.61	-0.087497	-0.011103614	-0.029589443	-0.001317	-0.043900	-0.02877
5.62	-0.095442	-0.018904142	-0.037449489	-0.009125	-0.051800	-0.03649
5.63	-0.103346	-0.026680252	-0.045282458	-0.016909	-0.059600	-0.04419
5.64	-0.111207	-0.034430387	-0.053086785	-0.024668	-0.067300	-0.05186
5.65	-0.119023	-0.042153002	-0.06086091	-0.032401	-0.075100	-0.05949
5.66	-0.126794	-0.049846559	-0.068603286	-0.040105	-0.082800	-0.06709
5.67	-0.134517	-0.05750953	-0.076312377	-0.047780	-0.090400	-0.07465
5.68	-0.142191	-0.0651404	-0.083986657	-0.055424	-0.098000	-0.08218
5.69	-0.149815	-0.072737663	-0.091624614	-0.063035	-0.105600	-0.08967
5.7	-0.157386	-0.080299825	-0.099224746	-0.070613	-0.113100	-0.09712
5.71	-0.164903	-0.087825402	-0.106785562	-0.078154	-0.120600	-0.10452
5.72	-0.172364	-0.095312923	-0.114305586	-0.085659	-0.128100	-0.11189
5.73	-0.179769	-0.102760929	-0.121783354	-0.093125	-0.135500	-0.11921
5.74	-0.187115	-0.110167972	-0.129217413	-0.100551	-0.142800	-0.12648
5.75	-0.194402	-0.117532617	-0.136606325	-0.107936	-0.150100	-0.1337
5.76	-0.201628	-0.124853442	-0.143948665	-0.115277	-0.157300	-0.14088
5.77	-0.208792	-0.132129039	-0.151243023	-0.122575	-0.164500	-0.14801
5.78	-0.215892	-0.139358011	-0.158488	-0.129827	-0.171700	-0.15508
5.79	-0.222927	-0.146538976	-0.165682214	-0.137032	-0.178700	-0.16211
5.8	-0.229896	-0.153670565	-0.172824297	-0.144188	-0.185800	-0.16908
5.81	-0.236798	-0.160751423	-0.179912894	-0.151295	-0.192700	-0.17599
5.82	-0.243631	-0.167780212	-0.186946666	-0.158350	-0.199600	-0.18284
5.83	-0.250393	-0.174755604	-0.193924291	-0.165353	-0.206400	-0.18964
5.84	-0.257084	-0.181676289	-0.200844459	-0.172302	-0.213200	-0.19638
5.85	-0.263703	-0.18854097	-0.207705879	-0.179196	-0.219900	-0.20306
5.86	-0.270248	-0.195348367	-0.214507273	-0.186034	-0.226600	-0.20968
5.87	-0.276717	-0.202097215	-0.221247381	-0.192814	-0.233200	-0.21623
5.88	-0.283111	-0.208786264	-0.227924959	-0.199535	-0.239700	-0.22272
5.89	-0.289428	-0.21541428	-0.23453878	-0.206196	-0.246100	-0.22914
5.9	-0.295666	-0.221980045	-0.241087632	-0.212795	-0.252500	-0.2355
5.91	-0.301825	-0.228482358	-0.247570321	-0.219332	-0.258800	-0.24179
5.92	-0.307904	-0.234920034	-0.253985671	-0.225805	-0.265000	-0.24801
5.93	-0.313902	-0.241291905	-0.260332523	-0.232213	-0.271200	-0.25416
5.94	-0.319817	-0.247596821	-0.266609734	-0.238555	-0.277200	-0.26024
5.95	-0.325649	-0.253833646	-0.27281618	-0.244830	-0.283200	-0.26625
5.96	-0.331396	-0.260001264	-0.278950755	-0.251036	-0.289200	-0.27218
5.97	-0.337057	-0.266098576	-0.285012372	-0.257173	-0.295000	-0.27804
5.98	-0.342632	-0.2721245	-0.290999959	-0.263239	-0.300800	-0.28383
5.99	-0.348119	-0.278077973	-0.296912467	-0.269233	-0.306500	-0.28954
6	-0.353518	-0.283957949	-0.302748861	-0.275155	-0.312100	-0.29517
6.01	-0.358827	-0.289763401	-0.308508129	-0.281002	-0.317600	-0.30072
6.02	-0.364046	-0.295493319	-0.314189275	-0.286775	-0.323100	-0.30619
6.03	-0.369173	-0.301146714	-0.319791322	-0.292472	-0.328400	-0.31158
6.04	-0.374208	-0.306722613	-0.325313316	-0.298092	-0.333700	-0.3169
6.05	-0.379149	-0.312220064	-0.330754317	-0.303635	-0.338900	-0.32213
6.06	-0.383997	-0.317638133	-0.336113409	-0.309098	-0.344000	-0.32727
6.07	-0.388749	-0.322975904	-0.341389693	-0.314482	-0.349000	-0.33234
6.08	-0.393405	-0.328232483	-0.346582291	-0.319786	-0.353900	-0.33731
6.09	-0.397965	-0.333406994	-0.351690346	-0.325008	-0.358700	-0.34221
6.1	-0.402426	-0.33849858	-0.35671302	-0.330148	-0.363500	-0.34701
6.11	-0.406789	-0.343506404	-0.361649494	-0.335204	-0.368200	-0.35173
6.12	-0.411054	-0.348429649	-0.366498973	-0.340176	-0.372700	-0.35637
6.13	-0.415219	-0.353267519	-0.371260679	-0.345064	-0.377200	-0.36091
6.14	-0.419284	-0.358019236	-0.375933857	-0.349866	-0.381600	-0.36536
6.15	-0.423248	-0.362684044	-0.38051777	-0.354581	-0.385900	-0.36973
6.16	-0.427110	-0.367261205	-0.385011705	-0.359210	-0.390000	-0.374
6.17	-0.430871	-0.371750004	-0.389414968	-0.363750	-0.394100	-0.37818
6.18	-0.434528	-0.376149745	-0.393726886	-0.368202	-0.398100	-0.38228
6.19	-0.438083	-0.380459753	-0.397946807	-0.372565	-0.402000	-0.38627
6.2	-0.441533	-0.384679373	-0.402074101	-0.376838	-0.405800	-0.39018
6.21	-0.444879	-0.388807971	-0.406108158	-0.381020	-0.409600	-0.39399
6.22	-0.448121	-0.392844934	-0.41004839	-0.385110	-0.413200	-0.39771
6.23	-0.451258	-0.396789669	-0.413894229	-0.389109	-0.416700	-0.40133
6.24	-0.454289	-0.400641607	-0.417645131	-0.393016	-0.420100	-0.40486
6.25	-0.457215	-0.404400195	-0.42130057	-0.396829	-0.423400	-0.40829
6.26	-0.460035	-0.408064905	-0.424860045	-0.400549	-0.426600	-0.41163
6.27	-0.462748	-0.411635228	-0.428323073	-0.404175	-0.429700	-0.41487
6.28	-0.465355	-0.415110678	-0.431689194	-0.407707	-0.432800	-0.41801
6.29	-0.467855	-0.418490788	-0.43495797	-0.411143	-0.435700	-0.42106
6.3	-0.470248	-0.421775115	-0.438128985	-0.414484	-0.438500	-0.424
6.31	-0.472533	-0.424963234	-0.441201842	-0.417728	-0.441200	-0.42685
6.32	-0.474711	-0.428054743	-0.444176169	-0.420877	-0.443800	-0.4296
6.33	-0.476781	-0.431049263	-0.447051613	-0.423928	-0.446300	-0.43226
6.34	-0.478743	-0.433946432	-0.449827843	-0.426883	-0.448700	-0.43481
6.35	-0.480597	-0.436745915	-0.452504552	-0.429739	-0.451000	-0.43726
6.36	-0.482344	-0.439447393	-0.45508145	-0.432498	-0.453200	-0.43962
6.37	-0.483982	-0.442050571	-0.457558274	-0.435159	-0.455300	-0.44187
6.38	-0.485513	-0.444555177	-0.459934779	-0.437722	-0.457300	-0.44403
6.39	-0.486935	-0.446960956	-0.462210742	-0.440185	-0.459200	-0.44608
6.4	-0.488249	-0.449267678	-0.464385963	-0.442550	-0.461000	-0.44804
6.41	-0.489456	-0.451475134	-0.466460262	-0.444816	-0.462700	-0.44989
6.42	-0.490553	-0.453583135	-0.468433482	-0.446982	-0.464200	-0.45165
6.43	-0.491543	-0.455591514	-0.470305486	-0.449048	-0.465700	-0.4533
6.44	-0.492425	-0.457500126	-0.47207616	-0.451015	-0.467100	-0.45485
6.45	-0.493199	-0.459308845	-0.47374541	-0.452882	-0.468300	-0.4563
6.46	-0.493866	-0.461017569	-0.475313165	-0.454649	-0.469500	-0.45765
6.47	-0.494424	-0.462626216	-0.476779373	-0.456315	-0.470600	-0.4589
6.48	-0.494876	-0.464134726	-0.478144006	-0.457882	-0.471500	-0.46005
6.49	-0.495220	-0.465543057	-0.479407056	-0.459348	-0.472400	-0.4611
6.5	-0.495456	-0.466851193	-0.480568535	-0.460714	-0.473100	-0.46205
6.51	-0.495586	-0.468059136	-0.481628479	-0.461980	-0.473700	-0.4629
6.52	-0.495609	-0.469166908	-0.482586942	-0.463145	-0.474300	-0.46364
6.53	-0.495524	-0.470174555	-0.483444	-0.464210	-0.474700	-0.46429
6.54	-0.495334	-0.471082142	-0.484199752	-0.465175	-0.475100	-0.46484
6.55	-0.495037	-0.471889754	-0.484854314	-0.466040	-0.475300	-0.46528
6.56	-0.494635	-0.472597499	-0.485407826	-0.466804	-0.475400	-0.46563
6.57	-0.494127	-0.473205503	-0.485860448	-0.467469	-0.475400	-0.46588
6.58	-0.493515	-0.473713916	-0.48621236	-0.468034	-0.475400	-0.46603
6.59	-0.492798	-0.474122904	-0.486463761	-0.468499	-0.475200	-0.46607
6.6	-0.491977	-0.474432657	-0.486614873	-0.468865	-0.474900	-0.46602
6.61	-0.491053	-0.474643383	-0.486665938	-0.469131	-0.474500	-0.46587
6.62	-0.490025	-0.474755313	-0.486617217	-0.469299	-0.474000	-0.46563
6.63	-0.488894	-0.474768694	-0.486468991	-0.469367	-0.473500	-0.46528
6.64	-0.487661	-0.474683796	-0.486221562	-0.469337	-0.472800	-0.46484
6.65	-0.486326	-0.474500908	-0.485875251	-0.469209	-0.472000	-0.4643
6.66	-0.484890	-0.474220339	-0.485430399	-0.468982	-0.471100	-0.46366
6.67	-0.483353	-0.473842417	-0.484887367	-0.468658	-0.470100	-0.46293
6.68	-0.481716	-0.473367489	-0.484246535	-0.468236	-0.469100	-0.4621
6.69	-0.479981	-0.472795923	-0.483508303	-0.467718	-0.467900	-0.46117
6.7	-0.478146	-0.472128106	-0.482673089	-0.467102	-0.466600	-0.46015
6.71	-0.476214	-0.471364441	-0.481741331	-0.466391	-0.465200	-0.45903
6.72	-0.474184	-0.470505355	-0.480713486	-0.465583	-0.463800	-0.45782
6.73	-0.472058	-0.46955129	-0.47959003	-0.464681	-0.462200	-0.45652
6.74	-0.469836	-0.468502708	-0.478371456	-0.463683	-0.460500	-0.45513
6.75	-0.467519	-0.46736009	-0.477058277	-0.462590	-0.458800	-0.45364
