WSM
F3OF
DT3
FLAP1
t(s)	FLAP1(deg)
0.00000	10.00000
0.10000	9.97756
0.20000	9.91277
0.30000	9.80812
0.40000	9.66790
0.50000	9.49686
0.60000	9.30033
0.70000	9.08361
0.80000	8.85164
0.90000	8.60871
1.00000	8.35825
1.10000	8.10274
1.20000	7.84370
1.30000	7.58174
1.40000	7.31674
1.50000	7.04799
1.60000	6.77437
1.70000	6.49464
1.80000	6.20751
1.90000	5.91194
2.00000	5.60712
2.10000	5.29264
2.20000	4.96846
2.30000	4.63493
2.40000	4.29271
2.50000	3.94270
2.60000	3.58594
2.70000	3.22356
2.80000	2.85662
2.90000	2.48606
3.00000	2.11268
3.10000	1.73701
3.20000	1.35939
3.30000	0.97991
3.40000	0.59847
3.50000	0.21487
3.60000	-0.17115
3.70000	-0.55981
3.80000	-0.95124
3.90000	-1.34532
4.00000	-1.74171
4.10000	-2.13977
4.20000	-2.53852
4.30000	-2.93670
4.40000	-3.33275
4.50000	-3.72493
4.60000	-4.11134
4.70000	-4.49003
4.80000	-4.85910
4.90000	-5.21675
5.00000	-5.56142
5.10000	-5.89176
5.20000	-6.20675
5.30000	-6.50567
5.40000	-6.78812
5.50000	-7.05398
5.60000	-7.30339
5.70000	-7.53665
5.80000	-7.75420
5.90000	-7.95655
6.00000	-8.14417
6.10000	-8.31747
6.20000	-8.47674
6.30000	-8.62209
6.40000	-8.75347
6.50000	-8.87064
6.60000	-8.97320
6.70000	-9.06060
6.80000	-9.13219
6.90000	-9.18728
7.00000	-9.22518
7.10000	-9.24525
7.20000	-9.24694
7.30000	-9.22985
7.40000	-9.19372
7.50000	-9.13848
7.60000	-9.06423
7.70000	-8.97120
7.80000	-8.85980
7.90000	-8.73051
8.00000	-8.58392
8.10000	-8.42064
8.20000	-8.24131
8.30000	-8.04654
8.40000	-7.83691
8.50000	-7.61297
8.60000	-7.37521
8.70000	-7.12407
8.80000	-6.85996
8.90000	-6.58326
9.00000	-6.29435
9.10000	-5.99363
9.20000	-5.68152
9.30000	-5.35851
9.40000	-5.02510
9.50000	-4.68188
9.60000	-4.32948
9.70000	-3.96859
9.80000	-3.59992
9.90000	-3.22418
10.00000	-2.84211
10.10000	-2.45441
10.20000	-2.06176
10.30000	-1.66479
10.40000	-1.26409
10.50000	-0.86023
10.60000	-0.45371
10.70000	-0.04505
10.80000	0.36523
10.90000	0.77662
11.00000	1.18852
11.10000	1.60028
11.20000	2.01120
11.30000	2.42043
11.40000	2.82708
11.50000	3.23012
11.60000	3.62846
11.70000	4.02092
11.80000	4.40628
11.90000	4.78330
12.00000	5.15073
12.10000	5.50734
12.20000	5.85199
12.30000	6.18359
12.40000	6.50116
12.50000	6.80386
12.60000	7.09094
12.70000	7.36180
12.80000	7.61596
12.90000	7.85306
13.00000	8.07282
13.10000	8.27507
13.20000	8.45971
13.30000	8.62668
13.40000	8.77596
13.50000	8.90757
13.60000	9.02153
13.70000	9.11789
13.80000	9.19670
13.90000	9.25801
14.00000	9.30189
14.10000	9.32844
14.20000	9.33775
14.30000	9.32995
14.40000	9.30518
14.50000	9.26362
14.60000	9.20545
14.70000	9.13089
14.80000	9.04014
14.90000	8.93344
15.00000	8.81101
15.10000	8.67305
15.20000	8.51977
15.30000	8.35134
15.40000	8.16793
15.50000	7.96968
15.60000	7.75672
15.70000	7.52918
15.80000	7.28720
15.90000	7.03094
16.00000	6.76059
16.10000	6.47640
16.20000	6.17869
16.30000	5.86782
16.40000	5.54427
16.50000	5.20859
16.60000	4.86139
16.70000	4.50340
16.80000	4.13539
16.90000	3.75822
17.00000	3.37278
17.10000	2.97999
17.20000	2.58080
17.30000	2.17618
17.40000	1.76706
17.50000	1.35438
17.60000	0.93907
17.70000	0.52199
17.80000	0.10402
17.90000	-0.31401
18.00000	-0.73128
18.10000	-1.14702
18.20000	-1.56042
18.30000	-1.97071
18.40000	-2.37713
18.50000	-2.77889
18.60000	-3.17521
18.70000	-3.56532
18.80000	-3.94844
18.90000	-4.32379
19.00000	-4.69063
19.10000	-5.04820
19.20000	-5.39580
19.30000	-5.73275
19.40000	-6.05841
19.50000	-6.37216
19.60000	-6.67346
19.70000	-6.96177
19.80000	-7.23662
19.90000	-7.49757
20.00000	-7.74418
20.10000	-7.97606
20.20000	-8.19284
20.30000	-8.39413
20.40000	-8.57958
20.50000	-8.74883
20.60000	-8.90152
20.70000	-9.03732
20.80000	-9.15587
20.90000	-9.25686
21.00000	-9.34000
21.10000	-9.40501
21.20000	-9.45167
21.30000	-9.47980
21.40000	-9.48926
21.50000	-9.47999
21.60000	-9.45197
21.70000	-9.40525
21.80000	-9.33995
21.90000	-9.25623
22.00000	-9.15430
22.10000	-9.03444
22.20000	-8.89695
22.30000	-8.74215
22.40000	-8.57041
22.50000	-8.38211
22.60000	-8.17764
22.70000	-7.95742
22.80000	-7.72187
22.90000	-7.47141
23.00000	-7.20652
23.10000	-6.92764
23.20000	-6.63529
23.30000	-6.32997
23.40000	-6.01224
23.50000	-5.68268
23.60000	-5.34190
23.70000	-4.99055
23.80000	-4.62931
23.90000	-4.25890
24.00000	-3.88006
24.10000	-3.49356
24.20000	-3.10018
24.30000	-2.70072
24.40000	-2.29599
24.50000	-1.88680
24.60000	-1.47398
24.70000	-1.05833
24.80000	-0.64068
24.90000	-0.22182
25.00000	0.19744
25.10000	0.61628
25.20000	1.03392
25.30000	1.44956
25.40000	1.86238
25.50000	2.27161
25.60000	2.67645
25.70000	3.07612
25.80000	3.46982
25.90000	3.85680
26.00000	4.23631
26.10000	4.60760
26.20000	4.96998
26.30000	5.32276
26.40000	5.66529
26.50000	5.99694
26.60000	6.31713
26.70000	6.62528
26.80000	6.92088
26.90000	7.20342
27.00000	7.47240
27.10000	7.72738
27.20000	7.96789
27.30000	8.19351
27.40000	8.40381
27.50000	8.59836
27.60000	8.77675
27.70000	8.93859
27.80000	9.08347
27.90000	9.21104
28.00000	9.32092
28.10000	9.41280
28.20000	9.48638
28.30000	9.54140
28.40000	9.57765
28.50000	9.59496
28.60000	9.59323
28.70000	9.57239
28.80000	9.53246
28.90000	9.47348
29.00000	9.39558
29.10000	9.29890
29.20000	9.18368
29.30000	9.05018
29.40000	8.89869
29.50000	8.72958
29.60000	8.54321
29.70000	8.34001
29.80000	8.12043
29.90000	7.88494
30.00000	7.63406
30.10000	7.36831
30.20000	7.08826
30.30000	6.79450
30.40000	6.48764
30.50000	6.16833
30.60000	5.83721
30.70000	5.49498
30.80000	5.14233
30.90000	4.77998
31.00000	4.40865
31.10000	4.02908
31.20000	3.64202
31.30000	3.24819
31.40000	2.84835
31.50000	2.44323
31.60000	2.03356
31.70000	1.62007
31.80000	1.20350
31.90000	0.78458
32.00000	0.36402
32.10000	-0.05743
32.20000	-0.47903
32.30000	-0.90005
32.40000	-1.31971
32.50000	-1.73726
32.60000	-2.15191
32.70000	-2.56287
32.80000	-2.96934
32.90000	-3.37052
33.00000	-3.76558
33.10000	-4.15374
33.20000	-4.53418
33.30000	-4.90612
33.40000	-5.26878
33.50000	-5.62140
33.60000	-5.96327
33.70000	-6.29368
33.80000	-6.61196
33.90000	-6.91747
34.00000	-7.20961
34.10000	-7.48780
34.20000	-7.75149
34.30000	-8.00018
34.40000	-8.23337
34.50000	-8.45063
34.60000	-8.65151
34.70000	-8.83562
34.80000	-9.00260
34.90000	-9.15210
35.00000	-9.28381
35.10000	-9.39746
35.20000	-9.49280
35.30000	-9.56963
35.40000	-9.62778
35.50000	-9.66712
35.60000	-9.68757
35.70000	-9.68908
35.80000	-9.67165
35.90000	-9.63530
36.00000	-9.58013
36.10000	-9.50625
36.20000	-9.41382
36.30000	-9.30302
36.40000	-9.17408
36.50000	-9.02727
36.60000	-8.86288
36.70000	-8.68122
36.80000	-8.48266
36.90000	-8.26757
37.00000	-8.03638
37.10000	-7.78953
37.20000	-7.52750
37.30000	-7.25080
37.40000	-6.95997
37.50000	-6.65558
37.60000	-6.33824
37.70000	-6.00858
37.80000	-5.66726
37.90000	-5.31496
38.00000	-4.95239
38.10000	-4.58026
38.20000	-4.19933
38.30000	-3.81034
38.40000	-3.41404
38.50000	-3.01122
38.60000	-2.60265
38.70000	-2.18909
38.80000	-1.77134
38.90000	-1.35016
39.00000	-0.92635
39.10000	-0.50068
39.20000	-0.07394
39.30000	0.35308
39.40000	0.77960
39.50000	1.20482
39.60000	1.62794
39.70000	2.04817
39.80000	2.46471
39.90000	2.87676
40.00000	3.28353
40.10000	3.68423
40.20000	4.07806
40.30000	4.46427
40.40000	4.84208
40.50000	5.21076
40.60000	5.56956
40.70000	5.91780
40.80000	6.25476
40.90000	6.57980
41.00000	6.89226
41.10000	7.19151
41.20000	7.47697
41.30000	7.74806
41.40000	8.00423
41.50000	8.24496
41.60000	8.46975
41.70000	8.67814
41.80000	8.86968
41.90000	9.04397
42.00000	9.20065
42.10000	9.33938
42.20000	9.45986
42.30000	9.56184
42.40000	9.64511
42.50000	9.70950
42.60000	9.75488
42.70000	9.78118
42.80000	9.78836
42.90000	9.77642
43.00000	9.74542
43.10000	9.69544
43.20000	9.62660
43.30000	9.53907
43.40000	9.43303
43.50000	9.30871
43.60000	9.16635
43.70000	9.00625
43.80000	8.82869
43.90000	8.63403
44.00000	8.42261
44.10000	8.19483
44.20000	7.95111
44.30000	7.69190
44.40000	7.41767
44.50000	7.12894
44.60000	6.82625
44.70000	6.51016
44.80000	6.18130
44.90000	5.84028
45.00000	5.48777
45.10000	5.12445
45.20000	4.75106
45.30000	4.36830
45.40000	3.97695
45.50000	3.57778
45.60000	3.17157
45.70000	2.75911
45.80000	2.34123
45.90000	1.91874
46.00000	1.49247
46.10000	1.06324
46.20000	0.63189
46.30000	0.19927
46.40000	-0.23380
46.50000	-0.66646
46.60000	-1.09788
46.70000	-1.52723
46.80000	-1.95367
46.90000	-2.37637
47.00000	-2.79452
47.10000	-3.20731
47.20000	-3.61396
47.30000	-4.01368
47.40000	-4.40570
47.50000	-4.78930
47.60000	-5.16373
47.70000	-5.52830
47.80000	-5.88233
47.90000	-6.22515
48.00000	-6.55612
48.10000	-6.87462
48.20000	-7.18005
48.30000	-7.47183
48.40000	-7.74939
48.50000	-8.01220
48.60000	-8.25974
48.70000	-8.49151
48.80000	-8.70702
48.90000	-8.90584
49.00000	-9.08753
49.10000	-9.25168
49.20000	-9.39795
49.30000	-9.52599
49.40000	-9.63550
49.50000	-9.72622
49.60000	-9.79794
49.70000	-9.85048
49.80000	-9.88370
49.90000	-9.89751
50.00000	-9.89187
50.10000	-9.86678
50.20000	-9.82227
50.30000	-9.75845
50.40000	-9.67543
50.50000	-9.57340
