WSM
F3OF
DT3
FLAP1
t(s)	FLAP1(deg)
50.60000	-9.45255
50.70000	-9.31316
50.80000	-9.15550
50.90000	-8.97990
51.00000	-8.78674
51.10000	-8.57641
51.20000	-8.34934
51.30000	-8.10601
51.40000	-7.84691
51.50000	-7.57258
51.60000	-7.28357
51.70000	-6.98047
51.80000	-6.66390
51.90000	-6.33449
52.00000	-5.99290
52.10000	-5.63980
52.20000	-5.27589
52.30000	-4.90187
52.40000	-4.51848
52.50000	-4.12645
52.60000	-3.72651
52.70000	-3.31942
52.80000	-2.90595
52.90000	-2.48687
53.00000	-2.06295
53.10000	-1.63499
53.20000	-1.20377
53.30000	-0.77010
53.40000	-0.33478
53.50000	0.10136
53.60000	0.53751
53.70000	0.97285
53.80000	1.40654
53.90000	1.83776
54.00000	2.26567
54.10000	2.68945
54.20000	3.10828
54.30000	3.52135
54.40000	3.92785
54.50000	4.32698
54.60000	4.71798
54.70000	5.10007
54.80000	5.47251
54.90000	5.83457
55.00000	6.18555
55.10000	6.52476
55.20000	6.85154
55.30000	7.16523
55.40000	7.46522
55.50000	7.75090
55.60000	8.02171
55.70000	8.27708
55.80000	8.51650
55.90000	8.73948
56.00000	8.94554
56.10000	9.13424
56.20000	9.30520
56.30000	9.45804
56.40000	9.59242
56.50000	9.70807
56.60000	9.80473
56.70000	9.88219
56.80000	9.94028
56.90000	9.97888
57.00000	9.99790
57.10000	9.99732
57.20000	9.97713
57.30000	9.93737
57.40000	9.87814
57.50000	9.79956
57.60000	9.70179
57.70000	9.58505
57.80000	9.44956
57.90000	9.29561
58.00000	9.12352
58.10000	8.93364
58.20000	8.72634
58.30000	8.50206
58.40000	8.26124
58.50000	8.00438
58.60000	7.73198
58.70000	7.44461
58.80000	7.14282
58.90000	6.82723
59.00000	6.49847
59.10000	6.15717
59.20000	5.80402
59.30000	5.43971
59.40000	5.06492
59.50000	4.68040
59.60000	4.28687
59.70000	3.88508
59.80000	3.47579
59.90000	3.05975
60.00000	2.63775
60.10000	2.21058
60.20000	1.77902
60.30000	1.34387
60.40000	0.90595
60.50000	0.46606
60.60000	0.02504
60.70000	-0.41629
60.80000	-0.85710
60.90000	-1.29655
61.00000	-1.73380
61.10000	-2.16801
61.20000	-2.59834
61.30000	-3.02396
61.40000	-3.44403
61.50000	-3.85774
61.60000	-4.26425
61.70000	-4.66278
61.80000	-5.05253
61.90000	-5.43271
62.00000	-5.80258
62.10000	-6.16138
62.20000	-6.50839
62.30000	-6.84291
62.40000	-7.16426
62.50000	-7.47179
62.60000	-7.76486
62.70000	-8.04287
62.80000	-8.30525
62.90000	-8.55146
63.00000	-8.78099
63.10000	-8.99337
63.20000	-9.18817
63.30000	-9.36498
63.40000	-9.52346
63.50000	-9.66327
63.60000	-9.78415
63.70000	-9.88587
63.80000	-9.96823
63.90000	-10.03108
64.00000	-10.07432
64.10000	-10.09787
64.20000	-10.10172
64.30000	-10.08587
64.40000	-10.05038
64.50000	-9.99533
64.60000	-9.92084
64.70000	-9.82708
64.80000	-9.71423
64.90000	-9.58254
65.00000	-9.43226
65.10000	-9.26369
65.20000	-9.07715
65.30000	-8.87302
65.40000	-8.65169
65.50000	-8.41359
65.60000	-8.15918
65.70000	-7.88896
65.80000	-7.60345
65.90000	-7.30319
66.00000	-6.98878
66.10000	-6.66083
66.20000	-6.31995
66.30000	-5.96683
66.40000	-5.60212
66.50000	-5.22653
66.60000	-4.84079
66.70000	-4.44563
66.80000	-4.04179
66.90000	-3.63006
67.00000	-3.21121
67.10000	-2.78604
67.20000	-2.35535
67.30000	-1.91996
67.40000	-1.48071
67.50000	-1.03842
67.60000	-0.59395
67.70000	-0.14814
67.80000	0.29816
67.90000	0.74407
68.00000	1.18876
68.10000	1.63135
68.20000	2.07099
68.30000	2.50684
68.40000	2.93804
68.50000	3.36377
68.60000	3.78320
68.70000	4.19552
68.80000	4.59992
68.90000	4.99562
69.00000	5.38185
69.10000	5.75786
69.20000	6.12291
69.30000	6.47627
69.40000	6.81726
69.50000	7.14520
69.60000	7.45942
69.70000	7.75930
69.80000	8.04424
69.90000	8.31364
70.00000	8.56696
70.10000	8.80367
70.20000	9.02329
70.30000	9.22536
70.40000	9.40946
70.50000	9.57520
70.60000	9.72225
70.70000	9.85030
70.80000	9.95909
70.90000	10.04840
71.00000	10.11804
71.10000	10.16789
71.20000	10.19785
71.30000	10.20787
71.40000	10.19793
71.50000	10.16807
71.60000	10.11835
71.70000	10.04889
71.80000	9.95983
71.90000	9.85135
72.00000	9.72368
72.10000	9.57708
72.20000	9.41184
72.30000	9.22830
72.40000	9.02681
72.50000	8.80777
72.60000	8.57162
72.70000	8.31883
72.80000	8.04988
72.90000	7.76530
73.00000	7.46566
73.10000	7.15152
73.20000	6.82350
73.30000	6.48223
73.40000	6.12838
73.50000	5.76261
73.60000	5.38564
73.70000	4.99817
73.80000	4.60096
73.90000	4.19476
74.00000	3.78034
74.10000	3.35849
74.20000	2.93002
74.30000	2.49575
74.40000	2.05650
74.50000	1.61311
74.60000	1.16645
74.70000	0.71735
74.80000	0.26670
74.90000	-0.18464
75.00000	-0.63580
75.10000	-1.08590
75.20000	-1.53408
75.30000	-1.97946
75.40000	-2.42119
75.50000	-2.85842
75.60000	-3.29028
75.70000	-3.71595
75.80000	-4.13462
75.90000	-4.54545
76.00000	-4.94768
76.10000	-5.34050
76.20000	-5.72317
76.30000	-6.09494
76.40000	-6.45508
76.50000	-6.80288
76.60000	-7.13767
76.70000	-7.45878
76.80000	-7.76556
76.90000	-8.05741
77.00000	-8.33374
77.10000	-8.59398
77.20000	-8.83761
77.30000	-9.06412
77.40000	-9.27306
77.50000	-9.46398
77.60000	-9.63649
77.70000	-9.79023
77.80000	-9.92489
77.90000	-10.04017
78.00000	-10.13584
78.10000	-10.21170
78.20000	-10.26758
78.30000	-10.30336
78.40000	-10.31897
78.50000	-10.31437
78.60000	-10.28957
78.70000	-10.24461
78.80000	-10.17957
78.90000	-10.09460
79.00000	-9.98986
79.10000	-9.86555
79.20000	-9.72194
79.30000	-9.55932
79.40000	-9.37801
79.50000	-9.17839
79.60000	-8.96087
79.70000	-8.72588
79.80000	-8.47391
79.90000	-8.20547
80.00000	-7.92111
80.10000	-7.62139
80.20000	-7.30692
80.30000	-6.97832
80.40000	-6.63626
80.50000	-6.28139
80.60000	-5.91442
80.70000	-5.53606
80.80000	-5.14703
80.90000	-4.74809
81.00000	-4.34000
81.10000	-3.92353
81.20000	-3.49947
81.30000	-3.06862
81.40000	-2.63179
81.50000	-2.18981
81.60000	-1.74350
81.70000	-1.29372
81.80000	-0.84130
81.90000	-0.38710
82.00000	0.06802
82.10000	0.52320
82.20000	0.97756
82.30000	1.43026
82.40000	1.88042
82.50000	2.32719
82.60000	2.76970
82.70000	3.20712
82.80000	3.63858
82.90000	4.06327
83.00000	4.48036
83.10000	4.88903
83.20000	5.28850
83.30000	5.67797
83.40000	6.05668
83.50000	6.42388
83.60000	6.77884
83.70000	7.12085
83.80000	7.44923
83.90000	7.76330
84.00000	8.06243
84.10000	8.34602
84.20000	8.61348
84.30000	8.86426
84.40000	9.09785
84.50000	9.31377
84.60000	9.51158
84.70000	9.69086
84.80000	9.85124
84.90000	9.99240
85.00000	10.11405
85.10000	10.21593
85.20000	10.29784
85.30000	10.35961
85.40000	10.40111
85.50000	10.42226
85.60000	10.42302
85.70000	10.40337
85.80000	10.36337
85.90000	10.30308
86.00000	10.22263
86.10000	10.12219
86.20000	10.00194
86.30000	9.86214
86.40000	9.70306
86.50000	9.52502
86.60000	9.32839
86.70000	9.11355
86.80000	8.88094
86.90000	8.63102
87.00000	8.36429
87.10000	8.08129
87.20000	7.78258
87.30000	7.46875
87.40000	7.14042
87.50000	6.79823
87.60000	6.44285
87.70000	6.07498
87.80000	5.69534
87.90000	5.30464
88.00000	4.90365
88.10000	4.49314
88.20000	4.07389
88.30000	3.64671
88.40000	3.21241
88.50000	2.77181
88.60000	2.32576
88.70000	1.87512
88.80000	1.42073
88.90000	0.96346
89.00000	0.50418
89.10000	0.04378
89.20000	-0.41688
89.30000	-0.87691
89.40000	-1.33544
89.50000	-1.79159
89.60000	-2.24449
89.70000	-2.69326
89.80000	-3.13706
89.90000	-3.57502
90.00000	-4.00631
90.10000	-4.43008
90.20000	-4.84551
90.30000	-5.25181
90.40000	-5.64816
90.50000	-6.03379
90.60000	-6.40794
90.70000	-6.76986
90.80000	-7.11882
90.90000	-7.45414
91.00000	-7.77512
91.10000	-8.08112
91.20000	-8.37151
91.30000	-8.64570
91.40000	-8.90313
91.50000	-9.14328
91.60000	-9.36564
91.70000	-9.56976
91.80000	-9.75523
91.90000	-9.92167
92.00000	-10.06873
92.10000	-10.19612
92.20000	-10.30359
92.30000	-10.39090
92.40000	-10.45790
92.50000	-10.50444
92.60000	-10.53043
92.70000	-10.53582
92.80000	-10.52061
92.90000	-10.48482
93.00000	-10.42853
93.10000	-10.35185
93.20000	-10.25493
93.30000	-10.13797
93.40000	-10.00121
93.50000	-9.84492
93.60000	-9.66941
93.70000	-9.47504
93.80000	-9.26219
93.90000	-9.03129
94.00000	-8.78280
94.10000	-8.51722
94.20000	-8.23507
94.30000	-7.93691
94.40000	-7.62333
94.50000	-7.29495
94.60000	-6.95241
94.70000	-6.59638
94.80000	-6.22756
94.90000	-5.84665
95.00000	-5.45441
95.10000	-5.05158
95.20000	-4.63895
95.30000	-4.21731
95.40000	-3.78747
95.50000	-3.35026
95.60000	-2.90652
95.70000	-2.45709
95.80000	-2.00284
95.90000	-1.54465
96.00000	-1.08338
96.10000	-0.61992
96.20000	-0.15516
96.30000	0.31002
96.40000	0.77473
96.50000	1.23809
96.60000	1.69920
96.70000	2.15720
96.80000	2.61120
96.90000	3.06035
97.00000	3.50379
97.10000	3.94067
97.20000	4.37015
97.30000	4.79142
97.40000	5.20365
97.50000	5.60605
97.60000	5.99785
97.70000	6.37827
97.80000	6.74658
97.90000	7.10203
98.00000	7.44394
98.10000	7.77161
98.20000	8.08438
98.30000	8.38163
98.40000	8.66276
98.50000	8.92718
98.60000	9.17435
98.70000	9.40377
98.80000	9.61497
98.90000	9.80749
99.00000	9.98094
99.10000	10.13496
99.20000	10.26922
99.30000	10.38342
99.40000	10.47734
99.50000	10.55076
99.60000	10.60353
99.70000	10.63553
99.80000	10.64667
99.90000	10.63693
100.00000	10.60632
100.10000	10.55490
100.20000	10.48276
100.30000	10.39006
100.40000	10.27696
100.50000	10.14371
100.60000	9.99057
100.70000	9.81786
100.80000	9.62593
100.90000	9.41517
101.00000	9.18601
101.10000	8.93891
101.20000	8.67438
101.30000	8.39294
101.40000	8.09517
101.50000	7.78165
101.60000	7.45301
101.70000	7.10989
101.80000	6.75298
101.90000	6.38297
102.00000	6.00058
102.10000	5.60655
102.20000	5.20164
102.30000	4.78664
102.40000	4.36235
102.50000	3.92957
102.60000	3.48915
102.70000	3.04191
102.80000	2.58872
102.90000	2.13045
103.00000	1.66796
103.10000	1.20215
103.20000	0.73389
103.30000	0.26409
103.40000	-0.20637
103.50000	-0.67658
103.60000	-1.14565
103.70000	-1.61268
103.80000	-2.07679
103.90000	-2.53708
104.00000	-2.99268
104.10000	-3.44272
104.20000	-3.88632
104.30000	-4.32264
104.40000	-4.75084
104.50000	-5.17007
104.60000	-5.57953
104.70000	-5.97842
104.80000	-6.36595
104.90000	-6.74135
105.00000	-7.10388
105.10000	-7.45282
105.20000	-7.78747
105.30000	-8.10715
105.40000	-8.41121
105.50000	-8.69905
105.60000	-8.97006
105.70000	-9.22371
105.80000	-9.45946
105.90000	-9.67684
106.00000	-9.87539
106.10000	-10.05470
106.20000	-10.21440
106.30000	-10.35416
106.40000	-10.47368
106.50000	-10.57271
106.60000	-10.65105
106.70000	-10.70852
106.80000	-10.74500
106.90000	-10.76040
107.00000	-10.75470
107.10000	-10.72790
107.20000	-10.68004
107.30000	-10.61123
107.40000	-10.52159
107.50000	-10.41133
107.60000	-10.28066
107.70000	-10.12985
107.80000	-9.95921
107.90000	-9.76909
108.00000	-9.55989
108.10000	-9.33203
108.20000	-9.08599
108.30000	-8.82225
108.40000	-8.54136
108.50000	-8.24389
108.60000	-7.93043
108.70000	-7.60160
108.80000	-7.25806
108.90000	-6.90049
109.00000	-6.52958
109.10000	-6.14607
109.20000	-5.75070
109.30000	-5.34423
109.40000	-4.92745
109.50000	-4.50115
109.60000	-4.06616
109.70000	-3.62330
109.80000	-3.17341
109.90000	-2.71735
110.00000	-2.25599
110.10000	-1.79018
110.20000	-1.32082
110.30000	-0.84880
110.40000	-0.37499
110.50000	0.09970
110.60000	0.57439
110.70000	1.04817
110.80000	1.52014
110.90000	1.98942
111.00000	2.45511
111.10000	2.91633
111.20000	3.37219
111.30000	3.82182
111.40000	4.26435
111.50000	4.69892
111.60000	5.12469
111.70000	5.54081
111.80000	5.94648
111.90000	6.34089
112.00000	6.72325
112.10000	7.09279
112.20000	7.44878
112.30000	7.79049
112.40000	8.11722
112.50000	8.42832
112.60000	8.72314
112.70000	9.00109
112.80000	9.26159
112.90000	9.50410
113.00000	9.72813
113.10000	9.93321
113.20000	10.11892
113.30000	10.28487
113.40000	10.43072
113.50000	10.55616
113.60000	10.66094
113.70000	10.74484
113.80000	10.80767
113.90000	10.84932
114.00000	10.86968
114.10000	10.86872
114.20000	10.84644
114.30000	10.80288
114.40000	10.73813
114.50000	10.65233
114.60000	10.54565
114.70000	10.41831
114.80000	10.27057
114.90000	10.10274
115.00000	9.91515
115.10000	9.70820
115.20000	9.48231
115.30000	9.23792
115.40000	8.97554
115.50000	8.69568
115.60000	8.39891
115.70000	8.08581
115.80000	7.75701
115.90000	7.41315
116.00000	7.05491
116.10000	6.68297
116.20000	6.29807
116.30000	5.90096
116.40000	5.49239
116.50000	5.07316
116.60000	4.64407
116.70000	4.20594
116.80000	3.75963
116.90000	3.30597
117.00000	2.84584
117.10000	2.38011
117.20000	1.90967
117.30000	1.43542
117.40000	0.95826
117.50000	0.47910
117.60000	-0.00116
117.70000	-0.48160
117.80000	-0.96131
117.90000	-1.43937
118.00000	-1.91487
118.10000	-2.38691
118.20000	-2.85458
118.30000	-3.31699
118.40000	-3.77324
118.50000	-4.22246
118.60000	-4.66376
118.70000	-5.09630
118.80000	-5.51922
118.90000	-5.93169
119.00000	-6.33290
119.10000	-6.72204
119.20000	-7.09834
119.30000	-7.46104
119.40000	-7.80942
119.50000	-8.14277
119.60000	-8.46041
119.70000	-8.76169
119.80000	-9.04601
119.90000	-9.31277
120.00000	-9.56142
120.10000	-9.79147
120.20000	-10.00243
120.30000	-10.19386
120.40000	-10.36538
120.50000	-10.51662
120.60000	-10.64727
120.70000	-10.75707
120.80000	-10.84579
120.90000	-10.91323
121.00000	-10.95926
121.10000	-10.98380
121.20000	-10.98678
121.30000	-10.96820
121.40000	-10.92811
121.50000	-10.86658
121.60000	-10.78375
121.70000	-10.67980
121.80000	-10.55494
121.90000	-10.40943
122.00000	-10.24357
122.10000	-10.05770
122.20000	-9.85221
122.30000	-9.62752
122.40000	-9.38407
122.50000	-9.12237
122.60000	-8.84293
122.70000	-8.54631
122.80000	-8.23311
122.90000	-7.90395
123.00000	-7.55946
123.10000	-7.20033
123.20000	-6.82725
123.30000	-6.44095
123.40000	-6.04219
123.50000	-5.63172
123.60000	-5.21035
123.70000	-4.77889
123.80000	-4.33815
123.90000	-3.88899
124.00000	-3.43227
124.10000	-2.96885
124.20000	-2.49962
124.30000	-2.02547
124.40000	-1.54731
124.50000	-1.06604
124.60000	-0.58258
124.70000	-0.09784
124.80000	0.38726
124.90000	0.87180
125.00000	1.35486
125.10000	1.83552
125.20000	2.31287
125.30000	2.78599
125.40000	3.25398
125.50000	3.71594
125.60000	4.17099
125.70000	4.61823
125.80000	5.05681
125.90000	5.48587
126.00000	5.90456
126.10000	6.31207
126.20000	6.70758
126.30000	7.09032
126.40000	7.45951
126.50000	7.81442
126.60000	8.15433
126.70000	8.47856
126.80000	8.78645
126.90000	9.07737
127.00000	9.35072
127.10000	9.60595
127.20000	9.84252
127.30000	10.05995
127.40000	10.25779
127.50000	10.43561
127.60000	10.59305
127.70000	10.72977
127.80000	10.84548
127.90000	10.93994
128.00000	11.01294
128.10000	11.06432
128.20000	11.09397
128.30000	11.10183
128.40000	11.08788
128.50000	11.05213
128.60000	10.99467
128.70000	10.91560
128.80000	10.81511
128.90000	10.69338
129.00000	10.55068
129.10000	10.38731
129.20000	10.20360
129.30000	9.99992
129.40000	9.77671
129.50000	9.53441
129.60000	9.27352
129.70000	8.99457
129.80000	8.69812
129.90000	8.38475
130.00000	8.05510
130.10000	7.70982
130.20000	7.34958
130.30000	6.97509
130.40000	6.58709
130.50000	6.18633
130.60000	5.77358
130.70000	5.34965
130.80000	4.91534
130.90000	4.47150
131.00000	4.01896
131.10000	3.55860
131.20000	3.09129
131.30000	2.61792
131.40000	2.13938
131.50000	1.65659
131.60000	1.17046
131.70000	0.68191
131.80000	0.19186
131.90000	-0.29875
132.00000	-0.78900
132.10000	-1.27796
132.20000	-1.76468
132.30000	-2.24826
132.40000	-2.72775
132.50000	-3.20224
132.60000	-3.67082
132.70000	-4.13257
