WSM
F3OF
DT2
SURGE
t(s)	SURGE(m)
14.20000	-0.65010
14.30000	-0.62433
14.40000	-0.59507
14.50000	-0.56260
14.60000	-0.52725
14.70000	-0.48936
14.80000	-0.44932
14.90000	-0.40752
15.00000	-0.36439
15.10000	-0.32036
15.20000	-0.27590
15.30000	-0.23146
15.40000	-0.18751
15.50000	-0.14452
15.60000	-0.10296
15.70000	-0.06326
15.80000	-0.02585
15.90000	0.00884
16.00000	0.04046
16.10000	0.06863
16.20000	0.09306
16.30000	0.11345
16.40000	0.12958
16.50000	0.14124
16.60000	0.14828
16.70000	0.15059
16.80000	0.14810
16.90000	0.14079
17.00000	0.12868
17.10000	0.11184
17.20000	0.09036
17.30000	0.06439
17.40000	0.03413
17.50000	-0.00021
17.60000	-0.03836
17.70000	-0.08003
17.80000	-0.12490
17.90000	-0.17259
18.00000	-0.22274
18.10000	-0.27492
18.20000	-0.32870
18.30000	-0.38364
18.40000	-0.43927
18.50000	-0.49512
18.60000	-0.55071
18.70000	-0.60558
18.80000	-0.65924
18.90000	-0.71125
19.00000	-0.76116
19.10000	-0.80856
19.20000	-0.85305
19.30000	-0.89427
19.40000	-0.93191
19.50000	-0.96565
19.60000	-0.99526
19.70000	-1.02052
19.80000	-1.04126
19.90000	-1.05736
20.00000	-1.06872
20.10000	-1.07531
20.20000	-1.07713
20.30000	-1.07420
20.40000	-1.06661
20.50000	-1.05448
20.60000	-1.03796
20.70000	-1.01723
20.80000	-0.99251
20.90000	-0.96406
21.00000	-0.93215
21.10000	-0.89710
21.20000	-0.85923
21.30000	-0.81891
21.40000	-0.77651
21.50000	-0.73243
21.60000	-0.68708
21.70000	-0.64088
21.80000	-0.59427
21.90000	-0.54769
22.00000	-0.50155
22.10000	-0.45630
22.20000	-0.41235
22.30000	-0.37010
22.40000	-0.32994
22.50000	-0.29224
22.60000	-0.25732
22.70000	-0.22550
22.80000	-0.19705
22.90000	-0.17220
23.00000	-0.15117
23.10000	-0.13411
23.20000	-0.12116
23.30000	-0.11241
23.40000	-0.10791
23.50000	-0.10768
23.60000	-0.11169
23.70000	-0.11988
23.80000	-0.13217
23.90000	-0.14842
24.00000	-0.16847
24.10000	-0.19213
24.20000	-0.21918
24.30000	-0.24936
24.40000	-0.28241
24.50000	-0.31800
24.60000	-0.35582
24.70000	-0.39552
24.80000	-0.43673
24.90000	-0.47907
25.00000	-0.52214
25.10000	-0.56554
25.20000	-0.60886
25.30000	-0.65169
25.40000	-0.69362
25.50000	-0.73426
25.60000	-0.77321
25.70000	-0.81011
25.80000	-0.84461
25.90000	-0.87636
26.00000	-0.90509
26.10000	-0.93050
26.20000	-0.95237
26.30000	-0.97047
26.40000	-0.98465
26.50000	-0.99475
26.60000	-1.00068
26.70000	-1.00236
26.80000	-0.99977
26.90000	-0.99291
27.00000	-0.98182
27.10000	-0.96657
27.20000	-0.94727
27.30000	-0.92406
27.40000	-0.89710
27.50000	-0.86661
27.60000	-0.83280
27.70000	-0.79594
27.80000	-0.75631
27.90000	-0.71422
28.00000	-0.67000
28.10000	-0.62400
28.20000	-0.57658
28.30000	-0.52813
28.40000	-0.47904
28.50000	-0.42970
28.60000	-0.38052
28.70000	-0.33189
28.80000	-0.28420
28.90000	-0.23784
29.00000	-0.19317
29.10000	-0.15054
29.20000	-0.11029
29.30000	-0.07271
29.40000	-0.03809
29.50000	-0.00668
29.60000	0.02131
29.70000	0.04571
29.80000	0.06634
29.90000	0.08311
30.00000	0.09593
30.10000	0.10476
30.20000	0.10960
30.30000	0.11045
30.40000	0.10740
30.50000	0.10053
30.60000	0.08997
30.70000	0.07588
30.80000	0.05846
30.90000	0.03792
31.00000	0.01451
31.10000	-0.01150
31.20000	-0.03980
31.30000	-0.07008
31.40000	-0.10199
31.50000	-0.13519
31.60000	-0.16931
31.70000	-0.20396
31.80000	-0.23876
31.90000	-0.27333
32.00000	-0.30728
32.10000	-0.34024
32.20000	-0.37183
32.30000	-0.40171
32.40000	-0.42953
32.50000	-0.45499
32.60000	-0.47778
32.70000	-0.49765
32.80000	-0.51436
32.90000	-0.52770
33.00000	-0.53750
33.10000	-0.54362
33.20000	-0.54595
33.30000	-0.54442
33.40000	-0.53898
33.50000	-0.52963
33.60000	-0.51640
33.70000	-0.49935
33.80000	-0.47856
33.90000	-0.45418
34.00000	-0.42634
34.10000	-0.39522
34.20000	-0.36105
34.30000	-0.32406
34.40000	-0.28450
34.50000	-0.24265
34.60000	-0.19883
34.70000	-0.15336
34.80000	-0.10656
34.90000	-0.05880
35.00000	-0.01043
35.10000	0.03819
35.20000	0.08668
35.30000	0.13468
35.40000	0.18182
35.50000	0.22775
35.60000	0.27213
35.70000	0.31463
35.80000	0.35495
35.90000	0.39279
36.00000	0.42791
36.10000	0.46006
36.20000	0.48904
36.30000	0.51468
36.40000	0.53682
36.50000	0.55537
36.60000	0.57024
36.70000	0.58137
36.80000	0.58877
36.90000	0.59244
37.00000	0.59243
37.10000	0.58883
37.20000	0.58174
37.30000	0.57130
37.40000	0.55768
37.50000	0.54106
37.60000	0.52168
37.70000	0.49976
37.80000	0.47557
37.90000	0.44939
38.00000	0.42152
38.10000	0.39229
38.20000	0.36200
38.30000	0.33100
38.40000	0.29964
38.50000	0.26826
38.60000	0.23721
38.70000	0.20682
38.80000	0.17744
38.90000	0.14939
39.00000	0.12298
39.10000	0.09851
39.20000	0.07625
39.30000	0.05644
39.40000	0.03933
39.50000	0.02510
39.60000	0.01394
39.70000	0.00598
39.80000	0.00135
39.90000	0.00012
40.00000	0.00234
40.10000	0.00804
40.20000	0.01722
40.30000	0.02982
40.40000	0.04578
40.50000	0.06501
40.60000	0.08737
40.70000	0.11272
40.80000	0.14087
40.90000	0.17162
41.00000	0.20475
41.10000	0.24001
41.20000	0.27712
41.30000	0.31580
41.40000	0.35575
41.50000	0.39666
41.60000	0.43820
41.70000	0.48003
41.80000	0.52183
41.90000	0.56324
42.00000	0.60395
42.10000	0.64362
42.20000	0.68193
42.30000	0.71857
42.40000	0.75326
42.50000	0.78572
42.60000	0.81570
42.70000	0.84297
42.80000	0.86732
42.90000	0.88859
43.00000	0.90662
43.10000	0.92129
43.20000	0.93252
43.30000	0.94024
43.40000	0.94444
43.50000	0.94509
43.60000	0.94225
43.70000	0.93597
43.80000	0.92633
43.90000	0.91345
44.00000	0.89749
44.10000	0.87859
44.20000	0.85697
44.30000	0.83282
44.40000	0.80640
44.50000	0.77794
44.60000	0.74774
44.70000	0.71607
44.80000	0.68324
44.90000	0.64956
45.00000	0.61535
45.10000	0.58092
45.20000	0.54661
45.30000	0.51273
45.40000	0.47961
45.50000	0.44755
45.60000	0.41684
45.70000	0.38777
45.80000	0.36060
45.90000	0.33558
46.00000	0.31293
46.10000	0.29285
46.20000	0.27551
46.30000	0.26106
46.40000	0.24962
46.50000	0.24128
46.60000	0.23609
46.70000	0.23409
46.80000	0.23529
46.90000	0.23966
47.00000	0.24714
47.10000	0.25765
47.20000	0.27108
47.30000	0.28731
47.40000	0.30616
47.50000	0.32746
47.60000	0.35100
47.70000	0.37655
47.80000	0.40388
47.90000	0.43271
48.00000	0.46277
48.10000	0.49377
48.20000	0.52542
48.30000	0.55740
48.40000	0.58941
48.50000	0.62113
48.60000	0.65226
48.70000	0.68249
48.80000	0.71152
48.90000	0.73906
49.00000	0.76486
49.10000	0.78864
49.20000	0.81017
49.30000	0.82924
49.40000	0.84566
49.50000	0.85926
49.60000	0.86989
49.70000	0.87744
49.80000	0.88182
49.90000	0.88297
50.00000	0.88087
50.10000	0.87550
50.20000	0.86689
50.30000	0.85509
50.40000	0.84018
50.50000	0.82226
50.60000	0.80146
50.70000	0.77794
50.80000	0.75186
50.90000	0.72342
51.00000	0.69283
51.10000	0.66034
51.20000	0.62618
51.30000	0.59063
51.40000	0.55395
51.50000	0.51643
51.60000	0.47836
51.70000	0.44003
51.80000	0.40175
51.90000	0.36381
52.00000	0.32649
52.10000	0.29009
52.20000	0.25487
52.30000	0.22111
52.40000	0.18903
52.50000	0.15889
52.60000	0.13087
52.70000	0.10518
52.80000	0.08198
52.90000	0.06141
53.00000	0.04359
53.10000	0.02862
53.20000	0.01655
53.30000	0.00743
53.40000	0.00127
53.50000	-0.00194
53.60000	-0.00224
53.70000	0.00031
53.80000	0.00561
53.90000	0.01356
54.00000	0.02401
54.10000	0.03681
54.20000	0.05178
54.30000	0.06873
54.40000	0.08743
54.50000	0.10765
54.60000	0.12914
54.70000	0.15166
54.80000	0.17492
54.90000	0.19865
55.00000	0.22258
55.10000	0.24641
55.20000	0.26986
55.30000	0.29266
55.40000	0.31453
55.50000	0.33521
55.60000	0.35444
55.70000	0.37197
55.80000	0.38760
55.90000	0.40110
56.00000	0.41230
56.10000	0.42103
56.20000	0.42715
56.30000	0.43054
56.40000	0.43111
56.50000	0.42879
56.60000	0.42354
56.70000	0.41534
56.80000	0.40420
56.90000	0.39016
57.00000	0.37329
57.10000	0.35365
57.20000	0.33138
57.30000	0.30658
57.40000	0.27943
57.50000	0.25009
57.60000	0.21876
57.70000	0.18565
57.80000	0.15098
57.90000	0.11500
58.00000	0.07796
58.10000	0.04012
58.20000	0.00175
58.30000	-0.03686
58.40000	-0.07546
58.50000	-0.11375
58.60000	-0.15147
58.70000	-0.18834
58.80000	-0.22411
58.90000	-0.25852
59.00000	-0.29134
59.10000	-0.32235
59.20000	-0.35135
59.30000	-0.37815
59.40000	-0.40258
59.50000	-0.42451
59.60000	-0.44381
59.70000	-0.46040
59.80000	-0.47420
59.90000	-0.48517
60.00000	-0.49329
60.10000	-0.49856
60.20000	-0.50101
60.30000	-0.50070
60.40000	-0.49770
60.50000	-0.49213
60.60000	-0.48409
60.70000	-0.47373
60.80000	-0.46122
60.90000	-0.44674
61.00000	-0.43049
61.10000	-0.41268
61.20000	-0.39354
61.30000	-0.37331
61.40000	-0.35224
61.50000	-0.33058
61.60000	-0.30860
61.70000	-0.28655
61.80000	-0.26470
61.90000	-0.24331
62.00000	-0.22264
62.10000	-0.20293
62.20000	-0.18441
62.30000	-0.16731
62.40000	-0.15185
62.50000	-0.13820
62.60000	-0.12656
62.70000	-0.11707
62.80000	-0.10987
62.90000	-0.10507
63.00000	-0.10276
63.10000	-0.10301
63.20000	-0.10586
63.30000	-0.11133
63.40000	-0.11941
63.50000	-0.13008
63.60000	-0.14328
63.70000	-0.15895
63.80000	-0.17699
63.90000	-0.19728
64.00000	-0.21968
64.10000	-0.24404
64.20000	-0.27019
64.30000	-0.29794
64.40000	-0.32708
64.50000	-0.35741
64.60000	-0.38868
64.70000	-0.42066
64.80000	-0.45311
64.90000	-0.48578
65.00000	-0.51841
65.10000	-0.55076
65.20000	-0.58256
65.30000	-0.61359
65.40000	-0.64358
65.50000	-0.67233
65.60000	-0.69959
65.70000	-0.72518
65.80000	-0.74889
65.90000	-0.77056
66.00000	-0.79002
66.10000	-0.80714
66.20000	-0.82181
66.30000	-0.83393
66.40000	-0.84343
66.50000	-0.85026
66.60000	-0.85439
66.70000	-0.85583
66.80000	-0.85458
66.90000	-0.85070
67.00000	-0.84424
67.10000	-0.83530
67.20000	-0.82397
67.30000	-0.81038
67.40000	-0.79468
67.50000	-0.77703
67.60000	-0.75762
67.70000	-0.73662
67.80000	-0.71425
67.90000	-0.69073
68.00000	-0.66628
68.10000	-0.64114
68.20000	-0.61555
68.30000	-0.58975
68.40000	-0.56399
68.50000	-0.53851
68.60000	-0.51354
68.70000	-0.48933
68.80000	-0.46610
68.90000	-0.44406
69.00000	-0.42340
69.10000	-0.40433
69.20000	-0.38700
69.30000	-0.37158
69.40000	-0.35819
69.50000	-0.34696
69.60000	-0.33797
69.70000	-0.33129
69.80000	-0.32699
69.90000	-0.32508
70.00000	-0.32557
70.10000	-0.32844
70.20000	-0.33366
70.30000	-0.34116
70.40000	-0.35087
70.50000	-0.36269
70.60000	-0.37648
70.70000	-0.39213
70.80000	-0.40946
70.90000	-0.42831
71.00000	-0.44849
71.10000	-0.46980
71.20000	-0.49204
71.30000	-0.51498
71.40000	-0.53839
71.50000	-0.56205
71.60000	-0.58572
71.70000	-0.60916
71.80000	-0.63214
71.90000	-0.65443
72.00000	-0.67579
72.10000	-0.69603
72.20000	-0.71491
72.30000	-0.73226
72.40000	-0.74789
72.50000	-0.76164
72.60000	-0.77335
72.70000	-0.78290
72.80000	-0.79016
72.90000	-0.79507
73.00000	-0.79753
73.10000	-0.79751
73.20000	-0.79497
73.30000	-0.78992
73.40000	-0.78236
73.50000	-0.77233
73.60000	-0.75990
73.70000	-0.74513
73.80000	-0.72814
73.90000	-0.70902
74.00000	-0.68793
74.10000	-0.66500
74.20000	-0.64041
74.30000	-0.61434
74.40000	-0.58697
74.50000	-0.55851
74.60000	-0.52917
74.70000	-0.49917
74.80000	-0.46874
74.90000	-0.43810
75.00000	-0.40747
75.10000	-0.37709
75.20000	-0.34717
75.30000	-0.31794
75.40000	-0.28960
75.50000	-0.26235
75.60000	-0.23638
75.70000	-0.21187
75.80000	-0.18898
75.90000	-0.16786
76.00000	-0.14862
76.10000	-0.13139
76.20000	-0.11624
76.30000	-0.10326
76.40000	-0.09250
76.50000	-0.08398
76.60000	-0.07771
76.70000	-0.07369
76.80000	-0.07188
76.90000	-0.07223
77.00000	-0.07467
77.10000	-0.07913
77.20000	-0.08548
77.30000	-0.09360
77.40000	-0.10336
77.50000	-0.11460
77.60000	-0.12716
77.70000	-0.14086
77.80000	-0.15550
77.90000	-0.17088
78.00000	-0.18681
78.10000	-0.20307
78.20000	-0.21945
78.30000	-0.23572
78.40000	-0.25168
78.50000	-0.26712
78.60000	-0.28183
78.70000	-0.29560
78.80000	-0.30825
78.90000	-0.31960
79.00000	-0.32947
79.10000	-0.33771
79.20000	-0.34418
79.30000	-0.34876
79.40000	-0.35133
79.50000	-0.35182
79.60000	-0.35015
79.70000	-0.34627
79.80000	-0.34016
79.90000	-0.33179
80.00000	-0.32118
80.10000	-0.30836
80.20000	-0.29337
80.30000	-0.27629
80.40000	-0.25720
80.50000	-0.23619
80.60000	-0.21340
80.70000	-0.18894
80.80000	-0.16299
80.90000	-0.13568
81.00000	-0.10721
81.10000	-0.07776
81.20000	-0.04751
81.30000	-0.01667
81.40000	0.01455
81.50000	0.04595
81.60000	0.07732
81.70000	0.10844
81.80000	0.13910
81.90000	0.16912
82.00000	0.19827
82.10000	0.22639
82.20000	0.25328
82.30000	0.27879
82.40000	0.30275
82.50000	0.32503
82.60000	0.34550
82.70000	0.36405
82.80000	0.38059
82.90000	0.39505
83.00000	0.40738
83.10000	0.41753
83.20000	0.42550
83.30000	0.43128
83.40000	0.43490
83.50000	0.43640
83.60000	0.43583
83.70000	0.43328
83.80000	0.42883
83.90000	0.42261
84.00000	0.41472
84.10000	0.40532
84.20000	0.39455
84.30000	0.38259
84.40000	0.36959
84.50000	0.35576
84.60000	0.34127
84.70000	0.32633
84.80000	0.31113
84.90000	0.29587
85.00000	0.28076
85.10000	0.26600
85.20000	0.25177
85.30000	0.23827
85.40000	0.22568
85.50000	0.21418
85.60000	0.20391
85.70000	0.19503
85.80000	0.18768
85.90000	0.18198
86.00000	0.17803
86.10000	0.17591
86.20000	0.17569
86.30000	0.17744
86.40000	0.18118
86.50000	0.18692
86.60000	0.19467
86.70000	0.20439
86.80000	0.21606
86.90000	0.22960
87.00000	0.24495
87.10000	0.26202
87.20000	0.28069
87.30000	0.30084
87.40000	0.32234
87.50000	0.34504
87.60000	0.36877
87.70000	0.39338
87.80000	0.41866
87.90000	0.44446
88.00000	0.47056
88.10000	0.49678
88.20000	0.52292
88.30000	0.54878
88.40000	0.57418
88.50000	0.59892
88.60000	0.62281
88.70000	0.64569
88.80000	0.66737
88.90000	0.68772
89.00000	0.70657
89.10000	0.72380
89.20000	0.73928
89.30000	0.75293
89.40000	0.76464
89.50000	0.77435
89.60000	0.78201
89.70000	0.78758
89.80000	0.79105
89.90000	0.79241
90.00000	0.79168
90.10000	0.78891
90.20000	0.78414
90.30000	0.77744
90.40000	0.76891
90.50000	0.75863
90.60000	0.74672
90.70000	0.73332
90.80000	0.71856
90.90000	0.70260
91.00000	0.68560
91.10000	0.66772
91.20000	0.64914
91.30000	0.63005
91.40000	0.61063
91.50000	0.59106
91.60000	0.57153
91.70000	0.55223
91.80000	0.53334
91.90000	0.51503
92.00000	0.49748
92.10000	0.48084
92.20000	0.46528
92.30000	0.45091
92.40000	0.43789
92.50000	0.42631
92.60000	0.41628
92.70000	0.40789
92.80000	0.40120
92.90000	0.39626
93.00000	0.39312
93.10000	0.39178
93.20000	0.39226
93.30000	0.39453
93.40000	0.39857
93.50000	0.40432
93.60000	0.41172
93.70000	0.42069
93.80000	0.43114
93.90000	0.44295
94.00000	0.45600
94.10000	0.47017
94.20000	0.48531
94.30000	0.50125
94.40000	0.51785
94.50000	0.53494
94.60000	0.55233
94.70000	0.56985
94.80000	0.58733
94.90000	0.60458
95.00000	0.62142
95.10000	0.63769
95.20000	0.65320
95.30000	0.66780
95.40000	0.68132
95.50000	0.69362
95.60000	0.70457
95.70000	0.71403
95.80000	0.72190
95.90000	0.72807
96.00000	0.73247
96.10000	0.73501
96.20000	0.73566
96.30000	0.73437
96.40000	0.73113
96.50000	0.72593
96.60000	0.71878
96.70000	0.70972
96.80000	0.69879
96.90000	0.68604
97.00000	0.67157
97.10000	0.65546
97.20000	0.63782
97.30000	0.61876
97.40000	0.59841
97.50000	0.57692
97.60000	0.55443
97.70000	0.53111
97.80000	0.50711
97.90000	0.48260
98.00000	0.45777
98.10000	0.43278
98.20000	0.40781
98.30000	0.38304
98.40000	0.35864
98.50000	0.33477
98.60000	0.31160
98.70000	0.28928
98.80000	0.26795
98.90000	0.24776
99.00000	0.22882
99.10000	0.21125
99.20000	0.19514
99.30000	0.18058
99.40000	0.16764
99.50000	0.15636
99.60000	0.14680
99.70000	0.13896
99.80000	0.13285
99.90000	0.12847
100.00000	0.12579
100.10000	0.12476
100.20000	0.12533
100.30000	0.12743
100.40000	0.13096
100.50000	0.13584
100.60000	0.14195
100.70000	0.14917
100.80000	0.15736
100.90000	0.16639
101.00000	0.17611
101.10000	0.18635
101.20000	0.19697
101.30000	0.20778
101.40000	0.21864
101.50000	0.22938
101.60000	0.23982
101.70000	0.24980
101.80000	0.25918
101.90000	0.26779
102.00000	0.27548
102.10000	0.28213
102.20000	0.28760
102.30000	0.29178
102.40000	0.29456
102.50000	0.29585
102.60000	0.29557
102.70000	0.29365
102.80000	0.29005
102.90000	0.28473
103.00000	0.27768
103.10000	0.26888
103.20000	0.25834
103.30000	0.24611
103.40000	0.23221
103.50000	0.21670
103.60000	0.19966
103.70000	0.18117
103.80000	0.16131
103.90000	0.14021
104.00000	0.11798
104.10000	0.09475
104.20000	0.07065
104.30000	0.04584
104.40000	0.02046
104.50000	-0.00533
104.60000	-0.03136
104.70000	-0.05749
104.80000	-0.08354
104.90000	-0.10936
105.00000	-0.13477
105.10000	-0.15964
105.20000	-0.18380
105.30000	-0.20712
105.40000	-0.22946
105.50000	-0.25068
105.60000	-0.27068
105.70000	-0.28935
105.80000	-0.30660
105.90000	-0.32234
106.00000	-0.33651
106.10000	-0.34905
106.20000	-0.35993
106.30000	-0.36912
106.40000	-0.37662
106.50000	-0.38242
106.60000	-0.38656
106.70000	-0.38906
106.80000	-0.38998
106.90000	-0.38937
107.00000	-0.38732
107.10000	-0.38390
107.20000	-0.37923
107.30000	-0.37341
107.40000	-0.36656
107.50000	-0.35881
107.60000	-0.35030
107.70000	-0.34116
107.80000	-0.33156
107.90000	-0.32162
108.00000	-0.31152
108.10000	-0.30141
108.20000	-0.29143
108.30000	-0.28175
108.40000	-0.27250
108.50000	-0.26383
108.60000	-0.25589
108.70000	-0.24879
108.80000	-0.24266
108.90000	-0.23762
109.00000	-0.23375
109.10000	-0.23116
109.20000	-0.22992
109.30000	-0.23010
109.40000	-0.23174
109.50000	-0.23487
109.60000	-0.23954
109.70000	-0.24573
109.80000	-0.25345
109.90000	-0.26267
110.00000	-0.27336
110.10000	-0.28547
110.20000	-0.29894
110.30000	-0.31370
110.40000	-0.32965
110.50000	-0.34671
110.60000	-0.36475
110.70000	-0.38367
110.80000	-0.40333
110.90000	-0.42361
111.00000	-0.44436
111.10000	-0.46544
111.20000	-0.48670
111.30000	-0.50798
111.40000	-0.52914
111.50000	-0.55003
111.60000	-0.57050
111.70000	-0.59039
111.80000	-0.60957
111.90000	-0.62791
112.00000	-0.64527
112.10000	-0.66154
112.20000	-0.67660
112.30000	-0.69036
112.40000	-0.70273
112.50000	-0.71362
112.60000	-0.72298
112.70000	-0.73076
112.80000	-0.73691
112.90000	-0.74141
113.00000	-0.74426
113.10000	-0.74545
113.20000	-0.74501
113.30000	-0.74296
113.40000	-0.73936
113.50000	-0.73425
113.60000	-0.72772
113.70000	-0.71983
113.80000	-0.71069
113.90000	-0.70039
114.00000	-0.68905
114.10000	-0.67679
114.20000	-0.66374
114.30000	-0.65003
114.40000	-0.63579
114.50000	-0.62117
114.60000	-0.60632
114.70000	-0.59137
114.80000	-0.57647
114.90000	-0.56177
115.00000	-0.54740
115.10000	-0.53351
115.20000	-0.52021
115.30000	-0.50763
115.40000	-0.49588
115.50000	-0.48508
115.60000	-0.47532
115.70000	-0.46668
115.80000	-0.45924
115.90000	-0.45306
116.00000	-0.44818
116.10000	-0.44466
116.20000	-0.44250
116.30000	-0.44172
116.40000	-0.44232
116.50000	-0.44429
116.60000	-0.44758
116.70000	-0.45216
116.80000	-0.45798
116.90000	-0.46497
117.00000	-0.47305
117.10000	-0.48213
117.20000	-0.49212
117.30000	-0.50291
117.40000	-0.51438
117.50000	-0.52642
117.60000	-0.53889
117.70000	-0.55166
117.80000	-0.56460
117.90000	-0.57757
118.00000	-0.59043
118.10000	-0.60304
118.20000	-0.61526
118.30000	-0.62696
118.40000	-0.63802
118.50000	-0.64830
118.60000	-0.65768
118.70000	-0.66606
118.80000	-0.67333
118.90000	-0.67940
119.00000	-0.68419
119.10000	-0.68761
119.20000	-0.68962
119.30000	-0.69017
119.40000	-0.68921
119.50000	-0.68672
119.60000	-0.68270
119.70000	-0.67714
119.80000	-0.67006
119.90000	-0.66149
120.00000	-0.65146
120.10000	-0.64004
120.20000	-0.62727
120.30000	-0.61325
120.40000	-0.59805
120.50000	-0.58177
120.60000	-0.56450
120.70000	-0.54638
120.80000	-0.52750
120.90000	-0.50799
121.00000	-0.48800
121.10000	-0.46763
121.20000	-0.44704
121.30000	-0.42636
121.40000	-0.40572
121.50000	-0.38525
121.60000	-0.36510
121.70000	-0.34538
121.80000	-0.32623
121.90000	-0.30775
122.00000	-0.29006
122.10000	-0.27326
122.20000	-0.25744
122.30000	-0.24269
122.40000	-0.22908
122.50000	-0.21667
122.60000	-0.20551
122.70000	-0.19564
122.80000	-0.18709
122.90000	-0.17986
123.00000	-0.17397
123.10000	-0.16940
123.20000	-0.16612
123.30000	-0.16410
123.40000	-0.16329
123.50000	-0.16363
123.60000	-0.16506
123.70000	-0.16749
123.80000	-0.17083
123.90000	-0.17500
124.00000	-0.17987
124.10000	-0.18535
124.20000	-0.19131
124.30000	-0.19763
124.40000	-0.20419
124.50000	-0.21086
124.60000	-0.21750
124.70000	-0.22400
124.80000	-0.23022
124.90000	-0.23604
125.00000	-0.24134
125.10000	-0.24599
125.20000	-0.24989
125.30000	-0.25294
125.40000	-0.25504
125.50000	-0.25609
125.60000	-0.25603
125.70000	-0.25478
125.80000	-0.25229
125.90000	-0.24850
126.00000	-0.24339
126.10000	-0.23693
126.20000	-0.22911
126.30000	-0.21993
126.40000	-0.20940
126.50000	-0.19756
126.60000	-0.18443
126.70000	-0.17006
126.80000	-0.15452
126.90000	-0.13787
127.00000	-0.12019
127.10000	-0.10157
127.20000	-0.08211
127.30000	-0.06191
127.40000	-0.04107
127.50000	-0.01972
127.60000	0.00202
127.70000	0.02404
127.80000	0.04620
127.90000	0.06838
128.00000	0.09045
128.10000	0.11229
128.20000	0.13376
128.30000	0.15476
128.40000	0.17516
128.50000	0.19486
128.60000	0.21375
128.70000	0.23174
128.80000	0.24873
128.90000	0.26464
129.00000	0.27942
129.10000	0.29300
129.20000	0.30532
129.30000	0.31636
129.40000	0.32609
129.50000	0.33449
129.60000	0.34156
129.70000	0.34731
129.80000	0.35176
129.90000	0.35494
130.00000	0.35690
130.10000	0.35768
130.20000	0.35735
130.30000	0.35598
130.40000	0.35366
130.50000	0.35047
130.60000	0.34651
130.70000	0.34188
130.80000	0.33669
130.90000	0.33105
131.00000	0.32508
131.10000	0.31890
131.20000	0.31262
131.30000	0.30637
131.40000	0.30025
131.50000	0.29440
131.60000	0.28892
131.70000	0.28392
131.80000	0.27951
131.90000	0.27578
132.00000	0.27283
132.10000	0.27073
132.20000	0.26956
132.30000	0.26938
132.40000	0.27026
