WSM
F3OF
DT2
PITCH
t(s)	PITCH(deg)
132.70000	2.06498
132.80000	2.05653
132.90000	2.02997
133.00000	1.98561
133.10000	1.92387
133.20000	1.84536
133.30000	1.75083
133.40000	1.64117
133.50000	1.51740
133.60000	1.38066
133.70000	1.23222
133.80000	1.07344
133.90000	0.90579
134.00000	0.73078
134.10000	0.55003
134.20000	0.36517
134.30000	0.17789
134.40000	-0.01012
134.50000	-0.19714
134.60000	-0.38149
134.70000	-0.56151
134.80000	-0.73557
134.90000	-0.90212
135.00000	-1.05965
135.10000	-1.20677
135.20000	-1.34218
135.30000	-1.46466
135.40000	-1.57315
135.50000	-1.66669
135.60000	-1.74449
135.70000	-1.80587
135.80000	-1.85032
135.90000	-1.87749
136.00000	-1.88715
136.10000	-1.87927
136.20000	-1.85396
136.30000	-1.81148
136.40000	-1.75226
136.50000	-1.67685
136.60000	-1.58597
136.70000	-1.48047
136.80000	-1.36133
136.90000	-1.22964
137.00000	-1.08661
137.10000	-0.93355
137.20000	-0.77185
137.30000	-0.60299
137.40000	-0.42850
137.50000	-0.24996
137.60000	-0.06898
137.70000	0.11280
137.80000	0.29373
137.90000	0.47220
138.00000	0.64659
138.10000	0.81536
138.20000	0.97698
138.30000	1.13001
138.40000	1.27311
138.50000	1.40500
138.60000	1.52452
138.70000	1.63063
138.80000	1.72240
138.90000	1.79904
139.00000	1.85991
139.10000	1.90449
139.20000	1.93241
139.30000	1.94348
139.40000	1.93763
139.50000	1.91495
139.60000	1.87568
139.70000	1.82021
139.80000	1.74907
139.90000	1.66293
140.00000	1.56259
140.10000	1.44899
140.20000	1.32316
140.30000	1.18627
140.40000	1.03955
140.50000	0.88434
140.60000	0.72205
140.70000	0.55416
140.80000	0.38218
140.90000	0.20766
141.00000	0.03219
141.10000	-0.14267
141.20000	-0.31534
141.30000	-0.48427
141.40000	-0.64795
141.50000	-0.80491
141.60000	-0.95376
141.70000	-1.09318
141.80000	-1.22193
141.90000	-1.33889
142.00000	-1.44302
142.10000	-1.53342
142.20000	-1.60931
142.30000	-1.67005
142.40000	-1.71512
142.50000	-1.74416
142.60000	-1.75695
142.70000	-1.75340
142.80000	-1.73360
142.90000	-1.69776
143.00000	-1.64623
143.10000	-1.57952
143.20000	-1.49826
143.30000	-1.40321
143.40000	-1.29526
143.50000	-1.17541
143.60000	-1.04476
143.70000	-0.90451
143.80000	-0.75595
143.90000	-0.60043
144.00000	-0.43938
144.10000	-0.27425
144.20000	-0.10656
144.30000	0.06218
144.40000	0.23043
144.50000	0.39668
144.60000	0.55942
144.70000	0.71718
144.80000	0.86855
144.90000	1.01216
145.00000	1.14673
145.10000	1.27106
145.20000	1.38404
145.30000	1.48468
145.40000	1.57208
145.50000	1.64549
145.60000	1.70426
145.70000	1.74790
145.80000	1.77604
145.90000	1.78846
146.00000	1.78507
146.10000	1.76592
146.20000	1.73123
146.30000	1.68133
146.40000	1.61669
146.50000	1.53793
146.60000	1.44576
146.70000	1.34104
146.80000	1.22473
146.90000	1.09790
147.00000	0.96169
147.10000	0.81735
147.20000	0.66619
147.30000	0.50957
147.40000	0.34892
147.50000	0.18567
147.60000	0.02131
147.70000	-0.14270
147.80000	-0.30487
147.90000	-0.46376
148.00000	-0.61795
148.10000	-0.76606
148.20000	-0.90678
148.30000	-1.03886
148.40000	-1.16114
148.50000	-1.27254
148.60000	-1.37210
148.70000	-1.45895
148.80000	-1.53235
148.90000	-1.59168
149.00000	-1.63643
149.10000	-1.66627
149.20000	-1.68094
149.30000	-1.68038
149.40000	-1.66462
149.50000	-1.63384
149.60000	-1.58838
149.70000	-1.52867
149.80000	-1.45528
149.90000	-1.36893
150.00000	-1.27041
150.10000	-1.16065
150.20000	-1.04066
150.30000	-0.91155
150.40000	-0.77451
150.50000	-0.63080
150.60000	-0.48173
150.70000	-0.32866
150.80000	-0.17298
150.90000	-0.01612
151.00000	0.14051
151.10000	0.29549
151.20000	0.44741
151.30000	0.59491
151.40000	0.73665
151.50000	0.87138
151.60000	0.99787
151.70000	1.11500
151.80000	1.22173
151.90000	1.31712
152.00000	1.40032
152.10000	1.47061
152.20000	1.52737
152.30000	1.57012
152.40000	1.59850
152.50000	1.61227
152.60000	1.61133
152.70000	1.59573
152.80000	1.56562
152.90000	1.52129
153.00000	1.46317
153.10000	1.39180
153.20000	1.30783
153.30000	1.21205
153.40000	1.10532
153.50000	0.98862
153.60000	0.86301
153.70000	0.72963
153.80000	0.58969
153.90000	0.44445
154.00000	0.29522
154.10000	0.14335
154.20000	-0.00980
154.30000	-0.16285
154.40000	-0.31443
154.50000	-0.46318
154.60000	-0.60777
154.70000	-0.74691
154.80000	-0.87937
154.90000	-1.00396
155.00000	-1.11960
155.10000	-1.22525
155.20000	-1.32001
155.30000	-1.40303
155.40000	-1.47361
155.50000	-1.53114
155.60000	-1.57513
155.70000	-1.60523
155.80000	-1.62120
155.90000	-1.62293
156.00000	-1.61044
156.10000	-1.58388
156.20000	-1.54352
156.30000	-1.48976
156.40000	-1.42311
156.50000	-1.34421
156.60000	-1.25379
156.70000	-1.15270
156.80000	-1.04187
156.90000	-0.92232
157.00000	-0.79515
157.10000	-0.66153
157.20000	-0.52269
157.30000	-0.37988
157.40000	-0.23441
157.50000	-0.08759
157.60000	0.05922
157.70000	0.20472
157.80000	0.34757
157.90000	0.48650
158.00000	0.62025
158.10000	0.74762
158.20000	0.86747
158.30000	0.97872
158.40000	1.08041
158.50000	1.17161
158.60000	1.25153
158.70000	1.31947
158.80000	1.37484
158.90000	1.41717
159.00000	1.44611
159.10000	1.46141
159.20000	1.46297
159.30000	1.45081
159.40000	1.42505
159.50000	1.38597
159.60000	1.33394
159.70000	1.26945
159.80000	1.19311
159.90000	1.10562
160.00000	1.00780
160.10000	0.90055
160.20000	0.78485
160.30000	0.66175
160.40000	0.53239
160.50000	0.39794
160.60000	0.25961
160.70000	0.11867
160.80000	-0.02362
160.90000	-0.16596
161.00000	-0.30707
161.10000	-0.44569
161.20000	-0.58056
161.30000	-0.71049
161.40000	-0.83431
161.50000	-0.95091
161.60000	-1.05927
161.70000	-1.15842
161.80000	-1.24750
161.90000	-1.32572
162.00000	-1.39240
162.10000	-1.44698
162.20000	-1.48898
162.30000	-1.51806
162.40000	-1.53399
162.50000	-1.53665
162.60000	-1.52605
162.70000	-1.50231
162.80000	-1.46569
162.90000	-1.41652
163.00000	-1.35529
163.10000	-1.28256
163.20000	-1.19902
163.30000	-1.10544
163.40000	-1.00267
163.50000	-0.89166
163.60000	-0.77343
163.70000	-0.64905
163.80000	-0.51965
163.90000	-0.38640
164.00000	-0.25052
164.10000	-0.11322
164.20000	0.02426
164.30000	0.16067
164.40000	0.29479
164.50000	0.42543
164.60000	0.55142
164.70000	0.67162
164.80000	0.78498
164.90000	0.89050
165.00000	0.98724
165.10000	1.07435
165.20000	1.15108
165.30000	1.21676
165.40000	1.27082
165.50000	1.31283
165.60000	1.34242
165.70000	1.35936
165.80000	1.36354
165.90000	1.35494
166.00000	1.33368
166.10000	1.29998
166.20000	1.25418
166.30000	1.19671
166.40000	1.12811
166.50000	1.04905
166.60000	0.96024
166.70000	0.86252
166.80000	0.75678
166.90000	0.64400
167.00000	0.52521
167.10000	0.40150
167.20000	0.27398
167.30000	0.14384
167.40000	0.01223
167.50000	-0.11963
167.60000	-0.25055
167.70000	-0.37937
167.80000	-0.50490
167.90000	-0.62602
168.00000	-0.74165
168.10000	-0.85075
168.20000	-0.95234
168.30000	-1.04552
168.40000	-1.12947
168.50000	-1.20343
168.60000	-1.26676
168.70000	-1.31891
168.80000	-1.35943
168.90000	-1.38796
169.00000	-1.40428
169.10000	-1.40825
169.20000	-1.39986
169.30000	-1.37920
169.40000	-1.34648
169.50000	-1.30201
169.60000	-1.24620
169.70000	-1.17958
169.80000	-1.10275
169.90000	-1.01642
170.00000	-0.92138
170.10000	-0.81850
170.20000	-0.70870
170.30000	-0.59298
170.40000	-0.47238
170.50000	-0.34800
170.60000	-0.22096
170.70000	-0.09240
170.80000	0.03653
170.90000	0.16468
171.00000	0.29088
171.10000	0.41403
171.20000	0.53301
171.30000	0.64678
171.40000	0.75433
171.50000	0.85470
171.60000	0.94702
171.70000	1.03047
171.80000	1.10434
171.90000	1.16798
172.00000	1.22085
172.10000	1.26250
172.20000	1.29260
172.30000	1.31090
172.40000	1.31727
172.50000	1.31169
172.60000	1.29423
172.70000	1.26510
172.80000	1.22458
172.90000	1.17307
173.00000	1.11106
173.10000	1.03915
173.20000	0.95800
173.30000	0.86838
173.40000	0.77111
173.50000	0.66710
173.60000	0.55730
173.70000	0.44272
173.80000	0.32442
173.90000	0.20347
174.00000	0.08097
174.10000	-0.04195
174.20000	-0.16418
174.30000	-0.28461
174.40000	-0.40215
174.50000	-0.51574
174.60000	-0.62435
174.70000	-0.72702
174.80000	-0.82281
174.90000	-0.91087
175.00000	-0.99042
175.10000	-1.06075
175.20000	-1.12124
175.30000	-1.17136
175.40000	-1.21067
175.50000	-1.23883
175.60000	-1.25561
175.70000	-1.26088
175.80000	-1.25460
175.90000	-1.23686
176.00000	-1.20781
176.10000	-1.16776
176.20000	-1.11706
176.30000	-1.05619
176.40000	-0.98572
176.50000	-0.90630
176.60000	-0.81863
176.70000	-0.72354
176.80000	-0.62187
176.90000	-0.51456
177.00000	-0.40257
177.10000	-0.28692
177.20000	-0.16864
177.30000	-0.04881
177.40000	0.07151
177.50000	0.19124
177.60000	0.30930
177.70000	0.42464
177.80000	0.53624
177.90000	0.64309
178.00000	0.74427
178.10000	0.83887
178.20000	0.92607
178.30000	1.00510
178.40000	1.07527
178.50000	1.13598
178.60000	1.18671
178.70000	1.22703
178.80000	1.25661
178.90000	1.27520
179.00000	1.28268
179.10000	1.27901
179.20000	1.26424
179.30000	1.23855
179.40000	1.20218
179.50000	1.15549
179.60000	1.09894
179.70000	1.03304
179.80000	0.95843
179.90000	0.87578
180.00000	0.78587
180.10000	0.68953
180.20000	0.58763
180.30000	0.48111
180.40000	0.37095
180.50000	0.25813
180.60000	0.14370
180.70000	0.02869
180.80000	-0.08587
180.90000	-0.19893
181.00000	-0.30948
181.10000	-0.41651
181.20000	-0.51908
181.30000	-0.61625
181.40000	-0.70717
181.50000	-0.79101
181.60000	-0.86704
181.70000	-0.93459
181.80000	-0.99305
181.90000	-1.04192
182.00000	-1.08078
182.10000	-1.10929
182.20000	-1.12721
182.30000	-1.13440
182.40000	-1.13081
182.50000	-1.11651
182.60000	-1.09162
182.70000	-1.05641
182.80000	-1.01119
182.90000	-0.95640
183.00000	-0.89255
183.10000	-0.82023
183.20000	-0.74010
183.30000	-0.65289
183.40000	-0.55941
183.50000	-0.46051
183.60000	-0.35709
183.70000	-0.25008
183.80000	-0.14047
183.90000	-0.02923
184.00000	0.08262
184.10000	0.19407
184.20000	0.30412
184.30000	0.41179
184.40000	0.51610
184.50000	0.61611
184.60000	0.71095
184.70000	0.79976
184.80000	0.88175
184.90000	0.95620
185.00000	1.02246
185.10000	1.07994
185.20000	1.12815
185.30000	1.16667
185.40000	1.19517
185.50000	1.21342
185.60000	1.22128
185.70000	1.21869
185.80000	1.20571
185.90000	1.18247
186.00000	1.14920
186.10000	1.10623
186.20000	1.05395
186.30000	0.99286
186.40000	0.92352
186.50000	0.84658
186.60000	0.76275
186.70000	0.67278
186.80000	0.57751
186.90000	0.47780
187.00000	0.37455
187.10000	0.26871
187.20000	0.16123
187.30000	0.05308
187.40000	-0.05477
187.50000	-0.16134
187.60000	-0.26568
187.70000	-0.36685
187.80000	-0.46396
187.90000	-0.55614
188.00000	-0.64257
188.10000	-0.72249
188.20000	-0.79519
188.30000	-0.86005
188.40000	-0.91649
188.50000	-0.96404
188.60000	-1.00229
188.70000	-1.03091
188.80000	-1.04969
188.90000	-1.05847
189.00000	-1.05720
189.10000	-1.04593
189.20000	-1.02478
189.30000	-0.99396
189.40000	-0.95379
189.50000	-0.90464
189.60000	-0.84699
189.70000	-0.78137
189.80000	-0.70840
189.90000	-0.62875
190.00000	-0.54316
190.10000	-0.45243
190.20000	-0.35737
190.30000	-0.25886
190.40000	-0.15781
190.50000	-0.05512
190.60000	0.04826
190.70000	0.15141
190.80000	0.25338
190.90000	0.35326
191.00000	0.45015
191.10000	0.54317
191.20000	0.63149
191.30000	0.71433
191.40000	0.79093
191.50000	0.86063
191.60000	0.92280
191.70000	0.97690
191.80000	1.02244
191.90000	1.05904
192.00000	1.08638
192.10000	1.10423
192.20000	1.11243
192.30000	1.11093
192.40000	1.09976
192.50000	1.07903
192.60000	1.04895
192.70000	1.00978
192.80000	0.96190
192.90000	0.90575
193.00000	0.84185
193.10000	0.77076
193.20000	0.69315
193.30000	0.60971
193.40000	0.52119
193.50000	0.42841
193.60000	0.33218
193.70000	0.23338
193.80000	0.13290
193.90000	0.03162
194.00000	-0.06953
194.10000	-0.16967
194.20000	-0.26789
194.30000	-0.36333
194.40000	-0.45514
194.50000	-0.54250
194.60000	-0.62465
194.70000	-0.70087
194.80000	-0.77049
194.90000	-0.83290
195.00000	-0.88757
195.10000	-0.93402
195.20000	-0.97187
195.30000	-1.00079
195.40000	-1.02055
195.50000	-1.03100
195.60000	-1.03207
195.70000	-1.02377
195.80000	-1.00622
195.90000	-0.97959
196.00000	-0.94415
196.10000	-0.90023
196.20000	-0.84827
196.30000	-0.78875
196.40000	-0.72222
196.50000	-0.64931
196.60000	-0.57070
196.70000	-0.48711
196.80000	-0.39931
196.90000	-0.30811
197.00000	-0.21434
197.10000	-0.11886
197.20000	-0.02255
197.30000	0.07373
197.40000	0.16908
197.50000	0.26266
197.60000	0.35360
197.70000	0.44109
197.80000	0.52434
197.90000	0.60260
198.00000	0.67516
198.10000	0.74137
198.20000	0.80064
198.30000	0.85244
198.40000	0.89632
198.50000	0.93188
198.60000	0.95882
198.70000	0.97690
198.80000	0.98596
198.90000	0.98595
199.00000	0.97686
199.10000	0.95880
199.20000	0.93193
199.30000	0.89651
199.40000	0.85287
199.50000	0.80141
199.60000	0.74260
199.70000	0.67698
199.80000	0.60515
199.90000	0.52776
200.00000	0.44551
200.10000	0.35915
200.20000	0.26946
200.30000	0.17724
200.40000	0.08332
200.50000	-0.01145
200.60000	-0.10622
200.70000	-0.20015
200.80000	-0.29240
200.90000	-0.38215
201.00000	-0.46860
201.10000	-0.55098
201.20000	-0.62858
201.30000	-0.70070
201.40000	-0.76672
201.50000	-0.82607
201.60000	-0.87822
201.70000	-0.92273
201.80000	-0.95923
201.90000	-0.98740
202.00000	-1.00702
202.10000	-1.01794
202.20000	-1.02008
202.30000	-1.01344
202.40000	-0.99812
202.50000	-0.97427
202.60000	-0.94213
202.70000	-0.90200
202.80000	-0.85428
202.90000	-0.79942
203.00000	-0.73791
203.10000	-0.67034
203.20000	-0.59733
203.30000	-0.51955
203.40000	-0.43771
203.50000	-0.35257
203.60000	-0.26489
203.70000	-0.17547
203.80000	-0.08513
203.90000	0.00531
204.00000	0.09504
204.10000	0.18324
204.20000	0.26913
204.30000	0.35193
204.40000	0.43090
204.50000	0.50533
204.60000	0.57456
204.70000	0.63796
204.80000	0.69499
204.90000	0.74512
205.00000	0.78793
205.10000	0.82304
205.20000	0.85014
205.30000	0.86901
205.40000	0.87947
205.50000	0.88147
205.60000	0.87498
205.70000	0.86008
205.80000	0.83692
205.90000	0.80571
206.00000	0.76676
206.10000	0.72042
206.20000	0.66712
206.30000	0.60735
206.40000	0.54165
206.50000	0.47064
206.60000	0.39495
206.70000	0.31526
206.80000	0.23232
206.90000	0.14686
207.00000	0.05965
207.10000	-0.02851
207.20000	-0.11683
207.30000	-0.20451
207.40000	-0.29077
207.50000	-0.37484
207.60000	-0.45596
207.70000	-0.53340
207.80000	-0.60648
207.90000	-0.67455
208.00000	-0.73699
208.10000	-0.79327
208.20000	-0.84288
208.30000	-0.88539
208.40000	-0.92042
208.50000	-0.94769
208.60000	-0.96695
208.70000	-0.97804
208.80000	-0.98089
208.90000	-0.97548
209.00000	-0.96187
209.10000	-0.94021
209.20000	-0.91069
209.30000	-0.87360
209.40000	-0.82928
209.50000	-0.77816
209.60000	-0.72069
209.70000	-0.65741
209.80000	-0.58889
209.90000	-0.51576
210.00000	-0.43869
210.10000	-0.35838
210.20000	-0.27555
210.30000	-0.19096
210.40000	-0.10536
210.50000	-0.01954
210.60000	0.06575
210.70000	0.14972
210.80000	0.23164
210.90000	0.31076
211.00000	0.38639
211.10000	0.45785
211.20000	0.52450
211.30000	0.58576
211.40000	0.64110
211.50000	0.69001
211.60000	0.73209
211.70000	0.76697
211.80000	0.79436
211.90000	0.81401
212.00000	0.82579
212.10000	0.82960
212.20000	0.82542
212.30000	0.81333
212.40000	0.79343
212.50000	0.76595
212.60000	0.73113
212.70000	0.68932
212.80000	0.64091
212.90000	0.58635
213.00000	0.52616
213.10000	0.46089
213.20000	0.39114
213.30000	0.31756
213.40000	0.24082
213.50000	0.16163
213.60000	0.08070
213.70000	-0.00122
213.80000	-0.08339
213.90000	-0.16506
214.00000	-0.24550
214.10000	-0.32396
214.20000	-0.39976
214.30000	-0.47219
214.40000	-0.54062
214.50000	-0.60442
214.60000	-0.66303
214.70000	-0.71593
214.80000	-0.76264
214.90000	-0.80274
215.00000	-0.83589
215.10000	-0.86180
215.20000	-0.88023
215.30000	-0.89104
215.40000	-0.89414
215.50000	-0.88950
215.60000	-0.87718
215.70000	-0.85729
215.80000	-0.83003
215.90000	-0.79565
216.00000	-0.75446
216.10000	-0.70684
216.20000	-0.65322
216.30000	-0.59409
216.40000	-0.52999
216.50000	-0.46150
216.60000	-0.38923
216.70000	-0.31383
216.80000	-0.23598
216.90000	-0.15637
217.00000	-0.07573
217.10000	0.00523
217.20000	0.08578
217.30000	0.16522
217.40000	0.24283
217.50000	0.31793
217.60000	0.38985
217.70000	0.45796
217.80000	0.52167
217.90000	0.58040
218.00000	0.63366
218.10000	0.68098
218.20000	0.72195
218.30000	0.75623
218.40000	0.78353
218.50000	0.80362
218.60000	0.81634
218.70000	0.82161
218.80000	0.81939
218.90000	0.80973
219.00000	0.79275
219.10000	0.76860
219.20000	0.73754
219.30000	0.69986
219.40000	0.65592
219.50000	0.60614
219.60000	0.55098
219.70000	0.49096
219.80000	0.42664
219.90000	0.35861
220.00000	0.28749
220.10000	0.21395
220.20000	0.13866
220.30000	0.06230
220.40000	-0.01442
220.50000	-0.09081
220.60000	-0.16617
220.70000	-0.23981
220.80000	-0.31108
220.90000	-0.37931
221.00000	-0.44390
221.10000	-0.50426
221.20000	-0.55985
221.30000	-0.61017
221.40000	-0.65476
221.50000	-0.69324
221.60000	-0.72525
221.70000	-0.75052
221.80000	-0.76882
221.90000	-0.77999
222.00000	-0.78394
222.10000	-0.78065
222.20000	-0.77013
222.30000	-0.75251
222.40000	-0.72793
222.50000	-0.69664
222.60000	-0.65891
222.70000	-0.61509
222.80000	-0.56559
222.90000	-0.51084
223.00000	-0.45135
223.10000	-0.38765
223.20000	-0.32032
223.30000	-0.24996
223.40000	-0.17721
223.50000	-0.10272
223.60000	-0.02716
223.70000	0.04880
223.80000	0.12447
223.90000	0.19919
224.00000	0.27229
224.10000	0.34311
224.20000	0.41104
224.30000	0.47547
224.40000	0.53583
224.50000	0.59160
224.60000	0.64228
224.70000	0.68744
224.80000	0.72669
224.90000	0.75969
225.00000	0.78617
225.10000	0.80590
225.20000	0.81872
225.30000	0.82455
225.40000	0.82334
225.50000	0.81513
225.60000	0.80002
225.70000	0.77815
225.80000	0.74974
225.90000	0.71508
226.00000	0.67448
226.10000	0.62832
226.20000	0.57706
226.30000	0.52114
226.40000	0.46111
226.50000	0.39750
226.60000	0.33091
226.70000	0.26194
226.80000	0.19122
226.90000	0.11941
227.00000	0.04714
227.10000	-0.02491
227.20000	-0.09610
227.30000	-0.16579
227.40000	-0.23334
227.50000	-0.29816
227.60000	-0.35964
227.70000	-0.41725
227.80000	-0.47047
227.90000	-0.51883
228.00000	-0.56189
228.10000	-0.59928
228.20000	-0.63066
228.30000	-0.65577
228.40000	-0.67439
228.50000	-0.68635
228.60000	-0.69157
228.70000	-0.69000
228.80000	-0.68168
228.90000	-0.66668
229.00000	-0.64516
229.10000	-0.61731
229.20000	-0.58340
229.30000	-0.54374
229.40000	-0.49870
229.50000	-0.44869
229.60000	-0.39417
229.70000	-0.33563
229.80000	-0.27362
229.90000	-0.20869
230.00000	-0.14144
230.10000	-0.07246
230.20000	-0.00239
230.30000	0.06815
230.40000	0.13852
230.50000	0.20809
230.60000	0.27623
230.70000	0.34233
230.80000	0.40581
230.90000	0.46609
231.00000	0.52265
231.10000	0.57498
231.20000	0.62261
231.30000	0.66514
231.40000	0.70217
231.50000	0.73341
231.60000	0.75856
231.70000	0.77742
231.80000	0.78983
231.90000	0.79569
232.00000	0.79496
232.10000	0.78766
232.20000	0.77387
232.30000	0.75372
232.40000	0.72740
232.50000	0.69516
232.60000	0.65730
232.70000	0.61418
232.80000	0.56618
232.90000	0.51375
233.00000	0.45736
233.10000	0.39753
233.20000	0.33481
233.30000	0.26975
233.40000	0.20296
233.50000	0.13502
233.60000	0.06655
233.70000	-0.00182
233.80000	-0.06950
233.90000	-0.13587
234.00000	-0.20035
234.10000	-0.26235
234.20000	-0.32132
234.30000	-0.37675
234.40000	-0.42815
234.50000	-0.47505
234.60000	-0.51706
234.70000	-0.55381
234.80000	-0.58497
234.90000	-0.61028
235.00000	-0.62954
235.10000	-0.64258
235.20000	-0.64929
235.30000	-0.64964
235.40000	-0.64365
235.50000	-0.63137
235.60000	-0.61294
235.70000	-0.58853
235.80000	-0.55840
235.90000	-0.52281
236.00000	-0.48211
236.10000	-0.43668
236.20000	-0.38694
236.30000	-0.33336
236.40000	-0.27642
236.50000	-0.21665
236.60000	-0.15461
236.70000	-0.09085
236.80000	-0.02597
236.90000	0.03944
237.00000	0.10480
237.10000	0.16950
237.20000	0.23295
237.30000	0.29459
237.40000	0.35385
237.50000	0.41020
237.60000	0.46313
237.70000	0.51217
237.80000	0.55687
237.90000	0.59684
238.00000	0.63171
238.10000	0.66118
238.20000	0.68499
238.30000	0.70292
238.40000	0.71483
238.50000	0.72060
238.60000	0.72020
238.70000	0.71363
238.80000	0.70096
238.90000	0.68230
239.00000	0.65784
239.10000	0.62778
239.20000	0.59242
239.30000	0.55207
239.40000	0.50710
239.50000	0.45791
239.60000	0.40495
239.70000	0.34869
239.80000	0.28965
239.90000	0.22834
240.00000	0.16533
240.10000	0.10117
240.20000	0.03644
240.30000	-0.02829
240.40000	-0.09244
240.50000	-0.15544
240.60000	-0.21674
240.70000	-0.27579
240.80000	-0.33207
240.90000	-0.38509
241.00000	-0.43439
241.10000	-0.47954
241.20000	-0.52014
241.30000	-0.55586
241.40000	-0.58638
241.50000	-0.61144
241.60000	-0.63085
241.70000	-0.64444
241.80000	-0.65212
241.90000	-0.65383
242.00000	-0.64958
242.10000	-0.63942
242.20000	-0.62347
242.30000	-0.60189
242.40000	-0.57490
242.50000	-0.54275
242.60000	-0.50575
242.70000	-0.46426
242.80000	-0.41866
242.90000	-0.36938
243.00000	-0.31688
243.10000	-0.26164
243.20000	-0.20418
243.30000	-0.14503
243.40000	-0.08472
243.50000	-0.02382
243.60000	0.03713
243.70000	0.09756
243.80000	0.15692
243.90000	0.21467
244.00000	0.27029
244.10000	0.32327
244.20000	0.37314
244.30000	0.41944
244.40000	0.46176
244.50000	0.49971
244.60000	0.53295
244.70000	0.56119
244.80000	0.58417
244.90000	0.60170
245.00000	0.61361
245.10000	0.61980
245.20000	0.62022
245.30000	0.61487
245.40000	0.60380
245.50000	0.58711
245.60000	0.56497
245.70000	0.53756
245.80000	0.50514
245.90000	0.46801
246.00000	0.42650
246.10000	0.38099
246.20000	0.33188
246.30000	0.27962
246.40000	0.22467
246.50000	0.16753
246.60000	0.10872
246.70000	0.04875
246.80000	-0.01184
246.90000	-0.07250
247.00000	-0.13271
247.10000	-0.19192
247.20000	-0.24960
247.30000	-0.30526
247.40000	-0.35839
247.50000	-0.40854
247.60000	-0.45526
247.70000	-0.49814
247.80000	-0.53682
247.90000	-0.57095
248.00000	-0.60025
248.10000	-0.62446
248.20000	-0.64339
248.30000	-0.65689
248.40000	-0.66484
248.50000	-0.66719
248.60000	-0.66393
248.70000	-0.65512
248.80000	-0.64085
248.90000	-0.62126
249.00000	-0.59655
249.10000	-0.56695
249.20000	-0.53274
249.30000	-0.49425
249.40000	-0.45183
249.50000	-0.40589
249.60000	-0.35684
249.70000	-0.30514
249.80000	-0.25126
249.90000	-0.19570
250.00000	-0.13897
250.10000	-0.08158
250.20000	-0.02405
250.30000	0.03308
250.40000	0.08931
250.50000	0.14411
250.60000	0.19701
250.70000	0.24752
250.80000	0.29519
250.90000	0.33958
251.00000	0.38031
251.10000	0.41701
251.20000	0.44935
251.30000	0.47704
251.40000	0.49985
251.50000	0.51758
251.60000	0.53006
251.70000	0.53721
251.80000	0.53895
251.90000	0.53528
252.00000	0.52625
252.10000	0.51194
252.20000	0.49249
252.30000	0.46809
252.40000	0.43895
252.50000	0.40535
252.60000	0.36760
252.70000	0.32604
252.80000	0.28106
252.90000	0.23306
253.00000	0.18249
253.10000	0.12979
253.20000	0.07545
253.30000	0.01997
253.40000	-0.03617
253.50000	-0.09246
253.60000	-0.14838
253.70000	-0.20344
253.80000	-0.25714
253.90000	-0.30901
254.00000	-0.35857
254.10000	-0.40540
254.20000	-0.44906
254.30000	-0.48918
254.40000	-0.52541
254.50000	-0.55742
254.60000	-0.58493
254.70000	-0.60771
254.80000	-0.62555
254.90000	-0.63832
255.00000	-0.64589
255.10000	-0.64823
255.20000	-0.64530
255.30000	-0.63716
255.40000	-0.62388
255.50000	-0.60558
255.60000	-0.58246
255.70000	-0.55471
255.80000	-0.52260
255.90000	-0.48643
256.00000	-0.44652
256.10000	-0.40325
256.20000	-0.35699
256.30000	-0.30819
256.40000	-0.25727
256.50000	-0.20470
256.60000	-0.15095
256.70000	-0.09651
256.80000	-0.04186
256.90000	0.01250
257.00000	0.06609
257.10000	0.11843
257.20000	0.16906
257.30000	0.21752
257.40000	0.26339
257.50000	0.30626
257.60000	0.34575
257.70000	0.38152
257.80000	0.41326
257.90000	0.44069
258.00000	0.46359
258.10000	0.48174
258.20000	0.49501
258.30000	0.50329
258.40000	0.50652
258.50000	0.50468
258.60000	0.49780
258.70000	0.48596
258.80000	0.46928
258.90000	0.44792
259.00000	0.42209
259.10000	0.39204
259.20000	0.35804
259.30000	0.32043
259.40000	0.27953
259.50000	0.23575
259.60000	0.18947
259.70000	0.14113
259.80000	0.09118
259.90000	0.04006
260.00000	-0.01174
260.10000	-0.06377
260.20000	-0.11554
260.30000	-0.16659
260.40000	-0.21644
260.50000	-0.26465
260.60000	-0.31078
260.70000	-0.35441
260.80000	-0.39515
260.90000	-0.43263
261.00000	-0.46651
261.10000	-0.49649
261.20000	-0.52230
261.30000	-0.54372
261.40000	-0.56054
261.50000	-0.57262
261.60000	-0.57985
261.70000	-0.58218
261.80000	-0.57958
261.90000	-0.57208
262.00000	-0.55975
262.10000	-0.54270
262.20000	-0.52109
262.30000	-0.49512
262.40000	-0.46502
262.50000	-0.43107
262.60000	-0.39356
262.70000	-0.35284
262.80000	-0.30928
262.90000	-0.26325
263.00000	-0.21519
263.10000	-0.16551
263.20000	-0.11465
263.30000	-0.06308
263.40000	-0.01125
263.50000	0.04038
263.60000	0.09135
263.70000	0.14122
263.80000	0.18954
263.90000	0.23588
264.00000	0.27985
264.10000	0.32106
264.20000	0.35915
264.30000	0.39378
264.40000	0.42468
264.50000	0.45156
264.60000	0.47421
264.70000	0.49243
264.80000	0.50608
264.90000	0.51506
265.00000	0.51930
265.10000	0.51877
265.20000	0.51351
265.30000	0.50357
265.40000	0.48907
265.50000	0.47015
265.60000	0.44699
