WSM
F3OF
DT1
SURGE
t(s)	SURGE(m)
16.40000	-3.05905
16.50000	-3.11294
16.60000	-3.16595
16.70000	-3.21808
16.80000	-3.26933
16.90000	-3.31967
17.00000	-3.36911
17.10000	-3.41765
17.20000	-3.46529
17.30000	-3.51203
17.40000	-3.55787
17.50000	-3.60283
17.60000	-3.64692
17.70000	-3.69015
17.80000	-3.73252
17.90000	-3.77406
18.00000	-3.81477
18.10000	-3.85469
18.20000	-3.89382
18.30000	-3.93219
18.40000	-3.96981
18.50000	-4.00670
18.60000	-4.04289
18.70000	-4.07839
18.80000	-4.11323
18.90000	-4.14742
19.00000	-4.18098
19.10000	-4.21393
19.20000	-4.24629
19.30000	-4.27807
19.40000	-4.30927
19.50000	-4.33993
19.60000	-4.37004
19.70000	-4.39961
19.80000	-4.42864
19.90000	-4.45715
20.00000	-4.48513
20.10000	-4.51258
20.20000	-4.53949
20.30000	-4.56586
20.40000	-4.59168
20.50000	-4.61694
20.60000	-4.64162
20.70000	-4.66570
20.80000	-4.68917
20.90000	-4.71201
21.00000	-4.73419
21.10000	-4.75568
21.20000	-4.77646
21.30000	-4.79650
21.40000	-4.81577
21.50000	-4.83424
21.60000	-4.85188
21.70000	-4.86866
21.80000	-4.88454
21.90000	-4.89949
22.00000	-4.91348
22.10000	-4.92649
22.20000	-4.93847
22.30000	-4.94941
22.40000	-4.95927
22.50000	-4.96804
22.60000	-4.97569
22.70000	-4.98219
22.80000	-4.98753
22.90000	-4.99169
23.00000	-4.99466
23.10000	-4.99643
23.20000	-4.99699
23.30000	-4.99634
23.40000	-4.99446
23.50000	-4.99137
23.60000	-4.98707
23.70000	-4.98156
23.80000	-4.97485
23.90000	-4.96695
24.00000	-4.95788
24.10000	-4.94766
24.20000	-4.93630
24.30000	-4.92383
24.40000	-4.91026
24.50000	-4.89563
24.60000	-4.87996
24.70000	-4.86328
24.80000	-4.84563
24.90000	-4.82702
25.00000	-4.80749
25.10000	-4.78707
25.20000	-4.76579
25.30000	-4.74369
25.40000	-4.72080
25.50000	-4.69714
25.60000	-4.67275
25.70000	-4.64765
25.80000	-4.62187
25.90000	-4.59543
26.00000	-4.56837
26.10000	-4.54070
26.20000	-4.51244
26.30000	-4.48360
26.40000	-4.45422
26.50000	-4.42428
26.60000	-4.39382
26.70000	-4.36282
26.80000	-4.33131
26.90000	-4.29928
27.00000	-4.26673
27.10000	-4.23366
27.20000	-4.20007
27.30000	-4.16594
27.40000	-4.13128
27.50000	-4.09606
27.60000	-4.06028
27.70000	-4.02393
27.80000	-3.98698
27.90000	-3.94942
28.00000	-3.91123
28.10000	-3.87240
28.20000	-3.83291
28.30000	-3.79273
28.40000	-3.75186
28.50000	-3.71026
28.60000	-3.66792
28.70000	-3.62483
28.80000	-3.58096
28.90000	-3.53631
29.00000	-3.49086
29.10000	-3.44459
29.20000	-3.39749
29.30000	-3.34956
29.40000	-3.30080
29.50000	-3.25118
29.60000	-3.20072
29.70000	-3.14940
29.80000	-3.09725
29.90000	-3.04425
30.00000	-2.99042
30.10000	-2.93576
30.20000	-2.88029
30.30000	-2.82403
30.40000	-2.76699
30.50000	-2.70919
30.60000	-2.65065
30.70000	-2.59140
30.80000	-2.53146
30.90000	-2.47087
31.00000	-2.40965
31.10000	-2.34783
31.20000	-2.28545
31.30000	-2.22254
31.40000	-2.15914
31.50000	-2.09528
31.60000	-2.03100
31.70000	-1.96634
31.80000	-1.90133
31.90000	-1.83601
32.00000	-1.77041
32.10000	-1.70458
32.20000	-1.63855
32.30000	-1.57235
32.40000	-1.50602
32.50000	-1.43958
32.60000	-1.37308
32.70000	-1.30652
32.80000	-1.23995
32.90000	-1.17339
33.00000	-1.10686
33.10000	-1.04038
33.20000	-0.97396
33.30000	-0.90763
33.40000	-0.84139
33.50000	-0.77525
33.60000	-0.70923
33.70000	-0.64333
33.80000	-0.57756
33.90000	-0.51190
34.00000	-0.44638
34.10000	-0.38097
34.20000	-0.31567
34.30000	-0.25049
34.40000	-0.18541
34.50000	-0.12041
34.60000	-0.05551
34.70000	0.00933
34.80000	0.07411
34.90000	0.13885
35.00000	0.20355
35.10000	0.26823
35.20000	0.33291
35.30000	0.39759
35.40000	0.46229
35.50000	0.52701
35.60000	0.59177
35.70000	0.65658
35.80000	0.72144
35.90000	0.78636
36.00000	0.85134
36.10000	0.91639
36.20000	0.98149
36.30000	1.04666
36.40000	1.11189
36.50000	1.17717
36.60000	1.24249
36.70000	1.30783
36.80000	1.37320
36.90000	1.43856
37.00000	1.50390
37.10000	1.56921
37.20000	1.63445
37.30000	1.69960
37.40000	1.76465
37.50000	1.82955
37.60000	1.89428
37.70000	1.95880
37.80000	2.02310
37.90000	2.08712
38.00000	2.15084
38.10000	2.21422
38.20000	2.27722
38.30000	2.33982
38.40000	2.40197
38.50000	2.46364
38.60000	2.52480
38.70000	2.58540
38.80000	2.64542
38.90000	2.70483
39.00000	2.76359
39.10000	2.82168
39.20000	2.87906
39.30000	2.93572
39.40000	2.99162
39.50000	3.04675
39.60000	3.10109
39.70000	3.15461
39.80000	3.20732
39.90000	3.25918
40.00000	3.31020
40.10000	3.36036
40.20000	3.40966
40.30000	3.45809
40.40000	3.50566
40.50000	3.55237
40.60000	3.59822
40.70000	3.64321
40.80000	3.68736
40.90000	3.73067
41.00000	3.77316
41.10000	3.81483
41.20000	3.85570
41.30000	3.89578
41.40000	3.93508
41.50000	3.97363
41.60000	4.01144
41.70000	4.04853
41.80000	4.08490
41.90000	4.12058
42.00000	4.15559
42.10000	4.18993
42.20000	4.22361
42.30000	4.25666
42.40000	4.28909
42.50000	4.32089
42.60000	4.35209
42.70000	4.38269
42.80000	4.41269
42.90000	4.44210
43.00000	4.47092
43.10000	4.49915
43.20000	4.52678
43.30000	4.55382
43.40000	4.58025
43.50000	4.60607
43.60000	4.63127
43.70000	4.65584
43.80000	4.67975
43.90000	4.70300
44.00000	4.72557
44.10000	4.74744
44.20000	4.76859
44.30000	4.78899
44.40000	4.80863
44.50000	4.82748
44.60000	4.84552
44.70000	4.86271
44.80000	4.87905
44.90000	4.89450
45.00000	4.90903
45.10000	4.92263
45.20000	4.93526
45.30000	4.94691
45.40000	4.95755
45.50000	4.96717
45.60000	4.97573
45.70000	4.98322
45.80000	4.98963
45.90000	4.99494
46.00000	4.99913
46.10000	5.00220
46.20000	5.00413
46.30000	5.00491
46.40000	5.00455
46.50000	5.00304
46.60000	5.00037
46.70000	4.99656
46.80000	4.99160
46.90000	4.98549
47.00000	4.97826
47.10000	4.96990
47.20000	4.96043
47.30000	4.94987
47.40000	4.93823
47.50000	4.92552
47.60000	4.91177
47.70000	4.89700
47.80000	4.88123
47.90000	4.86448
48.00000	4.84678
48.10000	4.82814
48.20000	4.80860
48.30000	4.78818
48.40000	4.76690
48.50000	4.74479
48.60000	4.72188
48.70000	4.69818
48.80000	4.67372
48.90000	4.64852
49.00000	4.62260
49.10000	4.59599
49.20000	4.56871
49.30000	4.54076
49.40000	4.51217
49.50000	4.48295
49.60000	4.45311
49.70000	4.42267
49.80000	4.39163
49.90000	4.36001
50.00000	4.32779
50.10000	4.29500
50.20000	4.26163
50.30000	4.22767
50.40000	4.19314
50.50000	4.15802
50.60000	4.12230
50.70000	4.08600
50.80000	4.04908
50.90000	4.01155
51.00000	3.97339
51.10000	3.93460
51.20000	3.89516
51.30000	3.85505
51.40000	3.81427
51.50000	3.77280
51.60000	3.73063
51.70000	3.68775
51.80000	3.64414
51.90000	3.59979
52.00000	3.55468
52.10000	3.50882
52.20000	3.46219
52.30000	3.41477
52.40000	3.36657
52.50000	3.31759
52.60000	3.26780
52.70000	3.21723
52.80000	3.16586
52.90000	3.11369
53.00000	3.06074
53.10000	3.00701
53.20000	2.95250
53.30000	2.89724
53.40000	2.84122
53.50000	2.78448
53.60000	2.72701
53.70000	2.66885
53.80000	2.61001
53.90000	2.55051
54.00000	2.49039
54.10000	2.42966
54.20000	2.36835
54.30000	2.30650
54.40000	2.24412
54.50000	2.18125
54.60000	2.11793
54.70000	2.05417
54.80000	1.99002
54.90000	1.92551
55.00000	1.86066
55.10000	1.79552
55.20000	1.73010
55.30000	1.66445
55.40000	1.59858
55.50000	1.53254
55.60000	1.46635
55.70000	1.40003
55.80000	1.33361
55.90000	1.26711
56.00000	1.20056
56.10000	1.13398
56.20000	1.06738
56.30000	1.00079
56.40000	0.93422
56.50000	0.86768
56.60000	0.80118
56.70000	0.73473
56.80000	0.66835
56.90000	0.60204
57.00000	0.53579
57.10000	0.46963
57.20000	0.40354
57.30000	0.33752
57.40000	0.27158
57.50000	0.20571
57.60000	0.13991
57.70000	0.07417
57.80000	0.00849
57.90000	-0.05714
58.00000	-0.12272
58.10000	-0.18826
58.20000	-0.25378
58.30000	-0.31927
58.40000	-0.38474
58.50000	-0.45021
58.60000	-0.51567
58.70000	-0.58112
58.80000	-0.64659
58.90000	-0.71206
59.00000	-0.77754
59.10000	-0.84303
59.20000	-0.90853
59.30000	-0.97404
59.40000	-1.03955
59.50000	-1.10506
59.60000	-1.17056
59.70000	-1.23605
59.80000	-1.30150
59.90000	-1.36692
60.00000	-1.43229
60.10000	-1.49758
60.20000	-1.56279
60.30000	-1.62789
60.40000	-1.69286
60.50000	-1.75768
60.60000	-1.82233
60.70000	-1.88678
60.80000	-1.95101
60.90000	-2.01498
61.00000	-2.07868
61.10000	-2.14206
61.20000	-2.20511
61.30000	-2.26779
61.40000	-2.33008
61.50000	-2.39194
61.60000	-2.45334
61.70000	-2.51425
61.80000	-2.57464
61.90000	-2.63450
62.00000	-2.69377
62.10000	-2.75245
62.20000	-2.81050
62.30000	-2.86790
62.40000	-2.92463
62.50000	-2.98066
62.60000	-3.03598
62.70000	-3.09056
62.80000	-3.14439
62.90000	-3.19745
63.00000	-3.24973
63.10000	-3.30122
63.20000	-3.35191
63.30000	-3.40179
63.40000	-3.45085
63.50000	-3.49910
63.60000	-3.54652
63.70000	-3.59313
63.80000	-3.63891
63.90000	-3.68388
64.00000	-3.72804
64.10000	-3.77139
64.20000	-3.81394
64.30000	-3.85570
64.40000	-3.89668
64.50000	-3.93688
64.60000	-3.97632
64.70000	-4.01501
64.80000	-4.05296
64.90000	-4.09017
65.00000	-4.12667
65.10000	-4.16246
65.20000	-4.19756
65.30000	-4.23196
65.40000	-4.26569
65.50000	-4.29874
65.60000	-4.33114
65.70000	-4.36287
65.80000	-4.39396
65.90000	-4.42439
66.00000	-4.45419
66.10000	-4.48333
66.20000	-4.51183
66.30000	-4.53969
66.40000	-4.56689
66.50000	-4.59344
66.60000	-4.61933
66.70000	-4.64455
66.80000	-4.66908
66.90000	-4.69293
67.00000	-4.71606
67.10000	-4.73849
67.20000	-4.76017
67.30000	-4.78111
67.40000	-4.80129
67.50000	-4.82067
67.60000	-4.83926
67.70000	-4.85702
67.80000	-4.87394
67.90000	-4.88999
68.00000	-4.90516
68.10000	-4.91943
68.20000	-4.93278
68.30000	-4.94518
68.40000	-4.95663
68.50000	-4.96709
68.60000	-4.97655
68.70000	-4.98500
68.80000	-4.99242
68.90000	-4.99880
69.00000	-5.00412
69.10000	-5.00837
69.20000	-5.01154
69.30000	-5.01362
69.40000	-5.01461
69.50000	-5.01450
69.60000	-5.01329
69.70000	-5.01097
69.80000	-5.00755
69.90000	-5.00303
70.00000	-4.99741
70.10000	-4.99070
70.20000	-4.98290
70.30000	-4.97403
70.40000	-4.96409
70.50000	-4.95310
70.60000	-4.94108
70.70000	-4.92802
70.80000	-4.91396
70.90000	-4.89891
71.00000	-4.88289
71.10000	-4.86591
71.20000	-4.84799
71.30000	-4.82916
71.40000	-4.80944
71.50000	-4.78884
71.60000	-4.76738
71.70000	-4.74509
71.80000	-4.72198
71.90000	-4.69808
72.00000	-4.67340
72.10000	-4.64796
72.20000	-4.62178
72.30000	-4.59488
72.40000	-4.56726
72.50000	-4.53895
72.60000	-4.50996
72.70000	-4.48029
72.80000	-4.44997
72.90000	-4.41899
73.00000	-4.38737
73.10000	-4.35511
73.20000	-4.32221
73.30000	-4.28869
73.40000	-4.25454
73.50000	-4.21976
73.60000	-4.18435
73.70000	-4.14831
73.80000	-4.11164
73.90000	-4.07433
74.00000	-4.03638
74.10000	-3.99778
74.20000	-3.95853
74.30000	-3.91861
74.40000	-3.87802
74.50000	-3.83676
74.60000	-3.79480
74.70000	-3.75216
74.80000	-3.70880
74.90000	-3.66474
75.00000	-3.61996
75.10000	-3.57445
75.20000	-3.52821
75.30000	-3.48123
75.40000	-3.43350
75.50000	-3.38503
75.60000	-3.33581
75.70000	-3.28584
75.80000	-3.23512
75.90000	-3.18365
76.00000	-3.13144
76.10000	-3.07848
76.20000	-3.02479
76.30000	-2.97037
76.40000	-2.91524
76.50000	-2.85939
76.60000	-2.80286
76.70000	-2.74564
76.80000	-2.68777
76.90000	-2.62924
77.00000	-2.57010
77.10000	-2.51034
77.20000	-2.45000
77.30000	-2.38910
77.40000	-2.32766
77.50000	-2.26571
77.60000	-2.20327
77.70000	-2.14037
77.80000	-2.07704
77.90000	-2.01329
78.00000	-1.94917
78.10000	-1.88470
78.20000	-1.81990
78.30000	-1.75480
78.40000	-1.68944
78.50000	-1.62383
78.60000	-1.55800
78.70000	-1.49197
78.80000	-1.42578
78.90000	-1.35945
79.00000	-1.29298
79.10000	-1.22642
79.20000	-1.15977
79.30000	-1.09306
79.40000	-1.02630
79.50000	-0.95951
79.60000	-0.89271
79.70000	-0.82589
79.80000	-0.75909
79.90000	-0.69230
80.00000	-0.62554
80.10000	-0.55880
80.20000	-0.49211
80.30000	-0.42546
80.40000	-0.35885
80.50000	-0.29229
80.60000	-0.22578
80.70000	-0.15932
80.80000	-0.09290
80.90000	-0.02654
81.00000	0.03979
81.10000	0.10607
81.20000	0.17230
81.30000	0.23851
81.40000	0.30467
81.50000	0.37081
81.60000	0.43692
81.70000	0.50300
81.80000	0.56905
81.90000	0.63508
82.00000	0.70109
82.10000	0.76707
82.20000	0.83303
82.30000	0.89895
82.40000	0.96485
82.50000	1.03071
82.60000	1.09653
82.70000	1.16229
82.80000	1.22800
82.90000	1.29364
83.00000	1.35919
83.10000	1.42465
83.20000	1.49001
83.30000	1.55524
83.40000	1.62033
83.50000	1.68526
83.60000	1.75001
83.70000	1.81456
83.80000	1.87889
83.90000	1.94298
84.00000	2.00680
84.10000	2.07033
84.20000	2.13354
84.30000	2.19641
84.40000	2.25892
84.50000	2.32103
84.60000	2.38272
84.70000	2.44397
84.80000	2.50475
84.90000	2.56503
85.00000	2.62479
85.10000	2.68401
85.20000	2.74266
85.30000	2.80071
85.40000	2.85815
85.50000	2.91496
85.60000	2.97111
85.70000	3.02659
85.80000	3.08138
85.90000	3.13546
86.00000	3.18882
86.10000	3.24145
86.20000	3.29333
86.30000	3.34445
86.40000	3.39481
86.50000	3.44439
86.60000	3.49320
86.70000	3.54122
86.80000	3.58846
86.90000	3.63491
87.00000	3.68057
87.10000	3.72545
87.20000	3.76954
87.30000	3.81285
87.40000	3.85538
87.50000	3.89713
87.60000	3.93812
87.70000	3.97835
87.80000	4.01782
87.90000	4.05653
88.00000	4.09451
88.10000	4.13175
88.20000	4.16826
88.30000	4.20405
88.40000	4.23912
88.50000	4.27348
88.60000	4.30714
88.70000	4.34009
88.80000	4.37235
88.90000	4.40392
89.00000	4.43480
89.10000	4.46499
89.20000	4.49448
89.30000	4.52329
89.40000	4.55141
89.50000	4.57883
89.60000	4.60556
89.70000	4.63158
89.80000	4.65689
89.90000	4.68148
90.00000	4.70534
90.10000	4.72846
90.20000	4.75084
90.30000	4.77245
90.40000	4.79329
90.50000	4.81335
90.60000	4.83260
90.70000	4.85103
90.80000	4.86863
90.90000	4.88539
91.00000	4.90128
91.10000	4.91629
91.20000	4.93040
91.30000	4.94361
91.40000	4.95588
91.50000	4.96720
91.60000	4.97757
91.70000	4.98697
91.80000	4.99537
91.90000	5.00278
92.00000	5.00917
92.10000	5.01453
92.20000	5.01887
92.30000	5.02215
92.40000	5.02439
92.50000	5.02557
92.60000	5.02569
92.70000	5.02475
92.80000	5.02274
92.90000	5.01966
93.00000	5.01551
93.10000	5.01030
93.20000	5.00403
93.30000	4.99670
93.40000	4.98833
93.50000	4.97891
93.60000	4.96847
93.70000	4.95700
93.80000	4.94453
93.90000	4.93105
94.00000	4.91660
94.10000	4.90118
94.20000	4.88480
94.30000	4.86748
94.40000	4.84924
94.50000	4.83010
94.60000	4.81007
94.70000	4.78916
94.80000	4.76740
94.90000	4.74480
95.00000	4.72138
95.10000	4.69715
95.20000	4.67213
95.30000	4.64634
95.40000	4.61978
95.50000	4.59247
95.60000	4.56443
95.70000	4.53566
95.80000	4.50618
95.90000	4.47600
96.00000	4.44512
96.10000	4.41355
96.20000	4.38131
96.30000	4.34839
96.40000	4.31480
96.50000	4.28054
96.60000	4.24562
96.70000	4.21004
96.80000	4.17379
96.90000	4.13688
97.00000	4.09931
97.10000	4.06106
97.20000	4.02215
97.30000	3.98257
97.40000	3.94231
97.50000	3.90137
97.60000	3.85974
97.70000	3.81743
97.80000	3.77441
97.90000	3.73070
98.00000	3.68629
98.10000	3.64117
98.20000	3.59534
98.30000	3.54879
98.40000	3.50152
98.50000	3.45354
98.60000	3.40483
98.70000	3.35541
98.80000	3.30526
98.90000	3.25440
99.00000	3.20281
99.10000	3.15052
99.20000	3.09752
99.30000	3.04382
99.40000	2.98943
99.50000	2.93436
99.60000	2.87861
99.70000	2.82220
99.80000	2.76514
99.90000	2.70745
100.00000	2.64914
100.10000	2.59023
100.20000	2.53073
100.30000	2.47067
100.40000	2.41005
100.50000	2.34892
100.60000	2.28728
100.70000	2.22515
100.80000	2.16257
100.90000	2.09954
101.00000	2.03611
101.10000	1.97228
101.20000	1.90809
101.30000	1.84356
101.40000	1.77871
101.50000	1.71356
101.60000	1.64815
101.70000	1.58248
101.80000	1.51659
101.90000	1.45050
102.00000	1.38423
102.10000	1.31779
102.20000	1.25122
102.30000	1.18452
102.40000	1.11771
102.50000	1.05082
102.60000	0.98385
102.70000	0.91683
102.80000	0.84976
102.90000	0.78266
103.00000	0.71553
103.10000	0.64840
103.20000	0.58126
103.30000	0.51413
103.40000	0.44701
103.50000	0.37991
103.60000	0.31284
103.70000	0.24579
103.80000	0.17877
103.90000	0.11179
104.00000	0.04484
104.10000	-0.02208
104.20000	-0.08895
104.30000	-0.15579
104.40000	-0.22258
104.50000	-0.28934
104.60000	-0.35605
104.70000	-0.42273
104.80000	-0.48936
104.90000	-0.55595
105.00000	-0.62249
105.10000	-0.68899
105.20000	-0.75544
105.30000	-0.82183
105.40000	-0.88817
105.50000	-0.95444
105.60000	-1.02065
105.70000	-1.08678
105.80000	-1.15283
105.90000	-1.21879
106.00000	-1.28464
106.10000	-1.35038
106.20000	-1.41600
106.30000	-1.48147
106.40000	-1.54679
106.50000	-1.61195
106.60000	-1.67692
106.70000	-1.74169
106.80000	-1.80624
106.90000	-1.87054
107.00000	-1.93459
107.10000	-1.99836
107.20000	-2.06183
107.30000	-2.12498
107.40000	-2.18778
107.50000	-2.25021
107.60000	-2.31225
107.70000	-2.37388
107.80000	-2.43508
107.90000	-2.49582
108.00000	-2.55607
108.10000	-2.61583
108.20000	-2.67506
108.30000	-2.73374
108.40000	-2.79186
108.50000	-2.84939
108.60000	-2.90631
108.70000	-2.96262
108.80000	-3.01828
108.90000	-3.07328
109.00000	-3.12761
109.10000	-3.18125
109.20000	-3.23420
109.30000	-3.28643
109.40000	-3.33794
109.50000	-3.38872
109.60000	-3.43876
109.70000	-3.48805
109.80000	-3.53658
109.90000	-3.58436
110.00000	-3.63138
110.10000	-3.67763
110.20000	-3.72312
110.30000	-3.76784
110.40000	-3.81179
110.50000	-3.85497
110.60000	-3.89739
110.70000	-3.93905
110.80000	-3.97995
110.90000	-4.02009
111.00000	-4.05948
111.10000	-4.09811
111.20000	-4.13600
111.30000	-4.17315
111.40000	-4.20956
111.50000	-4.24523
111.60000	-4.28018
111.70000	-4.31439
111.80000	-4.34787
111.90000	-4.38064
112.00000	-4.41267
112.10000	-4.44399
112.20000	-4.47459
112.30000	-4.50446
112.40000	-4.53361
112.50000	-4.56203
112.60000	-4.58972
112.70000	-4.61668
112.80000	-4.64290
112.90000	-4.66838
113.00000	-4.69310
113.10000	-4.71707
113.20000	-4.74028
113.30000	-4.76270
113.40000	-4.78434
113.50000	-4.80519
113.60000	-4.82523
113.70000	-4.84445
113.80000	-4.86284
113.90000	-4.88039
114.00000	-4.89709
114.10000	-4.91291
114.20000	-4.92785
114.30000	-4.94190
114.40000	-4.95503
114.50000	-4.96725
114.60000	-4.97853
114.70000	-4.98887
114.80000	-4.99824
114.90000	-5.00665
115.00000	-5.01408
115.10000	-5.02051
115.20000	-5.02594
115.30000	-5.03037
115.40000	-5.03378
115.50000	-5.03616
115.60000	-5.03752
115.70000	-5.03785
115.80000	-5.03714
115.90000	-5.03539
116.00000	-5.03260
116.10000	-5.02878
116.20000	-5.02391
116.30000	-5.01802
116.40000	-5.01109
116.50000	-5.00314
116.60000	-4.99416
116.70000	-4.98418
116.80000	-4.97319
116.90000	-4.96120
117.00000	-4.94823
117.10000	-4.93428
117.20000	-4.91937
117.30000	-4.90351
117.40000	-4.88671
117.50000	-4.86898
117.60000	-4.85034
117.70000	-4.83080
117.80000	-4.81038
117.90000	-4.78908
118.00000	-4.76693
118.10000	-4.74393
118.20000	-4.72010
118.30000	-4.69546
118.40000	-4.67001
118.50000	-4.64377
118.60000	-4.61675
118.70000	-4.58897
118.80000	-4.56042
118.90000	-4.53113
119.00000	-4.50110
119.10000	-4.47034
119.20000	-4.43886
119.30000	-4.40667
119.40000	-4.37377
119.50000	-4.34016
119.60000	-4.30586
119.70000	-4.27086
119.80000	-4.23517
119.90000	-4.19880
120.00000	-4.16173
120.10000	-4.12397
120.20000	-4.08553
120.30000	-4.04640
120.40000	-4.00659
120.50000	-3.96608
120.60000	-3.92489
120.70000	-3.88300
120.80000	-3.84042
120.90000	-3.79714
121.00000	-3.75316
121.10000	-3.70848
121.20000	-3.66311
121.30000	-3.61703
121.40000	-3.57024
121.50000	-3.52275
121.60000	-3.47456
121.70000	-3.42567
121.80000	-3.37607
121.90000	-3.32578
122.00000	-3.27478
122.10000	-3.22310
122.20000	-3.17073
122.30000	-3.11767
122.40000	-3.06394
122.50000	-3.00955
122.60000	-2.95449
122.70000	-2.89879
122.80000	-2.84245
122.90000	-2.78548
123.00000	-2.72790
123.10000	-2.66972
123.20000	-2.61095
123.30000	-2.55162
123.40000	-2.49174
123.50000	-2.43132
123.60000	-2.37038
123.70000	-2.30895
123.80000	-2.24704
123.90000	-2.18467
124.00000	-2.12186
124.10000	-2.05864
124.20000	-1.99502
124.30000	-1.93103
124.40000	-1.86668
124.50000	-1.80200
124.60000	-1.73701
124.70000	-1.67173
124.80000	-1.60618
124.90000	-1.54039
125.00000	-1.47436
125.10000	-1.40813
125.20000	-1.34171
125.30000	-1.27511
125.40000	-1.20836
125.50000	-1.14148
125.60000	-1.07447
125.70000	-1.00736
125.80000	-0.94016
125.90000	-0.87288
126.00000	-0.80553
126.10000	-0.73814
126.20000	-0.67070
126.30000	-0.60323
126.40000	-0.53574
126.50000	-0.46824
126.60000	-0.40073
126.70000	-0.33322
126.80000	-0.26572
126.90000	-0.19824
127.00000	-0.13077
127.10000	-0.06333
127.20000	0.00409
127.30000	0.07148
127.40000	0.13883
127.50000	0.20614
127.60000	0.27341
127.70000	0.34063
127.80000	0.40781
127.90000	0.47494
128.00000	0.54201
128.10000	0.60902
128.20000	0.67597
128.30000	0.74285
128.40000	0.80966
128.50000	0.87638
128.60000	0.94303
128.70000	1.00958
128.80000	1.07603
128.90000	1.14238
129.00000	1.20860
129.10000	1.27470
129.20000	1.34066
129.30000	1.40647
129.40000	1.47212
129.50000	1.53759
129.60000	1.60287
129.70000	1.66794
129.80000	1.73280
129.90000	1.79741
130.00000	1.86178
130.10000	1.92587
130.20000	1.98966
130.30000	2.05315
130.40000	2.11631
130.50000	2.17913
130.60000	2.24157
130.70000	2.30362
130.80000	2.36527
130.90000	2.42649
131.00000	2.48726
131.10000	2.54755
131.20000	2.60736
131.30000	2.66666
131.40000	2.72544
131.50000	2.78366
131.60000	2.84132
131.70000	2.89840
131.80000	2.95488
131.90000	3.01074
132.00000	3.06597
132.10000	3.12056
132.20000	3.17448
132.30000	3.22773
