WSM
F3OF
DT1
PITCH
t(s)	PITCH(deg)
55.50000	0.39772
55.60000	0.41320
55.70000	0.42630
55.80000	0.43685
55.90000	0.44470
56.00000	0.44973
56.10000	0.45182
56.20000	0.45090
56.30000	0.44693
56.40000	0.43989
56.50000	0.42977
56.60000	0.41662
56.70000	0.40049
56.80000	0.38148
56.90000	0.35969
57.00000	0.33527
57.10000	0.30837
57.20000	0.27918
57.30000	0.24790
57.40000	0.21476
57.50000	0.18000
57.60000	0.14386
57.70000	0.10661
57.80000	0.06853
57.90000	0.02990
58.00000	-0.00900
58.10000	-0.04788
58.20000	-0.08645
58.30000	-0.12442
58.40000	-0.16153
58.50000	-0.19749
58.60000	-0.23206
58.70000	-0.26499
58.80000	-0.29604
58.90000	-0.32500
59.00000	-0.35169
59.10000	-0.37592
59.20000	-0.39755
59.30000	-0.41644
59.40000	-0.43251
59.50000	-0.44566
59.60000	-0.45586
59.70000	-0.46307
59.80000	-0.46731
59.90000	-0.46859
60.00000	-0.46698
60.10000	-0.46257
60.20000	-0.45545
60.30000	-0.44576
60.40000	-0.43365
60.50000	-0.41929
60.60000	-0.40289
60.70000	-0.38465
60.80000	-0.36480
60.90000	-0.34359
61.00000	-0.32126
61.10000	-0.29808
61.20000	-0.27432
61.30000	-0.25025
61.40000	-0.22614
61.50000	-0.20227
61.60000	-0.17891
61.70000	-0.15633
61.80000	-0.13478
61.90000	-0.11450
62.00000	-0.09574
62.10000	-0.07871
62.20000	-0.06361
62.30000	-0.05063
62.40000	-0.03993
62.50000	-0.03166
62.60000	-0.02593
62.70000	-0.02284
62.80000	-0.02246
62.90000	-0.02484
63.00000	-0.03000
63.10000	-0.03794
63.20000	-0.04862
63.30000	-0.06199
63.40000	-0.07797
63.50000	-0.09646
63.60000	-0.11733
63.70000	-0.14043
63.80000	-0.16559
63.90000	-0.19264
64.00000	-0.22136
64.10000	-0.25153
64.20000	-0.28293
64.30000	-0.31530
64.40000	-0.34841
64.50000	-0.38198
64.60000	-0.41576
64.70000	-0.44948
64.80000	-0.48288
64.90000	-0.51569
65.00000	-0.54767
65.10000	-0.57855
65.20000	-0.60810
65.30000	-0.63610
65.40000	-0.66232
65.50000	-0.68657
65.60000	-0.70867
65.70000	-0.72846
65.80000	-0.74579
65.90000	-0.76054
66.00000	-0.77261
66.10000	-0.78194
66.20000	-0.78846
66.30000	-0.79216
66.40000	-0.79303
66.50000	-0.79109
66.60000	-0.78640
66.70000	-0.77902
66.80000	-0.76905
66.90000	-0.75660
67.00000	-0.74182
67.10000	-0.72485
67.20000	-0.70588
67.30000	-0.68510
67.40000	-0.66272
67.50000	-0.63895
67.60000	-0.61404
67.70000	-0.58821
67.80000	-0.56173
67.90000	-0.53484
68.00000	-0.50780
68.10000	-0.48087
68.20000	-0.45429
68.30000	-0.42833
68.40000	-0.40321
68.50000	-0.37917
68.60000	-0.35644
68.70000	-0.33523
68.80000	-0.31572
68.90000	-0.29810
69.00000	-0.28253
69.10000	-0.26914
69.20000	-0.25806
69.30000	-0.24938
69.40000	-0.24318
69.50000	-0.23951
69.60000	-0.23839
69.70000	-0.23983
69.80000	-0.24381
69.90000	-0.25029
70.00000	-0.25919
70.10000	-0.27043
70.20000	-0.28389
70.30000	-0.29945
70.40000	-0.31695
70.50000	-0.33622
70.60000	-0.35707
70.70000	-0.37931
70.80000	-0.40271
70.90000	-0.42706
71.00000	-0.45211
71.10000	-0.47763
71.20000	-0.50337
71.30000	-0.52909
71.40000	-0.55453
71.50000	-0.57944
71.60000	-0.60360
71.70000	-0.62675
71.80000	-0.64868
71.90000	-0.66917
72.00000	-0.68801
72.10000	-0.70501
72.20000	-0.72001
72.30000	-0.73285
72.40000	-0.74339
72.50000	-0.75152
72.60000	-0.75714
72.70000	-0.76018
72.80000	-0.76059
72.90000	-0.75834
73.00000	-0.75344
73.10000	-0.74589
73.20000	-0.73575
73.30000	-0.72308
73.40000	-0.70797
73.50000	-0.69052
73.60000	-0.67087
73.70000	-0.64916
73.80000	-0.62556
73.90000	-0.60026
74.00000	-0.57343
74.10000	-0.54530
74.20000	-0.51609
74.30000	-0.48601
74.40000	-0.45530
74.50000	-0.42421
74.60000	-0.39296
74.70000	-0.36181
74.80000	-0.33099
74.90000	-0.30073
75.00000	-0.27126
75.10000	-0.24281
75.20000	-0.21557
75.30000	-0.18975
75.40000	-0.16553
75.50000	-0.14308
75.60000	-0.12255
75.70000	-0.10406
75.80000	-0.08774
75.90000	-0.07368
76.00000	-0.06194
76.10000	-0.05259
76.20000	-0.04563
76.30000	-0.04109
76.40000	-0.03895
76.50000	-0.03916
76.60000	-0.04168
76.70000	-0.04640
76.80000	-0.05325
76.90000	-0.06209
77.00000	-0.07278
77.10000	-0.08518
77.20000	-0.09911
77.30000	-0.11438
77.40000	-0.13081
77.50000	-0.14818
77.60000	-0.16628
77.70000	-0.18488
77.80000	-0.20377
77.90000	-0.22271
78.00000	-0.24147
78.10000	-0.25983
78.20000	-0.27757
78.30000	-0.29446
78.40000	-0.31030
78.50000	-0.32489
78.60000	-0.33803
78.70000	-0.34956
78.80000	-0.35932
78.90000	-0.36714
79.00000	-0.37292
79.10000	-0.37654
79.20000	-0.37791
79.30000	-0.37696
79.40000	-0.37364
79.50000	-0.36793
79.60000	-0.35981
79.70000	-0.34931
79.80000	-0.33646
79.90000	-0.32131
80.00000	-0.30394
80.10000	-0.28446
80.20000	-0.26298
80.30000	-0.23962
80.40000	-0.21455
80.50000	-0.18792
80.60000	-0.15992
80.70000	-0.13074
80.80000	-0.10057
80.90000	-0.06963
81.00000	-0.03813
81.10000	-0.00630
81.20000	0.02565
81.30000	0.05748
81.40000	0.08899
81.50000	0.11994
81.60000	0.15013
81.70000	0.17935
81.80000	0.20740
81.90000	0.23409
82.00000	0.25926
82.10000	0.28274
82.20000	0.30438
82.30000	0.32407
82.40000	0.34168
82.50000	0.35713
82.60000	0.37035
82.70000	0.38128
82.80000	0.38989
82.90000	0.39617
83.00000	0.40013
83.10000	0.40180
83.20000	0.40124
83.30000	0.39851
83.40000	0.39370
83.50000	0.38692
83.60000	0.37829
83.70000	0.36796
83.80000	0.35609
83.90000	0.34283
84.00000	0.32838
84.10000	0.31292
84.20000	0.29666
84.30000	0.27979
84.40000	0.26254
84.50000	0.24511
84.60000	0.22771
84.70000	0.21057
84.80000	0.19389
84.90000	0.17787
85.00000	0.16271
85.10000	0.14861
85.20000	0.13575
85.30000	0.12428
85.40000	0.11437
85.50000	0.10615
85.60000	0.09975
85.70000	0.09527
85.80000	0.09280
85.90000	0.09241
86.00000	0.09415
86.10000	0.09805
86.20000	0.10411
86.30000	0.11234
86.40000	0.12269
86.50000	0.13512
86.60000	0.14956
86.70000	0.16592
86.80000	0.18409
86.90000	0.20395
87.00000	0.22537
87.10000	0.24818
87.20000	0.27223
87.30000	0.29734
87.40000	0.32331
87.50000	0.34997
87.60000	0.37709
87.70000	0.40448
87.80000	0.43193
87.90000	0.45923
88.00000	0.48618
88.10000	0.51255
88.20000	0.53817
88.30000	0.56282
88.40000	0.58634
88.50000	0.60853
88.60000	0.62924
88.70000	0.64832
88.80000	0.66563
88.90000	0.68105
89.00000	0.69448
89.10000	0.70582
89.20000	0.71502
89.30000	0.72202
89.40000	0.72678
89.50000	0.72931
89.60000	0.72960
89.70000	0.72768
89.80000	0.72361
89.90000	0.71744
90.00000	0.70926
90.10000	0.69917
90.20000	0.68728
90.30000	0.67372
90.40000	0.65865
90.50000	0.64221
90.60000	0.62457
90.70000	0.60592
90.80000	0.58644
90.90000	0.56632
91.00000	0.54576
91.10000	0.52495
91.20000	0.50410
91.30000	0.48340
91.40000	0.46306
91.50000	0.44326
91.60000	0.42419
91.70000	0.40603
91.80000	0.38894
91.90000	0.37309
92.00000	0.35862
92.10000	0.34566
92.20000	0.33433
92.30000	0.32472
92.40000	0.31693
92.50000	0.31102
92.60000	0.30703
92.70000	0.30501
92.80000	0.30496
92.90000	0.30688
93.00000	0.31074
93.10000	0.31649
93.20000	0.32409
93.30000	0.33344
93.40000	0.34446
93.50000	0.35703
93.60000	0.37104
93.70000	0.38634
93.80000	0.40278
93.90000	0.42020
94.00000	0.43843
94.10000	0.45729
94.20000	0.47660
94.30000	0.49617
94.40000	0.51581
94.50000	0.53532
94.60000	0.55451
94.70000	0.57320
94.80000	0.59120
94.90000	0.60832
95.00000	0.62440
95.10000	0.63927
95.20000	0.65277
95.30000	0.66478
95.40000	0.67515
95.50000	0.68378
95.60000	0.69056
95.70000	0.69541
95.80000	0.69826
95.90000	0.69908
96.00000	0.69781
96.10000	0.69445
96.20000	0.68901
96.30000	0.68150
96.40000	0.67197
96.50000	0.66048
96.60000	0.64709
96.70000	0.63190
96.80000	0.61501
96.90000	0.59655
97.00000	0.57665
97.10000	0.55545
97.20000	0.53310
97.30000	0.50979
97.40000	0.48567
97.50000	0.46093
97.60000	0.43575
97.70000	0.41032
97.80000	0.38483
97.90000	0.35947
98.00000	0.33441
98.10000	0.30985
98.20000	0.28596
98.30000	0.26291
98.40000	0.24085
98.50000	0.21995
98.60000	0.20034
98.70000	0.18215
98.80000	0.16549
98.90000	0.15046
99.00000	0.13714
99.10000	0.12560
99.20000	0.11589
99.30000	0.10805
99.40000	0.10209
99.50000	0.09800
99.60000	0.09577
99.70000	0.09536
99.80000	0.09672
99.90000	0.09978
100.00000	0.10445
100.10000	0.11063
100.20000	0.11822
100.30000	0.12707
100.40000	0.13705
100.50000	0.14801
100.60000	0.15980
100.70000	0.17225
100.80000	0.18519
100.90000	0.19844
101.00000	0.21183
101.10000	0.22517
101.20000	0.23828
101.30000	0.25099
101.40000	0.26313
101.50000	0.27452
101.60000	0.28501
101.70000	0.29445
101.80000	0.30268
101.90000	0.30958
102.00000	0.31502
102.10000	0.31890
102.20000	0.32113
102.30000	0.32163
102.40000	0.32033
102.50000	0.31718
102.60000	0.31217
102.70000	0.30527
102.80000	0.29648
102.90000	0.28584
103.00000	0.27336
103.10000	0.25912
103.20000	0.24317
103.30000	0.22559
103.40000	0.20650
103.50000	0.18600
103.60000	0.16420
103.70000	0.14126
103.80000	0.11731
103.90000	0.09250
104.00000	0.06701
104.10000	0.04098
104.20000	0.01460
104.30000	-0.01196
104.40000	-0.03852
104.50000	-0.06492
104.60000	-0.09097
104.70000	-0.11651
104.80000	-0.14138
104.90000	-0.16541
105.00000	-0.18845
105.10000	-0.21037
105.20000	-0.23103
105.30000	-0.25032
105.40000	-0.26811
105.50000	-0.28433
105.60000	-0.29890
105.70000	-0.31174
105.80000	-0.32281
105.90000	-0.33207
106.00000	-0.33951
106.10000	-0.34513
106.20000	-0.34894
106.30000	-0.35098
106.40000	-0.35128
106.50000	-0.34992
106.60000	-0.34696
106.70000	-0.34251
106.80000	-0.33665
106.90000	-0.32952
107.00000	-0.32122
107.10000	-0.31191
107.20000	-0.30172
107.30000	-0.29081
107.40000	-0.27933
107.50000	-0.26745
107.60000	-0.25533
107.70000	-0.24314
107.80000	-0.23104
107.90000	-0.21920
108.00000	-0.20778
108.10000	-0.19694
108.20000	-0.18683
108.30000	-0.17759
108.40000	-0.16936
108.50000	-0.16227
108.60000	-0.15642
108.70000	-0.15193
108.80000	-0.14887
108.90000	-0.14734
109.00000	-0.14738
109.10000	-0.14905
109.20000	-0.15238
109.30000	-0.15739
109.40000	-0.16407
109.50000	-0.17241
109.60000	-0.18238
109.70000	-0.19394
109.80000	-0.20702
109.90000	-0.22154
110.00000	-0.23743
110.10000	-0.25458
110.20000	-0.27287
110.30000	-0.29219
110.40000	-0.31239
110.50000	-0.33334
110.60000	-0.35489
110.70000	-0.37688
110.80000	-0.39916
110.90000	-0.42156
111.00000	-0.44391
111.10000	-0.46606
111.20000	-0.48785
111.30000	-0.50911
111.40000	-0.52968
111.50000	-0.54943
111.60000	-0.56820
111.70000	-0.58587
111.80000	-0.60230
111.90000	-0.61740
112.00000	-0.63105
112.10000	-0.64316
112.20000	-0.65366
112.30000	-0.66249
112.40000	-0.66960
112.50000	-0.67495
112.60000	-0.67854
112.70000	-0.68035
112.80000	-0.68040
112.90000	-0.67872
113.00000	-0.67534
113.10000	-0.67034
113.20000	-0.66377
113.30000	-0.65572
113.40000	-0.64629
113.50000	-0.63558
113.60000	-0.62371
113.70000	-0.61081
113.80000	-0.59702
113.90000	-0.58247
114.00000	-0.56732
114.10000	-0.55172
114.20000	-0.53581
114.30000	-0.51977
114.40000	-0.50374
114.50000	-0.48788
114.60000	-0.47235
114.70000	-0.45728
114.80000	-0.44283
114.90000	-0.42913
115.00000	-0.41631
115.10000	-0.40448
115.20000	-0.39377
115.30000	-0.38425
115.40000	-0.37603
115.50000	-0.36917
115.60000	-0.36374
115.70000	-0.35978
115.80000	-0.35732
115.90000	-0.35637
116.00000	-0.35696
116.10000	-0.35905
116.20000	-0.36263
116.30000	-0.36765
116.40000	-0.37407
116.50000	-0.38180
116.60000	-0.39079
116.70000	-0.40092
116.80000	-0.41210
116.90000	-0.42422
117.00000	-0.43716
117.10000	-0.45078
117.20000	-0.46494
117.30000	-0.47951
117.40000	-0.49435
117.50000	-0.50929
117.60000	-0.52419
117.70000	-0.53891
117.80000	-0.55328
117.90000	-0.56716
118.00000	-0.58042
118.10000	-0.59290
118.20000	-0.60448
118.30000	-0.61504
118.40000	-0.62446
118.50000	-0.63264
118.60000	-0.63947
118.70000	-0.64488
118.80000	-0.64880
118.90000	-0.65115
119.00000	-0.65191
119.10000	-0.65104
119.20000	-0.64852
119.30000	-0.64434
119.40000	-0.63853
119.50000	-0.63109
119.60000	-0.62207
119.70000	-0.61153
119.80000	-0.59952
119.90000	-0.58612
120.00000	-0.57142
120.10000	-0.55553
120.20000	-0.53854
120.30000	-0.52058
120.40000	-0.50177
120.50000	-0.48224
120.60000	-0.46214
120.70000	-0.44160
120.80000	-0.42077
120.90000	-0.39979
121.00000	-0.37882
121.10000	-0.35800
121.20000	-0.33747
121.30000	-0.31737
121.40000	-0.29784
121.50000	-0.27901
121.60000	-0.26101
121.70000	-0.24393
121.80000	-0.22790
121.90000	-0.21300
122.00000	-0.19931
122.10000	-0.18692
122.20000	-0.17587
122.30000	-0.16623
122.40000	-0.15801
122.50000	-0.15124
122.60000	-0.14593
122.70000	-0.14207
122.80000	-0.13963
122.90000	-0.13859
123.00000	-0.13890
123.10000	-0.14049
123.20000	-0.14331
123.30000	-0.14725
123.40000	-0.15223
123.50000	-0.15815
123.60000	-0.16490
123.70000	-0.17235
123.80000	-0.18038
123.90000	-0.18885
124.00000	-0.19765
124.10000	-0.20661
124.20000	-0.21561
124.30000	-0.22451
124.40000	-0.23316
124.50000	-0.24143
124.60000	-0.24918
124.70000	-0.25629
124.80000	-0.26262
124.90000	-0.26808
125.00000	-0.27253
125.10000	-0.27590
125.20000	-0.27808
125.30000	-0.27900
125.40000	-0.27859
125.50000	-0.27679
125.60000	-0.27356
125.70000	-0.26886
125.80000	-0.26269
125.90000	-0.25504
126.00000	-0.24591
126.10000	-0.23533
126.20000	-0.22333
126.30000	-0.20995
126.40000	-0.19527
126.50000	-0.17935
126.60000	-0.16226
126.70000	-0.14411
126.80000	-0.12500
126.90000	-0.10503
127.00000	-0.08433
127.10000	-0.06301
127.20000	-0.04121
127.30000	-0.01905
127.40000	0.00332
127.50000	0.02576
127.60000	0.04815
127.70000	0.07034
127.80000	0.09219
127.90000	0.11358
128.00000	0.13438
128.10000	0.15446
128.20000	0.17372
128.30000	0.19203
128.40000	0.20931
128.50000	0.22546
128.60000	0.24041
128.70000	0.25407
128.80000	0.26641
128.90000	0.27737
129.00000	0.28692
129.10000	0.29503
129.20000	0.30171
129.30000	0.30696
129.40000	0.31079
129.50000	0.31323
129.60000	0.31433
129.70000	0.31415
129.80000	0.31274
129.90000	0.31018
130.00000	0.30656
130.10000	0.30198
130.20000	0.29653
130.30000	0.29033
130.40000	0.28349
130.50000	0.27614
130.60000	0.26840
130.70000	0.26039
130.80000	0.25225
130.90000	0.24412
131.00000	0.23611
131.10000	0.22835
131.20000	0.22098
131.30000	0.21411
131.40000	0.20786
131.50000	0.20233
131.60000	0.19763
131.70000	0.19385
131.80000	0.19108
131.90000	0.18938
132.00000	0.18884
132.10000	0.18949
132.20000	0.19139
