WSM
F3OF
DT1
PITCH
t(s)	PITCH(deg)
132.30000	0.19456
132.40000	0.19902
132.50000	0.20477
132.60000	0.21182
132.70000	0.22014
132.80000	0.22970
132.90000	0.24047
133.00000	0.25238
133.10000	0.26537
133.20000	0.27938
133.30000	0.29431
133.40000	0.31007
133.50000	0.32656
133.60000	0.34369
133.70000	0.36132
133.80000	0.37935
133.90000	0.39764
134.00000	0.41609
134.10000	0.43455
134.20000	0.45290
134.30000	0.47101
134.40000	0.48877
134.50000	0.50603
134.60000	0.52269
134.70000	0.53864
134.80000	0.55375
134.90000	0.56794
135.00000	0.58111
135.10000	0.59317
135.20000	0.60405
135.30000	0.61368
135.40000	0.62201
135.50000	0.62899
135.60000	0.63460
135.70000	0.63880
135.80000	0.64160
135.90000	0.64299
136.00000	0.64299
136.10000	0.64163
136.20000	0.63894
136.30000	0.63498
136.40000	0.62979
136.50000	0.62346
136.60000	0.61606
136.70000	0.60768
136.80000	0.59841
136.90000	0.58836
137.00000	0.57763
137.10000	0.56634
137.20000	0.55460
137.30000	0.54254
137.40000	0.53028
137.50000	0.51794
137.60000	0.50565
137.70000	0.49352
137.80000	0.48167
137.90000	0.47022
138.00000	0.45928
138.10000	0.44895
138.20000	0.43934
138.30000	0.43052
138.40000	0.42259
138.50000	0.41561
138.60000	0.40965
138.70000	0.40477
138.80000	0.40100
138.90000	0.39838
139.00000	0.39692
139.10000	0.39664
139.20000	0.39754
139.30000	0.39959
139.40000	0.40278
139.50000	0.40706
139.60000	0.41240
139.70000	0.41873
139.80000	0.42598
139.90000	0.43408
140.00000	0.44295
140.10000	0.45249
140.20000	0.46260
140.30000	0.47318
140.40000	0.48412
140.50000	0.49530
140.60000	0.50661
140.70000	0.51794
140.80000	0.52915
140.90000	0.54014
141.00000	0.55078
141.10000	0.56096
141.20000	0.57058
141.30000	0.57952
141.40000	0.58768
141.50000	0.59498
141.60000	0.60131
141.70000	0.60661
141.80000	0.61080
141.90000	0.61382
142.00000	0.61562
142.10000	0.61616
142.20000	0.61541
142.30000	0.61335
142.40000	0.60998
142.50000	0.60528
142.60000	0.59929
142.70000	0.59202
142.80000	0.58350
142.90000	0.57380
143.00000	0.56295
143.10000	0.55103
143.20000	0.53811
143.30000	0.52427
143.40000	0.50960
143.50000	0.49420
143.60000	0.47817
143.70000	0.46161
143.80000	0.44464
143.90000	0.42737
144.00000	0.40991
144.10000	0.39239
144.20000	0.37490
144.30000	0.35757
144.40000	0.34052
144.50000	0.32384
144.60000	0.30764
144.70000	0.29202
144.80000	0.27708
144.90000	0.26289
145.00000	0.24955
145.10000	0.23711
145.20000	0.22563
145.30000	0.21518
145.40000	0.20579
145.50000	0.19750
145.60000	0.19032
145.70000	0.18426
145.80000	0.17933
145.90000	0.17552
146.00000	0.17280
146.10000	0.17114
146.20000	0.17050
146.30000	0.17083
146.40000	0.17207
146.50000	0.17416
146.60000	0.17701
146.70000	0.18054
146.80000	0.18466
146.90000	0.18928
147.00000	0.19430
147.10000	0.19960
147.20000	0.20510
147.30000	0.21067
147.40000	0.21621
147.50000	0.22160
147.60000	0.22675
147.70000	0.23154
147.80000	0.23587
147.90000	0.23965
148.00000	0.24277
148.10000	0.24516
148.20000	0.24672
148.30000	0.24739
148.40000	0.24710
148.50000	0.24578
148.60000	0.24340
148.70000	0.23991
148.80000	0.23529
148.90000	0.22951
149.00000	0.22256
149.10000	0.21445
149.20000	0.20518
149.30000	0.19479
149.40000	0.18329
149.50000	0.17074
149.60000	0.15719
149.70000	0.14268
149.80000	0.12730
149.90000	0.11112
150.00000	0.09422
150.10000	0.07668
150.20000	0.05861
150.30000	0.04011
150.40000	0.02127
150.50000	0.00221
150.60000	-0.01698
150.70000	-0.03618
150.80000	-0.05528
150.90000	-0.07417
151.00000	-0.09275
151.10000	-0.11093
151.20000	-0.12858
151.30000	-0.14564
151.40000	-0.16200
151.50000	-0.17758
151.60000	-0.19232
151.70000	-0.20613
151.80000	-0.21897
151.90000	-0.23078
152.00000	-0.24152
152.10000	-0.25116
152.20000	-0.25967
152.30000	-0.26706
152.40000	-0.27330
152.50000	-0.27842
152.60000	-0.28243
152.70000	-0.28536
152.80000	-0.28725
152.90000	-0.28814
153.00000	-0.28808
153.10000	-0.28715
153.20000	-0.28540
153.30000	-0.28293
153.40000	-0.27980
153.50000	-0.27612
153.60000	-0.27197
153.70000	-0.26746
153.80000	-0.26267
153.90000	-0.25772
154.00000	-0.25270
154.10000	-0.24771
154.20000	-0.24287
154.30000	-0.23826
154.40000	-0.23399
154.50000	-0.23014
154.60000	-0.22681
154.70000	-0.22408
154.80000	-0.22202
154.90000	-0.22071
155.00000	-0.22020
155.10000	-0.22056
155.20000	-0.22183
155.30000	-0.22405
155.40000	-0.22724
155.50000	-0.23143
155.60000	-0.23662
155.70000	-0.24282
155.80000	-0.25001
155.90000	-0.25818
156.00000	-0.26729
156.10000	-0.27731
156.20000	-0.28819
156.30000	-0.29988
156.40000	-0.31232
156.50000	-0.32543
156.60000	-0.33915
156.70000	-0.35338
156.80000	-0.36804
156.90000	-0.38304
157.00000	-0.39828
157.10000	-0.41367
157.20000	-0.42910
157.30000	-0.44449
157.40000	-0.45971
157.50000	-0.47469
157.60000	-0.48931
157.70000	-0.50348
157.80000	-0.51712
157.90000	-0.53013
158.00000	-0.54244
158.10000	-0.55395
158.20000	-0.56462
158.30000	-0.57437
158.40000	-0.58314
158.50000	-0.59089
158.60000	-0.59759
158.70000	-0.60319
158.80000	-0.60769
158.90000	-0.61107
159.00000	-0.61332
159.10000	-0.61445
159.20000	-0.61448
159.30000	-0.61344
159.40000	-0.61135
159.50000	-0.60827
159.60000	-0.60424
159.70000	-0.59931
159.80000	-0.59356
159.90000	-0.58706
160.00000	-0.57988
160.10000	-0.57210
160.20000	-0.56382
160.30000	-0.55512
160.40000	-0.54610
160.50000	-0.53685
160.60000	-0.52747
160.70000	-0.51805
160.80000	-0.50869
160.90000	-0.49948
161.00000	-0.49052
161.10000	-0.48189
161.20000	-0.47368
161.30000	-0.46596
161.40000	-0.45881
161.50000	-0.45230
161.60000	-0.44649
161.70000	-0.44142
161.80000	-0.43716
161.90000	-0.43373
162.00000	-0.43117
162.10000	-0.42950
162.20000	-0.42872
162.30000	-0.42884
162.40000	-0.42985
162.50000	-0.43174
162.60000	-0.43449
162.70000	-0.43806
162.80000	-0.44241
162.90000	-0.44749
163.00000	-0.45324
163.10000	-0.45962
163.20000	-0.46653
163.30000	-0.47392
163.40000	-0.48170
163.50000	-0.48978
163.60000	-0.49808
163.70000	-0.50651
163.80000	-0.51498
163.90000	-0.52339
164.00000	-0.53165
164.10000	-0.53968
164.20000	-0.54737
164.30000	-0.55463
164.40000	-0.56140
164.50000	-0.56757
164.60000	-0.57309
164.70000	-0.57786
164.80000	-0.58184
164.90000	-0.58495
165.00000	-0.58715
165.10000	-0.58840
165.20000	-0.58865
165.30000	-0.58788
165.40000	-0.58607
165.50000	-0.58320
165.60000	-0.57928
165.70000	-0.57432
165.80000	-0.56831
165.90000	-0.56130
166.00000	-0.55331
166.10000	-0.54438
166.20000	-0.53456
166.30000	-0.52390
166.40000	-0.51247
166.50000	-0.50033
166.60000	-0.48755
166.70000	-0.47422
166.80000	-0.46042
166.90000	-0.44622
167.00000	-0.43173
167.10000	-0.41702
167.20000	-0.40219
167.30000	-0.38733
167.40000	-0.37254
167.50000	-0.35790
167.60000	-0.34349
167.70000	-0.32941
167.80000	-0.31572
167.90000	-0.30252
168.00000	-0.28987
168.10000	-0.27783
168.20000	-0.26646
168.30000	-0.25582
168.40000	-0.24595
168.50000	-0.23688
168.60000	-0.22866
168.70000	-0.22129
168.80000	-0.21479
168.90000	-0.20916
169.00000	-0.20441
169.10000	-0.20052
169.20000	-0.19746
169.30000	-0.19521
169.40000	-0.19374
169.50000	-0.19300
169.60000	-0.19294
169.70000	-0.19350
169.80000	-0.19461
169.90000	-0.19622
170.00000	-0.19825
170.10000	-0.20062
170.20000	-0.20326
170.30000	-0.20607
170.40000	-0.20897
170.50000	-0.21189
170.60000	-0.21472
170.70000	-0.21740
170.80000	-0.21982
170.90000	-0.22192
171.00000	-0.22361
171.10000	-0.22482
171.20000	-0.22548
171.30000	-0.22551
171.40000	-0.22486
171.50000	-0.22348
171.60000	-0.22131
171.70000	-0.21831
171.80000	-0.21445
171.90000	-0.20971
172.00000	-0.20406
172.10000	-0.19749
172.20000	-0.19000
172.30000	-0.18160
172.40000	-0.17230
172.50000	-0.16212
172.60000	-0.15109
172.70000	-0.13925
172.80000	-0.12664
172.90000	-0.11331
173.00000	-0.09932
173.10000	-0.08473
173.20000	-0.06961
173.30000	-0.05403
173.40000	-0.03806
173.50000	-0.02180
173.60000	-0.00531
173.70000	0.01131
173.80000	0.02798
173.90000	0.04462
174.00000	0.06114
174.10000	0.07746
174.20000	0.09349
174.30000	0.10915
174.40000	0.12438
174.50000	0.13909
174.60000	0.15323
174.70000	0.16672
174.80000	0.17952
174.90000	0.19157
175.00000	0.20282
175.10000	0.21325
175.20000	0.22282
175.30000	0.23152
175.40000	0.23932
175.50000	0.24623
175.60000	0.25224
175.70000	0.25736
175.80000	0.26162
175.90000	0.26503
176.00000	0.26764
176.10000	0.26947
176.20000	0.27057
176.30000	0.27100
176.40000	0.27082
176.50000	0.27008
176.60000	0.26886
176.70000	0.26722
176.80000	0.26524
176.90000	0.26299
177.00000	0.26056
177.10000	0.25802
177.20000	0.25546
177.30000	0.25295
177.40000	0.25058
177.50000	0.24841
177.60000	0.24653
177.70000	0.24501
177.80000	0.24391
177.90000	0.24330
178.00000	0.24323
178.10000	0.24376
178.20000	0.24493
178.30000	0.24679
178.40000	0.24936
178.50000	0.25268
178.60000	0.25676
178.70000	0.26162
178.80000	0.26725
178.90000	0.27365
179.00000	0.28082
179.10000	0.28873
179.20000	0.29736
179.30000	0.30668
179.40000	0.31663
179.50000	0.32719
179.60000	0.33830
179.70000	0.34989
179.80000	0.36191
179.90000	0.37429
180.00000	0.38696
180.10000	0.39985
180.20000	0.41287
180.30000	0.42596
180.40000	0.43902
180.50000	0.45199
180.60000	0.46478
180.70000	0.47732
180.80000	0.48952
180.90000	0.50132
181.00000	0.51264
181.10000	0.52342
181.20000	0.53359
181.30000	0.54310
181.40000	0.55189
181.50000	0.55992
181.60000	0.56714
181.70000	0.57352
181.80000	0.57903
181.90000	0.58366
182.00000	0.58739
182.10000	0.59022
182.20000	0.59214
182.30000	0.59317
182.40000	0.59332
182.50000	0.59261
182.60000	0.59108
182.70000	0.58876
182.80000	0.58570
182.90000	0.58194
183.00000	0.57754
183.10000	0.57255
183.20000	0.56704
183.30000	0.56108
183.40000	0.55473
183.50000	0.54807
183.60000	0.54117
183.70000	0.53410
183.80000	0.52695
183.90000	0.51979
184.00000	0.51269
184.10000	0.50572
184.20000	0.49896
184.30000	0.49247
184.40000	0.48632
184.50000	0.48056
184.60000	0.47526
184.70000	0.47046
184.80000	0.46621
184.90000	0.46254
185.00000	0.45950
185.10000	0.45710
185.20000	0.45537
185.30000	0.45432
185.40000	0.45395
185.50000	0.45426
185.60000	0.45525
185.70000	0.45690
185.80000	0.45918
185.90000	0.46208
186.00000	0.46554
186.10000	0.46954
186.20000	0.47403
186.30000	0.47895
186.40000	0.48426
186.50000	0.48988
186.60000	0.49575
186.70000	0.50181
186.80000	0.50799
186.90000	0.51421
187.00000	0.52041
187.10000	0.52652
187.20000	0.53245
187.30000	0.53813
187.40000	0.54351
187.50000	0.54850
187.60000	0.55304
187.70000	0.55708
187.80000	0.56055
187.90000	0.56340
188.00000	0.56557
188.10000	0.56703
188.20000	0.56774
188.30000	0.56767
188.40000	0.56679
188.50000	0.56507
188.60000	0.56252
188.70000	0.55911
188.80000	0.55487
188.90000	0.54978
189.00000	0.54387
189.10000	0.53715
189.20000	0.52967
189.30000	0.52144
189.40000	0.51251
189.50000	0.50293
189.60000	0.49275
189.70000	0.48201
189.80000	0.47079
189.90000	0.45914
190.00000	0.44712
190.10000	0.43482
190.20000	0.42229
190.30000	0.40961
190.40000	0.39685
190.50000	0.38409
190.60000	0.37139
190.70000	0.35882
190.80000	0.34645
190.90000	0.33435
191.00000	0.32258
191.10000	0.31119
191.20000	0.30025
191.30000	0.28980
191.40000	0.27988
191.50000	0.27054
191.60000	0.26180
191.70000	0.25370
191.80000	0.24625
191.90000	0.23947
192.00000	0.23337
192.10000	0.22795
192.20000	0.22319
192.30000	0.21910
192.40000	0.21564
192.50000	0.21280
192.60000	0.21055
192.70000	0.20884
192.80000	0.20764
192.90000	0.20689
193.00000	0.20656
193.10000	0.20657
193.20000	0.20688
193.30000	0.20742
193.40000	0.20813
193.50000	0.20894
193.60000	0.20978
193.70000	0.21059
193.80000	0.21130
193.90000	0.21185
194.00000	0.21216
194.10000	0.21218
194.20000	0.21184
194.30000	0.21108
194.40000	0.20986
194.50000	0.20812
194.60000	0.20581
194.70000	0.20290
194.80000	0.19935
194.90000	0.19512
195.00000	0.19021
195.10000	0.18458
195.20000	0.17823
195.30000	0.17115
195.40000	0.16335
195.50000	0.15482
195.60000	0.14560
195.70000	0.13568
195.80000	0.12511
195.90000	0.11392
196.00000	0.10213
196.10000	0.08980
196.20000	0.07697
196.30000	0.06369
196.40000	0.05002
196.50000	0.03602
196.60000	0.02174
196.70000	0.00727
196.80000	-0.00736
196.90000	-0.02205
197.00000	-0.03675
197.10000	-0.05139
197.20000	-0.06590
197.30000	-0.08022
197.40000	-0.09428
197.50000	-0.10803
197.60000	-0.12139
197.70000	-0.13433
197.80000	-0.14678
197.90000	-0.15870
198.00000	-0.17005
198.10000	-0.18079
198.20000	-0.19089
198.30000	-0.20032
198.40000	-0.20907
198.50000	-0.21711
198.60000	-0.22445
198.70000	-0.23107
198.80000	-0.23699
198.90000	-0.24220
199.00000	-0.24674
199.10000	-0.25062
199.20000	-0.25387
199.30000	-0.25652
199.40000	-0.25861
199.50000	-0.26019
199.60000	-0.26129
199.70000	-0.26197
199.80000	-0.26229
199.90000	-0.26230
200.00000	-0.26206
200.10000	-0.26163
200.20000	-0.26107
200.30000	-0.26045
200.40000	-0.25983
200.50000	-0.25926
200.60000	-0.25882
200.70000	-0.25856
200.80000	-0.25854
200.90000	-0.25881
201.00000	-0.25942
201.10000	-0.26043
201.20000	-0.26187
201.30000	-0.26379
201.40000	-0.26622
201.50000	-0.26918
201.60000	-0.27271
201.70000	-0.27682
201.80000	-0.28152
201.90000	-0.28682
202.00000	-0.29271
202.10000	-0.29920
202.20000	-0.30627
202.30000	-0.31390
202.40000	-0.32208
202.50000	-0.33076
202.60000	-0.33993
202.70000	-0.34953
202.80000	-0.35953
202.90000	-0.36987
203.00000	-0.38052
203.10000	-0.39140
203.20000	-0.40247
203.30000	-0.41367
203.40000	-0.42493
203.50000	-0.43620
203.60000	-0.44740
203.70000	-0.45848
203.80000	-0.46938
203.90000	-0.48003
204.00000	-0.49037
204.10000	-0.50035
204.20000	-0.50990
204.30000	-0.51899
204.40000	-0.52755
204.50000	-0.53555
204.60000	-0.54295
204.70000	-0.54971
204.80000	-0.55580
204.90000	-0.56119
205.00000	-0.56588
205.10000	-0.56983
205.20000	-0.57306
205.30000	-0.57555
205.40000	-0.57730
205.50000	-0.57833
205.60000	-0.57866
205.70000	-0.57830
205.80000	-0.57728
205.90000	-0.57563
206.00000	-0.57339
206.10000	-0.57060
206.20000	-0.56729
206.30000	-0.56353
206.40000	-0.55936
206.50000	-0.55484
206.60000	-0.55001
206.70000	-0.54495
206.80000	-0.53970
206.90000	-0.53433
207.00000	-0.52890
207.10000	-0.52347
207.20000	-0.51809
207.30000	-0.51282
207.40000	-0.50772
207.50000	-0.50284
207.60000	-0.49823
207.70000	-0.49393
207.80000	-0.48999
207.90000	-0.48645
208.00000	-0.48333
208.10000	-0.48067
208.20000	-0.47849
208.30000	-0.47681
208.40000	-0.47564
208.50000	-0.47499
208.60000	-0.47485
208.70000	-0.47524
208.80000	-0.47614
208.90000	-0.47752
209.00000	-0.47939
209.10000	-0.48170
209.20000	-0.48442
209.30000	-0.48754
209.40000	-0.49099
209.50000	-0.49475
209.60000	-0.49877
209.70000	-0.50299
209.80000	-0.50737
209.90000	-0.51185
210.00000	-0.51638
210.10000	-0.52090
210.20000	-0.52534
210.30000	-0.52967
210.40000	-0.53381
210.50000	-0.53771
210.60000	-0.54131
210.70000	-0.54458
210.80000	-0.54744
210.90000	-0.54986
211.00000	-0.55179
211.10000	-0.55319
211.20000	-0.55402
211.30000	-0.55425
211.40000	-0.55386
211.50000	-0.55282
211.60000	-0.55111
211.70000	-0.54872
211.80000	-0.54564
211.90000	-0.54188
212.00000	-0.53743
212.10000	-0.53230
212.20000	-0.52651
212.30000	-0.52008
212.40000	-0.51303
212.50000	-0.50539
212.60000	-0.49719
212.70000	-0.48848
212.80000	-0.47929
212.90000	-0.46967
213.00000	-0.45967
213.10000	-0.44934
213.20000	-0.43873
213.30000	-0.42790
213.40000	-0.41690
213.50000	-0.40579
213.60000	-0.39463
213.70000	-0.38347
213.80000	-0.37237
213.90000	-0.36138
214.00000	-0.35057
214.10000	-0.33997
214.20000	-0.32963
214.30000	-0.31961
214.40000	-0.30994
214.50000	-0.30066
214.60000	-0.29181
214.70000	-0.28341
214.80000	-0.27548
214.90000	-0.26806
215.00000	-0.26114
215.10000	-0.25474
215.20000	-0.24887
215.30000	-0.24352
215.40000	-0.23869
215.50000	-0.23436
215.60000	-0.23052
215.70000	-0.22714
215.80000	-0.22421
215.90000	-0.22169
216.00000	-0.21954
216.10000	-0.21773
216.20000	-0.21621
216.30000	-0.21494
216.40000	-0.21388
216.50000	-0.21297
216.60000	-0.21216
216.70000	-0.21140
216.80000	-0.21064
216.90000	-0.20983
217.00000	-0.20890
217.10000	-0.20781
217.20000	-0.20651
217.30000	-0.20495
217.40000	-0.20308
217.50000	-0.20085
217.60000	-0.19823
217.70000	-0.19518
217.80000	-0.19166
217.90000	-0.18764
218.00000	-0.18310
218.10000	-0.17801
218.20000	-0.17236
218.30000	-0.16613
218.40000	-0.15933
218.50000	-0.15194
218.60000	-0.14397
218.70000	-0.13544
218.80000	-0.12634
218.90000	-0.11671
219.00000	-0.10656
219.10000	-0.09592
219.20000	-0.08483
219.30000	-0.07331
219.40000	-0.06142
219.50000	-0.04918
219.60000	-0.03665
219.70000	-0.02388
219.80000	-0.01092
219.90000	0.00219
220.00000	0.01539
220.10000	0.02863
220.20000	0.04184
220.30000	0.05499
220.40000	0.06801
220.50000	0.08085
220.60000	0.09346
220.70000	0.10580
220.80000	0.11781
220.90000	0.12947
221.00000	0.14071
221.10000	0.15152
221.20000	0.16185
221.30000	0.17168
221.40000	0.18099
221.50000	0.18976
221.60000	0.19796
221.70000	0.20560
221.80000	0.21267
221.90000	0.21916
222.00000	0.22509
222.10000	0.23046
222.20000	0.23529
222.30000	0.23960
222.40000	0.24340
222.50000	0.24674
222.60000	0.24963
222.70000	0.25212
222.80000	0.25425
222.90000	0.25604
223.00000	0.25756
223.10000	0.25885
223.20000	0.25994
223.30000	0.26090
223.40000	0.26176
223.50000	0.26259
223.60000	0.26342
223.70000	0.26432
223.80000	0.26532
223.90000	0.26647
224.00000	0.26782
224.10000	0.26941
224.20000	0.27128
224.30000	0.27347
224.40000	0.27600
224.50000	0.27891
224.60000	0.28223
224.70000	0.28596
224.80000	0.29014
224.90000	0.29477
225.00000	0.29985
225.10000	0.30540
225.20000	0.31142
225.30000	0.31788
225.40000	0.32479
225.50000	0.33212
225.60000	0.33985
225.70000	0.34797
225.80000	0.35644
225.90000	0.36523
226.00000	0.37431
226.10000	0.38362
226.20000	0.39315
226.30000	0.40283
226.40000	0.41262
226.50000	0.42247
226.60000	0.43234
226.70000	0.44218
226.80000	0.45193
226.90000	0.46155
227.00000	0.47098
227.10000	0.48018
227.20000	0.48910
227.30000	0.49769
227.40000	0.50592
227.50000	0.51374
227.60000	0.52111
227.70000	0.52801
227.80000	0.53439
227.90000	0.54024
228.00000	0.54553
228.10000	0.55024
228.20000	0.55436
228.30000	0.55789
228.40000	0.56081
228.50000	0.56312
228.60000	0.56484
228.70000	0.56597
228.80000	0.56652
228.90000	0.56651
229.00000	0.56597
229.10000	0.56492
229.20000	0.56338
229.30000	0.56141
229.40000	0.55902
229.50000	0.55626
229.60000	0.55317
229.70000	0.54980
229.80000	0.54618
229.90000	0.54237
230.00000	0.53842
230.10000	0.53436
230.20000	0.53026
230.30000	0.52614
230.40000	0.52207
230.50000	0.51809
230.60000	0.51424
230.70000	0.51055
230.80000	0.50707
230.90000	0.50384
231.00000	0.50088
231.10000	0.49823
231.20000	0.49591
231.30000	0.49394
231.40000	0.49234
231.50000	0.49112
231.60000	0.49029
231.70000	0.48986
231.80000	0.48982
231.90000	0.49017
232.00000	0.49090
232.10000	0.49200
232.20000	0.49344
232.30000	0.49522
232.40000	0.49730
232.50000	0.49965
232.60000	0.50225
232.70000	0.50505
232.80000	0.50802
232.90000	0.51113
233.00000	0.51431
233.10000	0.51754
233.20000	0.52077
233.30000	0.52396
233.40000	0.52705
233.50000	0.53000
233.60000	0.53276
233.70000	0.53530
233.80000	0.53757
233.90000	0.53952
234.00000	0.54113
234.10000	0.54234
234.20000	0.54313
234.30000	0.54347
234.40000	0.54332
234.50000	0.54267
234.60000	0.54149
234.70000	0.53976
234.80000	0.53748
234.90000	0.53464
235.00000	0.53123
235.10000	0.52725
235.20000	0.52272
235.30000	0.51763
235.40000	0.51200
235.50000	0.50584
235.60000	0.49919
235.70000	0.49206
235.80000	0.48449
235.90000	0.47650
236.00000	0.46812
236.10000	0.45941
236.20000	0.45039
236.30000	0.44111
236.40000	0.43161
236.50000	0.42194
236.60000	0.41214
236.70000	0.40225
236.80000	0.39233
236.90000	0.38242
237.00000	0.37255
237.10000	0.36278
237.20000	0.35315
237.30000	0.34369
237.40000	0.33445
237.50000	0.32545
237.60000	0.31673
237.70000	0.30833
237.80000	0.30025
237.90000	0.29254
238.00000	0.28520
238.10000	0.27824
238.20000	0.27168
238.30000	0.26553
238.40000	0.25978
238.50000	0.25443
238.60000	0.24948
238.70000	0.24492
238.80000	0.24072
238.90000	0.23688
239.00000	0.23337
239.10000	0.23016
239.20000	0.22723
239.30000	0.22454
239.40000	0.22206
239.50000	0.21976
239.60000	0.21759
239.70000	0.21552
239.80000	0.21351
239.90000	0.21151
240.00000	0.20948
240.10000	0.20738
240.20000	0.20518
240.30000	0.20281
240.40000	0.20026
240.50000	0.19748
240.60000	0.19443
240.70000	0.19107
240.80000	0.18739
240.90000	0.18334
241.00000	0.17891
241.10000	0.17407
241.20000	0.16879
241.30000	0.16307
241.40000	0.15690
241.50000	0.15026
241.60000	0.14316
241.70000	0.13559
241.80000	0.12756
241.90000	0.11907
242.00000	0.11014
242.10000	0.10079
242.20000	0.09103
242.30000	0.08090
242.40000	0.07041
242.50000	0.05959
242.60000	0.04849
242.70000	0.03712
242.80000	0.02554
242.90000	0.01378
243.00000	0.00188
243.10000	-0.01011
243.20000	-0.02216
243.30000	-0.03422
243.40000	-0.04625
243.50000	-0.05820
243.60000	-0.07003
243.70000	-0.08170
243.80000	-0.09317
243.90000	-0.10440
244.00000	-0.11536
244.10000	-0.12602
244.20000	-0.13633
244.30000	-0.14628
244.40000	-0.15584
244.50000	-0.16499
244.60000	-0.17371
244.70000	-0.18198
244.80000	-0.18980
244.90000	-0.19716
245.00000	-0.20406
245.10000	-0.21050
245.20000	-0.21648
245.30000	-0.22202
245.40000	-0.22712
245.50000	-0.23180
245.60000	-0.23609
245.70000	-0.24001
245.80000	-0.24358
245.90000	-0.24683
246.00000	-0.24979
246.10000	-0.25250
246.20000	-0.25499
246.30000	-0.25730
246.40000	-0.25947
246.50000	-0.26153
246.60000	-0.26353
246.70000	-0.26551
246.80000	-0.26750
246.90000	-0.26954
247.00000	-0.27167
247.10000	-0.27392
247.20000	-0.27634
247.30000	-0.27895
247.40000	-0.28179
247.50000	-0.28487
247.60000	-0.28823
247.70000	-0.29189
247.80000	-0.29586
247.90000	-0.30016
248.00000	-0.30481
248.10000	-0.30981
248.20000	-0.31516
248.30000	-0.32086
248.40000	-0.32692
248.50000	-0.33332
248.60000	-0.34005
248.70000	-0.34710
248.80000	-0.35445
248.90000	-0.36208
249.00000	-0.36996
249.10000	-0.37807
249.20000	-0.38638
249.30000	-0.39486
249.40000	-0.40346
249.50000	-0.41216
249.60000	-0.42092
249.70000	-0.42969
249.80000	-0.43844
249.90000	-0.44714
250.00000	-0.45573
250.10000	-0.46418
250.20000	-0.47244
250.30000	-0.48049
250.40000	-0.48829
250.50000	-0.49579
250.60000	-0.50297
250.70000	-0.50979
250.80000	-0.51623
250.90000	-0.52226
251.00000	-0.52786
251.10000	-0.53300
251.20000	-0.53768
251.30000	-0.54187
251.40000	-0.54557
251.50000	-0.54877
251.60000	-0.55147
251.70000	-0.55367
251.80000	-0.55538
251.90000	-0.55660
252.00000	-0.55736
252.10000	-0.55765
252.20000	-0.55751
252.30000	-0.55695
252.40000	-0.55600
252.50000	-0.55469
252.60000	-0.55305
252.70000	-0.55110
252.80000	-0.54888
252.90000	-0.54644
253.00000	-0.54379
253.10000	-0.54099
253.20000	-0.53806
253.30000	-0.53505
253.40000	-0.53199
253.50000	-0.52893
253.60000	-0.52589
253.70000	-0.52291
253.80000	-0.52003
253.90000	-0.51728
254.00000	-0.51468
254.10000	-0.51227
254.20000	-0.51007
254.30000	-0.50809
254.40000	-0.50637
254.50000	-0.50491
254.60000	-0.50373
254.70000	-0.50284
254.80000	-0.50224
254.90000	-0.50193
255.00000	-0.50191
255.10000	-0.50218
255.20000	-0.50274
255.30000	-0.50355
255.40000	-0.50462
255.50000	-0.50592
255.60000	-0.50744
255.70000	-0.50914
255.80000	-0.51100
255.90000	-0.51300
256.00000	-0.51510
256.10000	-0.51727
256.20000	-0.51947
256.30000	-0.52167
256.40000	-0.52384
256.50000	-0.52593
256.60000	-0.52792
256.70000	-0.52976
256.80000	-0.53142
256.90000	-0.53287
257.00000	-0.53406
257.10000	-0.53498
257.20000	-0.53558
257.30000	-0.53584
257.40000	-0.53573
257.50000	-0.53524
257.60000	-0.53433
257.70000	-0.53299
257.80000	-0.53121
257.90000	-0.52897
258.00000	-0.52627
258.10000	-0.52310
258.20000	-0.51946
258.30000	-0.51535
258.40000	-0.51078
258.50000	-0.50575
258.60000	-0.50028
258.70000	-0.49439
258.80000	-0.48808
258.90000	-0.48139
259.00000	-0.47434
259.10000	-0.46695
259.20000	-0.45925
259.30000	-0.45127
259.40000	-0.44305
259.50000	-0.43462
259.60000	-0.42602
259.70000	-0.41727
259.80000	-0.40842
259.90000	-0.39951
260.00000	-0.39056
260.10000	-0.38162
260.20000	-0.37272
260.30000	-0.36390
260.40000	-0.35518
260.50000	-0.34660
260.60000	-0.33819
260.70000	-0.32998
260.80000	-0.32198
260.90000	-0.31423
261.00000	-0.30674
261.10000	-0.29952
261.20000	-0.29260
261.30000	-0.28597
261.40000	-0.27965
261.50000	-0.27365
261.60000	-0.26795
261.70000	-0.26256
261.80000	-0.25747
261.90000	-0.25267
262.00000	-0.24815
262.10000	-0.24390
262.20000	-0.23988
262.30000	-0.23609
262.40000	-0.23250
262.50000	-0.22908
262.60000	-0.22581
262.70000	-0.22266
262.80000	-0.21959
262.90000	-0.21658
263.00000	-0.21359
263.10000	-0.21059
263.20000	-0.20755
263.30000	-0.20442
263.40000	-0.20119
263.50000	-0.19782
263.60000	-0.19427
263.70000	-0.19052
263.80000	-0.18654
263.90000	-0.18230
264.00000	-0.17778
264.10000	-0.17296
264.20000	-0.16782
264.30000	-0.16234
264.40000	-0.15651
264.50000	-0.15032
264.60000	-0.14375
264.70000	-0.13681
264.80000	-0.12950
264.90000	-0.12181
265.00000	-0.11375
