INW
F3OF
DT1
SURGE
t(s)	SURGE(m)
0.0	5.0
0.100020004001	4.99926105851
0.200040008002	4.99719731403
0.300060012002	4.99377199598
0.400080016003	4.98900791958
0.500100020004	4.98293223459
0.600120024005	4.97557607931
0.700140028006	4.96698224274
0.800160032006	4.95719438963
0.900180036007	4.94625724511
1.00020004001	4.93421960792
1.10022004401	4.92113080639
1.20024004801	4.90703999458
1.30026005201	4.89199550598
1.40028005601	4.87604402964
1.50030006001	4.85923021643
1.60032006401	4.84159631938
1.70034006801	4.82318196921
1.80036007201	4.80402408171
1.90038007602	4.78415683278
2.00040008002	4.76361169832
2.10042008402	4.74241753926
2.20044008802	4.72060081019
2.30046009202	4.69818538226
2.40048009602	4.67519297452
2.50050010002	4.65164311954
2.60052010402	4.62755341687
2.70054010802	4.60293956916
2.80056011202	4.57781560005
2.90058011602	4.55219390329
3.00060012002	4.52608542546
3.10062012402	4.499499655
3.20064012803	4.47244492492
3.30066013203	4.44492824735
3.40068013603	4.41695532335
3.50070014003	4.38853049318
3.60072014403	4.3596566763
3.70074014803	4.33033529104
3.80076015203	4.30056611578
3.90078015603	4.27034722787
4.00080016003	4.23967493566
4.10082016403	4.20854372629
4.20084016803	4.1769462698
4.30086017203	4.144873436
4.40088017604	4.1123143343
4.50090018004	4.07925638216
4.60092018404	4.04568538089
4.70094018804	4.01158561875
4.80096019204	3.97693999743
4.90098019604	3.94173015263
5.00100020004	3.9059366397
5.10102020404	3.86953914481
5.20104020804	3.83251669272
5.30106021204	3.79484791602
5.40108021604	3.75651130912
5.50110022004	3.71748551068
5.60112022404	3.67774956373
5.70114022805	3.637283183
5.80116023205	3.5960669807
5.90118023605	3.55408267589
6.00120024005	3.51131335572
6.10122024405	3.46774369214
6.20124024805	3.4233599356
6.30126025205	3.37815022842
6.40128025605	3.332104672
6.50130026005	3.28521552941
6.60132026405	3.23747726408
6.70134026805	3.18888654568
6.80136027205	3.13944263399
6.90138027606	3.08914708121
7.00140028006	3.03800389999
7.10142028406	2.98601956796
7.20144028806	2.93320302221
7.30146029206	2.87956570317
7.40148029606	2.82512148365
7.50150030006	2.76988671705
7.60152030406	2.71388019319
7.70154030806	2.65712320091
7.80156031206	2.59963939813
7.90158031606	2.54145463895
8.00160032006	2.48259757239
8.10162032406	2.4230985193
8.20164032807	2.36299029392
8.30166033207	2.30230777861
8.40168033607	2.24108791441
8.50170034007	2.1793694878
8.60172034407	2.11719285587
8.70174034807	2.05460003198
8.80176035207	1.99163421403
8.90178035607	1.92833961916
9.00180036007	1.86476117297
9.10182036407	1.80094414679
9.20184036807	1.73693379003
9.30186037207	1.67277492704
9.40188037608	1.60851152164
9.50190038008	1.54418624847
9.60192038408	1.4798400415
9.70194038808	1.41551164295
9.80196039208	1.35123729676
9.90198039608	1.2870499409
10.0020004001	1.22297920037
10.1020204041	1.1590511487
10.2020404081	1.09528758534
10.3020604121	1.03170613145
