VARIABLES="Period (s)" "|Fx| (N/m)" "|Fy| (N/m)" "|Fz| (N/m)" "|Cx| (N)" "|Cy| (N)" "|Cz| (N)" "ang(Fx) (°)" "ang(Fy) (°)" "ang(Fz) (°)" "ang(Cx) (°)" "ang(Cy) (°)" "ang(Cz) (°)"
Zone t="Corps  1"
Zone t="Diffraction force - beta =   0.000 deg",I=   300,F=POINT
 0.0200  0.120404E+05  0.507065E-01  0.255463E+06  0.156701E+00  0.359545E+05  0.203464E+00 9130.87    0.00 *******    0.18 8573.65    0.26
 9126.01    0.00 *******    0.10 8575.30    0.17
   56.59  -90.38  -90.00  -89.78   -5.35  -93.41
    0.45 -269.14  -89.66  -89.78    0.51  -85.72
   -0.45  -83.12  -90.34  -91.61   -0.51  -93.44
 0.0400  0.167598E+05  0.448661E-01  0.253964E+06  0.212114E+00  0.722731E+05  0.425478E-01 *******    0.00 *******    0.01 *******    0.02
 *******    0.00 *******    0.08 *******    0.09
   36.79   89.56  -90.00 -268.36   -2.65 -202.29
    0.90 -261.45  -89.31  -78.53    1.01   23.50
   -0.90   77.24  -90.69  -92.87   -1.01 -134.59
 0.0600  0.226222E+05  0.721950E-01  0.251479E+06  0.110893E+01  0.108986E+06  0.321974E-01 *******    0.00 *******    0.17 *******    0.03
 *******    0.00 *******    0.07 *******    0.79
   26.28 -269.47  -90.00  -90.04   -1.76   32.07
    1.36  -60.97  -88.96 -268.63    1.52  -55.49
   -1.36   -1.86  -91.03 -265.11   -1.52  -96.04
 0.0800  0.290512E+05  0.731594E-01  0.247995E+06  0.385932E+00  0.146380E+06  0.608063E-01 *******    0.00 *******    0.03 *******    0.13
 *******    0.01 *******    0.06 *******    0.26
   20.10 -268.40  -90.00  -88.87   -1.30 -262.73
    1.83  -39.65  -88.60  -86.01    2.03  -56.98
   -1.83   65.68  -91.39 -265.05   -2.03  -95.40
 0.1000  0.359646E+05  0.402107E-01  0.243534E+06  0.179287E+00  0.185081E+06  0.146812E+00 *******    0.01 *******    0.05 *******    0.40
 *******    0.01 *******    0.14 *******    0.10
   16.05  -93.93  -89.99 -267.23   -1.03 -113.73
    2.29 -268.29  -88.22 -265.01    2.53  -90.30
   -2.29   68.84  -91.76 -261.35   -2.53 -129.48
 0.1200  0.430784E+05  0.412946E-01  0.238048E+06  0.273810E+00  0.223943E+06  0.206129E+00 *******    0.01 *******    0.02 *******    0.08
 *******    0.01 *******    0.11 *******    0.72
   13.28 -269.39  -89.99  -94.08   -0.85 -250.27
    2.78  -96.05  -87.83 -119.22    3.08   80.05
   -2.79   78.96  -92.15  -98.07   -3.08 -252.43
 0.1400  0.507048E+05  0.115420E+00  0.231634E+06  0.540311E+00  0.264740E+06  0.110754E+00 *******    0.00 *******    0.29 *******    0.33
 *******    0.01 *******    0.02 *******    0.10
   11.19  -91.56  -89.98  -88.58   -0.71   18.97
    3.28   61.61  -87.41  -89.25    3.62   65.10
   -3.29  -86.33  -92.55 -149.99   -3.63 -196.75
 0.1600  0.589105E+05  0.911218E-01  0.224238E+06  0.298044E+00  0.308301E+06  0.330988E+00 *******    0.00 *******    0.06 *******    0.37
 *******    0.00 *******    0.11 *******    0.23
    9.55 -269.91  -89.97 -267.18   -0.61   10.27
    3.75  -30.47  -86.97 -259.93    4.07  -42.64
   -3.77 -197.49  -92.98  -84.24   -4.08  -80.06
 0.1800  0.672353E+05  0.803090E-01  0.215882E+06  0.543892E-01  0.351505E+06  0.150452E+00 *******    0.01 *******    0.33 *******    0.57
 *******    0.01 *******    0.06 *******    0.39
    8.29  -94.98  -89.96   37.18   -0.54 -143.13
    4.34   -6.83  -86.49  -98.68    4.75  -77.88
   -4.36   63.83  -93.43 -130.76   -4.76 -160.84
 0.2000  0.764518E+05  0.589466E-01  0.206593E+06  0.386115E+00  0.398762E+06  0.137035E+00 *******    0.00 *******    0.11 *******    0.23
 *******    0.01 *******    0.14 *******    0.10
    7.22  -97.45  -89.95   79.69   -0.47   27.91
    4.92  -95.98  -85.97  -80.23    5.36 -145.46
   -4.94   66.50  -93.92 -119.22   -5.38   18.36
 0.2200  0.864649E+05  0.788146E-01  0.196425E+06  0.597436E+00  0.449611E+06  0.126853E+00 *******    0.00 *******    0.04 *******    0.36
