Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     
9.49                0.0000          0.0000          -1.2053         
9.50                0.0000          0.0000          -1.2088         
9.51                0.0000          0.0000          -1.2125         
9.52                0.0000          0.0000          -1.2162         
9.53                0.0000          0.0000          -1.2201         
9.54                0.0000          0.0000          -1.2242         
9.55                0.0000          0.0000          -1.2283         
9.56                0.0000          0.0000          -1.2326         
9.57                0.0000          0.0000          -1.2371         
9.58                0.0000          0.0000          -1.2416         
9.59                0.0000          0.0000          -1.2463         
9.60                0.0000          0.0000          -1.2511         
9.61                0.0000          0.0000          -1.2561         
9.62                0.0000          0.0000          -1.2611         
9.63                0.0000          0.0000          -1.2663         
9.64                0.0000          0.0000          -1.2716         
9.65                0.0000          0.0000          -1.2771         
9.66                0.0000          0.0000          -1.2826         
9.67                0.0000          0.0000          -1.2883         
9.68                0.0000          0.0000          -1.2941         
9.69                0.0000          0.0000          -1.3000         
9.70                0.0000          0.0000          -1.3060         
9.71                0.0000          0.0000          -1.3121         
9.72                0.0000          0.0000          -1.3184         
9.73                0.0000          0.0000          -1.3248         
9.74                0.0000          0.0000          -1.3312         
9.75                0.0000          0.0000          -1.3378         
9.76                0.0000          0.0000          -1.3445         
9.77                0.0000          0.0000          -1.3513         
9.78                0.0000          0.0000          -1.3582         
9.79                0.0000          0.0000          -1.3651         
9.80                0.0000          0.0000          -1.3722         
9.81                0.0000          0.0000          -1.3794         
9.82                0.0000          0.0000          -1.3867         
9.83                0.0000          0.0000          -1.3941         
9.84                0.0000          0.0000          -1.4016         
9.85                0.0000          0.0000          -1.4092         
9.86                0.0000          0.0000          -1.4168         
9.87                0.0000          0.0000          -1.4246         
9.88                0.0000          0.0000          -1.4324         
9.89                0.0000          0.0000          -1.4403         
9.90                0.0000          0.0000          -1.4484         
9.91                0.0000          0.0000          -1.4565         
9.92                0.0000          0.0000          -1.4646         
9.93                0.0000          0.0000          -1.4729         
9.94                0.0000          0.0000          -1.4812         
9.95                0.0000          0.0000          -1.4896         
9.96                0.0000          0.0000          -1.4981         
9.97                0.0000          0.0000          -1.5067         
9.98                0.0000          0.0000          -1.5153         
9.99                0.0000          0.0000          -1.5240         
10.00               0.0000          0.0000          -1.5328         
10.01               0.0000          0.0000          -1.5416         
10.02               0.0000          0.0000          -1.5505         
10.03               0.0000          0.0000          -1.5595         
10.04               0.0000          0.0000          -1.5685         
10.05               0.0000          0.0000          -1.5776         
10.06               0.0000          0.0000          -1.5868         
10.07               0.0000          0.0000          -1.5960         
10.08               0.0000          0.0000          -1.6052         
10.09               0.0000          0.0000          -1.6145         
10.10               0.0000          0.0000          -1.6239         
10.11               0.0000          0.0000          -1.6333         
10.12               0.0000          0.0000          -1.6427         
10.13               0.0000          0.0000          -1.6522         
10.14               0.0000          0.0000          -1.6617         
10.15               0.0000          0.0000          -1.6713         
10.16               0.0000          0.0000          -1.6809         
10.17               0.0000          0.0000          -1.6906         
10.18               0.0000          0.0000          -1.7003         
10.19               0.0000          0.0000          -1.7100         
10.20               0.0000          0.0000          -1.7198         
10.21               0.0000          0.0000          -1.7296         
10.22               0.0000          0.0000          -1.7394         
10.23               0.0000          0.0000          -1.7492         
10.24               0.0000          0.0000          -1.7591         
10.25               0.0000          0.0000          -1.7690         
10.26               0.0000          0.0000          -1.7789         
10.27               0.0000          0.0000          -1.7888         
10.28               0.0000          0.0000          -1.7987         
10.29               0.0000          0.0000          -1.8087         
10.30               0.0000          0.0000          -1.8187         
10.31               0.0000          0.0000          -1.8287         
10.32               0.0000          0.0000          -1.8387         
10.33               0.0000          0.0000          -1.8487         
10.34               0.0000          0.0000          -1.8587         
10.35               0.0000          0.0000          -1.8687         
10.36               0.0000          0.0000          -1.8787         
10.37               0.0000          0.0000          -1.8887         
10.38               0.0000          0.0000          -1.8987         
10.39               0.0000          0.0000          -1.9087         
10.40               0.0000          0.0000          -1.9187         
10.41               0.0000          0.0000          -1.9287         
10.42               0.0000          0.0000          -1.9387         
10.43               0.0000          0.0000          -1.9487         
10.44               0.0000          0.0000          -1.9587         
10.45               0.0000          0.0000          -1.9686         
10.46               0.0000          0.0000          -1.9786         
10.47               0.0000          0.0000          -1.9885         
10.48               0.0000          0.0000          -1.9984         
10.49               0.0000          0.0000          -2.0083         
10.50               0.0000          0.0000          -2.0182         
10.51               0.0000          0.0000          -2.0280         
10.52               0.0000          0.0000          -2.0378         
10.53               0.0000          0.0000          -2.0476         
10.54               0.0000          0.0000          -2.0573         
10.55               0.0000          0.0000          -2.0671         
10.56               0.0000          0.0000          -2.0767         
10.57               0.0000          0.0000          -2.0864         
10.58               0.0000          0.0000          -2.0960         
10.59               0.0000          0.0000          -2.1056         
10.60               0.0000          0.0000          -2.1151         
10.61               0.0000          0.0000          -2.1246         
10.62               0.0000          0.0000          -2.1341         
10.63               0.0000          0.0000          -2.1435         
10.64               0.0000          0.0000          -2.1529         
10.65               0.0000          0.0000          -2.1622         
10.66               0.0000          0.0000          -2.1714         
10.67               0.0000          0.0000          -2.1807         
10.68               0.0000          0.0000          -2.1898         
10.69               0.0000          0.0000          -2.1989         
10.70               0.0000          0.0000          -2.2080         
10.71               0.0000          0.0000          -2.2170         
10.72               0.0000          0.0000          -2.2259         
10.73               0.0000          0.0000          -2.2348         
10.74               0.0000          0.0000          -2.2436         
10.75               0.0000          0.0000          -2.2523         
10.76               0.0000          0.0000          -2.2610         
10.77               0.0000          0.0000          -2.2697         
10.78               0.0000          0.0000          -2.2782         
10.79               0.0000          0.0000          -2.2867         
10.80               0.0000          0.0000          -2.2951         
10.81               0.0000          0.0000          -2.3034         
10.82               0.0000          0.0000          -2.3117         
10.83               0.0000          0.0000          -2.3199         
10.84               0.0000          0.0000          -2.3280         
10.85               0.0000          0.0000          -2.3361         
10.86               0.0000          0.0000          -2.3440         
10.87               0.0000          0.0000          -2.3519         
10.88               0.0000          0.0000          -2.3597         
10.89               0.0000          0.0000          -2.3674         
10.90               0.0000          0.0000          -2.3751         
10.91               0.0000          0.0000          -2.3826         
10.92               0.0000          0.0000          -2.3901         
10.93               0.0000          0.0000          -2.3975         
10.94               0.0000          0.0000          -2.4048         
10.95               0.0000          0.0000          -2.4120         
10.96               0.0000          0.0000          -2.4191         
10.97               0.0000          0.0000          -2.4261         
10.98               0.0000          0.0000          -2.4330         
10.99               0.0000          0.0000          -2.4399         
11.00               0.0000          0.0000          -2.4466         
11.01               0.0000          0.0000          -2.4532         
11.02               0.0000          0.0000          -2.4598         
11.03               0.0000          0.0000          -2.4662         
11.04               0.0000          0.0000          -2.4726         
11.05               0.0000          0.0000          -2.4788         
11.06               0.0000          0.0000          -2.4850         
11.07               0.0000          0.0000          -2.4910         
11.08               0.0000          0.0000          -2.4970         
11.09               0.0000          0.0000          -2.5028         
11.10               0.0000          0.0000          -2.5086         
11.11               0.0000          0.0000          -2.5142         
11.12               0.0000          0.0000          -2.5197         
11.13               0.0000          0.0000          -2.5252         
11.14               0.0000          0.0000          -2.5305         
11.15               0.0000          0.0000          -2.5357         
11.16               0.0000          0.0000          -2.5408         
11.17               0.0000          0.0000          -2.5458         
11.18               0.0000          0.0000          -2.5506         
11.19               0.0000          0.0000          -2.5554         
11.20               0.0000          0.0000          -2.5601         
11.21               0.0000          0.0000          -2.5646         
11.22               0.0000          0.0000          -2.5691         
11.23               0.0000          0.0000          -2.5734         
11.24               0.0000          0.0000          -2.5776         
11.25               0.0000          0.0000          -2.5817         
11.26               0.0000          0.0000          -2.5857         
11.27               0.0000          0.0000          -2.5895         
11.28               0.0000          0.0000          -2.5933         
11.29               0.0000          0.0000          -2.5969         
11.30               0.0000          0.0000          -2.6004         
11.31               0.0000          0.0000          -2.6038         
11.32               0.0000          0.0000          -2.6071         
11.33               0.0000          0.0000          -2.6103         
11.34               0.0000          0.0000          -2.6133         
11.35               0.0000          0.0000          -2.6162         
11.36               0.0000          0.0000          -2.6190         
11.37               0.0000          0.0000          -2.6217         
11.38               0.0000          0.0000          -2.6243         
11.39               0.0000          0.0000          -2.6268         
11.40               0.0000          0.0000          -2.6291         
11.41               0.0000          0.0000          -2.6313         
11.42               0.0000          0.0000          -2.6334         
11.43               0.0000          0.0000          -2.6354         
11.44               0.0000          0.0000          -2.6372         
11.45               0.0000          0.0000          -2.6390         
11.46               0.0000          0.0000          -2.6406         
11.47               0.0000          0.0000          -2.6421         
11.48               0.0000          0.0000          -2.6435         
11.49               0.0000          0.0000          -2.6447         
11.50               0.0000          0.0000          -2.6459         
11.51               0.0000          0.0000          -2.6469         
11.52               0.0000          0.0000          -2.6478         
11.53               0.0000          0.0000          -2.6486         
11.54               0.0000          0.0000          -2.6492         
11.55               0.0000          0.0000          -2.6498         
11.56               0.0000          0.0000          -2.6502         
11.57               0.0000          0.0000          -2.6505         
11.58               0.0000          0.0000          -2.6507         
11.59               0.0000          0.0000          -2.6507         
11.60               0.0000          0.0000          -2.6507         
11.61               0.0000          0.0000          -2.6505         
11.62               0.0000          0.0000          -2.6502         
11.63               0.0000          0.0000          -2.6498         
11.64               0.0000          0.0000          -2.6493         
11.65               0.0000          0.0000          -2.6486         
11.66               0.0000          0.0000          -2.6479         
11.67               0.0000          0.0000          -2.6470         
11.68               0.0000          0.0000          -2.6460         
11.69               0.0000          0.0000          -2.6449         
11.70               0.0000          0.0000          -2.6437         
11.71               0.0000          0.0000          -2.6423         
11.72               0.0000          0.0000          -2.6409         
11.73               0.0000          0.0000          -2.6393         
11.74               0.0000          0.0000          -2.6376         
11.75               0.0000          0.0000          -2.6359         
11.76               0.0000          0.0000          -2.6340         
11.77               0.0000          0.0000          -2.6319         
11.78               0.0000          0.0000          -2.6298         
11.79               0.0000          0.0000          -2.6276         
11.80               0.0000          0.0000          -2.6253         
11.81               0.0000          0.0000          -2.6228         
11.82               0.0000          0.0000          -2.6202         
11.83               0.0000          0.0000          -2.6176         
11.84               0.0000          0.0000          -2.6148         
11.85               0.0000          0.0000          -2.6119         
11.86               0.0000          0.0000          -2.6090         
11.87               0.0000          0.0000          -2.6059         
11.88               0.0000          0.0000          -2.6027         
11.89               0.0000          0.0000          -2.5994         
11.90               0.0000          0.0000          -2.5960         
11.91               0.0000          0.0000          -2.5925         
11.92               0.0000          0.0000          -2.5889         
11.93               0.0000          0.0000          -2.5852         
11.94               0.0000          0.0000          -2.5814         
11.95               0.0000          0.0000          -2.5775         
11.96               0.0000          0.0000          -2.5735         
11.97               0.0000          0.0000          -2.5695         
11.98               0.0000          0.0000          -2.5653         
11.99               0.0000          0.0000          -2.5610         
12.00               0.0000          0.0000          -2.5567         
12.01               0.0000          0.0000          -2.5522         
12.02               0.0000          0.0000          -2.5477         
12.03               0.0000          0.0000          -2.5430         
12.04               0.0000          0.0000          -2.5383         
12.05               0.0000          0.0000          -2.5335         
12.06               0.0000          0.0000          -2.5286         
12.07               0.0000          0.0000          -2.5236         
12.08               0.0000          0.0000          -2.5185         
12.09               0.0000          0.0000          -2.5134         
12.10               0.0000          0.0000          -2.5081         
12.11               0.0000          0.0000          -2.5028         
12.12               0.0000          0.0000          -2.4974         
12.13               0.0000          0.0000          -2.4920         
12.14               0.0000          0.0000          -2.4864         
12.15               0.0000          0.0000          -2.4808         
12.16               0.0000          0.0000          -2.4751         
12.17               0.0000          0.0000          -2.4693         
12.18               0.0000          0.0000          -2.4635         
12.19               0.0000          0.0000          -2.4575         
12.20               0.0000          0.0000          -2.4516         
12.21               0.0000          0.0000          -2.4455         
12.22               0.0000          0.0000          -2.4394         
12.23               0.0000          0.0000          -2.4332         
12.24               0.0000          0.0000          -2.4269         
12.25               0.0000          0.0000          -2.4206         
12.26               0.0000          0.0000          -2.4142         
12.27               0.0000          0.0000          -2.4078         
12.28               0.0000          0.0000          -2.4013         
12.29               0.0000          0.0000          -2.3947         
12.30               0.0000          0.0000          -2.3881         
12.31               0.0000          0.0000          -2.3814         
12.32               0.0000          0.0000          -2.3746         
12.33               0.0000          0.0000          -2.3679         
12.34               0.0000          0.0000          -2.3610         
12.35               0.0000          0.0000          -2.3541         
12.36               0.0000          0.0000          -2.3472         
12.37               0.0000          0.0000          -2.3402         
12.38               0.0000          0.0000          -2.3332         
12.39               0.0000          0.0000          -2.3261         
12.40               0.0000          0.0000          -2.3190         
12.41               0.0000          0.0000          -2.3118         
12.42               0.0000          0.0000          -2.3046         
12.43               0.0000          0.0000          -2.2973         
12.44               0.0000          0.0000          -2.2901         
12.45               0.0000          0.0000          -2.2827         
12.46               0.0000          0.0000          -2.2754         
12.47               0.0000          0.0000          -2.2680         
12.48               0.0000          0.0000          -2.2606         
12.49               0.0000          0.0000          -2.2531         
12.50               0.0000          0.0000          -2.2456         
12.51               0.0000          0.0000          -2.2381         
12.52               0.0000          0.0000          -2.2306         
12.53               0.0000          0.0000          -2.2230         
12.54               0.0000          0.0000          -2.2154         
12.55               0.0000          0.0000          -2.2078         
12.56               0.0000          0.0000          -2.2002         
12.57               0.0000          0.0000          -2.1925         
12.58               0.0000          0.0000          -2.1848         
12.59               0.0000          0.0000          -2.1771         
12.60               0.0000          0.0000          -2.1694         
12.61               0.0000          0.0000          -2.1617         
12.62               0.0000          0.0000          -2.1540         
12.63               0.0000          0.0000          -2.1462         
12.64               0.0000          0.0000          -2.1385         
12.65               0.0000          0.0000          -2.1307         
12.66               0.0000          0.0000          -2.1230         
12.67               0.0000          0.0000          -2.1152         
12.68               0.0000          0.0000          -2.1074         
12.69               0.0000          0.0000          -2.0996         
12.70               0.0000          0.0000          -2.0919         
12.71               0.0000          0.0000          -2.0841         
12.72               0.0000          0.0000          -2.0763         
12.73               0.0000          0.0000          -2.0685         
12.74               0.0000          0.0000          -2.0608         
12.75               0.0000          0.0000          -2.0530         
12.76               0.0000          0.0000          -2.0452         
12.77               0.0000          0.0000          -2.0375         
12.78               0.0000          0.0000          -2.0297         
12.79               0.0000          0.0000          -2.0220         
12.80               0.0000          0.0000          -2.0143         
12.81               0.0000          0.0000          -2.0066         
12.82               0.0000          0.0000          -1.9989         
12.83               0.0000          0.0000          -1.9912         
12.84               0.0000          0.0000          -1.9836         
12.85               0.0000          0.0000          -1.9760         
12.86               0.0000          0.0000          -1.9684         
12.87               0.0000          0.0000          -1.9608         
12.88               0.0000          0.0000          -1.9532         
12.89               0.0000          0.0000          -1.9457         
12.90               0.0000          0.0000          -1.9382         
12.91               0.0000          0.0000          -1.9307         
12.92               0.0000          0.0000          -1.9232         
12.93               0.0000          0.0000          -1.9158         
12.94               0.0000          0.0000          -1.9084         
12.95               0.0000          0.0000          -1.9011         
12.96               0.0000          0.0000          -1.8937         
12.97               0.0000          0.0000          -1.8864         
12.98               0.0000          0.0000          -1.8792         
12.99               0.0000          0.0000          -1.8720         
13.00               0.0000          0.0000          -1.8648         
13.01               0.0000          0.0000          -1.8577         
13.02               0.0000          0.0000          -1.8506         
13.03               0.0000          0.0000          -1.8435         
13.04               0.0000          0.0000          -1.8365         
13.05               0.0000          0.0000          -1.8295         
13.06               0.0000          0.0000          -1.8226         
13.07               0.0000          0.0000          -1.8158         
13.08               0.0000          0.0000          -1.8089         
13.09               0.0000          0.0000          -1.8022         
13.10               0.0000          0.0000          -1.7954         
13.11               0.0000          0.0000          -1.7888         
13.12               0.0000          0.0000          -1.7822         
13.13               0.0000          0.0000          -1.7756         
13.14               0.0000          0.0000          -1.7691         
13.15               0.0000          0.0000          -1.7626         
13.16               0.0000          0.0000          -1.7562         
13.17               0.0000          0.0000          -1.7499         
13.18               0.0000          0.0000          -1.7436         
13.19               0.0000          0.0000          -1.7374         
13.20               0.0000          0.0000          -1.7313         
13.21               0.0000          0.0000          -1.7252         
13.22               0.0000          0.0000          -1.7192         
13.23               0.0000          0.0000          -1.7132         
13.24               0.0000          0.0000          -1.7073         
13.25               0.0000          0.0000          -1.7015         
13.26               0.0000          0.0000          -1.6957         
13.27               0.0000          0.0000          -1.6900         
13.28               0.0000          0.0000          -1.6844         
13.29               0.0000          0.0000          -1.6788         
13.30               0.0000          0.0000          -1.6733         
13.31               0.0000          0.0000          -1.6679         
13.32               0.0000          0.0000          -1.6626         
13.33               0.0000          0.0000          -1.6573         
13.34               0.0000          0.0000          -1.6521         
13.35               0.0000          0.0000          -1.6470         
13.36               0.0000          0.0000          -1.6419         
13.37               0.0000          0.0000          -1.6370         
13.38               0.0000          0.0000          -1.6321         
13.39               0.0000          0.0000          -1.6273         
13.40               0.0000          0.0000          -1.6225         
13.41               0.0000          0.0000          -1.6179         
13.42               0.0000          0.0000          -1.6133         
13.43               0.0000          0.0000          -1.6088         
13.44               0.0000          0.0000          -1.6044         
13.45               0.0000          0.0000          -1.6000         
13.46               0.0000          0.0000          -1.5958         
13.47               0.0000          0.0000          -1.5916         
13.48               0.0000          0.0000          -1.5875         
13.49               0.0000          0.0000          -1.5835         
13.50               0.0000          0.0000          -1.5796         
13.51               0.0000          0.0000          -1.5758         
13.52               0.0000          0.0000          -1.5720         
13.53               0.0000          0.0000          -1.5684         
13.54               0.0000          0.0000          -1.5648         
13.55               0.0000          0.0000          -1.5613         
13.56               0.0000          0.0000          -1.5579         
13.57               0.0000          0.0000          -1.5546         
13.58               0.0000          0.0000          -1.5514         
13.59               0.0000          0.0000          -1.5483         
13.60               0.0000          0.0000          -1.5452         
13.61               0.0000          0.0000          -1.5423         
13.62               0.0000          0.0000          -1.5394         
13.63               0.0000          0.0000          -1.5366         
13.64               0.0000          0.0000          -1.5339         
13.65               0.0000          0.0000          -1.5314         
13.66               0.0000          0.0000          -1.5288         
13.67               0.0000          0.0000          -1.5264         
13.68               0.0000          0.0000          -1.5241         
13.69               0.0000          0.0000          -1.5219         
13.70               0.0000          0.0000          -1.5198         
13.71               0.0000          0.0000          -1.5177         
13.72               0.0000          0.0000          -1.5158         
13.73               0.0000          0.0000          -1.5139         
13.74               0.0000          0.0000          -1.5121         
13.75               0.0000          0.0000          -1.5105         
13.76               0.0000          0.0000          -1.5089         
13.77               0.0000          0.0000          -1.5074         
13.78               0.0000          0.0000          -1.5060         
13.79               0.0000          0.0000          -1.5047         
13.80               0.0000          0.0000          -1.5035         
13.81               0.0000          0.0000          -1.5024         
13.82               0.0000          0.0000          -1.5014         
13.83               0.0000          0.0000          -1.5004         
13.84               0.0000          0.0000          -1.4996         
13.85               0.0000          0.0000          -1.4989         
13.86               0.0000          0.0000          -1.4982         
13.87               0.0000          0.0000          -1.4977         
13.88               0.0000          0.0000          -1.4972         
13.89               0.0000          0.0000          -1.4968         
13.90               0.0000          0.0000          -1.4966         
13.91               0.0000          0.0000          -1.4964         
13.92               0.0000          0.0000          -1.4963         
13.93               0.0000          0.0000          -1.4963         
13.94               0.0000          0.0000          -1.4964         
13.95               0.0000          0.0000          -1.4965         
13.96               0.0000          0.0000          -1.4968         
13.97               0.0000          0.0000          -1.4972         
13.98               0.0000          0.0000          -1.4976         
13.99               0.0000          0.0000          -1.4982         
14.00               0.0000          0.0000          -1.4988         
14.01               0.0000          0.0000          -1.4996         
14.02               0.0000          0.0000          -1.5004         
14.03               0.0000          0.0000          -1.5013         
14.04               0.0000          0.0000          -1.5023         
14.05               0.0000          0.0000          -1.5034         
14.06               0.0000          0.0000          -1.5045         
14.07               0.0000          0.0000          -1.5058         
14.08               0.0000          0.0000          -1.5071         
14.09               0.0000          0.0000          -1.5086         
14.10               0.0000          0.0000          -1.5101         
14.11               0.0000          0.0000          -1.5117         
14.12               0.0000          0.0000          -1.5134         
14.13               0.0000          0.0000          -1.5152         
14.14               0.0000          0.0000          -1.5170         
14.15               0.0000          0.0000          -1.5190         
14.16               0.0000          0.0000          -1.5210         
14.17               0.0000          0.0000          -1.5231         
14.18               0.0000          0.0000          -1.5253         
14.19               0.0000          0.0000          -1.5276         
14.20               0.0000          0.0000          -1.5300         
14.21               0.0000          0.0000          -1.5324         
14.22               0.0000          0.0000          -1.5349         
14.23               0.0000          0.0000          -1.5375         
14.24               0.0000          0.0000          -1.5402         
14.25               0.0000          0.0000          -1.5429         
14.26               0.0000          0.0000          -1.5458         
14.27               0.0000          0.0000          -1.5487         
14.28               0.0000          0.0000          -1.5517         
14.29               0.0000          0.0000          -1.5547         
14.30               0.0000          0.0000          -1.5579         
14.31               0.0000          0.0000          -1.5611         
14.32               0.0000          0.0000          -1.5644         
14.33               0.0000          0.0000          -1.5677         
14.34               0.0000          0.0000          -1.5711         
14.35               0.0000          0.0000          -1.5746         
14.36               0.0000          0.0000          -1.5782         
14.37               0.0000          0.0000          -1.5818         
14.38               0.0000          0.0000          -1.5855         
14.39               0.0000          0.0000          -1.5893         
14.40               0.0000          0.0000          -1.5932         
14.41               0.0000          0.0000          -1.5971         
14.42               0.0000          0.0000          -1.6010         
14.43               0.0000          0.0000          -1.6051         
14.44               0.0000          0.0000          -1.6092         
14.45               0.0000          0.0000          -1.6133         
14.46               0.0000          0.0000          -1.6175         
14.47               0.0000          0.0000          -1.6218         
14.48               0.0000          0.0000          -1.6262         
14.49               0.0000          0.0000          -1.6306         
14.50               0.0000          0.0000          -1.6350         
14.51               0.0000          0.0000          -1.6395         
14.52               0.0000          0.0000          -1.6441         
14.53               0.0000          0.0000          -1.6487         
14.54               0.0000          0.0000          -1.6534         
14.55               0.0000          0.0000          -1.6582         
14.56               0.0000          0.0000          -1.6629         
14.57               0.0000          0.0000          -1.6678         
14.58               0.0000          0.0000          -1.6727         
14.59               0.0000          0.0000          -1.6776         
14.60               0.0000          0.0000          -1.6826         
14.61               0.0000          0.0000          -1.6876         
14.62               0.0000          0.0000          -1.6927         
14.63               0.0000          0.0000          -1.6978         
14.64               0.0000          0.0000          -1.7030         
14.65               0.0000          0.0000          -1.7082         
14.66               0.0000          0.0000          -1.7135         
14.67               0.0000          0.0000          -1.7188         
14.68               0.0000          0.0000          -1.7241         
14.69               0.0000          0.0000          -1.7295         
14.70               0.0000          0.0000          -1.7349         
14.71               0.0000          0.0000          -1.7403         
14.72               0.0000          0.0000          -1.7458         
14.73               0.0000          0.0000          -1.7513         
14.74               0.0000          0.0000          -1.7569         
14.75               0.0000          0.0000          -1.7625         
14.76               0.0000          0.0000          -1.7681         
14.77               0.0000          0.0000          -1.7737         
14.78               0.0000          0.0000          -1.7794         
14.79               0.0000          0.0000          -1.7851         
14.80               0.0000          0.0000          -1.7908         
14.81               0.0000          0.0000          -1.7966         
14.82               0.0000          0.0000          -1.8024         
14.83               0.0000          0.0000          -1.8082         
14.84               0.0000          0.0000          -1.8140         
14.85               0.0000          0.0000          -1.8198         
14.86               0.0000          0.0000          -1.8257         
14.87               0.0000          0.0000          -1.8316         
14.88               0.0000          0.0000          -1.8375         
14.89               0.0000          0.0000          -1.8434         
14.90               0.0000          0.0000          -1.8494         
14.91               0.0000          0.0000          -1.8553         
14.92               0.0000          0.0000          -1.8613         
14.93               0.0000          0.0000          -1.8673         
14.94               0.0000          0.0000          -1.8732         
14.95               0.0000          0.0000          -1.8792         
14.96               0.0000          0.0000          -1.8853         
14.97               0.0000          0.0000          -1.8913         
14.98               0.0000          0.0000          -1.8973         
14.99               0.0000          0.0000          -1.9033         
15.00               0.0000          0.0000          -1.9094         
15.01               0.0000          0.0000          -1.9154         
15.02               0.0000          0.0000          -1.9214         
15.03               0.0000          0.0000          -1.9275         
15.04               0.0000          0.0000          -1.9335         
15.05               0.0000          0.0000          -1.9396         
15.06               0.0000          0.0000          -1.9456         
15.07               0.0000          0.0000          -1.9517         
15.08               0.0000          0.0000          -1.9577         
15.09               0.0000          0.0000          -1.9637         
15.10               0.0000          0.0000          -1.9697         
15.11               0.0000          0.0000          -1.9758         
15.12               0.0000          0.0000          -1.9818         
15.13               0.0000          0.0000          -1.9878         
15.14               0.0000          0.0000          -1.9937         
15.15               0.0000          0.0000          -1.9997         
15.16               0.0000          0.0000          -2.0057         
15.17               0.0000          0.0000          -2.0116         
15.18               0.0000          0.0000          -2.0176         
15.19               0.0000          0.0000          -2.0235         
15.20               0.0000          0.0000          -2.0294         
15.21               0.0000          0.0000          -2.0353         
15.22               0.0000          0.0000          -2.0411         
15.23               0.0000          0.0000          -2.0470         
15.24               0.0000          0.0000          -2.0528         
15.25               0.0000          0.0000          -2.0586         
15.26               0.0000          0.0000          -2.0644         
15.27               0.0000          0.0000          -2.0701         
15.28               0.0000          0.0000          -2.0759         
15.29               0.0000          0.0000          -2.0816         
15.30               0.0000          0.0000          -2.0872         
15.31               0.0000          0.0000          -2.0929         
15.32               0.0000          0.0000          -2.0985         
15.33               0.0000          0.0000          -2.1041         
15.34               0.0000          0.0000          -2.1097         
15.35               0.0000          0.0000          -2.1152         
15.36               0.0000          0.0000          -2.1207         
15.37               0.0000          0.0000          -2.1261         
15.38               0.0000          0.0000          -2.1316         
15.39               0.0000          0.0000          -2.1369         
15.40               0.0000          0.0000          -2.1423         
15.41               0.0000          0.0000          -2.1476         
15.42               0.0000          0.0000          -2.1529         
15.43               0.0000          0.0000          -2.1581         
15.44               0.0000          0.0000          -2.1633         
15.45               0.0000          0.0000          -2.1685         
15.46               0.0000          0.0000          -2.1736         
15.47               0.0000          0.0000          -2.1787         
15.48               0.0000          0.0000          -2.1837         
15.49               0.0000          0.0000          -2.1887         
15.50               0.0000          0.0000          -2.1936         
15.51               0.0000          0.0000          -2.1985         
15.52               0.0000          0.0000          -2.2034         
15.53               0.0000          0.0000          -2.2082         
15.54               0.0000          0.0000          -2.2129         
15.55               0.0000          0.0000          -2.2176         
15.56               0.0000          0.0000          -2.2223         
15.57               0.0000          0.0000          -2.2269         
15.58               0.0000          0.0000          -2.2315         
15.59               0.0000          0.0000          -2.2360         
15.60               0.0000          0.0000          -2.2404         
15.61               0.0000          0.0000          -2.2448         
15.62               0.0000          0.0000          -2.2492         
15.63               0.0000          0.0000          -2.2534         
15.64               0.0000          0.0000          -2.2577         
15.65               0.0000          0.0000          -2.2619         
15.66               0.0000          0.0000          -2.2660         
15.67               0.0000          0.0000          -2.2700         
15.68               0.0000          0.0000          -2.2740         
15.69               0.0000          0.0000          -2.2780         
15.70               0.0000          0.0000          -2.2819         
15.71               0.0000          0.0000          -2.2857         
15.72               0.0000          0.0000          -2.2895         
15.73               0.0000          0.0000          -2.2932         
15.74               0.0000          0.0000          -2.2968         
15.75               0.0000          0.0000          -2.3004         
15.76               0.0000          0.0000          -2.3039         
15.77               0.0000          0.0000          -2.3074         
15.78               0.0000          0.0000          -2.3108         
15.79               0.0000          0.0000          -2.3141         
15.80               0.0000          0.0000          -2.3174         
15.81               0.0000          0.0000          -2.3206         
15.82               0.0000          0.0000          -2.3237         
15.83               0.0000          0.0000          -2.3268         
15.84               0.0000          0.0000          -2.3298         
15.85               0.0000          0.0000          -2.3328         
15.86               0.0000          0.0000          -2.3356         
15.87               0.0000          0.0000          -2.3384         
15.88               0.0000          0.0000          -2.3412         
15.89               0.0000          0.0000          -2.3439         
15.90               0.0000          0.0000          -2.3465         
15.91               0.0000          0.0000          -2.3490         
15.92               0.0000          0.0000          -2.3515         
15.93               0.0000          0.0000          -2.3539         
15.94               0.0000          0.0000          -2.3562         
15.95               0.0000          0.0000          -2.3584         
15.96               0.0000          0.0000          -2.3606         
15.97               0.0000          0.0000          -2.3627         
15.98               0.0000          0.0000          -2.3648         
15.99               0.0000          0.0000          -2.3668         
16.00               0.0000          0.0000          -2.3687         
16.01               0.0000          0.0000          -2.3705         
