Time (s)	Body 1 Heave (m)	Body 2 Heave (m)
54.89	-0.718238337	-21.30515607
54.9	-0.718238623	-21.30511604
54.91	-0.718238913	-21.305076
54.92	-0.718239209	-21.30503598
54.93	-0.718239509	-21.30499596
54.94	-0.718239814	-21.30495595
54.95	-0.718240124	-21.30491595
54.96	-0.718240438	-21.30487595
54.97	-0.718240758	-21.30483596
54.98	-0.718241082	-21.30479598
54.99	-0.71824141	-21.304756
55	-0.718241744	-21.30471604
55.01	-0.718242082	-21.30467608
55.02	-0.718242426	-21.30463613
55.03	-0.718242773	-21.30459619
55.04	-0.718243126	-21.30455625
55.05	-0.718243483	-21.30451633
55.06	-0.718243845	-21.30447641
55.07	-0.718244212	-21.3044365
55.08	-0.718244584	-21.3043966
55.09	-0.71824496	-21.30435671
55.1	-0.718245341	-21.30431682
55.11	-0.718245727	-21.30427695
55.12	-0.718246118	-21.30423708
55.13	-0.718246513	-21.30419723
55.14	-0.718246913	-21.30415738
55.15	-0.718247317	-21.30411754
55.16	-0.718247727	-21.30407771
55.17	-0.718248141	-21.30403789
55.18	-0.718248559	-21.30399809
55.19	-0.718248983	-21.30395829
55.2	-0.718249411	-21.3039185
55.21	-0.718249844	-21.30387872
55.22	-0.718250281	-21.30383895
55.23	-0.718250723	-21.30379919
55.24	-0.71825117	-21.30375944
55.25	-0.718251621	-21.3037197
55.26	-0.718252078	-21.30367997
55.27	-0.718252538	-21.30364025
55.28	-0.718253004	-21.30360055
55.29	-0.718253474	-21.30356085
55.3	-0.718253948	-21.30352117
55.31	-0.718254427	-21.30348149
55.32	-0.718254911	-21.30344183
55.33	-0.7182554	-21.30340218
55.34	-0.718255893	-21.30336254
55.35	-0.71825639	-21.30332291
55.36	-0.718256892	-21.30328329
55.37	-0.718257399	-21.30324368
55.38	-0.71825791	-21.30320409
55.39	-0.718258426	-21.30316451
55.4	-0.718258946	-21.30312493
55.41	-0.718259471	-21.30308538
55.42	-0.718260001	-21.30304583
55.43	-0.718260535	-21.3030063
55.44	-0.718261073	-21.30296677
55.45	-0.718261616	-21.30292726
55.46	-0.718262163	-21.30288777
55.47	-0.718262715	-21.30284828
55.48	-0.718263272	-21.30280881
55.49	-0.718263832	-21.30276935
55.5	-0.718264398	-21.30272991
55.51	-0.718264967	-21.30269047
55.52	-0.718265542	-21.30265105
55.53	-0.71826612	-21.30261165
55.54	-0.718266703	-21.30257225
55.55	-0.718267291	-21.30253287
55.56	-0.718267883	-21.30249351
55.57	-0.718268479	-21.30245415
55.58	-0.718269079	-21.30241481
55.59	-0.718269684	-21.30237549
55.6	-0.718270294	-21.30233618
55.61	-0.718270908	-21.30229688
55.62	-0.718271526	-21.3022576
55.63	-0.718272148	-21.30221833
55.64	-0.718272775	-21.30217907
55.65	-0.718273406	-21.30213983
55.66	-0.718274042	-21.30210061
55.67	-0.718274681	-21.3020614
55.68	-0.718275326	-21.3020222
55.69	-0.718275974	-21.30198302
55.7	-0.718276627	-21.30194385
55.71	-0.718277284	-21.3019047
55.72	-0.718277945	-21.30186556
55.73	-0.718278611	-21.30182644
55.74	-0.71827928	-21.30178734
55.75	-0.718279955	-21.30174824
55.76	-0.718280633	-21.30170917
55.77	-0.718281316	-21.30167011
55.78	-0.718282003	-21.30163107
55.79	-0.718282694	-21.30159204
55.8	-0.718283389	-21.30155302
55.81	-0.718284089	-21.30151403
55.82	-0.718284793	-21.30147505
55.83	-0.718285501	-21.30143608
55.84	-0.718286213	-21.30139713
55.85	-0.71828693	-21.3013582
55.86	-0.71828765	-21.30131929
55.87	-0.718288375	-21.30128039
55.88	-0.718289104	-21.30124151
55.89	-0.718289838	-21.30120264
55.9	-0.718290575	-21.30116379
55.91	-0.718291317	-21.30112496
55.92	-0.718292063	-21.30108614
55.93	-0.718292813	-21.30104735
55.94	-0.718293567	-21.30100857
55.95	-0.718294326	-21.3009698
55.96	-0.718295088	-21.30093106
55.97	-0.718295855	-21.30089233
55.98	-0.718296626	-21.30085362
55.99	-0.718297401	-21.30081492
56	-0.718298181	-21.30077625
56.01	-0.718298964	-21.30073759
56.02	-0.718299752	-21.30069895
56.03	-0.718300543	-21.30066033
56.04	-0.718301339	-21.30062172
56.05	-0.718302139	-21.30058314
56.06	-0.718302943	-21.30054457
56.07	-0.718303752	-21.30050602
56.08	-0.718304564	-21.30046749
56.09	-0.71830538	-21.30042898
56.1	-0.718306201	-21.30039048
56.11	-0.718307026	-21.30035201
56.12	-0.718307855	-21.30031355
56.13	-0.718308687	-21.30027511
56.14	-0.718309524	-21.3002367
56.15	-0.718310366	-21.3001983
56.16	-0.718311211	-21.30015992
56.17	-0.71831206	-21.30012155
56.18	-0.718312914	-21.30008321
56.19	-0.718313771	-21.30004489
56.2	-0.718314633	-21.30000659
56.21	-0.718315498	-21.29996831
56.22	-0.718316368	-21.29993004
56.23	-0.718317241	-21.2998918
56.24	-0.718318119	-21.29985358
56.25	-0.718319001	-21.29981537
56.26	-0.718319887	-21.29977719
56.27	-0.718320777	-21.29973902
56.28	-0.718321671	-21.29970088
56.29	-0.718322568	-21.29966276
56.3	-0.71832347	-21.29962466
56.31	-0.718324376	-21.29958657
56.32	-0.718325286	-21.29954851
56.33	-0.7183262	-21.29951047
56.34	-0.718327118	-21.29947245
56.35	-0.71832804	-21.29943445
56.36	-0.718328965	-21.29939647
56.37	-0.718329895	-21.29935852
56.38	-0.718330829	-21.29932058
56.39	-0.718331767	-21.29928266
56.4	-0.718332708	-21.29924477
56.41	-0.718333654	-21.2992069
56.42	-0.718334603	-21.29916905
56.43	-0.718335556	-21.29913122
56.44	-0.718336513	-21.29909341
56.45	-0.718337474	-21.29905562
56.46	-0.718338439	-21.29901786
56.47	-0.718339408	-21.29898011
56.48	-0.718340381	-21.29894239
56.49	-0.718341357	-21.29890469
56.5	-0.718342337	-21.29886702
56.51	-0.718343321	-21.29882936
56.52	-0.718344309	-21.29879173
56.53	-0.718345301	-21.29875412
56.54	-0.718346296	-21.29871653
56.55	-0.718347296	-21.29867897
56.56	-0.718348299	-21.29864142
56.57	-0.718349305	-21.2986039
56.58	-0.718350316	-21.29856641
56.59	-0.71835133	-21.29852893
56.6	-0.718352348	-21.29849148
56.61	-0.718353369	-21.29845405
56.62	-0.718354395	-21.29841665
56.63	-0.718355424	-21.29837926
56.64	-0.718356456	-21.2983419
56.65	-0.718357492	-21.29830457
56.66	-0.718358532	-21.29826726
56.67	-0.718359576	-21.29822997
56.68	-0.718360623	-21.2981927
56.69	-0.718361673	-21.29815546
56.7	-0.718362728	-21.29811824
56.71	-0.718363785	-21.29808105
56.72	-0.718364847	-21.29804388
56.73	-0.718365912	-21.29800673
56.74	-0.71836698	-21.29796961
56.75	-0.718368052	-21.29793251
56.76	-0.718369128	-21.29789544
56.77	-0.718370207	-21.29785839
56.78	-0.718371289	-21.29782136
56.79	-0.718372375	-21.29778436
56.8	-0.718373464	-21.29774738
56.81	-0.718374557	-21.29771043
56.82	-0.718375653	-21.2976735
56.83	-0.718376753	-21.2976366
56.84	-0.718377856	-21.29759972
56.85	-0.718378963	-21.29756287
56.86	-0.718380073	-21.29752604
56.87	-0.718381186	-21.29748924
56.88	-0.718382302	-21.29745246
56.89	-0.718383422	-21.29741571
56.9	-0.718384546	-21.29737898
56.91	-0.718385672	-21.29734228
56.92	-0.718386802	-21.2973056
56.93	-0.718387936	-21.29726895
56.94	-0.718389072	-21.29723233
56.95	-0.718390212	-21.29719573
56.96	-0.718391355	-21.29715915
56.97	-0.718392501	-21.2971226
56.98	-0.718393651	-21.29708608
56.99	-0.718394804	-21.29704958
57	-0.71839596	-21.29701311
57.01	-0.718397119	-21.29697667
57.02	-0.718398282	-21.29694025
57.03	-0.718399448	-21.29690386
57.04	-0.718400617	-21.29686749
57.05	-0.718401789	-21.29683115
57.06	-0.718402964	-21.29679484
57.07	-0.718404143	-21.29675855
57.08	-0.718405325	-21.29672229
57.09	-0.718406509	-21.29668606
57.1	-0.718407697	-21.29664985
57.11	-0.718408889	-21.29661367
57.12	-0.718410083	-21.29657752
57.13	-0.71841128	-21.2965414
57.14	-0.718412481	-21.2965053
57.15	-0.718413685	-21.29646923
57.16	-0.718414891	-21.29643318
57.17	-0.718416101	-21.29639716
57.18	-0.718417314	-21.29636117
57.19	-0.71841853	-21.29632521
57.2	-0.718419749	-21.29628928
57.21	-0.718420971	-21.29625337
57.22	-0.718422197	-21.29621749
57.23	-0.718423425	-21.29618164
57.24	-0.718424656	-21.29614581
57.25	-0.718425891	-21.29611002
57.26	-0.718427128	-21.29607425
57.27	-0.718428369	-21.29603851
57.28	-0.718429612	-21.29600279
57.29	-0.718430859	-21.29596711
57.3	-0.718432108	-21.29593145
57.31	-0.71843336	-21.29589582
57.32	-0.718434616	-21.29586022
57.33	-0.718435874	-21.29582465
57.34	-0.718437136	-21.29578911
57.35	-0.7184384	-21.2957536
57.36	-0.718439668	-21.29571811
57.37	-0.718440938	-21.29568265
57.38	-0.718442211	-21.29564722
57.39	-0.718443487	-21.29561182
57.4	-0.718444767	-21.29557645
57.41	-0.718446049	-21.29554111
57.42	-0.718447334	-21.2955058
57.43	-0.718448622	-21.29547051
57.44	-0.718449912	-21.29543526
57.45	-0.718451206	-21.29540003
57.46	-0.718452503	-21.29536484
57.47	-0.718453802	-21.29532967
57.48	-0.718455105	-21.29529453
57.49	-0.71845641	-21.29525942
57.5	-0.718457718	-21.29522434
57.51	-0.718459029	-21.29518929
57.52	-0.718460342	-21.29515427
57.53	-0.718461659	-21.29511928
57.54	-0.718462978	-21.29508432
57.55	-0.718464301	-21.29504939
57.56	-0.718465626	-21.29501449
57.57	-0.718466953	-21.29497962
57.58	-0.718468284	-21.29494478
57.59	-0.718469617	-21.29490997
57.6	-0.718470953	-21.29487519
57.61	-0.718472292	-21.29484044
57.62	-0.718473634	-21.29480572
57.63	-0.718474978	-21.29477103
57.64	-0.718476325	-21.29473637
57.65	-0.718477675	-21.29470174
57.66	-0.718479028	-21.29466714
57.67	-0.718480383	-21.29463258
57.68	-0.71848174	-21.29459804
57.69	-0.718483101	-21.29456353
57.7	-0.718484464	-21.29452906
57.71	-0.71848583	-21.29449461
57.72	-0.718487198	-21.2944602
57.73	-0.718488569	-21.29442582
57.74	-0.718489943	-21.29439147
57.75	-0.718491319	-21.29435715
57.76	-0.718492698	-21.29432286
57.77	-0.718494079	-21.2942886
57.78	-0.718495463	-21.29425437
57.79	-0.71849685	-21.29422018
57.8	-0.718498239	-21.29418601
57.81	-0.718499631	-21.29415188
57.82	-0.718501025	-21.29411778
57.83	-0.718502421	-21.29408371
57.84	-0.71850382	-21.29404967
57.85	-0.718505222	-21.29401566
57.86	-0.718506626	-21.29398169
57.87	-0.718508033	-21.29394775
57.88	-0.718509442	-21.29391384
57.89	-0.718510853	-21.29387996
57.9	-0.718512267	-21.29384611
57.91	-0.718513683	-21.29381229
57.92	-0.718515102	-21.29377851
57.93	-0.718516523	-21.29374476
57.94	-0.718517946	-21.29371104
57.95	-0.718519372	-21.29367736
57.96	-0.7185208	-21.2936437
57.97	-0.71852223	-21.29361008
57.98	-0.718523663	-21.29357649
57.99	-0.718525098	-21.29354294
58	-0.718526536	-21.29350941
58.01	-0.718527976	-21.29347592
58.02	-0.718529418	-21.29344246
58.03	-0.718530862	-21.29340904
58.04	-0.718532308	-21.29337564
58.05	-0.718533757	-21.29334228
58.06	-0.718535208	-21.29330896
58.07	-0.718536662	-21.29327566
58.08	-0.718538117	-21.2932424
58.09	-0.718539575	-21.29320917
58.1	-0.718541035	-21.29317598
58.11	-0.718542497	-21.29314282
58.12	-0.718543962	-21.29310969
58.13	-0.718545428	-21.29307659
58.14	-0.718546897	-21.29304353
58.15	-0.718548368	-21.2930105
58.16	-0.718549841	-21.29297751
58.17	-0.718551317	-21.29294454
58.18	-0.718552794	-21.29291162
58.19	-0.718554274	-21.29287872
58.2	-0.718555755	-21.29284586
58.21	-0.718557239	-21.29281303
58.22	-0.718558725	-21.29278024
58.23	-0.718560213	-21.29274748
58.24	-0.718561704	-21.29271475
58.25	-0.718563196	-21.29268206
58.26	-0.718564691	-21.2926494
58.27	-0.718566187	-21.29261678
58.28	-0.718567686	-21.29258419
58.29	-0.718569186	-21.29255164
58.3	-0.718570689	-21.29251911
58.31	-0.718572194	-21.29248663
58.32	-0.718573701	-21.29245417
58.33	-0.71857521	-21.29242176
58.34	-0.718576721	-21.29238937
58.35	-0.718578235	-21.29235702
58.36	-0.71857975	-21.29232471
58.37	-0.718581267	-21.29229243
58.38	-0.718582786	-21.29226018
58.39	-0.718584308	-21.29222797
58.4	-0.718585831	-21.29219579
58.41	-0.718587357	-21.29216365
58.42	-0.718588884	-21.29213154
58.43	-0.718590414	-21.29209947
58.44	-0.718591945	-21.29206744
58.45	-0.718593479	-21.29203543
58.46	-0.718595015	-21.29200347
58.47	-0.718596552	-21.29197153
58.48	-0.718598092	-21.29193964
58.49	-0.718599634	-21.29190777
58.5	-0.718601177	-21.29187595
58.51	-0.718602723	-21.29184416
58.52	-0.718604271	-21.2918124
58.53	-0.71860582	-21.29178068
58.54	-0.718607372	-21.29174899
58.55	-0.718608926	-21.29171734
58.56	-0.718610482	-21.29168573
58.57	-0.718612039	-21.29165415
58.58	-0.718613599	-21.29162261
58.59	-0.718615161	-21.2915911
58.6	-0.718616724	-21.29155963
58.61	-0.71861829	-21.29152819
58.62	-0.718619858	-21.29149679
58.63	-0.718621427	-21.29146542
58.64	-0.718622999	-21.29143409
58.65	-0.718624572	-21.2914028
58.66	-0.718626148	-21.29137154
58.67	-0.718627725	-21.29134032
58.68	-0.718629305	-21.29130914
58.69	-0.718630886	-21.29127799
58.7	-0.718632469	-21.29124688
58.71	-0.718634055	-21.2912158
58.72	-0.718635642	-21.29118476
58.73	-0.718637231	-21.29115375
58.74	-0.718638822	-21.29112279
58.75	-0.718640415	-21.29109186
58.76	-0.71864201	-21.29106096
58.77	-0.718643607	-21.2910301
58.78	-0.718645206	-21.29099928
58.79	-0.718646806	-21.29096849
58.8	-0.718648409	-21.29093774
58.81	-0.718650013	-21.29090703
58.82	-0.71865162	-21.29087636
58.83	-0.718653228	-21.29084572
58.84	-0.718654838	-21.29081511
58.85	-0.71865645	-21.29078455
58.86	-0.718658064	-21.29075402
58.87	-0.718659679	-21.29072353
58.88	-0.718661297	-21.29069307
58.89	-0.718662916	-21.29066265
58.9	-0.718664537	-21.29063227
58.91	-0.71866616	-21.29060193
58.92	-0.718667785	-21.29057162
58.93	-0.718669412	-21.29054135
58.94	-0.71867104	-21.29051112
58.95	-0.718672671	-21.29048093
58.96	-0.718674303	-21.29045077
58.97	-0.718675937	-21.29042065
58.98	-0.718677572	-21.29039056
58.99	-0.71867921	-21.29036052
59	-0.718680849	-21.29033051
59.01	-0.71868249	-21.29030054
59.02	-0.718684133	-21.2902706
59.03	-0.718685777	-21.29024071
59.04	-0.718687423	-21.29021085
59.05	-0.718689071	-21.29018103
59.06	-0.718690721	-21.29015124
59.07	-0.718692372	-21.2901215
59.08	-0.718694025	-21.29009179
59.09	-0.71869568	-21.29006212
59.1	-0.718697336	-21.29003249
59.11	-0.718698994	-21.29000289
59.12	-0.718700654	-21.28997334
59.13	-0.718702315	-21.28994382
59.14	-0.718703978	-21.28991434
59.15	-0.718705643	-21.2898849
59.16	-0.718707309	-21.28985549
59.17	-0.718708977	-21.28982613
59.18	-0.718710647	-21.2897968
59.19	-0.718712318	-21.28976751
59.2	-0.718713991	-21.28973826
59.21	-0.718715665	-21.28970904
59.22	-0.718717341	-21.28967987
59.23	-0.718719019	-21.28965073
59.24	-0.718720698	-21.28962163
59.25	-0.718722379	-21.28959257
59.26	-0.718724061	-21.28956355
59.27	-0.718725745	-21.28953456
59.28	-0.718727431	-21.28950562
59.29	-0.718729118	-21.28947671
59.3	-0.718730806	-21.28944785
59.31	-0.718732496	-21.28941902
59.32	-0.718734188	-21.28939023
59.33	-0.718735881	-21.28936147
59.34	-0.718737575	-21.28933276
59.35	-0.718739271	-21.28930409
59.36	-0.718740969	-21.28927545
59.37	-0.718742668	-21.28924685
59.38	-0.718744369	-21.28921829
59.39	-0.718746071	-21.28918978
59.4	-0.718747774	-21.28916129
59.41	-0.71874948	-21.28913285
59.42	-0.718751186	-21.28910445
59.43	-0.718752894	-21.28907609
59.44	-0.718754604	-21.28904776
59.45	-0.718756315	-21.28901948
59.46	-0.718758027	-21.28899123
59.47	-0.718759741	-21.28896302
59.48	-0.718761456	-21.28893486
59.49	-0.718763173	-21.28890673
59.5	-0.718764891	-21.28887864
59.51	-0.718766611	-21.28885059
59.52	-0.718768332	-21.28882258
59.53	-0.718770054	-21.28879461
59.54	-0.718771778	-21.28876667
59.55	-0.718773504	-21.28873878
59.56	-0.718775231	-21.28871093
59.57	-0.718776959	-21.28868312
59.58	-0.718778689	-21.28865534
59.59	-0.71878042	-21.28862761
59.6	-0.718782152	-21.28859991
59.61	-0.718783886	-21.28857226
59.62	-0.718785621	-21.28854464
59.63	-0.718787358	-21.28851706
59.64	-0.718789096	-21.28848953
59.65	-0.718790836	-21.28846203
59.66	-0.718792577	-21.28843457
59.67	-0.718794319	-21.28840716
59.68	-0.718796063	-21.28837978
59.69	-0.718797808	-21.28835244
59.7	-0.718799555	-21.28832514
59.71	-0.718801303	-21.28829788
59.72	-0.718803052	-21.28827067
59.73	-0.718804803	-21.28824349
59.74	-0.718806555	-21.28821635
59.75	-0.718808308	-21.28818925
59.76	-0.718810063	-21.28816219
59.77	-0.718811819	-21.28813518
59.78	-0.718813577	-21.2881082
59.79	-0.718815336	-21.28808126
59.8	-0.718817096	-21.28805436
59.81	-0.718818858	-21.28802751
59.82	-0.718820621	-21.28800069
59.83	-0.718822385	-21.28797391
59.84	-0.718824151	-21.28794718
59.85	-0.718825918	-21.28792048
59.86	-0.718827687	-21.28789382
59.87	-0.718829456	-21.28786721
59.88	-0.718831228	-21.28784063
59.89	-0.718833	-21.2878141
59.9	-0.718834774	-21.2877876
59.91	-0.718836549	-21.28776115
59.92	-0.718838325	-21.28773474
59.93	-0.718840103	-21.28770836
59.94	-0.718841882	-21.28768203
59.95	-0.718843662	-21.28765574
59.96	-0.718845444	-21.28762949
59.97	-0.718847227	-21.28760328
59.98	-0.718849011	-21.28757711
59.99	-0.718850797	-21.28755098
60	-0.718852583	-21.28752489
60.01	-0.718854371	-21.28749884
60.02	-0.718856161	-21.28747283
60.03	-0.718857951	-21.28744687
60.04	-0.718859743	-21.28742094
60.05	-0.718861536	-21.28739506
60.06	-0.71886333	-21.28736921
60.07	-0.718865126	-21.28734341
60.08	-0.718866922	-21.28731765
60.09	-0.71886872	-21.28729193
60.1	-0.718870519	-21.28726625
60.11	-0.71887232	-21.28724061
60.12	-0.718874121	-21.28721501
60.13	-0.718875924	-21.28718945
60.14	-0.718877727	-21.28716394
60.15	-0.718879532	-21.28713846
60.16	-0.718881339	-21.28711303
60.17	-0.718883146	-21.28708763
60.18	-0.718884954	-21.28706228
60.19	-0.718886764	-21.28703697
60.2	-0.718888575	-21.2870117
60.21	-0.718890386	-21.28698647
60.22	-0.718892199	-21.28696128
60.23	-0.718894013	-21.28693614
60.24	-0.718895829	-21.28691103
60.25	-0.718897645	-21.28688597
60.26	-0.718899462	-21.28686095
60.27	-0.718901281	-21.28683597
60.28	-0.7189031	-21.28681103
60.29	-0.718904921	-21.28678613
60.3	-0.718906742	-21.28676127
60.31	-0.718908565	-21.28673646
60.32	-0.718910389	-21.28671168
60.33	-0.718912213	-21.28668695
60.34	-0.718914039	-21.28666226
60.35	-0.718915866	-21.28663761
60.36	-0.718917694	-21.286613
60.37	-0.718919522	-21.28658843
60.38	-0.718921352	-21.28656391
60.39	-0.718923183	-21.28653942
60.4	-0.718925015	-21.28651498
60.41	-0.718926847	-21.28649058
60.42	-0.718928681	-21.28646622
60.43	-0.718930516	-21.28644191
60.44	-0.718932351	-21.28641763
60.45	-0.718934188	-21.2863934
60.46	-0.718936025	-21.2863692
60.47	-0.718937863	-21.28634505
60.48	-0.718939703	-21.28632095
60.49	-0.718941543	-21.28629688
60.5	-0.718943384	-21.28627285
60.51	-0.718945226	-21.28624887
60.52	-0.718947069	-21.28622493
60.53	-0.718948913	-21.28620103
60.54	-0.718950757	-21.28617717
60.55	-0.718952603	-21.28615335
60.56	-0.718954449	-21.28612958
60.57	-0.718956296	-21.28610585
60.58	-0.718958144	-21.28608216
60.59	-0.718959993	-21.28605851
60.6	-0.718961842	-21.2860349
60.61	-0.718963693	-21.28601134
60.62	-0.718965544	-21.28598782
60.63	-0.718967396	-21.28596433
60.64	-0.718969249	-21.2859409
60.65	-0.718971103	-21.2859175
60.66	-0.718972957	-21.28589414
60.67	-0.718974812	-21.28587083
60.68	-0.718976668	-21.28584756
60.69	-0.718978525	-21.28582433
60.7	-0.718980382	-21.28580115
60.71	-0.71898224	-21.285778
60.72	-0.718984099	-21.2857549
60.73	-0.718985958	-21.28573184
60.74	-0.718987819	-21.28570882
60.75	-0.718989679	-21.28568585
60.76	-0.718991541	-21.28566291
60.77	-0.718993403	-21.28564002
60.78	-0.718995266	-21.28561717
60.79	-0.71899713	-21.28559437
60.8	-0.718998994	-21.2855716
60.81	-0.719000859	-21.28554888
60.82	-0.719002725	-21.2855262
60.83	-0.719004591	-21.28550356
60.84	-0.719006458	-21.28548096
60.85	-0.719008325	-21.28545841
60.86	-0.719010193	-21.2854359
60.87	-0.719012062	-21.28541343
60.88	-0.719013931	-21.28539101
60.89	-0.719015801	-21.28536862
60.9	-0.719017671	-21.28534628
60.91	-0.719019542	-21.28532398
60.92	-0.719021414	-21.28530172
60.93	-0.719023286	-21.28527951
60.94	-0.719025158	-21.28525734
60.95	-0.719027032	-21.28523521
60.96	-0.719028905	-21.28521312
60.97	-0.719030779	-21.28519107
60.98	-0.719032654	-21.28516907
60.99	-0.719034529	-21.28514711
61	-0.719036405	-21.28512519
61.01	-0.719038281	-21.28510332
61.02	-0.719040158	-21.28508149
61.03	-0.719042035	-21.2850597
61.04	-0.719043912	-21.28503795
61.05	-0.71904579	-21.28501624
61.06	-0.719047669	-21.28499458
61.07	-0.719049548	-21.28497296
61.08	-0.719051427	-21.28495138
61.09	-0.719053307	-21.28492985
61.1	-0.719055187	-21.28490836
61.11	-0.719057068	-21.28488691
61.12	-0.719058949	-21.2848655
61.13	-0.71906083	-21.28484414
61.14	-0.719062712	-21.28482281
61.15	-0.719064594	-21.28480154
61.16	-0.719066476	-21.2847803
61.17	-0.719068359	-21.2847591
61.18	-0.719070242	-21.28473795
61.19	-0.719072126	-21.28471684
61.2	-0.71907401	-21.28469578
61.21	-0.719075894	-21.28467476
61.22	-0.719077779	-21.28465377
61.23	-0.719079663	-21.28463284
61.24	-0.719081549	-21.28461194
61.25	-0.719083434	-21.28459109
61.26	-0.71908532	-21.28457028
61.27	-0.719087206	-21.28454951
61.28	-0.719089092	-21.28452879
61.29	-0.719090979	-21.2845081
61.3	-0.719092865	-21.28448746
61.31	-0.719094752	-21.28446687
61.32	-0.71909664	-21.28444631
61.33	-0.719098527	-21.2844258
61.34	-0.719100415	-21.28440534
61.35	-0.719102303	-21.28438491
61.36	-0.719104191	-21.28436453
61.37	-0.71910608	-21.28434419
61.38	-0.719107968	-21.28432389
61.39	-0.719109857	-21.28430364
61.4	-0.719111746	-21.28428342
61.41	-0.719113635	-21.28426325
61.42	-0.719115525	-21.28424313
61.43	-0.719117414	-21.28422305
61.44	-0.719119304	-21.28420301
61.45	-0.719121194	-21.28418301
61.46	-0.719123084	-21.28416305
61.47	-0.719124974	-21.28414314
61.48	-0.719126864	-21.28412327
61.49	-0.719128754	-21.28410344
61.5	-0.719130645	-21.28408366
61.51	-0.719132536	-21.28406392
61.52	-0.719134426	-21.28404422
61.53	-0.719136317	-21.28402457
61.54	-0.719138208	-21.28400495
61.55	-0.719140099	-21.28398539
61.56	-0.71914199	-21.28396586
61.57	-0.719143881	-21.28394637
61.58	-0.719145772	-21.28392693
61.59	-0.719147663	-21.28390754
61.6	-0.719149555	-21.28388818
61.61	-0.719151446	-21.28386887
61.62	-0.719153337	-21.2838496
61.63	-0.719155229	-21.28383037
61.64	-0.71915712	-21.28381119
61.65	-0.719159011	-21.28379205
61.66	-0.719160903	-21.28377295
61.67	-0.719162794	-21.28375389
61.68	-0.719164685	-21.28373488
61.69	-0.719166577	-21.28371591
61.7	-0.719168468	-21.28369699
61.71	-0.71917036	-21.2836781
61.72	-0.719172251	-21.28365926
61.73	-0.719174142	-21.28364046
61.74	-0.719176033	-21.28362171
61.75	-0.719177924	-21.283603
61.76	-0.719179816	-21.28358433
61.77	-0.719181707	-21.2835657
61.78	-0.719183598	-21.28354712
61.79	-0.719185488	-21.28352857
61.8	-0.719187379	-21.28351008
61.81	-0.71918927	-21.28349162
61.82	-0.719191161	-21.28347321
61.83	-0.719193051	-21.28345484
61.84	-0.719194942	-21.28343651
61.85	-0.719196832	-21.28341823
61.86	-0.719198722	-21.28339999
61.87	-0.719200612	-21.28338179
61.88	-0.719202502	-21.28336364
61.89	-0.719204392	-21.28334552
61.9	-0.719206282	-21.28332745
61.91	-0.719208171	-21.28330943
61.92	-0.719210061	-21.28329144
61.93	-0.71921195	-21.2832735
61.94	-0.719213839	-21.28325561
61.95	-0.719215728	-21.28323775
61.96	-0.719217616	-21.28321994
61.97	-0.719219505	-21.28320217
61.98	-0.719221393	-21.28318444
61.99	-0.719223281	-21.28316676
62	-0.719225169	-21.28314912
62.01	-0.719227057	-21.28313152
62.02	-0.719228945	-21.28311397
62.03	-0.719230832	-21.28309645
62.04	-0.719232719	-21.28307898
62.05	-0.719234606	-21.28306156
62.06	-0.719236492	-21.28304417
62.07	-0.719238379	-21.28302683
62.08	-0.719240265	-21.28300953
62.09	-0.719242151	-21.28299228
62.1	-0.719244036	-21.28297507
62.11	-0.719245922	-21.2829579
62.12	-0.719247807	-21.28294077
62.13	-0.719249692	-21.28292369
62.14	-0.719251576	-21.28290664
62.15	-0.719253461	-21.28288965
62.16	-0.719255345	-21.28287269
62.17	-0.719257228	-21.28285578
62.18	-0.719259112	-21.28283891
62.19	-0.719260995	-21.28282208
62.2	-0.719262878	-21.28280529
62.21	-0.71926476	-21.28278855
62.22	-0.719266642	-21.28277185
62.23	-0.719268524	-21.2827552
62.24	-0.719270406	-21.28273858
62.25	-0.719272287	-21.28272201
62.26	-0.719274168	-21.28270548
62.27	-0.719276048	-21.282689
62.28	-0.719277929	-21.28267255
62.29	-0.719279808	-21.28265615
62.3	-0.719281688	-21.2826398
62.31	-0.719283567	-21.28262348
62.32	-0.719285446	-21.28260721
62.33	-0.719287324	-21.28259098
62.34	-0.719289202	-21.28257479
62.35	-0.71929108	-21.28255865
62.36	-0.719292957	-21.28254255
62.37	-0.719294834	-21.28252649
62.38	-0.71929671	-21.28251047
62.39	-0.719298586	-21.2824945
62.4	-0.719300462	-21.28247857
62.41	-0.719302337	-21.28246268
62.42	-0.719304212	-21.28244684
62.43	-0.719306087	-21.28243103
62.44	-0.719307961	-21.28241527
62.45	-0.719309834	-21.28239955
62.46	-0.719311707	-21.28238388
62.47	-0.71931358	-21.28236825
62.48	-0.719315452	-21.28235266
62.49	-0.719317324	-21.28233711
62.5	-0.719319196	-21.2823216
62.51	-0.719321067	-21.28230614
62.52	-0.719322937	-21.28229072
62.53	-0.719324807	-21.28227534
62.54	-0.719326677	-21.28226001
62.55	-0.719328546	-21.28224472
62.56	-0.719330414	-21.28222947
62.57	-0.719332282	-21.28221426
62.58	-0.71933415	-21.28219909
62.59	-0.719336017	-21.28218397
62.6	-0.719337884	-21.28216889
62.61	-0.71933975	-21.28215385
62.62	-0.719341616	-21.28213886
62.63	-0.719343481	-21.28212391
62.64	-0.719345345	-21.28210899
62.65	-0.719347209	-21.28209413
