Time (s)	Float Heave (m)	Spar Heave (m)
186.66	-0.719984186	-21.2939861
186.72	-0.719984166	-21.29399123
186.78	-0.719984147	-21.29399596
186.84	-0.71998413	-21.29400028
186.9	-0.719984114	-21.2940042
186.96	-0.7199841	-21.29400772
187.02	-0.719984088	-21.29401083
187.08	-0.719984077	-21.29401354
187.14	-0.719984068	-21.29401585
187.2	-0.719984061	-21.29401775
187.26	-0.719984055	-21.29401924
187.32	-0.71998405	-21.29402033
187.38	-0.719984048	-21.29402101
187.44	-0.719984047	-21.29402129
187.5	-0.719984047	-21.29402117
187.56	-0.719984049	-21.29402063
187.62	-0.719984053	-21.2940197
187.68	-0.719984059	-21.29401835
187.74	-0.719984065	-21.29401661
187.8	-0.719984074	-21.29401445
187.86	-0.719984084	-21.2940119
187.92	-0.719984096	-21.29400894
187.98	-0.719984109	-21.29400557
188.04	-0.719984124	-21.2940018
188.1	-0.719984141	-21.29399763
188.16	-0.719984159	-21.29399305
188.22	-0.719984179	-21.29398808
188.28	-0.7199842	-21.2939827
188.34	-0.719984223	-21.29397691
188.4	-0.719984248	-21.29397073
188.46	-0.719984274	-21.29396415
188.52	-0.719984302	-21.29395717
188.58	-0.719984331	-21.29394978
188.64	-0.719984362	-21.29394201
188.7	-0.719984394	-21.29393383
188.76	-0.719984429	-21.29392526
188.82	-0.719984464	-21.29391629
188.88	-0.719984501	-21.29390692
188.94	-0.71998454	-21.29389717
189	-0.71998458	-21.29388702
189.06	-0.719984622	-21.29387647
189.12	-0.719984666	-21.29386554
189.18	-0.719984711	-21.29385422
189.24	-0.719984757	-21.29384251
189.3	-0.719984805	-21.29383041
189.36	-0.719984855	-21.29381792
189.42	-0.719984906	-21.29380505
189.48	-0.719984958	-21.2937918
189.54	-0.719985013	-21.29377817
189.6	-0.719985068	-21.29376415
189.66	-0.719985125	-21.29374975
189.72	-0.719985184	-21.29373498
189.78	-0.719985244	-21.29371983
189.84	-0.719985306	-21.29370431
189.9	-0.719985369	-21.29368841
189.96	-0.719985433	-21.29367214
190.02	-0.719985499	-21.2936555
190.08	-0.719985567	-21.29363849
190.14	-0.719985636	-21.29362111
190.2	-0.719985706	-21.29360337
190.26	-0.719985778	-21.29358527
190.32	-0.719985852	-21.2935668
190.38	-0.719985926	-21.29354798
190.44	-0.719986002	-21.2935288
190.5	-0.71998608	-21.29350926
190.56	-0.719986159	-21.29348937
190.62	-0.719986239	-21.29346912
190.68	-0.719986321	-21.29344853
190.74	-0.719986404	-21.29342759
190.8	-0.719986489	-21.2934063
190.86	-0.719986574	-21.29338468
190.92	-0.719986662	-21.2933627
190.98	-0.71998675	-21.29334039
191.04	-0.71998684	-21.29331775
191.1	-0.719986931	-21.29329477
191.16	-0.719987024	-21.29327145
191.22	-0.719987118	-21.29324781
191.28	-0.719987213	-21.29322384
191.34	-0.719987309	-21.29319955
191.4	-0.719987407	-21.29317493
191.46	-0.719987506	-21.29314999
191.52	-0.719987606	-21.29312474
191.58	-0.719987707	-21.29309917
191.64	-0.71998781	-21.29307328
191.7	-0.719987914	-21.29304709
191.76	-0.719988019	-21.29302059
191.82	-0.719988126	-21.29299379
191.88	-0.719988233	-21.29296668
191.94	-0.719988342	-21.29293928
192	-0.719988452	-21.29291158
192.06	-0.719988563	-21.29288358
192.12	-0.719988675	-21.2928553
192.18	-0.719988789	-21.29282672
192.24	-0.719988903	-21.29279786
192.3	-0.719989019	-21.29276872
192.36	-0.719989135	-21.29273931
192.42	-0.719989253	-21.29270961
192.48	-0.719989372	-21.29267964
192.54	-0.719989492	-21.2926494
192.6	-0.719989613	-21.2926189
192.66	-0.719989735	-21.29258813
192.72	-0.719989858	-21.2925571
192.78	-0.719989983	-21.29252581
192.84	-0.719990108	-21.29249427
192.9	-0.719990234	-21.29246247
192.96	-0.719990361	-21.29243043
193.02	-0.719990489	-21.29239814
193.08	-0.719990618	-21.29236562
193.14	-0.719990748	-21.29233285
193.2	-0.719990879	-21.29229985
193.26	-0.719991011	-21.29226661
193.32	-0.719991144	-21.29223315
193.38	-0.719991277	-21.29219946
193.44	-0.719991412	-21.29216555
193.5	-0.719991547	-21.29213142
193.56	-0.719991684	-21.29209708
193.62	-0.719991821	-21.29206252
193.68	-0.719991959	-21.29202776
193.74	-0.719992097	-21.2919928
193.8	-0.719992237	-21.29195763
193.86	-0.719992377	-21.29192226
193.92	-0.719992518	-21.29188671
193.98	-0.71999266	-21.29185096
194.04	-0.719992803	-21.29181502
194.1	-0.719992946	-21.2917789
194.16	-0.71999309	-21.29174261
194.22	-0.719993235	-21.29170613
194.28	-0.71999338	-21.29166949
194.34	-0.719993526	-21.29163267
194.4	-0.719993673	-21.2915957
194.46	-0.71999382	-21.29155856
194.52	-0.719993968	-21.29152126
194.58	-0.719994117	-21.29148381
194.64	-0.719994266	-21.29144621
194.7	-0.719994416	-21.29140847
194.76	-0.719994566	-21.29137058
194.82	-0.719994717	-21.29133256
194.88	-0.719994868	-21.2912944
194.94	-0.71999502	-21.29125611
195	-0.719995173	-21.29121769
195.06	-0.719995326	-21.29117915
195.12	-0.719995479	-21.2911405
195.18	-0.719995633	-21.29110172
195.24	-0.719995787	-21.29106284
195.3	-0.719995942	-21.29102385
195.36	-0.719996097	-21.29098475
195.42	-0.719996252	-21.29094556
195.48	-0.719996408	-21.29090627
195.54	-0.719996565	-21.29086689
195.6	-0.719996721	-21.29082743
195.66	-0.719996878	-21.29078788
195.72	-0.719997035	-21.29074825
195.78	-0.719997193	-21.29070854
195.84	-0.719997351	-21.29066876
195.9	-0.719997509	-21.29062892
195.96	-0.719997667	-21.29058901
196.02	-0.719997826	-21.29054904
196.08	-0.719997984	-21.29050902
196.14	-0.719998143	-21.29046895
196.2	-0.719998303	-21.29042883
196.26	-0.719998462	-21.29038866
196.32	-0.719998621	-21.29034846
196.38	-0.719998781	-21.29030822
196.44	-0.719998941	-21.29026795
196.5	-0.719999101	-21.29022765
196.56	-0.719999261	-21.29018733
196.62	-0.719999421	-21.290147
196.68	-0.719999581	-21.29010664
196.74	-0.719999741	-21.29006628
196.8	-0.719999901	-21.29002591
196.86	-0.720000061	-21.28998554
196.92	-0.720000221	-21.28994516
196.98	-0.720000381	-21.2899048
197.04	-0.720000542	-21.28986444
197.1	-0.720000702	-21.2898241
197.16	-0.720000862	-21.28978377
197.22	-0.720001022	-21.28974347
197.28	-0.720001181	-21.28970319
197.34	-0.720001341	-21.28966294
197.4	-0.7200015	-21.28962273
197.46	-0.72000166	-21.28958256
197.52	-0.720001819	-21.28954242
197.58	-0.720001978	-21.28950233
197.64	-0.720002137	-21.2894623
197.7	-0.720002296	-21.28942231
197.76	-0.720002454	-21.28938239
197.82	-0.720002612	-21.28934253
197.88	-0.72000277	-21.28930273
197.94	-0.720002928	-21.28926301
198	-0.720003085	-21.28922335
198.06	-0.720003242	-21.28918378
198.12	-0.720003398	-21.28914429
198.18	-0.720003555	-21.28910488
198.24	-0.720003711	-21.28906557
198.3	-0.720003866	-21.28902635
198.36	-0.720004022	-21.28898723
198.42	-0.720004176	-21.28894821
198.48	-0.720004331	-21.28890929
198.54	-0.720004485	-21.28887049
198.6	-0.720004638	-21.2888318
198.66	-0.720004791	-21.28879323
198.72	-0.720004944	-21.28875478
198.78	-0.720005096	-21.28871645
198.84	-0.720005247	-21.28867826
198.9	-0.720005398	-21.28864019
198.96	-0.720005549	-21.28860227
199.02	-0.720005699	-21.28856448
199.08	-0.720005848	-21.28852684
199.14	-0.720005997	-21.28848935
199.2	-0.720006145	-21.28845201
199.26	-0.720006292	-21.28841483
199.32	-0.720006439	-21.28837781
199.38	-0.720006585	-21.28834095
199.44	-0.720006731	-21.28830425
199.5	-0.720006876	-21.28826773
199.56	-0.72000702	-21.28823139
199.62	-0.720007163	-21.28819522
199.68	-0.720007306	-21.28815923
199.74	-0.720007448	-21.28812343
199.8	-0.720007589	-21.28808782
199.86	-0.72000773	-21.2880524
199.92	-0.72000787	-21.28801718
199.98	-0.720008008	-21.28798215
200.04	-0.720008147	-21.28794733
200.1	-0.720008284	-21.28791272
200.16	-0.72000842	-21.28787832
200.22	-0.720008556	-21.28784413
200.28	-0.720008691	-21.28781016
200.34	-0.720008825	-21.28777641
200.4	-0.720008958	-21.28774288
200.46	-0.72000909	-21.28770958
200.52	-0.720009221	-21.28767652
200.58	-0.720009351	-21.28764368
200.64	-0.72000948	-21.28761109
200.7	-0.720009609	-21.28757873
200.76	-0.720009736	-21.28754662
200.82	-0.720009862	-21.28751476
200.88	-0.720009988	-21.28748314
200.94	-0.720010112	-21.28745178
201	-0.720010236	-21.28742068
201.06	-0.720010358	-21.28738984
201.12	-0.720010479	-21.28735926
201.18	-0.720010599	-21.28732895
201.24	-0.720010719	-21.2872989
201.3	-0.720010837	-21.28726913
201.36	-0.720010954	-21.28723963
201.42	-0.72001107	-21.28721041
201.48	-0.720011184	-21.28718148
201.54	-0.720011298	-21.28715282
201.6	-0.720011411	-21.28712446
201.66	-0.720011522	-21.28709638
201.72	-0.720011632	-21.2870686
201.78	-0.720011741	-21.28704111
201.84	-0.720011849	-21.28701392
201.9	-0.720011956	-21.28698703
201.96	-0.720012061	-21.28696045
202.02	-0.720012165	-21.28693417
202.08	-0.720012268	-21.2869082
202.14	-0.72001237	-21.28688254
202.2	-0.72001247	-21.2868572
202.26	-0.72001257	-21.28683217
202.32	-0.720012668	-21.28680747
202.38	-0.720012764	-21.28678308
202.44	-0.72001286	-21.28675902
202.5	-0.720012954	-21.28673528
202.56	-0.720013047	-21.28671188
202.62	-0.720013138	-21.2866888
202.68	-0.720013229	-21.28666606
202.74	-0.720013317	-21.28664366
202.8	-0.720013405	-21.28662159
202.86	-0.720013491	-21.28659987
202.92	-0.720013576	-21.28657849
202.98	-0.720013659	-21.28655745
203.04	-0.720013741	-21.28653676
203.1	-0.720013822	-21.28651642
203.16	-0.720013901	-21.28649643
203.22	-0.720013979	-21.28647679
203.28	-0.720014056	-21.28645751
203.34	-0.720014131	-21.28643858
203.4	-0.720014204	-21.28642002
203.46	-0.720014276	-21.28640181
203.52	-0.720014347	-21.28638397
203.58	-0.720014416	-21.28636649
203.64	-0.720014484	-21.28634938
203.7	-0.720014551	-21.28633264
203.76	-0.720014616	-21.28631626
203.82	-0.720014679	-21.28630026
203.88	-0.720014741	-21.28628463
203.94	-0.720014802	-21.28626938
204	-0.720014861	-21.2862545
204.06	-0.720014918	-21.28623999
204.12	-0.720014974	-21.28622587
204.18	-0.720015029	-21.28621213
204.24	-0.720015081	-21.28619877
204.3	-0.720015133	-21.28618579
204.36	-0.720015183	-21.2861732
204.42	-0.720015231	-21.28616099
204.48	-0.720015278	-21.28614917
204.54	-0.720015323	-21.28613774
204.6	-0.720015367	-21.2861267
204.66	-0.720015409	-21.28611605
204.72	-0.72001545	-21.28610579
204.78	-0.720015489	-21.28609592
204.84	-0.720015527	-21.28608645
204.9	-0.720015563	-21.28607737
204.96	-0.720015597	-21.28606868
205.02	-0.72001563	-21.28606039
205.08	-0.720015661	-21.2860525
205.14	-0.720015691	-21.28604501
205.2	-0.720015719	-21.28603792
205.26	-0.720015746	-21.28603122
205.32	-0.72001577	-21.28602493
205.38	-0.720015794	-21.28601903
205.44	-0.720015816	-21.28601354
205.5	-0.720015836	-21.28600845
205.56	-0.720015854	-21.28600376
205.62	-0.720015871	-21.28599947
205.68	-0.720015887	-21.28599559
205.74	-0.7200159	-21.28599211
205.8	-0.720015913	-21.28598904
205.86	-0.720015923	-21.28598637
205.92	-0.720015932	-21.2859841
205.98	-0.720015939	-21.28598224
206.04	-0.720015945	-21.28598078
206.1	-0.720015949	-21.28597973
206.16	-0.720015952	-21.28597909
206.22	-0.720015953	-21.28597885
206.28	-0.720015952	-21.28597901
206.34	-0.72001595	-21.28597958
206.4	-0.720015946	-21.28598056
206.46	-0.72001594	-21.28598194
206.52	-0.720015933	-21.28598372
206.58	-0.720015924	-21.28598591
206.64	-0.720015914	-21.28598851
206.7	-0.720015902	-21.28599151
206.76	-0.720015889	-21.28599491
206.82	-0.720015874	-21.28599872
206.88	-0.720015857	-21.28600293
206.94	-0.720015838	-21.28600754
207	-0.720015818	-21.28601256
207.06	-0.720015797	-21.28601798
207.12	-0.720015774	-21.2860238
207.18	-0.720015749	-21.28603002
207.24	-0.720015723	-21.28603664
207.3	-0.720015695	-21.28604366
207.36	-0.720015665	-21.28605107
207.42	-0.720015634	-21.28605889
207.48	-0.720015602	-21.2860671
207.54	-0.720015568	-21.28607571
207.6	-0.720015532	-21.28608472
207.66	-0.720015495	-21.28609412
207.72	-0.720015456	-21.28610392
207.78	-0.720015415	-21.2861141
207.84	-0.720015373	-21.28612468
207.9	-0.72001533	-21.28613565
207.96	-0.720015285	-21.28614701
208.02	-0.720015238	-21.28615876
208.08	-0.72001519	-21.28617089
208.14	-0.72001514	-21.28618341
208.2	-0.720015089	-21.28619632
208.26	-0.720015036	-21.28620961
208.32	-0.720014982	-21.28622328
208.38	-0.720014926	-21.28623733
208.44	-0.720014869	-21.28625176
208.5	-0.72001481	-21.28626657
208.56	-0.72001475	-21.28628175
208.62	-0.720014688	-21.28629731
208.68	-0.720014625	-21.28631324
208.74	-0.72001456	-21.28632955
208.8	-0.720014494	-21.28634622
208.86	-0.720014426	-21.28636327
208.92	-0.720014357	-21.28638068
208.98	-0.720014286	-21.28639845
209.04	-0.720014214	-21.28641659
209.1	-0.720014141	-21.28643509
209.16	-0.720014066	-21.28645394
209.22	-0.72001399	-21.28647316
209.28	-0.720013912	-21.28649273
209.34	-0.720013833	-21.28651265
209.4	-0.720013753	-21.28653293
209.46	-0.720013671	-21.28655356
209.52	-0.720013588	-21.28657453
209.58	-0.720013503	-21.28659585
209.64	-0.720013417	-21.28661751
209.7	-0.72001333	-21.28663951
209.76	-0.720013241	-21.28666185
209.82	-0.720013151	-21.28668453
209.88	-0.72001306	-21.28670754
209.94	-0.720012967	-21.28673088
210	-0.720012873	-21.28675456
210.06	-0.720012778	-21.28677856
210.12	-0.720012681	-21.28680288
210.18	-0.720012584	-21.28682753
210.24	-0.720012484	-21.28685249
210.3	-0.720012384	-21.28687778
210.36	-0.720012283	-21.28690338
210.42	-0.72001218	-21.28692929
210.48	-0.720012076	-21.28695551
210.54	-0.72001197	-21.28698204
210.6	-0.720011864	-21.28700887
210.66	-0.720011756	-21.287036
210.72	-0.720011647	-21.28706343
210.78	-0.720011537	-21.28709116
210.84	-0.720011426	-21.28711918
210.9	-0.720011314	-21.28714749
210.96	-0.7200112	-21.28717609
211.02	-0.720011086	-21.28720498
211.08	-0.72001097	-21.28723414
211.14	-0.720010853	-21.28726359
211.2	-0.720010735	-21.28729331
211.26	-0.720010616	-21.2873233
211.32	-0.720010496	-21.28735356
211.38	-0.720010375	-21.28738409
211.44	-0.720010253	-21.28741488
211.5	-0.72001013	-21.28744594
211.56	-0.720010005	-21.28747725
211.62	-0.72000988	-21.28750882
211.68	-0.720009754	-21.28754063
211.74	-0.720009627	-21.2875727
211.8	-0.720009498	-21.28760501
211.86	-0.720009369	-21.28763756
211.92	-0.720009239	-21.28767034
211.98	-0.720009108	-21.28770337
212.04	-0.720008976	-21.28773662
212.1	-0.720008843	-21.28777011
212.16	-0.72000871	-21.28780381
212.22	-0.720008575	-21.28783774
212.28	-0.720008439	-21.28787189
212.34	-0.720008303	-21.28790625
212.4	-0.720008166	-21.28794083
212.46	-0.720008028	-21.28797561
212.52	-0.720007889	-21.28801059
212.58	-0.720007749	-21.28804578
212.64	-0.720007609	-21.28808116
212.7	-0.720007468	-21.28811673
212.76	-0.720007326	-21.2881525
212.82	-0.720007183	-21.28818845
212.88	-0.72000704	-21.28822458
212.94	-0.720006896	-21.2882609
213	-0.720006751	-21.28829738
213.06	-0.720006606	-21.28833404
213.12	-0.72000646	-21.28837087
213.18	-0.720006313	-21.28840786
213.24	-0.720006165	-21.28844502
213.3	-0.720006017	-21.28848233
213.36	-0.720005869	-21.28851979
213.42	-0.72000572	-21.2885574
213.48	-0.72000557	-21.28859516
213.54	-0.720005419	-21.28863305
213.6	-0.720005268	-21.28867109
213.66	-0.720005117	-21.28870926
213.72	-0.720004965	-21.28874756
213.78	-0.720004813	-21.28878599
213.84	-0.72000466	-21.28882454
213.9	-0.720004506	-21.2888632
213.96	-0.720004352	-21.28890199
214.02	-0.720004198	-21.28894088
214.08	-0.720004043	-21.28897988
214.14	-0.720003888	-21.28901898
214.2	-0.720003733	-21.28905818
214.26	-0.720003577	-21.28909748
214.32	-0.720003421	-21.28913686
214.38	-0.720003264	-21.28917634
214.44	-0.720003107	-21.2892159
214.5	-0.72000295	-21.28925553
214.56	-0.720002792	-21.28929524
214.62	-0.720002634	-21.28933502
214.68	-0.720002476	-21.28937487
214.74	-0.720002318	-21.28941479
214.8	-0.720002159	-21.28945476
214.86	-0.720002001	-21.28949478
214.92	-0.720001842	-21.28953486
214.98	-0.720001682	-21.28957498
215.04	-0.720001523	-21.28961515
215.1	-0.720001363	-21.28965536
215.16	-0.720001204	-21.2896956
215.22	-0.720001044	-21.28973587
215.28	-0.720000884	-21.28977616
215.34	-0.720000724	-21.28981648
215.4	-0.720000564	-21.28985682
215.46	-0.720000404	-21.28989718
215.52	-0.720000244	-21.28993754
215.58	-0.720000084	-21.28997791
215.64	-0.719999924	-21.29001828
215.7	-0.719999764	-21.29005865
215.76	-0.719999603	-21.29009901
215.82	-0.719999443	-21.29013937
215.88	-0.719999283	-21.29017971
215.94	-0.719999123	-21.29022003
216	-0.719998963	-21.29026033
216.06	-0.719998804	-21.2903006
216.12	-0.719998644	-21.29034085
216.18	-0.719998484	-21.29038105
216.24	-0.719998325	-21.29042123
216.3	-0.719998166	-21.29046135
216.36	-0.719998007	-21.29050143
216.42	-0.719997848	-21.29054147
216.48	-0.71999769	-21.29058144
216.54	-0.719997531	-21.29062136
216.6	-0.719997373	-21.29066121
216.66	-0.719997215	-21.290701
216.72	-0.719997058	-21.29074072
216.78	-0.7199969	-21.29078036
216.84	-0.719996743	-21.29081993
216.9	-0.719996587	-21.29085941
216.96	-0.719996431	-21.2908988
217.02	-0.719996275	-21.29093811
217.08	-0.719996119	-21.29097732
217.14	-0.719995964	-21.29101643
217.2	-0.719995809	-21.29105544
217.26	-0.719995655	-21.29109434
217.32	-0.719995501	-21.29113313
217.38	-0.719995348	-21.29117181
217.44	-0.719995195	-21.29121037
217.5	-0.719995042	-21.29124881
217.56	-0.71999489	-21.29128712
217.62	-0.719994739	-21.2913253
217.68	-0.719994588	-21.29136335
217.74	-0.719994437	-21.29140126
217.8	-0.719994288	-21.29143903
217.86	-0.719994138	-21.29147665
217.92	-0.71999399	-21.29151413
217.98	-0.719993842	-21.29155145
218.04	-0.719993694	-21.29158862
218.1	-0.719993547	-21.29162563
218.16	-0.719993401	-21.29166247
218.22	-0.719993256	-21.29169914
218.28	-0.719993111	-21.29173565
218.34	-0.719992967	-21.29177198
218.4	-0.719992823	-21.29180813
218.46	-0.719992681	-21.2918441
218.52	-0.719992539	-21.29187988
218.58	-0.719992398	-21.29191547
218.64	-0.719992257	-21.29195087
218.7	-0.719992118	-21.29198607
218.76	-0.719991979	-21.29202108
218.82	-0.719991841	-21.29205587
218.88	-0.719991703	-21.29209047
218.94	-0.719991567	-21.29212485
219	-0.719991432	-21.29215901
219.06	-0.719991297	-21.29219296
219.12	-0.719991163	-21.29222669
219.18	-0.71999103	-21.29226019
219.24	-0.719990898	-21.29229347
219.3	-0.719990767	-21.29232652
219.36	-0.719990637	-21.29235933
219.42	-0.719990508	-21.2923919
219.48	-0.71999038	-21.29242423
219.54	-0.719990252	-21.29245632
219.6	-0.719990126	-21.29248815
219.66	-0.719990001	-21.29251974
219.72	-0.719989876	-21.29255108
219.78	-0.719989753	-21.29258215
219.84	-0.719989631	-21.29261297
219.9	-0.71998951	-21.29264352
219.96	-0.71998939	-21.29267381
220.02	-0.719989271	-21.29270383
220.08	-0.719989153	-21.29273357
220.14	-0.719989036	-21.29276304
220.2	-0.71998892	-21.29279223
220.26	-0.719988805	-21.29282114
220.32	-0.719988692	-21.29284977
220.38	-0.719988579	-21.2928781
220.44	-0.719988468	-21.29290615
220.5	-0.719988358	-21.29293391
220.56	-0.719988249	-21.29296137
220.62	-0.719988141	-21.29298853
220.68	-0.719988035	-21.29301539
220.74	-0.71998793	-21.29304194
220.8	-0.719987825	-21.29306819
220.86	-0.719987723	-21.29309413
220.92	-0.719987621	-21.29311975
220.98	-0.719987521	-21.29314507
221.04	-0.719987421	-21.29317006
221.1	-0.719987324	-21.29319474
221.16	-0.719987227	-21.29321909
221.22	-0.719987132	-21.29324312
221.28	-0.719987038	-21.29326683
221.34	-0.719986945	-21.2932902
221.4	-0.719986854	-21.29331324
221.46	-0.719986763	-21.29333595
221.52	-0.719986675	-21.29335832
221.58	-0.719986587	-21.29338035
221.64	-0.719986501	-21.29340205
221.7	-0.719986417	-21.29342339
221.76	-0.719986333	-21.2934444
221.82	-0.719986251	-21.29346506
221.88	-0.719986171	-21.29348536
221.94	-0.719986092	-21.29350532
222	-0.719986014	-21.29352492
222.06	-0.719985938	-21.29354417
222.12	-0.719985863	-21.29356306
222.18	-0.719985789	-21.29358159
222.24	-0.719985717	-21.29359976
222.3	-0.719985647	-21.29361757
222.36	-0.719985578	-21.29363501
222.42	-0.71998551	-21.29365209
222.48	-0.719985444	-21.2936688
222.54	-0.719985379	-21.29368513
222.6	-0.719985315	-21.2937011
222.66	-0.719985254	-21.2937167
222.72	-0.719985193	-21.29373191
222.78	-0.719985134	-21.29374676
222.84	-0.719985077	-21.29376122
222.9	-0.719985021	-21.29377531
222.96	-0.719984967	-21.29378901
223.02	-0.719984914	-21.29380234
223.08	-0.719984863	-21.29381528
223.14	-0.719984813	-21.29382783
223.2	-0.719984765	-21.29384
223.26	-0.719984718	-21.29385179
223.32	-0.719984673	-21.29386318
223.38	-0.719984629	-21.29387419
223.44	-0.719984587	-21.2938848
223.5	-0.719984547	-21.29389502
223.56	-0.719984508	-21.29390485
223.62	-0.71998447	-21.29391429
223.68	-0.719984435	-21.29392333
223.74	-0.7199844	-21.29393198
223.8	-0.719984368	-21.29394023
223.86	-0.719984336	-21.29394808
223.92	-0.719984307	-21.29395554
223.98	-0.719984279	-21.29396259
224.04	-0.719984253	-21.29396925
224.1	-0.719984228	-21.29397551
224.16	-0.719984205	-21.29398136
224.22	-0.719984183	-21.29398682
224.28	-0.719984163	-21.29399187
224.34	-0.719984145	-21.29399652
224.4	-0.719984128	-21.29400077
224.46	-0.719984113	-21.29400461
224.52	-0.719984099	-21.29400805
224.58	-0.719984087	-21.29401109
224.64	-0.719984077	-21.29401372
224.7	-0.719984068	-21.29401595
224.76	-0.719984061	-21.29401777
224.82	-0.719984055	-21.29401919
224.88	-0.719984051	-21.2940202
224.94	-0.719984049	-21.29402081
225	-0.719984048	-21.29402101
225.06	-0.719984049	-21.29402081
225.12	-0.719984051	-21.2940202
225.18	-0.719984055	-21.29401919
225.24	-0.719984061	-21.29401777
225.3	-0.719984068	-21.29401595
225.36	-0.719984077	-21.29401372
225.42	-0.719984087	-21.29401108
225.48	-0.7199841	-21.29400805
225.54	-0.719984113	-21.2940046
225.6	-0.719984129	-21.29400076
225.66	-0.719984145	-21.29399651
225.72	-0.719984164	-21.29399186
225.78	-0.719984184	-21.29398681
225.84	-0.719984206	-21.29398135
225.9	-0.719984229	-21.29397549
225.96	-0.719984254	-21.29396923
226.02	-0.71998428	-21.29396258
226.08	-0.719984308	-21.29395552
226.14	-0.719984338	-21.29394806
226.2	-0.719984369	-21.29394021
226.26	-0.719984402	-21.29393196
226.32	-0.719984436	-21.29392331
226.38	-0.719984472	-21.29391427
226.44	-0.71998451	-21.29390483
226.5	-0.719984549	-21.293895
226.56	-0.719984589	-21.29388478
226.62	-0.719984631	-21.29387416
226.68	-0.719984675	-21.29386315
226.74	-0.71998472	-21.29385176
226.8	-0.719984767	-21.29383998
226.86	-0.719984815	-21.2938278
226.92	-0.719984865	-21.29381525
226.98	-0.719984917	-21.29380231
227.04	-0.71998497	-21.29378898
227.1	-0.719985024	-21.29377528
227.16	-0.71998508	-21.29376119
227.22	-0.719985137	-21.29374672
227.28	-0.719985196	-21.29373188
227.34	-0.719985257	-21.29371666
227.4	-0.719985319	-21.29370107
227.46	-0.719985382	-21.2936851
227.52	-0.719985447	-21.29366876
227.58	-0.719985513	-21.29365205
227.64	-0.719985581	-21.29363497
227.7	-0.71998565	-21.29361753
227.76	-0.719985721	-21.29359972
227.82	-0.719985793	-21.29358155
227.88	-0.719985867	-21.29356302
227.94	-0.719985942	-21.29354413
228	-0.719986018	-21.29352488
228.06	-0.719986096	-21.29350528
228.12	-0.719986175	-21.29348532
228.18	-0.719986256	-21.29346501
228.24	-0.719986338	-21.29344435
228.3	-0.719986421	-21.29342335
228.36	-0.719986506	-21.293402
228.42	-0.719986592	-21.29338031
228.48	-0.719986679	-21.29335827
228.54	-0.719986768	-21.2933359
228.6	-0.719986858	-21.29331319
228.66	-0.719986949	-21.29329015
228.72	-0.719987042	-21.29326678
228.78	-0.719987136	-21.29324307
228.84	-0.719987232	-21.29321904
228.9	-0.719987328	-21.29319469
228.96	-0.719987426	-21.29317001
229.02	-0.719987525	-21.29314502
229.08	-0.719987626	-21.2931197
229.14	-0.719987728	-21.29309408
229.2	-0.719987831	-21.29306814
229.26	-0.719987935	-21.29304189
229.32	-0.71998804	-21.29301533
229.38	-0.719988147	-21.29298847
229.44	-0.719988254	-21.29296131
229.5	-0.719988363	-21.29293385
229.56	-0.719988474	-21.2929061
229.62	-0.719988585	-21.29287805
229.68	-0.719988697	-21.29284971
229.74	-0.719988811	-21.29282109
229.8	-0.719988926	-21.29279218
229.86	-0.719989041	-21.29276299
229.92	-0.719989158	-21.29273352
229.98	-0.719989276	-21.29270377
230.04	-0.719989396	-21.29267376
230.1	-0.719989516	-21.29264347
230.16	-0.719989637	-21.29261292
230.22	-0.719989759	-21.2925821
230.28	-0.719989883	-21.29255102
230.34	-0.719990007	-21.29251969
230.4	-0.719990132	-21.2924881
230.46	-0.719990259	-21.29245626
230.52	-0.719990386	-21.29242417
230.58	-0.719990514	-21.29239184
230.64	-0.719990643	-21.29235927
230.7	-0.719990774	-21.29232646
230.76	-0.719990905	-21.29229342
230.82	-0.719991037	-21.29226014
230.88	-0.71999117	-21.29222664
230.94	-0.719991303	-21.29219291
231	-0.719991438	-21.29215896
231.06	-0.719991574	-21.29212479
231.12	-0.71999171	-21.29209041
231.18	-0.719991847	-21.29205582
231.24	-0.719991985	-21.29202102
231.3	-0.719992124	-21.29198602
231.36	-0.719992264	-21.29195082
231.42	-0.719992404	-21.29191542
231.48	-0.719992546	-21.29187983
231.54	-0.719992688	-21.29184405
231.6	-0.71999283	-21.29180808
231.66	-0.719992974	-21.29177193
231.72	-0.719993118	-21.2917356
231.78	-0.719993263	-21.2916991
231.84	-0.719993408	-21.29166242
231.9	-0.719993554	-21.29162558
231.96	-0.719993701	-21.29158857
232.02	-0.719993849	-21.29155141
232.08	-0.719993997	-21.29151409
232.14	-0.719994146	-21.29147661
232.2	-0.719994295	-21.29143899
232.26	-0.719994445	-21.29140122
232.32	-0.719994595	-21.29136331
232.38	-0.719994746	-21.29132526
232.44	-0.719994897	-21.29128708
232.5	-0.719995049	-21.29124877
232.56	-0.719995202	-21.29121033
232.62	-0.719995355	-21.29117177
232.68	-0.719995508	-21.29113309
232.74	-0.719995662	-21.2910943
232.8	-0.719995817	-21.2910554
232.86	-0.719995971	-21.29101639
232.92	-0.719996127	-21.29097728
232.98	-0.719996282	-21.29093807
233.04	-0.719996438	-21.29089877
233.1	-0.719996594	-21.29085938
233.16	-0.719996751	-21.2908199
233.22	-0.719996908	-21.29078033
233.28	-0.719997065	-21.29074069
