Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
43.020            0.036096        2.068121
43.035            0.034932        2.001440
43.050            0.033759        1.934274
43.065            0.032579        1.866642
43.080            0.031391        1.798563
43.095            0.030195        1.730058
43.110            0.028992        1.661147
43.125            0.027783        1.591852
43.140            0.026567        1.522195
43.155            0.025346        1.452198
43.170            0.024118        1.381884
43.185            0.022886        1.311279
43.200            0.021649        1.240404
43.215            0.020408        1.169286
43.230            0.019163        1.097949
43.245            0.017914        1.026419
43.260            0.016663        0.954722
43.275            0.015409        0.882885
43.290            0.014153        0.810934
43.305            0.012896        0.738897
43.320            0.011638        0.666801
43.335            0.010379        0.594674
43.350            0.009120        0.522545
43.365            0.007862        0.450441
43.380            0.006604        0.378392
43.395            0.005348        0.306427
43.410            0.004094        0.234573
43.425            0.002842        0.162862
43.440            0.001594        0.091321
43.455            0.000349        0.019981
43.470           -0.000892       -0.051129
43.485           -0.002129       -0.121980
43.500           -0.003360       -0.192542
43.515           -0.004586       -0.262786
43.530           -0.005806       -0.332682
43.545           -0.007020       -0.402201
43.560           -0.008226       -0.471313
43.575           -0.009425       -0.539991
43.590           -0.010615       -0.608203
43.605           -0.011797       -0.675923
43.620           -0.012970       -0.743121
43.635           -0.014133       -0.809769
43.650           -0.015286       -0.875840
43.665           -0.016429       -0.941304
43.680           -0.017560       -1.006136
43.695           -0.018680       -1.070308
43.710           -0.019788       -1.133794
43.725           -0.020884       -1.196566
43.740           -0.021967       -1.258600
43.755           -0.023036       -1.319869
43.770           -0.024092       -1.380350
43.785           -0.025133       -1.440017
43.800           -0.026160       -1.498846
43.815           -0.027172       -1.556814
43.830           -0.028168       -1.613898
43.845           -0.029148       -1.670076
43.860           -0.030113       -1.725325
43.875           -0.031060       -1.779625
43.890           -0.031991       -1.832955
43.905           -0.032905       -1.885295
43.920           -0.033800       -1.936625
43.935           -0.034678       -1.986926
43.950           -0.035538       -2.036181
43.965           -0.036379       -2.084372
43.980           -0.037201       -2.131482
43.995           -0.038004       -2.177494
44.010           -0.038788       -2.222394
44.025           -0.039552       -2.266167
44.040           -0.040296       -2.308798
44.055           -0.041020       -2.350274
44.070           -0.041724       -2.390582
44.085           -0.042406       -2.429711
44.100           -0.043069       -2.467648
44.115           -0.043710       -2.504384
44.130           -0.044330       -2.539909
44.145           -0.044928       -2.574212
44.160           -0.045506       -2.607287
44.175           -0.046061       -2.639124
44.190           -0.046595       -2.669718
44.205           -0.047107       -2.699060
44.220           -0.047598       -2.727147
44.235           -0.048066       -2.753972
44.250           -0.048512       -2.779532
44.265           -0.048936       -2.803822
44.280           -0.049338       -2.826840
44.295           -0.049717       -2.848584
44.310           -0.050074       -2.869051
44.325           -0.050409       -2.888240
44.340           -0.050722       -2.906152
44.355           -0.051012       -2.922786
44.370           -0.051280       -2.938143
44.385           -0.051526       -2.952224
44.400           -0.051750       -2.965031
44.415           -0.051951       -2.976568
44.430           -0.052130       -2.986836
44.445           -0.052287       -2.995840
44.460           -0.052422       -3.003583
44.475           -0.052536       -3.010070
44.490           -0.052627       -3.015307
44.505           -0.052697       -3.019298
44.520           -0.052745       -3.022051
44.535           -0.052771       -3.023571
44.550           -0.052776       -3.023866
44.565           -0.052760       -3.022943
44.580           -0.052723       -3.020810
44.595           -0.052665       -3.017475
44.610           -0.052586       -3.012947
44.625           -0.052486       -3.007235
44.640           -0.052366       -3.000348
44.655           -0.052225       -2.992296
44.670           -0.052065       -2.983090
44.685           -0.051884       -2.972739
44.700           -0.051684       -2.961255
44.715           -0.051464       -2.948648
44.730           -0.051224       -2.934930
44.745           -0.050966       -2.920112
44.760           -0.050688       -2.904207
44.775           -0.050392       -2.887227
44.790           -0.050077       -2.869185
44.805           -0.049743       -2.850093
44.820           -0.049392       -2.829964
44.835           -0.049023       -2.808811
44.850           -0.048636       -2.786649
44.865           -0.048232       -2.763490
44.880           -0.047811       -2.739350
44.895           -0.047372       -2.714242
44.910           -0.046918       -2.688181
44.925           -0.046446       -2.661181
44.940           -0.045959       -2.633258
44.955           -0.045456       -2.604427
44.970           -0.044937       -2.574703
44.985           -0.044403       -2.544102
45.000           -0.043854       -2.512640
45.015           -0.043290       -2.480332
45.030           -0.042712       -2.447196
45.045           -0.042119       -2.413248
45.060           -0.041513       -2.378504
45.075           -0.040893       -2.342983
45.090           -0.040260       -2.306699
45.105           -0.039613       -2.269673
45.120           -0.038954       -2.231920
45.135           -0.038283       -2.193459
45.150           -0.037600       -2.154309
45.165           -0.036905       -2.114486
45.180           -0.036198       -2.074011
45.195           -0.035481       -2.032901
45.210           -0.034753       -1.991177
45.225           -0.034014       -1.948856
45.240           -0.033265       -1.905959
45.255           -0.032507       -1.862504
45.270           -0.031739       -1.818513
45.285           -0.030962       -1.774005
45.300           -0.030177       -1.728999
45.315           -0.029383       -1.683518
45.330           -0.028581       -1.637580
45.345           -0.027772       -1.591207
45.360           -0.026955       -1.544420
45.375           -0.026132       -1.497240
45.390           -0.025302       -1.449688
45.405           -0.024466       -1.401786
45.420           -0.023624       -1.353554
45.435           -0.022777       -1.305015
45.450           -0.021925       -1.256190
45.465           -0.021068       -1.207100
45.480           -0.020207       -1.157768
45.495           -0.019342       -1.108216
45.510           -0.018474       -1.058465
45.525           -0.017602       -1.008537
45.540           -0.016728       -0.958454
45.555           -0.015852       -0.908237
45.570           -0.014973       -0.857909
45.585           -0.014093       -0.807492
45.600           -0.013212       -0.757006
45.615           -0.012330       -0.706473
45.630           -0.011448       -0.655915
45.645           -0.010565       -0.605354
45.660           -0.009683       -0.554808
45.675           -0.008802       -0.504301
45.690           -0.007921       -0.453852
45.705           -0.007042       -0.403481
45.720           -0.006165       -0.353209
45.735           -0.005289       -0.303056
45.750           -0.004416       -0.253040
45.765           -0.003546       -0.203182
45.780           -0.002679       -0.153499
45.795           -0.001815       -0.104009
45.810           -0.000955       -0.054732
45.825           -0.000099       -0.005684
45.840            0.000753        0.043117
45.855            0.001600        0.091656
45.870            0.002442        0.139916
45.885            0.003279        0.187881
45.900            0.004111        0.235537
45.915            0.004937        0.282869
45.930            0.005757        0.329864
45.945            0.006571        0.376508
45.960            0.007379        0.422788
45.975            0.008180        0.468693
45.990            0.008975        0.514211
46.005            0.009762        0.559332
46.020            0.010543        0.604045
46.035            0.011316        0.648341
46.050            0.012081        0.692212
46.065            0.012839        0.735649
46.080            0.013590        0.778645
46.095            0.014333        0.821194
46.110            0.015067        0.863289
46.125            0.015794        0.904926
46.140            0.016513        0.946100
46.155            0.017223        0.986807
46.170            0.017925        1.027044
46.185            0.018619        1.066809
46.200            0.019305        1.106101
46.215            0.019983        1.144917
46.230            0.020652        1.183258
46.245            0.021313        1.221125
46.260            0.021965        1.258518
46.275            0.022610        1.295439
46.290            0.023246        1.331890
46.305            0.023874        1.367875
46.320            0.024494        1.403397
46.335            0.025106        1.438460
46.350            0.025710        1.473069
46.365            0.026306        1.507229
46.380            0.026895        1.540946
46.395            0.027475        1.574227
46.410            0.028049        1.607078
46.425            0.028615        1.639507
46.440            0.029174        1.671522
46.455            0.029725        1.703131
46.470            0.030270        1.734342
46.485            0.030808        1.765165
46.500            0.031339        1.795608
46.515            0.031864        1.825683
46.530            0.032383        1.855398
46.545            0.032895        1.884764
46.560            0.033402        1.913792
46.575            0.033903        1.942492
46.590            0.034398        1.970875
46.605            0.034888        1.998953
46.620            0.035373        2.026737
46.635            0.035853        2.054237
46.650            0.036328        2.081466
46.665            0.036799        2.108436
46.680            0.037266        2.135157
46.695            0.037728        2.161641
46.710            0.038186        2.187900
46.725            0.038641        2.213945
46.740            0.039092        2.239788
46.755            0.039539        2.265440
46.770            0.039984        2.290913
46.785            0.040426        2.316217
46.800            0.040865        2.341364
46.815            0.041301        2.366363
46.830            0.041735        2.391227
46.845            0.042167        2.415965
46.860            0.042596        2.440588
46.875            0.043024        2.465105
46.890            0.043450        2.489526
46.905            0.043875        2.513860
46.920            0.044299        2.538118
46.935            0.044721        2.562307
46.950            0.045142        2.586437
46.965            0.045562        2.610515
46.980            0.045982        2.634549
46.995            0.046400        2.658548
47.010            0.046819        2.682519
47.025            0.047237        2.706469
47.040            0.047655        2.730404
47.055            0.048072        2.754331
47.070            0.048490        2.778256
47.085            0.048907        2.802185
47.100            0.049325        2.826124
47.115            0.049743        2.850077
47.130            0.050162        2.874051
47.145            0.050580        2.898049
47.160            0.051000        2.922075
47.175            0.051420        2.946135
47.190            0.051840        2.970232
47.205            0.052262        2.994370
47.220            0.052684        3.018552
47.235            0.053107        3.042781
47.250            0.053530        3.067061
47.265            0.053955        3.091394
47.280            0.054381        3.115783
47.295            0.054807        3.140231
47.310            0.055235        3.164740
47.325            0.055664        3.189312
47.340            0.056094        3.213949
47.355            0.056525        3.238654
47.370            0.056958        3.263429
47.385            0.057391        3.288275
47.400            0.057826        3.313194
47.415            0.058262        3.338189
47.430            0.058700        3.363261
47.445            0.059139        3.388411
47.460            0.059579        3.413642
47.475            0.060021        3.438956
47.490            0.060464        3.464353
47.505            0.060909        3.489837
47.520            0.061355        3.515409
47.535            0.061803        3.541071
47.550            0.062253        3.566824
47.565            0.062704        3.592672
47.580            0.063157        3.618616
47.595            0.063611        3.644657
47.610            0.064068        3.670800
47.625            0.064526        3.697044
47.640            0.064985        3.723394
47.655            0.065447        3.749852
47.670            0.065911        3.776419
47.685            0.066377        3.803098
47.700            0.066844        3.829893
47.715            0.067314        3.856805
47.730            0.067786        3.883836
47.745            0.068260        3.910990
47.760            0.068736        3.938270
47.775            0.069214        3.965677
47.790            0.069695        3.993214
47.805            0.070178        4.020883
47.820            0.070663        4.048688
47.835            0.071151        4.076630
47.850            0.071641        4.104711
47.865            0.072133        4.132934
47.880            0.072628        4.161301
47.895            0.073126        4.189812
47.910            0.073626        4.218471
47.925            0.074129        4.247277
47.940            0.074634        4.276233
47.955            0.075142        4.305339
47.970            0.075653        4.334595
47.985            0.076166        4.364003
48.000            0.076682        4.393561
48.015            0.077201        4.423270
48.030            0.077722        4.453128
48.045            0.078245        4.483135
48.060            0.078772        4.513288
48.075            0.079301        4.543586
48.090            0.079832        4.574026
48.105            0.080366        4.604606
48.120            0.080902        4.635321
48.135            0.081440        4.666167
48.150            0.081981        4.697141
48.165            0.082523        4.728236
48.180            0.083068        4.759447
48.195            0.083615        4.790768
48.210            0.084163        4.822191
48.225            0.084713        4.853710
48.240            0.085265        4.885316
48.255            0.085818        4.916999
48.270            0.086372        4.948752
48.285            0.086927        4.980563
48.300            0.087483        5.012422
48.315            0.088040        5.044317
48.330            0.088597        5.076237
48.345            0.089154        5.108168
48.360            0.089712        5.140098
48.375            0.090269        5.172012
48.390            0.090825        5.203896
48.405            0.091381        5.235734
48.420            0.091935        5.267511
48.435            0.092489        5.299209
48.450            0.093040        5.330813
48.465            0.093590        5.362303
48.480            0.094137        5.393663
48.495            0.094682        5.424873
48.510            0.095224        5.455913
48.525            0.095762        5.486765
48.540            0.096297        5.517407
48.555            0.096828        5.547820
48.570            0.097354        5.577980
48.585            0.097876        5.607868
48.600            0.098392        5.637461
48.615            0.098903        5.666737
48.630            0.099408        5.695672
48.645            0.099907        5.724244
48.660            0.100399        5.752429
48.675            0.100884        5.780205
48.690            0.101361        5.807546
48.705            0.101830        5.834430
48.720            0.102291        5.860831
48.735            0.102743        5.886727
48.750            0.103185        5.912091
48.765            0.103618        5.936901
48.780            0.104041        5.961131
48.795            0.104454        5.984757
48.810            0.104855        6.007754
48.825            0.105245        6.030099
48.840            0.105623        6.051766
48.855            0.105989        6.072733
48.870            0.106342        6.092974
48.885            0.106683        6.112467
48.900            0.107009        6.131186
48.915            0.107322        6.149110
48.930            0.107621        6.166215
48.945            0.107905        6.182478
48.960            0.108173        6.197877
48.975            0.108427        6.212390
48.990            0.108664        6.225994
49.005            0.108885        6.238669
49.020            0.109090        6.250394
49.035            0.109278        6.261148
49.050            0.109448        6.270911
49.065            0.109601        6.279663
49.080            0.109736        6.287386
49.095            0.109852        6.294062
49.110            0.109950        6.299671
49.125            0.110029        6.304197
49.140            0.110089        6.307623
49.155            0.110129        6.309932
49.170            0.110150        6.311109
49.185            0.110150        6.311139
49.200            0.110130        6.310007
49.215            0.110090        6.307700
49.230            0.110029        6.304204
49.245            0.109947        6.299506
49.260            0.109844        6.293595
49.275            0.109719        6.286459
49.290            0.109573        6.278088
49.305            0.109405        6.268472
49.320            0.109216        6.257601
49.335            0.109004        6.245467
49.350            0.108770        6.232061
49.365            0.108514        6.217377
49.380            0.108235        6.201408
49.395            0.107934        6.184146
49.410            0.107610        6.165588
49.425            0.107263        6.145728
49.440            0.106894        6.124563
49.455            0.106502        6.102088
49.470            0.106086        6.078300
49.485            0.105648        6.053198
49.500            0.105187        6.026779
49.515            0.104703        5.999043
49.530            0.104196        5.969988
49.545            0.103666        5.939616
49.560            0.103113        5.907926
49.575            0.102537        5.874919
49.590            0.101938        5.840598
49.605            0.101316        5.804964
49.620            0.100671        5.768021
49.635            0.100003        5.729770
49.650            0.099313        5.690216
49.665            0.098600        5.649363
49.680            0.097864        5.607215
49.695            0.097106        5.563778
49.710            0.096326        5.519056
49.725            0.095523        5.473055
49.740            0.094698        5.425782
49.755            0.093851        5.377243
49.770            0.092981        5.327444
49.785            0.092090        5.276394
49.800            0.091178        5.224098
49.815            0.090243        5.170566
49.830            0.089288        5.115805
49.845            0.088311        5.059823
49.860            0.087312        5.002629
49.875            0.086293        4.944232
49.890            0.085253        4.884641
49.905            0.084192        4.823865
49.920            0.083111        4.761913
49.935            0.082009        4.698795
49.950            0.080888        4.634520
49.965            0.079746        4.569099
49.980            0.078584        4.502542
49.995            0.077403        4.434859
50.010            0.076202        4.366060
50.025            0.074982        4.296155
50.040            0.073743        4.225155
50.055            0.072485        4.153072
50.070            0.071208        4.079914
50.085            0.069913        4.005694
50.100            0.068599        3.930422
50.115            0.067267        3.854109
50.130            0.065917        3.776765
50.145            0.064549        3.698403
50.160            0.063164        3.619034
50.175            0.061761        3.538668
50.190            0.060342        3.457316
50.205            0.058905        3.374991
50.220            0.057451        3.291703
50.235            0.055981        3.207463
50.250            0.054494        3.122285
50.265            0.052991        3.036178
50.280            0.051472        2.949154
50.295            0.049938        2.861227
50.310            0.048388        2.772406
50.325            0.046822        2.682704
50.340            0.045241        2.592132
50.355            0.043646        2.500704
50.370            0.042035        2.408431
50.385            0.040410        2.315325
50.400            0.038771        2.221399
50.415            0.037117        2.126665
50.430            0.035450        2.031135
50.445            0.033769        1.934823
50.460            0.032075        1.837741
50.475            0.030367        1.739902
50.490            0.028646        1.641319
50.505            0.026913        1.542006
50.520            0.025167        1.441976
50.535            0.023409        1.341242
50.550            0.021639        1.239819
50.565            0.019857        1.137721
50.580            0.018063        1.034961
50.595            0.016259        0.931554
50.610            0.014443        0.827514
50.625            0.012616        0.722857
50.640            0.010779        0.617597
50.655            0.008932        0.511749
50.670            0.007074        0.405329
50.685            0.005207        0.298353
50.700            0.003331        0.190836
50.715            0.001445        0.082794
50.730           -0.000450       -0.025756
50.745           -0.002353       -0.134798
50.760           -0.004264       -0.244316
50.775           -0.006184       -0.354291
50.790           -0.008111       -0.464708
50.805           -0.010045       -0.575548
50.820           -0.011987       -0.686794
50.835           -0.013935       -0.798428
50.850           -0.015890       -0.910432
50.865           -0.017851       -1.022787
50.880           -0.019818       -1.135476
50.895           -0.021790       -1.248479
50.910           -0.023767       -1.361777
50.925           -0.025750       -1.475352
50.940           -0.027736       -1.589184
50.955           -0.029727       -1.703253
50.970           -0.031722       -1.817539
50.985           -0.033720       -1.932023
51.000           -0.035721       -2.046685
51.015           -0.037725       -2.161504
51.030           -0.039732       -2.276459
51.045           -0.041740       -2.391531
51.060           -0.043750       -2.506697
51.075           -0.045761       -2.621938
51.090           -0.047774       -2.737232
51.105           -0.049787       -2.852558
51.120           -0.051800       -2.967893
51.135           -0.053812       -3.083218
51.150           -0.055825       -3.198509
51.165           -0.057836       -3.313745
51.180           -0.059846       -3.428905
51.195           -0.061854       -3.543965
51.210           -0.063860       -3.658903
51.225           -0.065863       -3.773698
51.240           -0.067864       -3.888327
51.255           -0.069861       -4.002766
51.270           -0.071855       -4.116993
51.285           -0.073845       -4.230986
51.300           -0.075830       -4.344721
51.315           -0.077810       -4.458176
51.330           -0.079785       -4.571326
51.345           -0.081754       -4.684149
51.360           -0.083717       -4.796622
51.375           -0.085673       -4.908721
51.390           -0.087623       -5.020421
51.405           -0.089565       -5.131701
51.420           -0.091500       -5.242536
51.435           -0.093426       -5.352902
51.450           -0.095343       -5.462775
51.465           -0.097252       -5.572132
51.480           -0.099151       -5.680948
51.495           -0.101041       -5.789200
51.510           -0.102920       -5.896862
51.525           -0.104788       -6.003912
51.540           -0.106645       -6.110325
51.555           -0.108491       -6.216077
51.570           -0.110325       -6.321143
51.585           -0.112146       -6.425499
51.600           -0.113955       -6.529121
51.615           -0.115750       -6.631985
51.630           -0.117532       -6.734067
51.645           -0.119299       -6.835342
51.660           -0.121052       -6.935787
51.675           -0.122790       -7.035377
51.690           -0.124513       -7.134088
51.705           -0.126220       -7.231897
51.720           -0.127911       -7.328779
51.735           -0.129586       -7.424712
51.750           -0.131243       -7.519670
51.765           -0.132883       -7.613632
51.780           -0.134505       -7.706575
51.795           -0.136109       -7.798474
51.810           -0.137694       -7.889307
51.825           -0.139261       -7.979052
51.840           -0.140808       -8.067686
51.855           -0.142335       -8.155188
51.870           -0.143842       -8.241536
51.885           -0.145328       -8.326708
51.900           -0.146794       -8.410683
51.915           -0.148238       -8.493440
51.930           -0.149661       -8.574960
51.945           -0.151062       -8.655222
51.960           -0.152441       -8.734207
51.975           -0.153797       -8.811896
51.990           -0.155130       -8.888269
52.005           -0.156439       -8.963309
52.020           -0.157725       -9.036999
52.035           -0.158988       -9.109321
52.050           -0.160226       -9.180258
52.065           -0.161439       -9.249795
52.080           -0.162628       -9.317915
52.095           -0.163792       -9.384604
52.110           -0.164931       -9.449848
52.125           -0.166044       -9.513633
52.140           -0.167132       -9.575945
52.155           -0.168193       -9.636772
52.170           -0.169229       -9.696103
52.185           -0.170238       -9.753926
52.200           -0.171221       -9.810229
52.215           -0.172177       -9.865004
52.230           -0.173106       -9.918241
52.245           -0.174008       -9.969931
52.260           -0.174883      -10.020067
52.275           -0.175731      -10.068640
52.290           -0.176551      -10.115644
52.305           -0.177344      -10.161073
52.320           -0.178109      -10.204922
52.335           -0.178847      -10.247184
52.350           -0.179557      -10.287858
52.365           -0.180239      -10.326937
52.380           -0.180893      -10.364421
52.395           -0.181520      -10.400305
52.410           -0.182118      -10.434589
52.425           -0.182688      -10.467270
52.440           -0.183231      -10.498349
52.455           -0.183745      -10.527824
52.470           -0.184232      -10.555697
52.485           -0.184690      -10.581967
52.500           -0.185121      -10.606637
52.515           -0.185523      -10.629707
52.530           -0.185898      -10.651180
52.545           -0.186245      -10.671058
52.560           -0.186564      -10.689344
52.575           -0.186856      -10.706042
52.590           -0.187119      -10.721155
52.605           -0.187356      -10.734687
52.620           -0.187564      -10.746643
52.635           -0.187746      -10.757027
52.650           -0.187899      -10.765844
52.665           -0.188026      -10.773100
52.680           -0.188126      -10.778798
52.695           -0.188198      -10.782946
52.710           -0.188243      -10.785549
52.725           -0.188262      -10.786614
52.740           -0.188254      -10.786145
52.755           -0.188219      -10.784150
52.770           -0.188158      -10.780636
52.785           -0.188070      -10.775608
52.800           -0.187956      -10.769074
52.815           -0.187816      -10.761041
52.830           -0.187649      -10.751515
52.845           -0.187457      -10.740504
52.860           -0.187239      -10.728014
52.875           -0.186996      -10.714054
52.890           -0.186726      -10.698631
52.905           -0.186432      -10.681751
52.920           -0.186112      -10.663422
52.935           -0.185767      -10.643653
52.950           -0.185397      -10.622449
52.965           -0.185002      -10.599820
52.980           -0.184582      -10.575773
52.995           -0.184138      -10.550315
53.010           -0.183669      -10.523454
53.025           -0.183176      -10.495198
53.040           -0.182658      -10.465555
53.055           -0.182117      -10.434532
53.070           -0.181552      -10.402138
53.085           -0.180962      -10.368381
53.100           -0.180350      -10.333268
53.115           -0.179713      -10.296809
53.130           -0.179053      -10.259009
53.145           -0.178371      -10.219880
53.160           -0.177665      -10.179427
53.175           -0.176936      -10.137660
53.190           -0.176184      -10.094587
53.205           -0.175409      -10.050216
53.220           -0.174612      -10.004556
53.235           -0.173793       -9.957615
53.250           -0.172952       -9.909402
53.265           -0.172088       -9.859926
53.280           -0.171203       -9.809195
53.295           -0.170296       -9.757218
53.310           -0.169367       -9.704003
53.325           -0.168417       -9.649561
53.340           -0.167445       -9.593898
53.355           -0.166452       -9.537025
53.370           -0.165439       -9.478950
53.385           -0.164404       -9.419683
53.400           -0.163349       -9.359232
53.415           -0.162274       -9.297606
53.430           -0.161178       -9.234815
53.445           -0.160062       -9.170868
53.460           -0.158926       -9.105773
53.475           -0.157770       -9.039539
53.490           -0.156594       -8.972176
53.505           -0.155399       -8.903694
53.520           -0.154184       -8.834100
53.535           -0.152950       -8.763403
53.550           -0.151697       -8.691614
53.565           -0.150425       -8.618740
53.580           -0.149135       -8.544791
53.595           -0.147825       -8.469775
53.610           -0.146498       -8.393702
53.625           -0.145152       -8.316579
53.640           -0.143787       -8.238416
53.655           -0.142405       -8.159222
53.670           -0.141005       -8.079003
53.685           -0.139587       -7.997770
53.700           -0.138152       -7.915531
53.715           -0.136699       -7.832293
53.730           -0.135229       -7.748065
53.745           -0.133742       -7.662854
53.760           -0.132238       -7.576670
53.775           -0.130717       -7.489520
53.790           -0.129179       -7.401412
53.805           -0.127625       -7.312353
53.820           -0.126054       -7.222352
53.835           -0.124467       -7.131416
53.850           -0.122863       -7.039552
53.865           -0.121244       -6.946769
53.880           -0.119609       -6.853074
53.895           -0.117958       -6.758474
53.910           -0.116291       -6.662978
53.925           -0.114609       -6.566592
53.940           -0.112911       -6.469324
53.955           -0.111198       -6.371182
53.970           -0.109470       -6.272173
53.985           -0.107727       -6.172306
54.000           -0.105969       -6.071588
54.015           -0.104197       -5.970026
54.030           -0.102409       -5.867630
54.045           -0.100608       -5.764406
54.060           -0.098792       -5.660364
54.075           -0.096962       -5.555511
54.090           -0.095118       -5.449857
54.105           -0.093260       -5.343410
54.120           -0.091389       -5.236179
54.135           -0.089504       -5.128173
54.150           -0.087605       -5.019403
54.165           -0.085694       -4.909877
54.180           -0.083769       -4.799607
54.195           -0.081832       -4.688601
54.210           -0.079881       -4.576872
54.225           -0.077919       -4.464429
54.240           -0.075944       -4.351285
54.255           -0.073957       -4.237452
54.270           -0.071959       -4.122940
54.285           -0.069949       -4.007764
54.300           -0.067927       -3.891935
54.315           -0.065894       -3.775467
54.330           -0.063851       -3.658374
54.345           -0.061796       -3.540670
54.360           -0.059732       -3.422369
54.375           -0.057657       -3.303487
54.390           -0.055572       -3.184039
54.405           -0.053478       -3.064041
54.420           -0.051374       -2.943509
54.435           -0.049261       -2.822460
54.450           -0.047140       -2.700911
54.465           -0.045010       -2.578880
54.480           -0.042872       -2.456385
54.495           -0.040726       -2.333443
54.510           -0.038573       -2.210075
54.525           -0.036413       -2.086300
54.540           -0.034246       -1.962137
54.555           -0.032072       -1.837606
54.570           -0.029893       -1.712728
54.585           -0.027708       -1.587523
54.600           -0.025517       -1.462014
54.615           -0.023321       -1.336221
54.630           -0.021121       -1.210166
54.645           -0.018917       -1.083872
54.660           -0.016709       -0.957361
54.675           -0.014498       -0.830656
54.690           -0.012283       -0.703780
54.705           -0.010066       -0.576756
54.720           -0.007847       -0.449609
54.735           -0.005626       -0.322361
54.750           -0.003404       -0.195037
54.765           -0.001181       -0.067661
54.780            0.001043        0.059742
54.795            0.003266        0.187148
54.810            0.005490        0.314532
54.825            0.007712        0.441870
54.840            0.009933        0.569136
54.855            0.012153        0.696304
54.870            0.014370        0.823351
54.885            0.016585        0.950251
54.900            0.018797        1.076977
54.915            0.021005        1.203506
54.930            0.023210        1.329811
54.945            0.025410        1.455867
54.960            0.027605        1.581649
54.975            0.029795        1.707130
54.990            0.031979        1.832286
55.005            0.034158        1.957092
55.020            0.036329        2.081520
55.035            0.038494        2.205547
55.050            0.040651        2.329147
55.065            0.042801        2.452294
55.080            0.044942        2.574963
55.095            0.047074        2.697129
55.110            0.049197        2.818767
55.125            0.051310        2.939851
55.140            0.053413        3.060357
55.155            0.055506        3.180259
55.170            0.057588        3.299534
55.185            0.059658        3.418155
55.200            0.061717        3.536099
55.215            0.063763        3.653340
55.230            0.065796        3.769856
55.245            0.067817        3.885620
55.260            0.069824        4.000609
55.275            0.071817        4.114799
55.290            0.073795        4.228166
55.305            0.075759        4.340687
55.320            0.077708        4.452337
55.335            0.079641        4.563093
55.350            0.081558        4.672932
55.365            0.083459        4.781831
55.380            0.085343        4.889766
55.395            0.087209        4.996716
55.410            0.089058        5.102657
55.425            0.090889        5.207567
55.440            0.092702        5.311425
55.455            0.094496        5.414207
55.470            0.096271        5.515894
55.485            0.098026        5.616462
55.500            0.099761        5.715891
55.515            0.101476        5.814161
55.530            0.103171        5.911249
55.545            0.104844        6.007138
55.560            0.106497        6.101805
55.575            0.108127        6.195232
55.590            0.109736        6.287400
55.605            0.111322        6.378289
55.620            0.112886        6.467880
55.635            0.114427        6.556157
55.650            0.115944        6.643099
55.665            0.117438        6.728692
55.680            0.118908        6.812916
55.695            0.120354        6.895756
55.710            0.121775        6.977195
55.725            0.123172        7.057218
55.740            0.124543        7.135809
55.755            0.125890        7.212954
55.770            0.127211        7.288638
55.785            0.128506        7.362848
55.800            0.129775        7.435569
55.815            0.131018        7.506790
55.830            0.132235        7.576497
55.845            0.133425        7.644679
55.860            0.134588        7.711325
55.875            0.135724        7.776423
55.890            0.136833        7.839964
55.905            0.137915        7.901937
55.920            0.138969        7.962334
55.935            0.139995        8.021145
55.950            0.140994        8.078362
55.965            0.141965        8.133978
55.980            0.142907        8.187986
55.995            0.143822        8.240379
56.010            0.144708        8.291150
56.025            0.145566        8.340295
56.040            0.146395        8.387807
56.055            0.147196        8.433683
56.070            0.147968        8.477917
56.085            0.148711        8.520508
56.100            0.149425        8.561450
56.115            0.150111        8.600742
56.130            0.150768        8.638382
56.145            0.151396        8.674366
56.160            0.151995        8.708694
56.175            0.152566        8.741366
56.190            0.153107        8.772379
56.205            0.153619        8.801734
56.220            0.154103        8.829431
56.235            0.154557        8.855471
56.250            0.154983        8.879853
56.265            0.155379        8.902581
56.280            0.155747        8.923654
56.295            0.156086        8.943075
56.310            0.156396        8.960845
56.325            0.156678        8.976968
56.340            0.156930        8.991445
56.355            0.157154        9.004280
56.370            0.157350        9.015476
56.385            0.157517        9.025036
56.400            0.157655        9.032964
56.415            0.157765        9.039264
56.430            0.157847        9.043939
56.445            0.157900        9.046994
56.460            0.157925        9.048434
56.475            0.157922        9.048262
56.490            0.157891        9.046485
56.505            0.157832        9.043106
56.520            0.157745        9.038131
56.535            0.157631        9.031565
56.550            0.157488        9.023415
56.565            0.157318        9.013684
56.580            0.157121        9.002380
56.595            0.156897        8.989509
56.610            0.156645        8.975075
56.625            0.156366        8.959087
56.640            0.156059        8.941549
56.655            0.155726        8.922469
56.670            0.155367        8.901854
56.685            0.154980        8.879710
56.700            0.154567        8.856045
56.715            0.154128        8.830866
56.730            0.153662        8.804180
56.745            0.153170        8.775994
56.760            0.152652        8.746318
56.775            0.152108        8.715158
56.790            0.151539        8.682523
56.805            0.150943        8.648421
56.820            0.150323        8.612861
56.835            0.149677        8.575851
56.850            0.149006        8.537401
56.865            0.148310        8.497520
56.880            0.147589        8.456216
56.895            0.146843        8.413501
56.910            0.146073        8.369383
56.925            0.145279        8.323872
56.940            0.144461        8.276980
56.955            0.143618        8.228716
56.970            0.142752        8.179091
56.985            0.141862        8.128116
57.000            0.140949        8.075804
57.015            0.140013        8.022164
57.030            0.139054        7.967209
57.045            0.138072        7.910951
