Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
3.585             0.005068        0.290392
3.600             0.005048        0.289255
3.615             0.005030        0.288200
3.630             0.005013        0.287225
3.645             0.004997        0.286330
3.660             0.004983        0.285513
3.675             0.004970        0.284773
3.690             0.004959        0.284108
3.705             0.004948        0.283516
3.720             0.004939        0.282995
3.735             0.004931        0.282542
3.750             0.004925        0.282155
3.765             0.004919        0.281831
3.780             0.004914        0.281567
3.795             0.004911        0.281359
3.810             0.004908        0.281205
3.825             0.004906        0.281101
3.840             0.004905        0.281043
3.855             0.004905        0.281026
3.870             0.004905        0.281048
3.885             0.004906        0.281103
3.900             0.004908        0.281187
3.915             0.004910        0.281296
3.930             0.004912        0.281424
3.945             0.004914        0.281567
3.960             0.004917        0.281719
3.975             0.004920        0.281877
3.990             0.004922        0.282033
4.005             0.004925        0.282183
4.020             0.004927        0.282321
4.035             0.004930        0.282442
4.050             0.004931        0.282540
4.065             0.004932        0.282610
4.080             0.004933        0.282644
4.095             0.004933        0.282639
4.110             0.004932        0.282587
4.125             0.004930        0.282484
4.140             0.004927        0.282322
4.155             0.004924        0.282097
4.170             0.004918        0.281801
4.185             0.004912        0.281431
4.200             0.004904        0.280978
4.215             0.004895        0.280439
4.230             0.004884        0.279807
4.245             0.004871        0.279076
4.260             0.004856        0.278241
4.275             0.004840        0.277296
4.290             0.004821        0.276236
4.305             0.004801        0.275056
4.320             0.004778        0.273751
4.335             0.004753        0.272315
4.350             0.004725        0.270743
4.365             0.004695        0.269032
4.380             0.004663        0.267176
4.395             0.004628        0.265170
4.410             0.004590        0.263012
4.425             0.004550        0.260695
4.440             0.004507        0.258218
4.455             0.004461        0.255575
4.470             0.004412        0.252764
4.485             0.004359        0.249781
4.500             0.004304        0.246623
4.515             0.004246        0.243287
4.530             0.004185        0.239770
4.545             0.004120        0.236071
4.560             0.004052        0.232186
4.575             0.003981        0.228114
4.590             0.003907        0.223853
4.605             0.003829        0.219401
4.620             0.003748        0.214758
4.635             0.003664        0.209921
4.650             0.003576        0.204891
4.665             0.003485        0.199666
4.680             0.003390        0.194246
4.695             0.003292        0.188631
4.710             0.003191        0.182820
4.725             0.003086        0.176815
4.740             0.002978        0.170615
4.755             0.002866        0.164222
4.770             0.002751        0.157635
4.785             0.002633        0.150857
4.800             0.002511        0.143888
4.815             0.002386        0.136729
4.830             0.002258        0.129384
4.845             0.002127        0.121853
4.860             0.001992        0.114138
4.875             0.001854        0.106242
4.890             0.001713        0.098167
4.905             0.001569        0.089915
4.920             0.001422        0.081490
4.935             0.001272        0.072894
4.950             0.001119        0.064130
4.965             0.000963        0.055201
4.980             0.000805        0.046111
4.995             0.000643        0.036863
5.010             0.000479        0.027460
5.025             0.000313        0.017906
5.040             0.000143        0.008206
5.055            -0.000029       -0.001639
5.070            -0.000203       -0.011622
5.085            -0.000379       -0.021742
5.100            -0.000558       -0.031992
5.115            -0.000739       -0.042370
5.130            -0.000923       -0.052870
5.145            -0.001108       -0.063490
5.160            -0.001295       -0.074224
5.175            -0.001485       -0.085068
5.190            -0.001676       -0.096017
5.205            -0.001869       -0.107067
5.220            -0.002063       -0.118215
5.235            -0.002259       -0.129454
5.250            -0.002457       -0.140781
5.265            -0.002656       -0.152192
5.280            -0.002857       -0.163681
5.295            -0.003059       -0.175244
5.310            -0.003262       -0.186877
5.325            -0.003466       -0.198575
5.340            -0.003671       -0.210334
5.355            -0.003877       -0.222149
5.370            -0.004084       -0.234016
5.385            -0.004292       -0.245931
5.400            -0.004501       -0.257889
5.415            -0.004710       -0.269887
5.430            -0.004920       -0.281919
5.445            -0.005131       -0.293982
5.460            -0.005342       -0.306071
5.475            -0.005553       -0.318183
5.490            -0.005765       -0.330314
5.505            -0.005977       -0.342460
5.520            -0.006189       -0.354617
5.535            -0.006402       -0.366781
5.550            -0.006614       -0.378950
5.565            -0.006826       -0.391119
5.580            -0.007039       -0.403285
5.595            -0.007251       -0.415445
5.610            -0.007463       -0.427595
5.625            -0.007675       -0.439734
5.640            -0.007886       -0.451857
5.655            -0.008098       -0.463962
5.670            -0.008309       -0.476047
5.685            -0.008519       -0.488109
5.700            -0.008729       -0.500145
5.715            -0.008939       -0.512154
5.730            -0.009148       -0.524133
5.745            -0.009356       -0.536080
5.760            -0.009564       -0.547994
5.775            -0.009772       -0.559873
5.790            -0.009978       -0.571716
5.805            -0.010184       -0.583520
5.820            -0.010390       -0.595286
5.835            -0.010594       -0.607013
5.850            -0.010798       -0.618698
5.865            -0.011002       -0.630342
5.880            -0.011204       -0.641944
5.895            -0.011406       -0.653505
5.910            -0.011607       -0.665022
5.925            -0.011807       -0.676498
5.940            -0.012007       -0.687931
5.955            -0.012205       -0.699323
5.970            -0.012404       -0.710673
5.985            -0.012601       -0.721982
6.000            -0.012798       -0.733252
6.015            -0.012994       -0.744482
6.030            -0.013189       -0.755675
6.045            -0.013384       -0.766831
6.060            -0.013578       -0.777952
6.075            -0.013771       -0.789038
6.090            -0.013964       -0.800093
6.105            -0.014157       -0.811117
6.120            -0.014349       -0.822113
6.135            -0.014540       -0.833081
6.150            -0.014731       -0.844026
6.165            -0.014922       -0.854948
6.180            -0.015112       -0.865849
6.195            -0.015302       -0.876733
6.210            -0.015492       -0.887602
6.225            -0.015681       -0.898457
6.240            -0.015870       -0.909303
6.255            -0.016059       -0.920140
6.270            -0.016249       -0.930972
6.285            -0.016438       -0.941802
6.300            -0.016627       -0.952631
6.315            -0.016816       -0.963463
6.330            -0.017005       -0.974301
6.345            -0.017194       -0.985146
6.360            -0.017384       -0.996002
6.375            -0.017573       -1.006872
6.390            -0.017763       -1.017757
6.405            -0.017953       -1.028660
6.420            -0.018144       -1.039583
6.435            -0.018335       -1.050530
6.450            -0.018527       -1.061502
6.465            -0.018719       -1.072501
6.480            -0.018911       -1.083530
6.495            -0.019104       -1.094590
6.510            -0.019298       -1.105684
6.525            -0.019492       -1.116812
6.540            -0.019687       -1.127977
6.555            -0.019882       -1.139180
6.570            -0.020079       -1.150422
6.585            -0.020276       -1.161705
6.600            -0.020473       -1.173029
6.615            -0.020672       -1.184395
6.630            -0.020871       -1.195804
6.645            -0.021071       -1.207256
6.660            -0.021271       -1.218752
6.675            -0.021473       -1.230291
6.690            -0.021675       -1.241874
6.705            -0.021878       -1.253499
6.720            -0.022081       -1.265168
6.735            -0.022286       -1.276878
6.750            -0.022491       -1.288629
6.765            -0.022697       -1.300419
6.780            -0.022903       -1.312248
6.795            -0.023110       -1.324114
6.810            -0.023318       -1.336015
6.825            -0.023526       -1.347950
6.840            -0.023735       -1.359915
6.855            -0.023944       -1.371909
6.870            -0.024154       -1.383929
6.885            -0.024364       -1.395973
6.900            -0.024575       -1.408037
6.915            -0.024786       -1.420118
6.930            -0.024997       -1.432214
6.945            -0.025208       -1.444320
6.960            -0.025420       -1.456434
6.975            -0.025631       -1.468551
6.990            -0.025843       -1.480667
7.005            -0.026054       -1.492779
7.020            -0.026265       -1.504882
7.035            -0.026476       -1.516972
7.050            -0.026687       -1.529044
7.065            -0.026897       -1.541094
7.080            -0.027107       -1.553118
7.095            -0.027316       -1.565109
7.110            -0.027525       -1.577065
7.125            -0.027733       -1.588979
7.140            -0.027940       -1.600847
7.155            -0.028146       -1.612663
7.170            -0.028352       -1.624422
7.185            -0.028556       -1.636120
7.200            -0.028759       -1.647751
7.215            -0.028960       -1.659309
7.230            -0.029161       -1.670790
7.245            -0.029360       -1.682188
7.260            -0.029557       -1.693498
7.275            -0.029753       -1.704714
7.290            -0.029947       -1.715831
7.305            -0.030139       -1.726844
7.320            -0.030329       -1.737748
7.335            -0.030518       -1.748537
7.350            -0.030704       -1.759206
7.365            -0.030888       -1.769750
7.380            -0.031070       -1.780163
7.395            -0.031249       -1.790441
7.410            -0.031426       -1.800578
7.425            -0.031600       -1.810570
7.440            -0.031772       -1.820411
7.455            -0.031941       -1.830097
7.470            -0.032107       -1.839622
7.485            -0.032271       -1.848982
7.500            -0.032431       -1.858173
7.515            -0.032589       -1.867189
7.530            -0.032743       -1.876026
7.545            -0.032894       -1.884680
7.560            -0.033042       -1.893145
7.575            -0.033186       -1.901419
7.590            -0.033327       -1.909496
7.605            -0.033464       -1.917372
7.620            -0.033598       -1.925043
7.635            -0.033729       -1.932506
7.650            -0.033855       -1.939755
7.665            -0.033978       -1.946788
7.680            -0.034097       -1.953601
7.695            -0.034212       -1.960189
7.710            -0.034323       -1.966549
7.725            -0.034430       -1.972678
7.740            -0.034533       -1.978572
7.755            -0.034631       -1.984228
7.770            -0.034726       -1.989642
7.785            -0.034816       -1.994811
7.800            -0.034902       -1.999732
7.815            -0.034983       -2.004402
7.830            -0.035060       -2.008817
7.845            -0.035133       -2.012975
7.860            -0.035201       -2.016872
7.875            -0.035265       -2.020507
7.890            -0.035323       -2.023876
7.905            -0.035377       -2.026976
7.920            -0.035427       -2.029805
7.935            -0.035471       -2.032360
7.950            -0.035511       -2.034638
7.965            -0.035546       -2.036638
7.980            -0.035576       -2.038357
7.995            -0.035601       -2.039793
8.010            -0.035621       -2.040943
8.025            -0.035636       -2.041805
8.040            -0.035646       -2.042378
8.055            -0.035651       -2.042659
8.070            -0.035651       -2.042646
8.085            -0.035646       -2.042337
8.100            -0.035635       -2.041732
8.115            -0.035619       -2.040827
8.130            -0.035598       -2.039622
8.145            -0.035572       -2.038115
8.160            -0.035540       -2.036304
8.175            -0.035503       -2.034189
8.190            -0.035461       -2.031768
8.205            -0.035413       -2.029040
8.220            -0.035360       -2.026004
8.235            -0.035302       -2.022658
8.250            -0.035238       -2.019003
8.265            -0.035169       -2.015038
8.280            -0.035094       -2.010761
8.295            -0.035014       -2.006173
8.310            -0.034929       -2.001272
8.325            -0.034838       -1.996060
8.340            -0.034741       -1.990534
8.355            -0.034639       -1.984697
8.370            -0.034532       -1.978547
8.385            -0.034419       -1.972084
8.400            -0.034301       -1.965310
8.415            -0.034177       -1.958224
8.430            -0.034048       -1.950827
8.445            -0.033914       -1.943120
8.460            -0.033774       -1.935103
8.475            -0.033629       -1.926777
8.490            -0.033478       -1.918144
8.505            -0.033322       -1.909204
8.520            -0.033161       -1.899959
8.535            -0.032994       -1.890409
8.550            -0.032822       -1.880557
8.565            -0.032645       -1.870404
8.580            -0.032462       -1.859951
8.595            -0.032275       -1.849201
8.610            -0.032082       -1.838155
8.625            -0.031884       -1.826815
8.640            -0.031681       -1.815183
8.655            -0.031473       -1.803261
8.670            -0.031260       -1.791051
8.685            -0.031042       -1.778555
8.700            -0.030819       -1.765777
8.715            -0.030591       -1.752717
8.730            -0.030358       -1.739378
8.745            -0.030120       -1.725763
8.760            -0.029878       -1.711875
8.775            -0.029631       -1.697715
8.790            -0.029379       -1.683286
8.805            -0.029122       -1.668590
8.820            -0.028861       -1.653631
8.835            -0.028596       -1.638410
8.850            -0.028325       -1.622930
8.865            -0.028051       -1.607193
8.880            -0.027772       -1.591202
8.895            -0.027488       -1.574960
8.910            -0.027200       -1.558467
8.925            -0.026908       -1.541727
8.940            -0.026612       -1.524742
8.955            -0.026311       -1.507514
8.970            -0.026006       -1.490045
8.985            -0.025697       -1.472337
9.000            -0.025384       -1.454392
9.015            -0.025067       -1.436212
9.030            -0.024745       -1.417798
9.045            -0.024420       -1.399152
9.060            -0.024090       -1.380275
9.075            -0.023757       -1.361169
9.090            -0.023419       -1.341835
9.105            -0.023078       -1.322275
9.120            -0.022733       -1.302488
9.135            -0.022383       -1.282477
9.150            -0.022030       -1.262241
9.165            -0.021673       -1.241782
9.180            -0.021312       -1.221100
9.195            -0.020947       -1.200195
9.210            -0.020579       -1.179068
9.225            -0.020206       -1.157719
9.240            -0.019830       -1.136147
9.255            -0.019449       -1.114353
9.270            -0.019065       -1.092336
9.285            -0.018677       -1.070097
9.300            -0.018285       -1.047634
9.315            -0.017889       -1.024947
9.330            -0.017489       -1.002036
9.345            -0.017085       -0.978900
9.360            -0.016677       -0.955537
9.375            -0.016266       -0.931948
9.390            -0.015850       -0.908130
9.405            -0.015430       -0.884084
9.420            -0.015006       -0.859808
9.435            -0.014579       -0.835300
9.450            -0.014147       -0.810561
9.465            -0.013711       -0.785587
9.480            -0.013271       -0.760380
9.495            -0.012827       -0.734936
9.510            -0.012379       -0.709256
9.525            -0.011926       -0.683337
9.540            -0.011470       -0.657180
9.555            -0.011009       -0.630782
9.570            -0.010544       -0.604142
9.585            -0.010075       -0.577261
9.600            -0.009602       -0.550136
9.615            -0.009124       -0.522767
9.630            -0.008642       -0.495153
9.645            -0.008156       -0.467294
9.660            -0.007665       -0.439189
9.675            -0.007170       -0.410837
9.690            -0.006671       -0.382239
9.705            -0.006168       -0.353395
9.720            -0.005660       -0.324304
9.735            -0.005148       -0.294967
9.750            -0.004632       -0.265384
9.765            -0.004111       -0.235555
9.780            -0.003586       -0.205483
9.795            -0.003057       -0.175166
9.810            -0.002524       -0.144607
9.825            -0.001986       -0.113807
9.840            -0.001445       -0.082768
9.855            -0.000899       -0.051492
9.870            -0.000349       -0.019979
9.885             0.000205        0.011766
9.900             0.000763        0.043743
9.915             0.001326        0.075947
9.930             0.001892        0.108376
9.945             0.002461        0.141027
9.960             0.003035        0.173897
9.975             0.003612        0.206981
9.990             0.004194        0.240276
10.005            0.004778        0.273778
10.020            0.005367        0.307481
10.035            0.005958        0.341383
10.050            0.006553        0.375477
10.065            0.007152        0.409759
10.080            0.007753        0.444223
10.095            0.008358        0.478864
10.110            0.008965        0.513677
10.125            0.009576        0.548654
10.140            0.010189        0.583791
10.155            0.010805        0.619081
10.170            0.011423        0.654518
10.185            0.012044        0.690094
10.200            0.012668        0.725803
10.215            0.013293        0.761638
10.230            0.013921        0.797593
10.245            0.014550        0.833659
10.260            0.015181        0.869829
10.275            0.015814        0.906097
10.290            0.016449        0.942454
10.305            0.017085        0.978892
10.320            0.017722        1.015405
10.335            0.018361        1.051983
10.350            0.019000        1.088620
10.365            0.019640        1.125307
10.380            0.020281        1.162036
10.395            0.020923        1.198800
10.410            0.021565        1.235590
10.425            0.022208        1.272397
10.440            0.022850        1.309215
10.455            0.023493        1.346035
10.470            0.024135        1.382848
10.485            0.024778        1.419648
10.500            0.025419        1.456425
10.515            0.026061        1.493171
10.530            0.026701        1.529880
10.545            0.027341        1.566543
10.560            0.027980        1.603152
10.575            0.028618        1.639700
10.590            0.029255        1.676178
10.605            0.029890        1.712579
10.620            0.030524        1.748897
10.635            0.031156        1.785123
10.650            0.031787        1.821249
10.665            0.032415        1.857270
10.680            0.033042        1.893178
10.695            0.033667        1.928965
10.710            0.034289        1.964626
10.725            0.034909        2.000153
10.740            0.035527        2.035539
10.755            0.036142        2.070779
10.770            0.036754        2.105866
10.785            0.037364        2.140794
10.800            0.037971        2.175557
10.815            0.038574        2.210148
10.830            0.039175        2.244563
10.845            0.039772        2.278795
10.860            0.040367        2.312838
10.875            0.040957        2.346689
10.890            0.041545        2.380341
10.905            0.042129        2.413789
10.920            0.042709        2.447028
10.935            0.043285        2.480054
10.950            0.043858        2.512862
10.965            0.044426        2.545447
10.980            0.044991        2.577805
10.995            0.045552        2.609932
11.010            0.046109        2.641823
11.025            0.046661        2.673475
11.040            0.047209        2.704883
11.055            0.047753        2.736044
11.070            0.048292        2.766955
11.085            0.048828        2.797611
11.100            0.049358        2.828010
11.115            0.049884        2.858148
11.130            0.050405        2.888021
11.145            0.050922        2.917628
11.160            0.051434        2.946964
11.175            0.051941        2.976028
11.190            0.052444        3.004816
11.205            0.052942        3.033325
11.220            0.053434        3.061554
11.235            0.053922        3.089500
11.250            0.054405        3.117160
11.265            0.054882        3.144533
11.280            0.055355        3.171615
11.295            0.055823        3.198405
11.310            0.056285        3.224902
11.325            0.056742        3.251102
11.340            0.057195        3.277005
11.355            0.057641        3.302608
11.370            0.058083        3.327910
11.385            0.058519        3.352909
11.400            0.058950        3.377604
11.415            0.059376        3.401993
11.430            0.059796        3.426075
11.445            0.060211        3.449848
11.460            0.060621        3.473312
11.475            0.061025        3.496464
11.490            0.061423        3.519305
11.505            0.061817        3.541832
11.520            0.062204        3.564045
11.535            0.062586        3.585942
11.550            0.062963        3.607523
11.565            0.063334        3.628787
11.580            0.063700        3.649733
11.595            0.064060        3.670359
11.610            0.064414        3.690666
11.625            0.064763        3.710652
11.640            0.065106        3.730316
11.655            0.065444        3.749659
11.670            0.065776        3.768678
11.685            0.066102        3.787374
11.700            0.066423        3.805746
11.715            0.066738        3.823793
11.730            0.067047        3.841514
11.745            0.067351        3.858908
11.760            0.067649        3.875976
11.775            0.067941        3.892716
11.790            0.068227        3.909127
11.805            0.068508        3.925210
11.820            0.068783        3.940962
11.835            0.069052        3.956384
11.850            0.069315        3.971474
11.865            0.069573        3.986232
11.880            0.069825        4.000657
11.895            0.070071        4.014748
11.910            0.070311        4.028504
11.925            0.070545        4.041924
11.940            0.070773        4.055007
11.955            0.070996        4.067752
11.970            0.071212        4.080157
11.985            0.071423        4.092222
12.000            0.071627        4.103945
12.015            0.071826        4.115324
12.030            0.072019        4.126359
12.045            0.072205        4.137047
12.060            0.072386        4.147387
12.075            0.072560        4.157377
12.090            0.072728        4.167015
12.105            0.072890        4.176299
12.120            0.073046        4.185227
12.135            0.073196        4.193797
12.150            0.073339        4.202007
12.165            0.073476        4.209853
12.180            0.073606        4.217334
12.195            0.073730        4.224446
12.210            0.073848        4.231187
12.225            0.073959        4.237554
12.240            0.074064        4.243544
12.255            0.074162        4.249153
12.270            0.074253        4.254378
12.285            0.074337        4.259216
12.300            0.074415        4.263662
12.315            0.074486        4.267713
12.330            0.074549        4.271365
12.345            0.074606        4.274614
12.360            0.074656        4.277455
12.375            0.074698        4.279885
12.390            0.074733        4.281898
12.405            0.074761        4.283489
12.420            0.074781        4.284655
12.435            0.074794        4.285390
12.450            0.074799        4.285689
12.465            0.074797        4.285546
12.480            0.074787        4.284957
12.495            0.074768        4.283915
12.510            0.074742        4.282416
12.525            0.074708        4.280452
12.540            0.074666        4.278020
12.555            0.074615        4.275111
12.570            0.074556        4.271722
12.585            0.074488        4.267844
12.600            0.074412        4.263472
12.615            0.074327        4.258600
12.630            0.074233        4.253221
12.645            0.074130        4.247329
12.660            0.074018        4.240916
12.675            0.073897        4.233977
12.690            0.073766        4.226504
12.705            0.073627        4.218491
12.720            0.073477        4.209931
12.735            0.073318        4.200818
12.750            0.073149        4.191144
12.765            0.072971        4.180902
12.780            0.072782        4.170086
12.795            0.072583        4.158688
12.810            0.072374        4.146703
12.825            0.072154        4.134122
12.840            0.071924        4.120940
12.855            0.071683        4.107150
12.870            0.071432        4.092744
12.885            0.071170        4.077716
12.900            0.070896        4.062060
12.915            0.070612        4.045770
12.930            0.070316        4.028838
12.945            0.070010        4.011258
12.960            0.069691        3.993025
12.975            0.069362        3.974132
12.990            0.069020        3.954574
13.005            0.068667        3.934343
13.020            0.068302        3.913436
13.035            0.067926        3.891846
13.050            0.067537        3.869568
13.065            0.067136        3.846596
13.080            0.066723        3.822926
13.095            0.066297        3.798554
13.110            0.065860        3.773473
13.125            0.065409        3.747681
13.140            0.064947        3.721172
13.155            0.064471        3.693942
13.170            0.063984        3.665989
13.185            0.063483        3.637308
13.200            0.062970        3.607896
13.215            0.062444        3.577750
13.230            0.061905        3.546867
13.245            0.061353        3.515245
13.260            0.060788        3.482881
13.275            0.060210        3.449773
13.290            0.059619        3.415919
13.305            0.059015        3.381318
13.320            0.058398        3.345969
13.335            0.057768        3.309871
13.350            0.057125        3.273022
13.365            0.056469        3.235422
13.380            0.055799        3.197072
13.395            0.055117        3.157971
13.410            0.054421        3.118120
13.425            0.053713        3.077520
13.440            0.052991        3.036171
13.455            0.052256        2.994074
13.470            0.051509        2.951232
13.485            0.050748        2.907646
13.500            0.049974        2.863318
13.515            0.049188        2.818251
13.530            0.048388        2.772448
13.545            0.047576        2.725910
13.560            0.046751        2.678643
13.575            0.045913        2.630648
13.590            0.045063        2.581930
13.605            0.044200        2.532494
13.620            0.043325        2.482343
13.635            0.042437        2.431482
13.650            0.041537        2.379916
13.665            0.040625        2.327651
13.680            0.039701        2.274691
13.695            0.038765        2.221043
13.710            0.037816        2.166713
13.725            0.036856        2.111706
13.740            0.035884        2.056030
13.755            0.034901        1.999691
13.770            0.033906        1.942696
13.785            0.032900        1.885053
13.800            0.031883        1.826769
13.815            0.030855        1.767851
13.830            0.029816        1.708308
13.845            0.028766        1.648149
13.860            0.027705        1.587381
13.875            0.026634        1.526013
13.890            0.025553        1.464054
13.905            0.024461        1.401514
13.920            0.023360        1.338402
13.935            0.022248        1.274727
13.950            0.021127        1.210499
13.965            0.019997        1.145728
13.980            0.018857        1.080424
13.995            0.017708        1.014599
14.010            0.016550        0.948262
14.025            0.015384        0.881424
14.040            0.014209        0.814096
14.055            0.013025        0.746290
14.070            0.011834        0.678016
14.085            0.010634        0.609287
14.100            0.009427        0.540114
14.115            0.008212        0.470508
14.130            0.006990        0.400483
14.145            0.005760        0.330049
14.160            0.004524        0.259220
14.175            0.003281        0.188007
14.190            0.002032        0.116425
14.205            0.000776        0.044484
14.220           -0.000485       -0.027801
14.235           -0.001753       -0.100418
