Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
3.585             0.005099        0.292172
3.600             0.005079        0.291017
3.615             0.005060        0.289943
3.630             0.005043        0.288948
3.645             0.005027        0.288032
3.660             0.005012        0.287193
3.675             0.004999        0.286430
3.690             0.004987        0.285740
3.705             0.004976        0.285123
3.720             0.004967        0.284575
3.735             0.004958        0.284095
3.750             0.004951        0.283680
3.765             0.004945        0.283327
3.780             0.004940        0.283034
3.795             0.004936        0.282796
3.810             0.004933        0.282612
3.825             0.004930        0.282476
3.840             0.004929        0.282386
3.855             0.004928        0.282337
3.870             0.004928        0.282326
3.885             0.004928        0.282349
3.900             0.004929        0.282400
3.915             0.004930        0.282475
3.930             0.004932        0.282570
3.945             0.004934        0.282679
3.960             0.004936        0.282799
3.975             0.004938        0.282923
3.990             0.004940        0.283046
4.005             0.004942        0.283163
4.020             0.004944        0.283269
4.035             0.004946        0.283358
4.050             0.004947        0.283425
4.065             0.004947        0.283463
4.080             0.004947        0.283468
4.095             0.004947        0.283433
4.110             0.004945        0.283353
4.125             0.004943        0.283222
4.140             0.004940        0.283033
4.155             0.004935        0.282782
4.170             0.004930        0.282462
4.185             0.004923        0.282068
4.200             0.004915        0.281594
4.215             0.004905        0.281034
4.230             0.004894        0.280382
4.245             0.004881        0.279634
4.260             0.004866        0.278783
4.275             0.004849        0.277824
4.290             0.004830        0.276751
4.305             0.004809        0.275560
4.320             0.004786        0.274246
4.335             0.004761        0.272803
4.350             0.004734        0.271226
4.365             0.004704        0.269511
4.380             0.004671        0.267654
4.395             0.004636        0.265650
4.410             0.004599        0.263495
4.425             0.004559        0.261184
4.440             0.004515        0.258714
4.455             0.004469        0.256082
4.470             0.004421        0.253283
4.485             0.004369        0.250315
4.500             0.004314        0.247175
4.515             0.004256        0.243859
4.530             0.004195        0.240365
4.545             0.004131        0.236690
4.560             0.004064        0.232833
4.575             0.003993        0.228791
4.590             0.003919        0.224563
4.605             0.003842        0.220147
4.620             0.003762        0.215541
4.635             0.003678        0.210745
4.650             0.003591        0.205758
4.665             0.003501        0.200579
4.680             0.003407        0.195207
4.695             0.003310        0.189643
4.710             0.003209        0.183886
4.725             0.003106        0.177937
4.740             0.002998        0.171795
4.755             0.002888        0.165463
4.770             0.002774        0.158940
4.785             0.002657        0.152227
4.800             0.002536        0.145326
4.815             0.002413        0.138238
4.830             0.002286        0.130966
4.845             0.002156        0.123509
4.860             0.002022        0.115872
4.875             0.001886        0.108055
4.890             0.001746        0.100061
4.905             0.001604        0.091892
4.920             0.001458        0.083552
4.935             0.001310        0.075043
4.950             0.001158        0.066367
4.965             0.001004        0.057529
4.980             0.000847        0.048530
4.995             0.000687        0.039375
5.010             0.000525        0.030066
5.025             0.000360        0.020608
5.040             0.000192        0.011004
5.055             0.000022        0.001258
5.070            -0.000151       -0.008627
5.085            -0.000325       -0.018647
5.100            -0.000503       -0.028797
5.115            -0.000682       -0.039073
5.130            -0.000863       -0.049472
5.145            -0.001047       -0.059990
5.160            -0.001233       -0.070621
5.175            -0.001420       -0.081363
5.190            -0.001609       -0.092209
5.205            -0.001800       -0.103158
5.220            -0.001993       -0.114202
5.235            -0.002188       -0.125340
5.250            -0.002384       -0.136565
5.265            -0.002581       -0.147874
5.280            -0.002780       -0.159262
5.295            -0.002980       -0.170725
5.310            -0.003181       -0.182259
5.325            -0.003383       -0.193859
5.340            -0.003587       -0.205520
5.355            -0.003792       -0.217239
5.370            -0.003997       -0.229012
5.385            -0.004203       -0.240833
5.400            -0.004410       -0.252699
5.415            -0.004618       -0.264605
5.430            -0.004827       -0.276548
5.445            -0.005036       -0.288523
5.460            -0.005245       -0.300527
5.475            -0.005455       -0.312555
5.490            -0.005665       -0.324604
5.505            -0.005876       -0.336669
5.520            -0.006087       -0.348748
5.535            -0.006298       -0.360837
5.550            -0.006509       -0.372931
5.565            -0.006720       -0.385029
5.580            -0.006931       -0.397126
5.595            -0.007142       -0.409219
5.610            -0.007353       -0.421305
5.625            -0.007564       -0.433381
5.640            -0.007774       -0.445445
5.655            -0.007985       -0.457493
5.670            -0.008195       -0.469523
5.685            -0.008404       -0.481533
5.700            -0.008614       -0.493520
5.715            -0.008822       -0.505482
5.730            -0.009031       -0.517417
5.745            -0.009238       -0.529323
5.760            -0.009446       -0.541198
5.775            -0.009652       -0.553041
5.790            -0.009858       -0.564850
5.805            -0.010064       -0.576624
5.820            -0.010269       -0.588362
5.835            -0.010473       -0.600062
5.850            -0.010677       -0.611724
5.865            -0.010879       -0.623347
5.880            -0.011082       -0.634931
5.895            -0.011283       -0.646476
5.910            -0.011484       -0.657980
5.925            -0.011684       -0.669444
5.940            -0.011883       -0.680869
5.955            -0.012082       -0.692253
5.970            -0.012280       -0.703599
5.985            -0.012477       -0.714906
6.000            -0.012674       -0.726175
6.015            -0.012870       -0.737407
6.030            -0.013066       -0.748602
6.045            -0.013260       -0.759763
6.060            -0.013455       -0.770891
6.075            -0.013648       -0.781985
6.090            -0.013841       -0.793050
6.105            -0.014034       -0.804085
6.120            -0.014226       -0.815092
6.135            -0.014418       -0.826075
6.150            -0.014609       -0.837033
6.165            -0.014800       -0.847971
6.180            -0.014990       -0.858889
6.195            -0.015181       -0.869790
6.210            -0.015371       -0.880676
6.225            -0.015560       -0.891549
6.240            -0.015750       -0.902413
6.255            -0.015940       -0.913269
6.270            -0.016129       -0.924120
6.285            -0.016318       -0.934968
6.300            -0.016508       -0.945817
6.315            -0.016697       -0.956667
6.330            -0.016886       -0.967523
6.345            -0.017076       -0.978386
6.360            -0.017266       -0.989260
6.375            -0.017456       -1.000146
6.390            -0.017646       -1.011046
6.405            -0.017837       -1.021964
6.420            -0.018028       -1.032902
6.435            -0.018219       -1.043861
6.450            -0.018411       -1.054844
6.465            -0.018603       -1.065854
6.480            -0.018795       -1.076891
6.495            -0.018988       -1.087958
6.510            -0.019182       -1.099057
6.525            -0.019376       -1.110189
6.540            -0.019571       -1.121356
6.555            -0.019767       -1.132559
6.570            -0.019963       -1.143799
6.585            -0.020160       -1.155077
6.600            -0.020357       -1.166394
6.615            -0.020556       -1.177752
6.630            -0.020755       -1.189150
6.645            -0.020954       -1.200589
6.660            -0.021155       -1.212068
6.675            -0.021356       -1.223589
6.690            -0.021557       -1.235151
6.705            -0.021760       -1.246753
6.720            -0.021963       -1.258394
6.735            -0.022167       -1.270075
6.750            -0.022372       -1.281795
6.765            -0.022577       -1.293551
6.780            -0.022783       -1.305342
6.795            -0.022989       -1.317168
6.810            -0.023196       -1.329026
6.825            -0.023403       -1.340915
6.840            -0.023611       -1.352831
6.855            -0.023820       -1.364774
6.870            -0.024029       -1.376740
6.885            -0.024238       -1.388726
6.900            -0.024447       -1.400731
6.915            -0.024657       -1.412750
6.930            -0.024867       -1.424780
6.945            -0.025077       -1.436819
6.960            -0.025287       -1.448862
6.975            -0.025498       -1.460906
6.990            -0.025708       -1.472948
7.005            -0.025918       -1.484982
7.020            -0.026128       -1.497005
7.035            -0.026337       -1.509012
7.050            -0.026546       -1.521000
7.065            -0.026755       -1.532964
7.080            -0.026964       -1.544899
7.095            -0.027171       -1.556801
7.110            -0.027378       -1.568665
7.125            -0.027585       -1.580485
7.140            -0.027790       -1.592258
7.155            -0.027995       -1.603978
7.170            -0.028198       -1.615639
7.185            -0.028401       -1.627238
7.200            -0.028602       -1.638769
7.215            -0.028802       -1.650227
7.230            -0.029001       -1.661607
7.245            -0.029198       -1.672903
7.260            -0.029393       -1.684111
7.275            -0.029587       -1.695224
7.290            -0.029779       -1.706239
7.305            -0.029970       -1.717149
7.320            -0.030158       -1.727951
7.335            -0.030345       -1.738638
7.350            -0.030529       -1.749205
7.365            -0.030712       -1.759648
7.380            -0.030892       -1.769962
7.395            -0.031069       -1.780141
7.410            -0.031245       -1.790180
7.425            -0.031417       -1.800075
7.440            -0.031587       -1.809822
7.455            -0.031755       -1.819414
7.470            -0.031919       -1.828848
7.485            -0.032081       -1.838119
7.500            -0.032240       -1.847222
7.515            -0.032396       -1.856153
7.530            -0.032549       -1.864908
7.545            -0.032698       -1.873481
7.560            -0.032845       -1.881870
7.575            -0.032988       -1.890069
7.590            -0.033128       -1.898075
7.605            -0.033264       -1.905883
7.620            -0.033397       -1.913489
7.635            -0.033526       -1.920891
7.650            -0.033651       -1.928083
7.665            -0.033773       -1.935062
7.680            -0.033891       -1.941825
7.695            -0.034005       -1.948367
7.710            -0.034116       -1.954686
7.725            -0.034222       -1.960778
7.740            -0.034324       -1.966639
7.755            -0.034423       -1.972266
7.770            -0.034517       -1.977656
7.785            -0.034606       -1.982806
7.800            -0.034692       -1.987713
7.815            -0.034773       -1.992373
7.830            -0.034850       -1.996784
7.845            -0.034923       -2.000942
7.860            -0.034991       -2.004845
7.875            -0.035055       -2.008491
7.890            -0.035114       -2.011875
7.905            -0.035168       -2.014997
7.920            -0.035218       -2.017852
7.935            -0.035263       -2.020439
7.950            -0.035304       -2.022756
7.965            -0.035339       -2.024799
7.980            -0.035370       -2.026566
7.995            -0.035396       -2.028056
8.010            -0.035417       -2.029265
8.025            -0.035434       -2.030192
8.040            -0.035445       -2.030835
8.055            -0.035451       -2.031192
8.070            -0.035452       -2.031261
8.085            -0.035448       -2.031039
8.100            -0.035439       -2.030526
8.115            -0.035425       -2.029720
8.130            -0.035406       -2.028618
8.145            -0.035382       -2.027219
8.160            -0.035352       -2.025523
8.175            -0.035317       -2.023527
8.190            -0.035277       -2.021231
8.205            -0.035232       -2.018632
8.220            -0.035181       -2.015731
8.235            -0.035125       -2.012526
8.250            -0.035064       -2.009016
8.265            -0.034997       -2.005200
8.280            -0.034925       -2.001078
8.295            -0.034848       -1.996649
8.310            -0.034765       -1.991913
8.325            -0.034677       -1.986869
8.340            -0.034584       -1.981517
8.355            -0.034485       -1.975857
8.370            -0.034381       -1.969889
8.385            -0.034272       -1.963613
8.400            -0.034157       -1.957028
8.415            -0.034036       -1.950137
8.430            -0.033911       -1.942938
8.445            -0.033780       -1.935432
8.460            -0.033643       -1.927620
8.475            -0.033502       -1.919504
8.490            -0.033355       -1.911083
8.505            -0.033202       -1.902358
8.520            -0.033045       -1.893332
8.535            -0.032882       -1.884004
8.550            -0.032714       -1.874376
8.565            -0.032541       -1.864451
8.580            -0.032362       -1.854228
8.595            -0.032179       -1.843710
8.610            -0.031990       -1.832899
8.625            -0.031796       -1.821796
8.640            -0.031597       -1.810403
8.655            -0.031394       -1.798722
8.670            -0.031185       -1.786756
8.685            -0.030971       -1.774505
8.700            -0.030752       -1.761973
8.715            -0.030529       -1.749161
8.730            -0.030300       -1.736071
8.745            -0.030067       -1.722707
8.760            -0.029829       -1.709069
8.775            -0.029586       -1.695162
8.790            -0.029339       -1.680986
8.805            -0.029087       -1.666544
8.820            -0.028830       -1.651839
8.835            -0.028569       -1.636872
8.850            -0.028303       -1.621647
8.865            -0.028033       -1.606165
8.880            -0.027758       -1.590429
8.895            -0.027479       -1.574441
8.910            -0.027196       -1.558203
8.925            -0.026908       -1.541718
8.940            -0.026616       -1.524987
8.955            -0.026320       -1.508012
8.970            -0.026019       -1.490796
8.985            -0.025715       -1.473340
9.000            -0.025406       -1.455646
9.015            -0.025093       -1.437716
9.030            -0.024776       -1.419551
9.045            -0.024455       -1.401153
9.060            -0.024130       -1.382523
9.075            -0.023800       -1.363662
9.090            -0.023467       -1.344572
9.105            -0.023130       -1.325255
9.120            -0.022789       -1.305709
9.135            -0.022444       -1.285937
9.150            -0.022095       -1.265940
9.165            -0.021742       -1.245717
9.180            -0.021385       -1.225269
9.195            -0.021024       -1.204597
9.210            -0.020659       -1.183701
9.225            -0.020291       -1.162580
9.240            -0.019918       -1.141236
9.255            -0.019542       -1.119667
9.270            -0.019162       -1.097873
9.285            -0.018777       -1.075855
9.300            -0.018389       -1.053611
9.315            -0.017997       -1.031142
9.330            -0.017601       -1.008445
9.345            -0.017201       -0.985522
9.360            -0.016797       -0.962370
9.375            -0.016388       -0.938990
9.390            -0.015976       -0.915379
9.405            -0.015560       -0.891537
9.420            -0.015140       -0.867464
9.435            -0.014716       -0.843157
9.450            -0.014288       -0.818616
9.465            -0.013855       -0.793840
9.480            -0.013419       -0.768827
9.495            -0.012978       -0.743576
9.510            -0.012533       -0.718087
9.525            -0.012084       -0.692358
9.540            -0.011631       -0.666388
9.555            -0.011173       -0.640175
9.570            -0.010711       -0.613720
9.585            -0.010245       -0.587021
9.600            -0.009775       -0.560077
9.615            -0.009301       -0.532888
9.630            -0.008822       -0.505452
9.645            -0.008339       -0.477770
9.660            -0.007851       -0.449840
9.675            -0.007359       -0.421664
9.690            -0.006863       -0.393239
9.705            -0.006363       -0.364567
9.720            -0.005858       -0.335648
9.735            -0.005349       -0.306481
9.750            -0.004836       -0.277068
9.765            -0.004318       -0.247408
9.780            -0.003796       -0.217504
9.795            -0.003270       -0.187356
9.810            -0.002740       -0.156965
9.825            -0.002205       -0.126332
9.840            -0.001666       -0.095460
9.855            -0.001123       -0.064350
9.870            -0.000576       -0.033005
9.885            -0.000025       -0.001426
9.900             0.000530        0.030383
9.915             0.001089        0.062420
9.930             0.001652        0.094681
9.945             0.002219        0.127164
9.960             0.002790        0.159865
9.975             0.003365        0.192780
9.990             0.003943        0.225905
10.005            0.004525        0.259236
10.020            0.005110        0.292769
10.035            0.005698        0.326498
10.050            0.006290        0.360419
10.065            0.006886        0.394526
10.080            0.007484        0.428815
10.095            0.008086        0.463280
10.110            0.008690        0.497915
10.125            0.009298        0.532714
10.140            0.009908        0.567670
10.155            0.010520        0.602778
10.170            0.011136        0.638032
10.185            0.011753        0.673424
10.200            0.012373        0.708947
10.215            0.012996        0.744595
10.230            0.013620        0.780360
10.245            0.014246        0.816235
10.260            0.014874        0.852214
10.275            0.015504        0.888287
10.290            0.016135        0.924449
10.305            0.016767        0.960690
10.320            0.017401        0.997004
10.335            0.018036        1.033382
10.350            0.018672        1.069817
10.365            0.019309        1.106300
10.380            0.019946        1.142824
10.395            0.020584        1.179381
10.410            0.021223        1.215962
10.425            0.021861        1.252559
10.440            0.022500        1.289165
10.455            0.023139        1.325772
10.470            0.023778        1.362371
10.485            0.024416        1.398954
10.500            0.025054        1.435513
10.515            0.025692        1.472041
10.530            0.026329        1.508530
10.545            0.026965        1.544971
10.560            0.027600        1.581357
10.575            0.028234        1.617681
10.590            0.028867        1.653934
10.605            0.029498        1.690109
10.620            0.030128        1.726200
10.635            0.030756        1.762197
10.650            0.031383        1.798095
10.665            0.032007        1.833886
10.680            0.032630        1.869564
10.695            0.033251        1.905120
10.710            0.033869        1.940549
10.725            0.034485        1.975844
10.740            0.035099        2.010998
10.755            0.035710        2.046006
10.770            0.036318        2.080860
10.785            0.036923        2.115554
10.800            0.037526        2.150084
10.815            0.038126        2.184442
10.830            0.038722        2.218623
10.845            0.039316        2.252622
10.860            0.039906        2.286433
10.875            0.040493        2.320051
10.890            0.041076        2.353471
10.905            0.041656        2.386687
10.920            0.042232        2.419696
10.935            0.042804        2.452491
10.950            0.043373        2.485070
10.965            0.043937        2.517426
10.980            0.044498        2.549556
10.995            0.045055        2.581456
11.010            0.045608        2.613121
11.025            0.046156        2.644547
11.040            0.046700        2.675732
11.055            0.047240        2.706671
11.070            0.047776        2.737360
11.085            0.048307        2.767796
11.100            0.048834        2.797976
11.115            0.049356        2.827896
11.130            0.049874        2.857554
11.145            0.050387        2.886946
11.160            0.050895        2.916070
11.175            0.051399        2.944922
11.190            0.051897        2.973501
11.205            0.052391        3.001803
11.220            0.052880        3.029826
11.235            0.053365        3.057567
11.250            0.053844        3.085025
11.265            0.054318        3.112196
11.280            0.054787        3.139080
11.295            0.055251        3.165673
11.310            0.055710        3.191975
11.325            0.056164        3.217982
11.340            0.056613        3.243694
11.355            0.057057        3.269108
11.370            0.057495        3.294223
11.385            0.057928        3.319037
11.400            0.058356        3.343549
11.415            0.058778        3.367757
11.430            0.059196        3.391660
11.445            0.059607        3.415257
11.460            0.060014        3.438546
11.475            0.060415        3.461526
11.490            0.060811        3.484195
11.505            0.061201        3.506554
11.520            0.061586        3.528600
11.535            0.061965        3.550333
11.550            0.062339        3.571752
11.565            0.062707        3.592856
11.580            0.063070        3.613643
11.595            0.063427        3.634114
11.610            0.063779        3.654266
11.625            0.064125        3.674100
11.640            0.064466        3.693615
11.655            0.064801        3.712810
11.670            0.065130        3.731683
11.685            0.065454        3.750236
11.700            0.065772        3.768465
11.715            0.066085        3.786372
11.730            0.066392        3.803956
11.745            0.066693        3.821214
11.760            0.066988        3.838148
11.775            0.067278        3.854756
11.790            0.067562        3.871038
11.805            0.067841        3.886993
11.820            0.068114        3.902619
11.835            0.068381        3.917917
11.850            0.068642        3.932886
11.865            0.068897        3.947524
11.880            0.069147        3.961831
11.895            0.069391        3.975805
11.910            0.069629        3.989447
11.925            0.069861        4.002755
11.940            0.070088        4.015727
11.955            0.070308        4.028364
11.970            0.070523        4.040663
11.985            0.070732        4.052623
12.000            0.070934        4.064244
12.015            0.071131        4.075522
12.030            0.071322        4.086458
12.045            0.071507        4.097050
12.060            0.071686        4.107295
12.075            0.071859        4.117193
12.090            0.072025        4.126740
12.105            0.072186        4.135936
12.120            0.072340        4.144778
12.135            0.072488        4.153263
12.150            0.072630        4.161391
12.165            0.072766        4.169157
12.180            0.072895        4.176560
12.195            0.073018        4.183597
12.210            0.073134        4.190265
12.225            0.073244        4.196561
12.240            0.073347        4.202481
12.255            0.073444        4.208024
12.270            0.073534        4.213185
12.285            0.073617        4.217961
12.300            0.073694        4.222348
12.315            0.073764        4.226343
12.330            0.073826        4.229941
12.345            0.073882        4.233139
12.360            0.073931        4.235931
12.375            0.073973        4.238315
12.390            0.074007        4.240285
12.405            0.074034        4.241837
12.420            0.074054        4.242965
12.435            0.074066        4.243666
12.450            0.074071        4.243933
12.465            0.074068        4.243762
12.480            0.074057        4.243148
12.495            0.074038        4.242085
12.510            0.074012        4.240567
12.525            0.073977        4.238588
12.540            0.073935        4.236144
12.555            0.073884        4.233228
12.570            0.073825        4.229833
12.585            0.073757        4.225955
12.600            0.073681        4.221586
12.615            0.073596        4.216720
12.630            0.073502        4.211352
12.645            0.073399        4.205474
12.660            0.073288        4.199080
12.675            0.073167        4.192164
12.690            0.073037        4.184718
12.705            0.072898        4.176737
12.720            0.072749        4.168213
12.735            0.072591        4.159139
12.750            0.072423        4.149510
12.765            0.072245        4.139318
12.780            0.072057        4.128556
12.795            0.071859        4.117218
12.810            0.071651        4.105296
12.825            0.071433        4.092785
12.840            0.071204        4.079677
12.855            0.070964        4.065966
12.870            0.070715        4.051645
12.885            0.070454        4.036708
12.900            0.070182        4.021147
12.915            0.069900        4.004958
12.930            0.069606        3.988133
12.945            0.069301        3.970666
12.960            0.068985        3.952551
12.975            0.068657        3.933782
12.990            0.068318        3.914354
13.005            0.067968        3.894260
13.020            0.067605        3.873495
13.035            0.067231        3.852054
13.050            0.066845        3.829930
13.065            0.066447        3.807120
13.080            0.066037        3.783619
13.095            0.065614        3.759420
13.110            0.065180        3.734521
13.125            0.064733        3.708916
13.140            0.064274        3.682601
13.155            0.063802        3.655573
13.170            0.063318        3.627828
13.185            0.062821        3.599362
13.200            0.062311        3.570172
13.215            0.061789        3.540255
13.230            0.061254        3.509608
13.245            0.060707        3.478229
13.260            0.060146        3.446115
13.275            0.059573        3.413265
13.290            0.058986        3.379676
13.305            0.058387        3.345347
13.320            0.057775        3.310277
13.335            0.057150        3.274465
13.350            0.056512        3.237910
13.365            0.055861        3.200612
13.380            0.055197        3.162571
13.395            0.054520        3.123786
13.410            0.053830        3.084259
13.425            0.053128        3.043990
13.440            0.052412        3.002979
13.455            0.051683        2.961229
13.470            0.050942        2.918740
13.485            0.050187        2.875515
13.500            0.049420        2.831555
13.515            0.048640        2.786864
13.530            0.047847        2.741443
13.545            0.047042        2.695296
13.560            0.046224        2.648426
13.575            0.045393        2.600836
13.590            0.044550        2.552531
13.605            0.043695        2.503514
13.620            0.042827        2.453790
13.635            0.041947        2.403363
13.650            0.041054        2.352239
13.665            0.040150        2.300422
13.680            0.039234        2.247917
13.695            0.038305        2.194732
13.710            0.037365        2.140870
13.725            0.036413        2.086340
13.740            0.035450        2.031146
13.755            0.034475        1.975297
13.770            0.033489        1.918798
13.785            0.032492        1.861658
13.800            0.031484        1.803883
13.815            0.030464        1.745481
13.830            0.029434        1.686460
13.845            0.028394        1.626829
13.860            0.027342        1.566596
13.875            0.026281        1.505768
13.890            0.025209        1.444357
13.905            0.024127        1.382369
13.920            0.023035        1.319815
13.935            0.021934        1.256704
13.950            0.020823        1.193045
13.965            0.019702        1.128850
13.980            0.018573        1.064127
13.995            0.017434        0.998887
14.010            0.016286        0.933141
14.025            0.015130        0.866900
14.040            0.013966        0.800173
14.055            0.012793        0.732973
14.070            0.011612        0.665310
14.085            0.010423        0.597196
14.100            0.009227        0.528643
14.115            0.008023        0.459662
14.130            0.006811        0.390265
14.145            0.005593        0.320464
14.160            0.004368        0.250272
14.175            0.003136        0.179701
14.190            0.001898        0.108763
14.205            0.000654        0.037472
14.220           -0.000596       -0.034161
14.235           -0.001852       -0.106122
