Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
16.395           -0.134939       -7.731423
16.410           -0.135009       -7.735431
16.425           -0.135062       -7.738481
16.440           -0.135098       -7.740565
16.455           -0.135118       -7.741676
16.470           -0.135120       -7.741807
16.485           -0.135105       -7.740951
16.500           -0.135073       -7.739101
16.515           -0.135023       -7.736249
16.530           -0.134956       -7.732388
16.545           -0.134870       -7.727509
16.560           -0.134767       -7.721607
16.575           -0.134646       -7.714673
16.590           -0.134507       -7.706699
16.605           -0.134350       -7.697678
16.620           -0.134174       -7.687602
16.635           -0.133980       -7.676463
16.650           -0.133766       -7.664254
16.665           -0.133535       -7.650968
16.680           -0.133284       -7.636596
16.695           -0.133014       -7.621130
16.710           -0.132725       -7.604565
16.725           -0.132416       -7.586891
16.740           -0.132088       -7.568102
16.755           -0.131741       -7.548190
16.770           -0.131374       -7.527148
16.785           -0.130986       -7.504970
16.800           -0.130579       -7.481648
16.815           -0.130152       -7.457176
16.830           -0.129705       -7.431547
16.845           -0.129237       -7.404754
16.860           -0.128749       -7.376792
16.875           -0.128241       -7.347654
16.890           -0.127712       -7.317335
16.905           -0.127162       -7.285828
16.920           -0.126591       -7.253130
16.935           -0.125999       -7.219234
16.950           -0.125387       -7.184136
16.965           -0.124753       -7.147832
16.980           -0.124098       -7.110317
16.995           -0.123422       -7.071587
17.010           -0.122725       -7.031638
17.025           -0.122007       -6.990469
17.040           -0.121267       -6.948074
17.055           -0.120505       -6.904452
17.070           -0.119723       -6.859601
17.085           -0.118918       -6.813519
17.100           -0.118093       -6.766204
17.115           -0.117245       -6.717655
17.130           -0.116376       -6.667871
17.145           -0.115486       -6.616853
17.160           -0.114574       -6.564599
17.175           -0.113640       -6.511111
17.190           -0.112685       -6.456390
17.205           -0.111709       -6.400436
17.220           -0.110711       -6.343252
17.235           -0.109691       -6.284840
17.250           -0.108650       -6.225202
17.265           -0.107588       -6.164341
17.280           -0.106505       -6.102262
17.295           -0.105400       -6.038967
17.310           -0.104274       -5.974461
17.325           -0.103127       -5.908749
17.340           -0.101959       -5.841837
17.355           -0.100771       -5.773729
17.370           -0.099561       -5.704433
17.385           -0.098331       -5.633954
17.400           -0.097080       -5.562301
17.415           -0.095809       -5.489480
17.430           -0.094518       -5.415499
17.445           -0.093207       -5.340367
17.460           -0.091876       -5.264092
17.475           -0.090525       -5.186685
17.490           -0.089154       -5.108154
17.505           -0.087764       -5.028510
17.520           -0.086355       -4.947764
17.535           -0.084926       -4.865925
17.550           -0.083479       -4.783007
17.565           -0.082013       -4.699020
17.580           -0.080529       -4.613977
17.595           -0.079027       -4.527891
17.610           -0.077506       -4.440775
17.625           -0.075968       -4.352641
17.640           -0.074412       -4.263505
17.655           -0.072839       -4.173380
17.670           -0.071249       -4.082280
17.685           -0.069643       -3.990222
17.700           -0.068019       -3.897219
17.715           -0.066380       -3.803288
17.730           -0.064725       -3.708445
17.745           -0.063054       -3.612707
17.760           -0.061367       -3.516089
17.775           -0.059666       -3.418609
17.790           -0.057950       -3.320284
17.805           -0.056219       -3.221132
17.820           -0.054475       -3.121171
17.835           -0.052716       -3.020419
17.850           -0.050944       -2.918894
17.865           -0.049159       -2.816616
17.880           -0.047361       -2.713603
17.895           -0.045551       -2.609875
17.910           -0.043728       -2.505451
17.925           -0.041894       -2.400352
17.940           -0.040048       -2.294596
17.955           -0.038191       -2.188204
17.970           -0.036324       -2.081198
17.985           -0.034446       -1.973596
18.000           -0.032558       -1.865421
18.015           -0.030660       -1.756693
18.030           -0.028753       -1.647433
18.045           -0.026837       -1.537663
18.060           -0.024913       -1.427404
18.075           -0.022980       -1.316678
18.090           -0.021040       -1.205507
18.105           -0.019092       -1.093912
18.120           -0.017138       -0.981916
18.135           -0.015176       -0.869540
18.150           -0.013209       -0.756807
18.165           -0.011235       -0.643739
18.180           -0.009257       -0.530359
18.195           -0.007273       -0.416688
18.210           -0.005284       -0.302751
18.225           -0.003291       -0.188568
18.240           -0.001294       -0.074163
18.255            0.000706        0.040442
18.270            0.002709        0.155224
18.285            0.004715        0.270160
18.300            0.006723        0.385228
18.315            0.008734        0.500404
18.330            0.010745        0.615667
18.345            0.012758        0.730993
18.360            0.014772        0.846360
18.375            0.016786        0.961744
18.390            0.018799        1.077125
18.405            0.020813        1.192478
18.420            0.022825        1.307781
18.435            0.024836        1.423012
18.450            0.026846        1.538148
18.465            0.028853        1.653167
18.480            0.030858        1.768046
18.495            0.032860        1.882764
18.510            0.034859        1.997298
18.525            0.036855        2.111626
18.540            0.038846        2.225726
18.555            0.040833        2.339575
18.570            0.042816        2.453153
18.585            0.044793        2.566438
18.600            0.046764        2.679407
18.615            0.048730        2.792039
18.630            0.050690        2.904314
18.645            0.052643        3.016209
18.660            0.054589        3.127704
18.675            0.056527        3.238777
18.690            0.058458        3.349408
18.705            0.060381        3.459576
18.720            0.062295        3.569260
18.735            0.064201        3.678439
18.750            0.066097        3.787095
18.765            0.067984        3.895205
18.780            0.069861        4.002751
18.795            0.071728        4.109713
18.810            0.073584        4.216070
18.825            0.075430        4.321804
18.840            0.077264        4.426895
18.855            0.079087        4.531324
18.870            0.080897        4.635071
18.885            0.082696        4.738119
18.900            0.084482        4.840449
18.915            0.086255        4.942041
18.930            0.088015        5.042879
18.945            0.089761        5.142944
18.960            0.091494        5.242218
18.975            0.093213        5.340684
18.990            0.094917        5.438324
19.005            0.096606        5.535122
19.020            0.098281        5.631061
19.035            0.099940        5.726124
19.050            0.101583        5.820294
19.065            0.103211        5.913556
19.080            0.104823        6.005893
19.095            0.106418        6.097291
19.110            0.107996        6.187734
19.125            0.109558        6.277206
19.140            0.111102        6.365693
19.155            0.112629        6.453181
19.170            0.114139        6.539655
19.185            0.115630        6.625102
19.200            0.117103        6.709508
19.215            0.118558        6.792859
19.230            0.119994        6.875143
19.245            0.121411        6.956347
19.260            0.122809        7.036458
19.275            0.124188        7.115465
19.290            0.125548        7.193355
19.305            0.126888        7.270118
19.320            0.128207        7.345743
19.335            0.129507        7.420217
19.350            0.130787        7.493532
19.365            0.132046        7.565678
19.380            0.133285        7.636643
19.395            0.134502        7.706420
19.410            0.135699        7.774998
19.425            0.136875        7.842369
19.440            0.138030        7.908526
19.455            0.139163        7.973459
19.470            0.140275        8.037161
19.485            0.141365        8.099624
19.500            0.142434        8.160843
19.515            0.143480        8.220809
19.530            0.144505        8.279516
19.545            0.145507        8.336959
19.560            0.146488        8.393131
19.575            0.147446        8.448027
19.590            0.148382        8.501641
19.605            0.149295        8.553970
19.620            0.150186        8.605008
19.635            0.151054        8.654751
19.650            0.151899        8.703195
19.665            0.152722        8.750336
19.680            0.153522        8.796171
19.695            0.154299        8.840696
19.710            0.155053        8.883908
19.725            0.155785        8.925804
19.740            0.156493        8.966383
19.755            0.157178        9.005641
19.770            0.157840        9.043576
19.785            0.158479        9.080186
19.800            0.159095        9.115470
19.815            0.159688        9.149426
19.830            0.160257        9.182052
19.845            0.160803        9.213346
19.860            0.161326        9.243309
19.875            0.161826        9.271937
19.890            0.162302        9.299231
19.905            0.162755        9.325190
19.920            0.163185        9.349812
19.935            0.163591        9.373097
19.950            0.163974        9.395045
19.965            0.164334        9.415653
19.980            0.164670        9.434923
19.995            0.164983        9.452852
20.010            0.165273        9.469442
20.025            0.165539        9.484690
20.040            0.165782        9.498597
20.055            0.166001        9.511161
20.070            0.166197        9.522383
20.085            0.166369        9.532261
20.100            0.166518        9.540795
20.115            0.166644        9.547984
20.130            0.166746        9.553828
20.145            0.166824        9.558325
20.160            0.166879        9.561474
20.175            0.166911        9.563275
20.190            0.166919        9.563726
20.205            0.166903        9.562826
20.220            0.166864        9.560575
20.235            0.166801        9.556970
20.250            0.166714        9.552011
20.265            0.166604        9.545695
20.280            0.166470        9.538022
20.295            0.166312        9.528989
20.310            0.166131        9.518595
20.325            0.165926        9.506837
20.340            0.165697        9.493715
20.355            0.165444        9.479226
20.370            0.165167        9.463368
20.385            0.164866        9.446138
20.400            0.164542        9.427535
20.415            0.164193        9.407556
20.430            0.163820        9.386199
20.445            0.163423        9.363462
20.460            0.163002        9.339341
20.475            0.162557        9.313835
20.490            0.162088        9.286941
20.505            0.161594        9.258657
20.520            0.161076        9.228980
20.535            0.160534        9.197907
20.550            0.159967        9.165437
20.565            0.159376        9.131566
20.580            0.158760        9.096293
20.595            0.158120        9.059615
20.610            0.157455        9.021529
20.625            0.156766        8.982035
20.640            0.156052        8.941129
20.655            0.155314        8.898810
20.670            0.154550        8.855075
20.685            0.153762        8.809925
20.700            0.152949        8.763356
20.715            0.152112        8.715368
20.730            0.151250        8.665959
20.745            0.150362        8.615129
20.760            0.149450        8.562878
20.775            0.148514        8.509204
20.790            0.147552        8.454109
20.805            0.146566        8.397591
20.820            0.145554        8.339652
20.835            0.144518        8.280292
20.850            0.143458        8.219513
20.865            0.142372        8.157316
20.880            0.141262        8.093703
20.895            0.140127        8.028677
20.910            0.138967        7.962240
20.925            0.137783        7.894395
20.940            0.136575        7.825146
20.955            0.135342        7.754498
20.970            0.134084        7.682453
20.985            0.132802        7.609019
21.000            0.131497        7.534199
21.015            0.130167        7.458001
21.030            0.128813        7.380430
21.045            0.127435        7.301493
21.060            0.126034        7.221199
21.075            0.124609        7.139556
21.090            0.123160        7.056572
21.105            0.121689        6.972256
21.120            0.120194        6.886619
21.135            0.118677        6.799670
21.150            0.117136        6.711422
21.165            0.115574        6.621886
21.180            0.113989        6.531073
21.195            0.112382        6.438998
21.210            0.110753        6.345673
21.225            0.109102        6.251112
21.240            0.107431        6.155331
21.255            0.105738        6.058345
21.270            0.104025        5.960170
21.285            0.102291        5.860822
21.300            0.100537        5.760319
21.315            0.098763        5.658678
21.330            0.096969        5.555918
21.345            0.095156        5.452058
21.360            0.093325        5.347118
21.375            0.091475        5.241118
21.390            0.089607        5.134078
21.405            0.087721        5.026020
21.420            0.085817        4.916966
21.435            0.083897        4.806939
21.450            0.081960        4.695961
21.465            0.080007        4.584056
21.480            0.078038        4.471248
21.495            0.076054        4.357561
21.510            0.074055        4.243021
21.525            0.072041        4.127652
21.540            0.070014        4.011482
21.555            0.067972        3.894536
21.570            0.065918        3.776841
21.585            0.063852        3.658424
21.600            0.061773        3.539313
21.615            0.059682        3.419536
21.630            0.057581        3.299121
21.645            0.055468        3.178097
21.660            0.053346        3.056492
21.675            0.051214        2.934336
21.690            0.049073        2.811659
21.705            0.046923        2.688490
21.720            0.044765        2.564859
21.735            0.042600        2.440797
21.750            0.040428        2.316333
21.765            0.038249        2.191500
21.780            0.036064        2.066326
21.795            0.033874        1.940844
21.810            0.031679        1.815084
21.825            0.029480        1.689078
21.840            0.027277        1.562857
21.855            0.025071        1.436452
21.870            0.022862        1.309895
21.885            0.020651        1.183217
21.900            0.018439        1.056450
21.915            0.016225        0.929626
21.930            0.014011        0.802775
21.945            0.011797        0.675930
21.960            0.009584        0.549122
21.975            0.007372        0.422382
21.990            0.005162        0.295742
22.005            0.002954        0.169234
22.020            0.000749        0.042888
22.035           -0.001453       -0.083264
22.050           -0.003651       -0.209191
22.065           -0.005844       -0.334863
22.080           -0.008033       -0.460247
22.095           -0.010216       -0.585315
22.110           -0.012392       -0.710034
22.125           -0.014563       -0.834375
22.140           -0.016726       -0.958308
22.155           -0.018881       -1.081802
22.170           -0.021028       -1.204827
22.185           -0.023167       -1.327355
22.200           -0.025296       -1.449354
22.215           -0.027416       -1.570798
22.230           -0.029525       -1.691655
22.245           -0.031624       -1.811898
22.260           -0.033711       -1.931498
22.275           -0.035787       -2.050427
22.290           -0.037850       -2.168657
22.305           -0.039901       -2.286160
22.320           -0.041939       -2.402909
22.335           -0.043963       -2.518877
22.350           -0.045973       -2.634037
22.365           -0.047968       -2.748362
22.380           -0.049948       -2.861827
22.395           -0.051913       -2.974406
22.410           -0.053862       -3.086073
22.425           -0.055795       -3.196804
22.440           -0.057711       -3.306574
22.455           -0.059609       -3.415358
22.470           -0.061490       -3.523132
22.485           -0.063353       -3.629874
22.500           -0.065198       -3.735561
22.515           -0.067024       -3.840168
22.530           -0.068830       -3.943676
22.545           -0.070617       -4.046062
22.560           -0.072384       -4.147304
22.575           -0.074131       -4.247382
22.590           -0.075857       -4.346276
22.605           -0.077562       -4.443967
22.620           -0.079246       -4.540434
22.635           -0.080908       -4.635660
22.650           -0.082548       -4.729627
22.665           -0.084165       -4.822316
22.680           -0.085760       -4.913711
22.695           -0.087333       -5.003796
22.710           -0.088882       -5.092554
22.725           -0.090408       -5.179971
22.740           -0.091910       -5.266031
22.755           -0.093388       -5.350722
22.770           -0.094842       -5.434030
22.785           -0.096271       -5.515941
22.800           -0.097676       -5.596444
22.815           -0.099057       -5.675527
22.830           -0.100412       -5.753180
22.845           -0.101742       -5.829393
22.860           -0.103047       -5.904155
22.875           -0.104326       -5.977458
22.890           -0.105580       -6.049295
22.905           -0.106808       -6.119657
22.920           -0.108010       -6.188537
22.935           -0.109187       -6.255930
22.950           -0.110337       -6.321830
22.965           -0.111461       -6.386232
22.980           -0.112559       -6.449132
22.995           -0.113630       -6.510527
23.010           -0.114675       -6.570412
23.025           -0.115694       -6.628787
23.040           -0.116687       -6.685650
23.055           -0.117653       -6.740999
23.070           -0.118592       -6.794834
23.085           -0.119505       -6.847156
23.100           -0.120392       -6.897965
23.115           -0.121253       -6.947262
23.130           -0.122087       -6.995050
23.145           -0.122894       -7.041331
23.160           -0.123676       -7.086108
23.175           -0.124431       -7.129385
23.190           -0.125160       -7.171166
23.205           -0.125864       -7.211455
23.220           -0.126541       -7.250258
23.235           -0.127192       -7.287581
23.250           -0.127818       -7.323428
23.265           -0.128418       -7.357807
23.280           -0.128992       -7.390724
23.295           -0.129542       -7.422188
23.310           -0.130066       -7.452205
23.325           -0.130564       -7.480784
23.340           -0.131038       -7.507932
23.355           -0.131487       -7.533659
23.370           -0.131912       -7.557975
23.385           -0.132311       -7.580887
23.400           -0.132687       -7.602406
23.415           -0.133038       -7.622542
23.430           -0.133366       -7.641305
23.445           -0.133670       -7.658705
23.460           -0.133950       -7.674753
23.475           -0.134206       -7.689461
23.490           -0.134440       -7.702838
23.505           -0.134650       -7.714896
23.520           -0.134838       -7.725647
23.535           -0.135003       -7.735102
23.550           -0.135146       -7.743273
23.565           -0.135266       -7.750172
23.580           -0.135364       -7.755810
23.595           -0.135441       -7.760201
23.610           -0.135496       -7.763356
23.625           -0.135530       -7.765287
23.640           -0.135542       -7.766007
23.655           -0.135534       -7.765528
23.670           -0.135505       -7.763864
23.685           -0.135455       -7.761026
23.700           -0.135386       -7.757028
23.715           -0.135296       -7.751882
23.730           -0.135186       -7.745600
23.745           -0.135057       -7.738197
23.760           -0.134908       -7.729685
23.775           -0.134741       -7.720077
23.790           -0.134554       -7.709385
23.805           -0.134349       -7.697624
23.820           -0.134125       -7.684805
23.835           -0.133883       -7.670943
23.850           -0.133623       -7.656051
23.865           -0.133346       -7.640140
23.880           -0.133050       -7.623226
23.895           -0.132738       -7.605320
23.910           -0.132408       -7.586436
23.925           -0.132062       -7.566588
23.940           -0.131699       -7.545788
23.955           -0.131319       -7.524049
23.970           -0.130924       -7.501386
23.985           -0.130512       -7.477810
24.000           -0.130085       -7.453336
24.015           -0.129643       -7.427976
24.030           -0.129185       -7.401743
24.045           -0.128712       -7.374651
24.060           -0.128224       -7.346712
24.075           -0.127722       -7.317939
24.090           -0.127206       -7.288345
24.105           -0.126675       -7.257943
24.120           -0.126131       -7.226746
24.135           -0.125572       -7.194767
24.150           -0.125001       -7.162016
24.165           -0.124416       -7.128509
24.180           -0.123818       -7.094255
24.195           -0.123207       -7.059268
24.210           -0.122584       -7.023560
24.225           -0.121949       -6.987142
24.240           -0.121301       -6.950027
24.255           -0.120641       -6.912225
24.270           -0.119970       -6.873748
24.285           -0.119286       -6.834607
24.300           -0.118592       -6.794813
24.315           -0.117886       -6.754377
24.330           -0.117169       -6.713309
24.345           -0.116442       -6.671620
24.360           -0.115703       -6.629319
24.375           -0.114955       -6.586417
24.390           -0.114196       -6.542922
24.405           -0.113426       -6.498844
24.420           -0.112647       -6.454192
24.435           -0.111858       -6.408975
24.450           -0.111059       -6.363200
24.465           -0.110250       -6.316876
24.480           -0.109432       -6.270011
24.495           -0.108605       -6.222611
24.510           -0.107769       -6.174685
24.525           -0.106923       -6.126239
24.540           -0.106069       -6.077279
24.555           -0.105205       -6.027811
24.570           -0.104333       -5.977842
24.585           -0.103452       -5.927376
24.600           -0.102563       -5.876420
24.615           -0.101665       -5.824978
24.630           -0.100759       -5.773054
24.645           -0.099844       -5.720653
24.660           -0.098921       -5.667780
24.675           -0.097990       -5.614437
24.690           -0.097051       -5.560628
24.705           -0.096104       -5.506357
24.720           -0.095149       -5.451626
24.735           -0.094186       -5.396438
24.750           -0.093214       -5.340796
24.765           -0.092235       -5.284702
24.780           -0.091249       -5.228158
24.795           -0.090254       -5.171166
24.810           -0.089251       -5.113728
24.825           -0.088241       -5.055846
24.840           -0.087223       -4.997520
24.855           -0.086198       -4.938753
24.870           -0.085164       -4.879546
24.885           -0.084123       -4.819899
24.900           -0.083074       -4.759815
24.915           -0.082018       -4.699294
24.930           -0.080954       -4.638338
24.945           -0.079883       -4.576948
24.960           -0.078804       -4.515124
24.975           -0.077717       -4.452868
24.990           -0.076623       -4.390182
25.005           -0.075522       -4.327067
25.020           -0.074413       -4.263524
25.035           -0.073296       -4.199555
25.050           -0.072172       -4.135161
25.065           -0.071041       -4.070345
25.080           -0.069902       -4.005109
25.095           -0.068756       -3.939454
25.110           -0.067603       -3.873384
25.125           -0.066443       -3.806901
25.140           -0.065275       -3.740008
25.155           -0.064101       -3.672708
25.170           -0.062919       -3.605004
25.185           -0.061731       -3.536900
25.200           -0.060535       -3.468401
25.215           -0.059333       -3.399509
25.230           -0.058123       -3.330231
25.245           -0.056908       -3.260570
25.260           -0.055685       -3.190531
25.275           -0.054456       -3.120121
25.290           -0.053221       -3.049344
25.305           -0.051980       -2.978207
25.320           -0.050732       -2.906715
25.335           -0.049478       -2.834876
25.350           -0.048218       -2.762697
25.365           -0.046953       -2.690183
25.380           -0.045681       -2.617344
25.395           -0.044404       -2.544187
25.410           -0.043122       -2.470719
25.425           -0.041835       -2.396949
25.440           -0.040542       -2.322885
25.455           -0.039244       -2.248537
25.470           -0.037942       -2.173913
25.485           -0.036635       -2.099023
25.500           -0.035323       -2.023876
25.515           -0.034007       -1.948481
25.530           -0.032687       -1.872850
25.545           -0.031363       -1.796991
25.560           -0.030036       -1.720914
25.575           -0.028704       -1.644632
25.590           -0.027369       -1.568152
25.605           -0.026031       -1.491488
25.620           -0.024690       -1.414648
25.635           -0.023346       -1.337644
25.650           -0.022000       -1.260487
25.665           -0.020651       -1.183188
25.680           -0.019299       -1.105758
25.695           -0.017946       -1.028207
25.710           -0.016590       -0.950546
25.725           -0.015233       -0.872787
25.740           -0.013874       -0.794941
25.755           -0.012514       -0.717018
25.770           -0.011153       -0.639030
25.785           -0.009791       -0.560986
25.800           -0.008428       -0.482898
25.815           -0.007065       -0.404776
25.830           -0.005701       -0.326631
25.845           -0.004337       -0.248472
25.860           -0.002972       -0.170310
25.875           -0.001608       -0.092156
25.890           -0.000245       -0.014018
25.905            0.001119        0.064094
25.920            0.002481        0.142170
25.935            0.003843        0.220202
25.950            0.005204        0.298180
25.965            0.006564        0.376095
25.980            0.007923        0.453940
25.995            0.009280        0.531705
26.010            0.010636        0.609384
26.025            0.011990        0.686968
26.040            0.013342        0.764450
26.055            0.014693        0.841822
26.070            0.016041        0.919079
26.085            0.017387        0.996213
26.100            0.018731        1.073219
26.115            0.020073        1.150090
26.130            0.021412        1.226820
26.145            0.022749        1.303405
26.160            0.024083        1.379839
26.175            0.025414        1.456117
26.190            0.026743        1.532236
26.205            0.028068        1.608190
26.220            0.029391        1.683975
26.235            0.030711        1.759589
26.250            0.032027        1.835028
26.265            0.033341        1.910288
26.280            0.034651        1.985368
26.295            0.035958        2.060263
26.310            0.037262        2.134972
26.325            0.038563        2.209493
26.340            0.039860        2.283824
26.355            0.041154        2.357962
26.370            0.042445        2.431908
26.385            0.043732        2.505658
26.400            0.045016        2.579212
26.415            0.046296        2.652570
26.430            0.047573        2.725729
26.445            0.048846        2.798690
26.460            0.050116        2.871452
26.475            0.051383        2.944013
26.490            0.052646        3.016374
26.505            0.053905        3.088534
26.520            0.055161        3.160492
26.535            0.056413        3.232249
26.550            0.057662        3.303803
26.565            0.058908        3.375154
26.580            0.060149        3.446302
26.595            0.061388        3.517245
26.610            0.062622        3.587983
26.625            0.063853        3.658516
26.640            0.065081        3.728842
26.655            0.066304        3.798960
26.670            0.067524        3.868868
26.685            0.068741        3.938566
26.700            0.069954        4.008050
26.715            0.071163        4.077320
26.730            0.072368        4.146373
26.745            0.073569        4.215206
26.760            0.074767        4.283816
26.775            0.075960        4.352201
26.790            0.077150        4.420356
26.805            0.078335        4.488277
26.820            0.079517        4.555961
26.835            0.080694        4.623402
26.850            0.081866        4.690595
26.865            0.083035        4.757535
26.880            0.084198        4.824216
26.895            0.085358        4.890631
26.910            0.086512        4.956774
26.925            0.087662        5.022636
26.940            0.088806        5.088211
26.955            0.089945        5.153489
26.970            0.091079        5.218463
26.985            0.092208        5.283122
27.000            0.093331        5.347457
27.015            0.094448        5.411458
27.030            0.095559        5.475113
27.045            0.096664        5.538412
27.060            0.097762        5.601342
27.075            0.098854        5.663891
27.090            0.099938        5.726048
27.105            0.101016        5.787797
27.120            0.102087        5.849126
27.135            0.103149        5.910020
27.150            0.104204        5.970465
27.165            0.105251        6.030446
27.180            0.106290        6.089947
27.195            0.107319        6.148952
27.210            0.108340        6.207445
27.225            0.109352        6.265409
27.240            0.110354        6.322827
27.255            0.111346        6.379681
27.270            0.112329        6.435955
27.285            0.113300        6.491630
27.300            0.114261        6.546687
27.315            0.115211        6.601108
27.330            0.116149        6.654875
27.345            0.117076        6.707967
27.360            0.117991        6.760366
27.375            0.118893        6.812052
27.390            0.119782        6.863006
27.405            0.120658        6.913208
27.420            0.121521        6.962638
27.435            0.122370        7.011275
27.450            0.123205        7.059101
27.465            0.124025        7.106095
27.480            0.124830        7.152236
27.495            0.125620        7.197505
27.510            0.126395        7.241881
27.525            0.127153        7.285345
27.540            0.127896        7.327875
27.555            0.128621        7.369454
27.570            0.129330        7.410059
27.585            0.130021        7.449672
27.600            0.130695        7.488273
27.615            0.131351        7.525843
27.630            0.131988        7.562362
27.645            0.132607        7.597810
27.660            0.133206        7.632169
27.675            0.133787        7.665420
27.690            0.134348        7.697545
27.705            0.134888        7.728524
27.720            0.135409        7.758341
27.735            0.135908        7.786976
27.750            0.136387        7.814412
27.765            0.136845        7.840632
27.780            0.137281        7.865618
27.795            0.137695        7.889355
27.810            0.138087        7.911824
27.825            0.138457        7.933010
27.840            0.138804        7.952897
27.855            0.139128        7.971469
27.870            0.139429        7.988711
27.885            0.139707        8.004607
27.900            0.139960        8.019143
27.915            0.140190        8.032305
27.930            0.140396        8.044078
27.945            0.140577        8.054448
27.960            0.140733        8.063403
27.975            0.140864        8.070929
27.990            0.140970        8.077013
28.005            0.141051        8.081643
28.020            0.141107        8.084807
28.035            0.141136        8.086494
28.050            0.141139        8.086692
28.065            0.141117        8.085390
28.080            0.141068        8.082579
28.095            0.140992        8.078247
28.110            0.140890        8.072385
28.125            0.140761        8.064985
28.140            0.140604        8.056037
28.155            0.140421        8.045533
28.170            0.140210        8.033465
28.185            0.139972        8.019826
28.200            0.139707        8.004608
28.215            0.139414        7.987806
28.230            0.139093        7.969414
28.245            0.138744        7.949426
28.260            0.138367        7.927837
28.275            0.137962        7.904643
28.290            0.137529        7.879840
28.305            0.137068        7.853425
28.320            0.136579        7.825395
28.335            0.136061        7.795749
28.350            0.135516        7.764485
28.365            0.134942        7.731602
28.380            0.134340        7.697100
28.395            0.133709        7.660980
28.410            0.133051        7.623242
28.425            0.132364        7.583890
28.440            0.131649        7.542924
28.455            0.130906        7.500350
28.470            0.130135        7.456169
28.485            0.129336        7.410388
28.500            0.128509        7.363012
28.515            0.127654        7.314046
28.530            0.126772        7.263498
28.545            0.125862        7.211376
28.560            0.124925        7.157687
28.575            0.123961        7.102440
28.590            0.122970        7.045647
28.605            0.121952        6.987316
28.620            0.120907        6.927460
28.635            0.119836        6.866090
28.650            0.118739        6.803219
28.665            0.117615        6.738861
28.680            0.116466        6.673030
28.695            0.115292        6.605740
28.710            0.114092        6.537007
28.725            0.112868        6.466848
28.740            0.111619        6.395279
28.755            0.110345        6.322317
28.770            0.109048        6.247981
28.785            0.107727        6.172289
28.800            0.106382        6.095260
28.815            0.105015        6.016914
28.830            0.103625        5.937272
28.845            0.102213        5.856353
28.860            0.100778        5.774180
28.875            0.099323        5.690773
28.890            0.097846        5.606154
28.905            0.096348        5.520347
28.920            0.094830        5.433372
28.935            0.093292        5.345254
28.950            0.091735        5.256016
28.965            0.090158        5.165680
28.980            0.088563        5.074271
28.995            0.086949        4.981812
29.010            0.085317        4.888326
29.025            0.083668        4.793839
29.040            0.082002        4.698373
29.055            0.080319        4.601954
29.070            0.078620        4.504604
29.085            0.076905        4.406347
29.100            0.075175        4.307208
29.115            0.073430        4.207210
29.130            0.071670        4.106376
29.145            0.069896        4.004730
29.160            0.068108        3.902295
29.175            0.066307        3.799093
29.190            0.064492        3.695147
29.205            0.062666        3.590480
29.220            0.060827        3.485112
29.235            0.058976        3.379066
29.250            0.057114        3.272363
29.265            0.055240        3.165022
29.280            0.053356        3.057065
29.295            0.051461        2.948511
29.310            0.049557        2.839379
29.325            0.047642        2.729687
29.340            0.045718        2.619455
29.355            0.043785        2.508699
29.370            0.041843        2.397436
29.385            0.039893        2.285684
29.400            0.037934        2.173458
29.415            0.035967        2.060772
29.430            0.033993        1.947643
29.445            0.032011        1.834083
29.460            0.030022        1.720107
29.475            0.028025        1.605727
29.490            0.026022        1.490956
29.505            0.024012        1.375805
29.520            0.021996        1.260284
29.535            0.019974        1.144406
29.550            0.017945        1.028178
29.565            0.015911        0.911611
29.580            0.013870        0.794713
29.595            0.011824        0.677491
29.610            0.009773        0.559954
29.625            0.007716        0.442107
29.640            0.005654        0.323958
29.655            0.003587        0.205512
29.670            0.001514        0.086773
29.685           -0.000563       -0.032253
29.700           -0.002645       -0.151563
29.715           -0.004733       -0.271153
29.730           -0.006825       -0.391019
29.745           -0.008921       -0.511160
29.760           -0.011023       -0.631574
29.775           -0.013129       -0.752257
29.790           -0.015240       -0.873210
29.805           -0.017356       -0.994432
29.820           -0.019476       -1.115921
29.835           -0.021602       -1.237678
29.850           -0.023731       -1.359703
29.865           -0.025866       -1.481996
29.880           -0.028005       -1.604559
29.895           -0.030149       -1.727391
29.910           -0.032297       -1.850495
29.925           -0.034451       -1.973872
29.940           -0.036609       -2.097524
29.955           -0.038772       -2.221452
29.970           -0.040939       -2.345658
29.985           -0.043112       -2.470144
30.000           -0.045290       -2.594913
30.015           -0.047472       -2.719967
30.030           -0.049660       -2.845307
30.045           -0.051853       -2.970936
30.060           -0.054050       -3.096857
30.075           -0.056253       -3.223071
30.090           -0.058461       -3.349579
30.105           -0.060674       -3.476385
30.120           -0.062893       -3.603490
30.135           -0.065116       -3.730894
30.150           -0.067345       -3.858600
30.165           -0.069579       -3.986608
30.180           -0.071819       -4.114920
30.195           -0.074064       -4.243534
30.210           -0.076314       -4.372452
30.225           -0.078569       -4.501673
30.240           -0.080830       -4.631197
30.255           -0.083095       -4.761021
30.270           -0.085367       -4.891145
30.285           -0.087643       -5.021565
30.300           -0.089924       -5.152281
30.315           -0.092211       -5.283287
30.330           -0.094502       -5.414580
30.345           -0.096799       -5.546155
30.360           -0.099100       -5.678008
30.375           -0.101406       -5.810132
30.390           -0.103717       -5.942520
30.405           -0.106032       -6.075166
30.420           -0.108351       -6.208061
