Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
36.78               0.1268          7.2694
36.81               0.1276          7.3160
36.84               0.1284          7.3619
36.87               0.1292          7.4071
36.90               0.1300          7.4516
36.93               0.1308          7.4954
36.96               0.1315          7.5385
36.99               0.1322          7.5809
37.02               0.1330          7.6225
37.05               0.1337          7.6634
37.08               0.1344          7.7036
37.11               0.1351          7.7431
37.14               0.1357          7.7818
37.17               0.1364          7.8197
37.20               0.1371          7.8570
37.23               0.1377          7.8934
37.26               0.1383          7.9291
37.29               0.1389          7.9641
37.32               0.1395          7.9983
37.35               0.1401          8.0318
37.38               0.1407          8.0644
37.41               0.1412          8.0963
37.44               0.1418          8.1275
37.47               0.1423          8.1578
37.50               0.1428          8.1874
37.53               0.1433          8.2162
37.56               0.1438          8.2442
37.59               0.1443          8.2714
37.62               0.1448          8.2978
37.65               0.1452          8.3235
37.68               0.1456          8.3483
37.71               0.1461          8.3723
37.74               0.1465          8.3956
37.77               0.1468          8.4180
37.80               0.1472          8.4397
37.83               0.1476          8.4605
37.86               0.1479          8.4805
37.89               0.1483          8.4997
37.92               0.1486          8.5181
37.95               0.1489          8.5357
37.98               0.1492          8.5524
38.01               0.1495          8.5684
38.04               0.1497          8.5835
38.07               0.1500          8.5978
38.10               0.1502          8.6113
38.13               0.1504          8.6240
38.16               0.1506          8.6358
38.19               0.1508          8.6468
38.22               0.1510          8.6570
38.25               0.1512          8.6663
38.28               0.1513          8.6749
38.31               0.1515          8.6826
38.34               0.1516          8.6894
38.37               0.1517          8.6955
38.40               0.1518          8.7007
38.43               0.1519          8.7050
38.46               0.1519          8.7086
38.49               0.1520          8.7113
38.52               0.1520          8.7132
38.55               0.1520          8.7142
38.58               0.1520          8.7144
38.61               0.1520          8.7138
38.64               0.1520          8.7124
38.67               0.1519          8.7101
38.70               0.1519          8.7070
38.73               0.1518          8.7030
38.76               0.1517          8.6982
38.79               0.1516          8.6926
38.82               0.1515          8.6862
38.85               0.1514          8.6789
38.88               0.1513          8.6709
38.91               0.1511          8.6619
38.94               0.1509          8.6522
38.97               0.1507          8.6416
39.00               0.1506          8.6303
39.03               0.1503          8.6180
39.06               0.1501          8.6050
39.09               0.1499          8.5912
39.12               0.1496          8.5765
39.15               0.1493          8.5610
39.18               0.1491          8.5447
39.21               0.1488          8.5276
39.24               0.1484          8.5097
39.27               0.1481          8.4910
39.30               0.1478          8.4715
39.33               0.1474          8.4512
39.36               0.1471          8.4300
39.39               0.1467          8.4081
39.42               0.1463          8.3854
39.45               0.1459          8.3618
39.48               0.1454          8.3375
39.51               0.1450          8.3124
39.54               0.1446          8.2865
39.57               0.1441          8.2599
39.60               0.1436          8.2324
39.63               0.1431          8.2042
39.66               0.1426          8.1752
39.69               0.1421          8.1454
39.72               0.1416          8.1148
39.75               0.1410          8.0835
39.78               0.1405          8.0514
39.81               0.1399          8.0186
39.84               0.1393          7.9850
39.87               0.1387          7.9507
39.90               0.1381          7.9156
39.93               0.1375          7.8797
39.96               0.1368          7.8431
39.99               0.1362          7.8058
40.02               0.1355          7.7678
40.05               0.1348          7.7290
40.08               0.1341          7.6895
40.11               0.1334          7.6493
40.14               0.1327          7.6083
40.17               0.1320          7.5667
40.20               0.1313          7.5243
40.23               0.1305          7.4812
40.26               0.1297          7.4375
40.29               0.1290          7.3930
40.32               0.1282          7.3478
40.35               0.1274          7.3020
40.38               0.1266          7.2555
40.41               0.1257          7.2083
40.44               0.1249          7.1604
40.47               0.1241          7.1118
40.50               0.1232          7.0626
40.53               0.1223          7.0128
40.56               0.1215          6.9622
40.59               0.1206          6.9111
40.62               0.1197          6.8593
40.65               0.1187          6.8068
40.68               0.1178          6.7537
40.71               0.1169          6.7000
40.74               0.1159          6.6457
40.77               0.1150          6.5907
40.80               0.1140          6.5352
40.83               0.1130          6.4790
40.86               0.1120          6.4223
40.89               0.1110          6.3649
40.92               0.1100          6.3070
40.95               0.1090          6.2484
40.98               0.1080          6.1893
41.01               0.1069          6.1297
41.04               0.1059          6.0694
41.07               0.1048          6.0086
41.10               0.1037          5.9473
41.13               0.1027          5.8854
41.16               0.1016          5.8229
41.19               0.1005          5.7599
41.22               0.0994          5.6964
41.25               0.0983          5.6324
41.28               0.0971          5.5678
41.31               0.0960          5.5028
41.34               0.0948          5.4372
41.37               0.0937          5.3711
41.40               0.0925          5.3046
41.43               0.0914          5.2375
41.46               0.0902          5.1700
41.49               0.0890          5.1020
41.52               0.0878          5.0335
41.55               0.0866          4.9646
41.58               0.0854          4.8952
41.61               0.0842          4.8254
41.64               0.0830          4.7552
41.67               0.0817          4.6845
41.70               0.0805          4.6133
41.73               0.0792          4.5418
41.76               0.0780          4.4698
41.79               0.0767          4.3975
41.82               0.0754          4.3247
41.85               0.0742          4.2516
41.88               0.0729          4.1780
41.91               0.0716          4.1041
41.94               0.0703          4.0298
41.97               0.0690          3.9552
42.00               0.0677          3.8801
42.03               0.0664          3.8048
42.06               0.0651          3.7291
42.09               0.0637          3.6530
42.12               0.0624          3.5767
42.15               0.0611          3.5000
42.18               0.0597          3.4229
42.21               0.0584          3.3456
42.24               0.0570          3.2680
42.27               0.0556          3.1901
42.30               0.0543          3.1119
42.33               0.0529          3.0334
42.36               0.0515          2.9547
42.39               0.0502          2.8756
42.42               0.0488          2.7964
42.45               0.0474          2.7168
42.48               0.0460          2.6371
42.51               0.0446          2.5571
42.54               0.0432          2.4768
42.57               0.0418          2.3964
42.60               0.0404          2.3157
42.63               0.0390          2.2349
42.66               0.0376          2.1538
42.69               0.0362          2.0725
42.72               0.0347          1.9911
42.75               0.0333          1.9095
42.78               0.0319          1.8277
42.81               0.0305          1.7457
42.84               0.0290          1.6637
42.87               0.0276          1.5814
42.90               0.0261          1.4990
42.93               0.0247          1.4165
42.96               0.0233          1.3339
42.99               0.0218          1.2511
43.02               0.0204          1.1683
43.05               0.0189          1.0853
43.08               0.0175          1.0023
43.11               0.0160          0.9191
43.14               0.0146          0.8359
43.17               0.0131          0.7526
43.20               0.0117          0.6693
43.23               0.0102          0.5859
43.26               0.0088          0.5024
43.29               0.0073          0.4190
43.32               0.0059          0.3354
43.35               0.0044          0.2519
43.38               0.0029          0.1684
43.41               0.0015          0.0848
43.44               0.0000          0.0012
43.47              -0.0014         -0.0823
43.50              -0.0029         -0.1659
43.53              -0.0044         -0.2494
43.56              -0.0058         -0.3329
43.59              -0.0073         -0.4163
43.62              -0.0087         -0.4998
43.65              -0.0102         -0.5831
43.68              -0.0116         -0.6664
43.71              -0.0131         -0.7496
43.74              -0.0145         -0.8328
43.77              -0.0160         -0.9159
43.80              -0.0174         -0.9988
43.83              -0.0189         -1.0817
43.86              -0.0203         -1.1645
43.89              -0.0218         -1.2472
43.92              -0.0232         -1.3297
43.95              -0.0246         -1.4121
43.98              -0.0261         -1.4944
44.01              -0.0275         -1.5765
44.04              -0.0289         -1.6585
44.07              -0.0304         -1.7403
44.10              -0.0318         -1.8220
44.13              -0.0332         -1.9035
44.16              -0.0346         -1.9848
44.19              -0.0360         -2.0659
44.22              -0.0374         -2.1468
44.25              -0.0389         -2.2275
44.28              -0.0403         -2.3080
44.31              -0.0417         -2.3883
44.34              -0.0431         -2.4683
44.37              -0.0445         -2.5481
44.40              -0.0458         -2.6277
44.43              -0.0472         -2.7070
44.46              -0.0486         -2.7861
44.49              -0.0500         -2.8649
44.52              -0.0513         -2.9435
44.55              -0.0527         -3.0217
44.58              -0.0541         -3.0997
44.61              -0.0554         -3.1774
44.64              -0.0568         -3.2548
44.67              -0.0581         -3.3318
44.70              -0.0595         -3.4086
44.73              -0.0608         -3.4850
44.76              -0.0621         -3.5612
44.79              -0.0634         -3.6369
44.82              -0.0648         -3.7124
44.85              -0.0661         -3.7875
44.88              -0.0674         -3.8622
44.91              -0.0687         -3.9365
44.94              -0.0700         -4.0105
44.97              -0.0712         -4.0842
45.00              -0.0725         -4.1574
45.03              -0.0738         -4.2302
45.06              -0.0751         -4.3027
45.09              -0.0763         -4.3747
45.12              -0.0776         -4.4463
45.15              -0.0788         -4.5175
45.18              -0.0800         -4.5883
45.21              -0.0813         -4.6587
45.24              -0.0825         -4.7286
45.27              -0.0837         -4.7980
45.30              -0.0849         -4.8670
45.33              -0.0861         -4.9356
45.36              -0.0873         -5.0037
45.39              -0.0885         -5.0713
45.42              -0.0896         -5.1384
45.45              -0.0908         -5.2051
45.48              -0.0920         -5.2712
45.51              -0.0931         -5.3369
45.54              -0.0942         -5.4020
45.57              -0.0954         -5.4667
45.60              -0.0965         -5.5308
45.63              -0.0976         -5.5944
45.66              -0.0987         -5.6575
45.69              -0.0998         -5.7201
45.72              -0.1009         -5.7821
45.75              -0.1019         -5.8435
45.78              -0.1030         -5.9044
45.81              -0.1041         -5.9648
45.84              -0.1051         -6.0245
45.87              -0.1061         -6.0838
45.90              -0.1072         -6.1424
45.93              -0.1082         -6.2005
45.96              -0.1092         -6.2579
45.99              -0.1102         -6.3148
46.02              -0.1111         -6.3711
46.05              -0.1121         -6.4267
46.08              -0.1131         -6.4818
46.11              -0.1140         -6.5363
46.14              -0.1150         -6.5901
46.17              -0.1159         -6.6433
46.20              -0.1168         -6.6959
46.23              -0.1177         -6.7478
46.26              -0.1186         -6.7991
46.29              -0.1195         -6.8498
46.32              -0.1204         -6.8998
46.35              -0.1212         -6.9491
46.38              -0.1221         -6.9978
46.41              -0.1229         -7.0458
46.44              -0.1237         -7.0932
46.47              -0.1246         -7.1399
46.50              -0.1254         -7.1859
46.53              -0.1261         -7.2312
46.56              -0.1269         -7.2758
46.59              -0.1277         -7.3197
46.62              -0.1284         -7.3630
46.65              -0.1292         -7.4055
46.68              -0.1299         -7.4473
46.71              -0.1306         -7.4885
46.74              -0.1313         -7.5289
46.77              -0.1320         -7.5686
46.80              -0.1327         -7.6075
46.83              -0.1334         -7.6458
46.86              -0.1340         -7.6833
46.89              -0.1347         -7.7201
46.92              -0.1353         -7.7562
46.95              -0.1359         -7.7915
46.98              -0.1365         -7.8260
47.01              -0.1371         -7.8599
47.04              -0.1377         -7.8929
47.07              -0.1383         -7.9252
47.10              -0.1388         -7.9568
47.13              -0.1393         -7.9876
47.16              -0.1399         -8.0176
47.19              -0.1404         -8.0469
47.22              -0.1409         -8.0754
47.25              -0.1414         -8.1032
47.28              -0.1418         -8.1301
47.31              -0.1423         -8.1563
47.34              -0.1427         -8.1817
47.37              -0.1432         -8.2063
47.40              -0.1436         -8.2302
47.43              -0.1440         -8.2532
47.46              -0.1444         -8.2755
47.49              -0.1447         -8.2970
47.52              -0.1451         -8.3177
47.55              -0.1454         -8.3375
47.58              -0.1458         -8.3566
47.61              -0.1461         -8.3749
47.64              -0.1464         -8.3924
47.67              -0.1467         -8.4091
47.70              -0.1470         -8.4250
47.73              -0.1472         -8.4401
47.76              -0.1475         -8.4544
47.79              -0.1477         -8.4678
47.82              -0.1479         -8.4805
47.85              -0.1481         -8.4923
47.88              -0.1483         -8.5034
47.91              -0.1485         -8.5136
47.94              -0.1487         -8.5230
47.97              -0.1488         -8.5316
48.00              -0.1490         -8.5394
48.03              -0.1491         -8.5464
48.06              -0.1492         -8.5525
48.09              -0.1493         -8.5579
48.12              -0.1494         -8.5624
48.15              -0.1494         -8.5661
48.18              -0.1495         -8.5690
48.21              -0.1495         -8.5710
48.24              -0.1495         -8.5723
48.27              -0.1495         -8.5727
48.30              -0.1495         -8.5723
48.33              -0.1495         -8.5711
48.36              -0.1495         -8.5691
48.39              -0.1494         -8.5662
48.42              -0.1494         -8.5626
48.45              -0.1493         -8.5581
48.48              -0.1492         -8.5528
48.51              -0.1491         -8.5467
48.54              -0.1490         -8.5398
48.57              -0.1488         -8.5321
48.60              -0.1487         -8.5235
48.63              -0.1485         -8.5142
48.66              -0.1483         -8.5040
48.69              -0.1482         -8.4930
48.72              -0.1480         -8.4813
48.75              -0.1477         -8.4687
48.78              -0.1475         -8.4553
48.81              -0.1473         -8.4411
48.84              -0.1470         -8.4261
48.87              -0.1467         -8.4103
48.90              -0.1464         -8.3937
48.93              -0.1461         -8.3763
48.96              -0.1458         -8.3581
48.99              -0.1455         -8.3391
49.02              -0.1451         -8.3194
49.05              -0.1448         -8.2988
49.08              -0.1444         -8.2775
49.11              -0.1440         -8.2553
49.14              -0.1436         -8.2324
49.17              -0.1432         -8.2087
49.20              -0.1428         -8.1843
49.23              -0.1423         -8.1590
49.26              -0.1419         -8.1330
49.29              -0.1414         -8.1062
49.32              -0.1409         -8.0787
49.35              -0.1404         -8.0504
49.38              -0.1399         -8.0213
49.41              -0.1394         -7.9915
49.44              -0.1389         -7.9609
49.47              -0.1383         -7.9296
49.50              -0.1378         -7.8975
49.53              -0.1372         -7.8647
49.56              -0.1366         -7.8311
49.59              -0.1360         -7.7968
49.62              -0.1354         -7.7618
49.65              -0.1348         -7.7260
49.68              -0.1341         -7.6895
49.71              -0.1335         -7.6523
49.74              -0.1328         -7.6144
49.77              -0.1322         -7.5757
49.80              -0.1315         -7.5364
49.83              -0.1308         -7.4963
49.86              -0.1301         -7.4555
49.89              -0.1293         -7.4141
49.92              -0.1286         -7.3719
49.95              -0.1279         -7.3291
49.98              -0.1271         -7.2855
50.01              -0.1263         -7.2413
50.04              -0.1255         -7.1964
50.07              -0.1247         -7.1509
50.10              -0.1239         -7.1046
50.13              -0.1231         -7.0577
50.16              -0.1223         -7.0102
50.19              -0.1214         -6.9620
50.22              -0.1206         -6.9131
50.25              -0.1197         -6.8636
50.28              -0.1189         -6.8135
50.31              -0.1180         -6.7627
50.34              -0.1171         -6.7113
50.37              -0.1162         -6.6593
50.40              -0.1152         -6.6067
50.43              -0.1143         -6.5534
50.46              -0.1134         -6.4996
50.49              -0.1124         -6.4451
50.52              -0.1115         -6.3900
50.55              -0.1105         -6.3344
50.58              -0.1095         -6.2781
50.61              -0.1085         -6.2213
50.64              -0.1075         -6.1639
50.67              -0.1065         -6.1060
50.70              -0.1055         -6.0474
50.73              -0.1045         -5.9883
50.76              -0.1034         -5.9287
50.79              -0.1024         -5.8685
50.82              -0.1013         -5.8078
50.85              -0.1002         -5.7465
50.88              -0.0992         -5.6848
50.91              -0.0981         -5.6224
50.94              -0.0970         -5.5596
50.97              -0.0959         -5.4963
51.00              -0.0948         -5.4324
51.03              -0.0936         -5.3681
51.06              -0.0925         -5.3033
51.09              -0.0914         -5.2379
51.12              -0.0902         -5.1721
51.15              -0.0891         -5.1059
51.18              -0.0879         -5.0391
51.21              -0.0867         -4.9719
51.24              -0.0856         -4.9043
51.27              -0.0844         -4.8362
51.30              -0.0832         -4.7676
51.33              -0.0820         -4.6986
51.36              -0.0808         -4.6292
51.39              -0.0795         -4.5594
51.42              -0.0783         -4.4891
51.45              -0.0771         -4.4185
51.48              -0.0758         -4.3474
51.51              -0.0746         -4.2760
51.54              -0.0733         -4.2041
51.57              -0.0721         -4.1319
51.60              -0.0708         -4.0593
51.63              -0.0695         -3.9864
51.66              -0.0683         -3.9130
51.69              -0.0670         -3.8394
51.72              -0.0657         -3.7653
51.75              -0.0644         -3.6910
51.78              -0.0631         -3.6163
51.81              -0.0618         -3.5412
51.84              -0.0605         -3.4659
51.87              -0.0591         -3.3902
51.90              -0.0578         -3.3143
51.93              -0.0565         -3.2380
51.96              -0.0551         -3.1615
51.99              -0.0538         -3.0846
52.02              -0.0525         -3.0075
52.05              -0.0511         -2.9301
52.08              -0.0498         -2.8525
52.11              -0.0484         -2.7746
52.14              -0.0470         -2.6964
52.17              -0.0457         -2.6180
52.20              -0.0443         -2.5394
52.23              -0.0429         -2.4606
52.26              -0.0415         -2.3815
52.29              -0.0402         -2.3022
52.32              -0.0388         -2.2227
52.35              -0.0374         -2.1430
52.38              -0.0360         -2.0632
52.41              -0.0346         -1.9831
52.44              -0.0332         -1.9029
52.47              -0.0318         -1.8225
52.50              -0.0304         -1.7419
52.53              -0.0290         -1.6612
52.56              -0.0276         -1.5804
52.59              -0.0262         -1.4994
52.62              -0.0247         -1.4182
52.65              -0.0233         -1.3370
52.68              -0.0219         -1.2556
52.71              -0.0205         -1.1742
52.74              -0.0191         -1.0926
52.77              -0.0176         -1.0109
52.80              -0.0162         -0.9292
52.83              -0.0148         -0.8473
52.86              -0.0134         -0.7654
52.89              -0.0119         -0.6835
52.92              -0.0105         -0.6014
52.95              -0.0091         -0.5194
52.98              -0.0076         -0.4373
53.01              -0.0062         -0.3551
53.04              -0.0048         -0.2729
53.07              -0.0033         -0.1908
53.10              -0.0019         -0.1086
53.13              -0.0005         -0.0264
53.16               0.0010          0.0558
53.19               0.0024          0.1380
53.22               0.0038          0.2202
53.25               0.0053          0.3023
53.28               0.0067          0.3844
53.31               0.0081          0.4665
53.34               0.0096          0.5485
53.37               0.0110          0.6305
53.40               0.0124          0.7123
53.43               0.0139          0.7942
53.46               0.0153          0.8759
53.49               0.0167          0.9576
53.52               0.0181          1.0391
53.55               0.0195          1.1206
53.58               0.0210          1.2019
53.61               0.0224          1.2831
53.64               0.0238          1.3643
53.67               0.0252          1.4452
53.70               0.0266          1.5261
53.73               0.0280          1.6067
53.76               0.0294          1.6873
53.79               0.0308          1.7676
53.82               0.0322          1.8479
53.85               0.0336          1.9279
53.88               0.0350          2.0077
53.91               0.0364          2.0874
53.94               0.0378          2.1668
53.97               0.0392          2.2461
54.00               0.0406          2.3251
54.03               0.0419          2.4039
54.06               0.0433          2.4825
54.09               0.0447          2.5608
54.12               0.0460          2.6389
54.15               0.0474          2.7168
54.18               0.0487          2.7944
54.21               0.0501          2.8717
54.24               0.0514          2.9488
54.27               0.0528          3.0256
54.30               0.0541          3.1021
54.33               0.0554          3.1783
54.36               0.0568          3.2542
54.39               0.0581          3.3298
54.42               0.0594          3.4051
54.45               0.0607          3.4801
54.48               0.0620          3.5547
54.51               0.0633          3.6290
54.54               0.0646          3.7030
54.57               0.0659          3.7766
54.60               0.0672          3.8498
54.63               0.0684          3.9227
54.66               0.0697          3.9953
54.69               0.0710          4.0674
54.72               0.0722          4.1392
54.75               0.0735          4.2105
54.78               0.0747          4.2815
54.81               0.0759          4.3521
54.84               0.0771          4.4223
54.87               0.0784          4.4920
54.90               0.0796          4.5613
54.93               0.0808          4.6302
54.96               0.0820          4.6987
54.99               0.0832          4.7667
55.02               0.0843          4.8343
55.05               0.0855          4.9014
55.08               0.0867          4.9680
55.11               0.0878          5.0342
55.14               0.0890          5.0999
55.17               0.0901          5.1651
55.20               0.0912          5.2299
55.23               0.0924          5.2941
55.26               0.0935          5.3578
55.29               0.0946          5.4211
55.32               0.0957          5.4838
55.35               0.0967          5.5460
55.38               0.0978          5.6077
55.41               0.0989          5.6688
55.44               0.0999          5.7295
55.47               0.1010          5.7895
55.50               0.1020          5.8491
55.53               0.1031          5.9080
55.56               0.1041          5.9664
55.59               0.1051          6.0243
55.62               0.1061          6.0816
55.65               0.1071          6.1383
55.68               0.1081          6.1944
55.71               0.1090          6.2499
55.74               0.1100          6.3049
55.77               0.1109          6.3592
55.80               0.1119          6.4130
55.83               0.1128          6.4661
55.86               0.1137          6.5186
55.89               0.1146          6.5705
55.92               0.1155          6.6218
55.95               0.1164          6.6725
55.98               0.1173          6.7225
56.01               0.1181          6.7719
56.04               0.1190          6.8206
56.07               0.1198          6.8687
56.10               0.1206          6.9162
56.13               0.1215          6.9630
56.16               0.1223          7.0091
56.19               0.1231          7.0545
56.22               0.1238          7.0993
56.25               0.1246          7.1434
56.28               0.1254          7.1869
56.31               0.1261          7.2296
56.34               0.1269          7.2717
56.37               0.1276          7.3130
56.40               0.1283          7.3537
56.43               0.1290          7.3937
56.46               0.1297          7.4329
56.49               0.1303          7.4715
56.52               0.1310          7.5094
56.55               0.1316          7.5465
56.58               0.1323          7.5829
56.61               0.1329          7.6186
56.64               0.1335          7.6536
56.67               0.1341          7.6878
56.70               0.1347          7.7213
56.73               0.1353          7.7541
56.76               0.1358          7.7861
56.79               0.1364          7.8174
56.82               0.1369          7.8479
56.85               0.1374          7.8777
56.88               0.1379          7.9068
56.91               0.1384          7.9351
56.94               0.1389          7.9626
56.97               0.1394          7.9894
57.00               0.1398          8.0154
57.03               0.1403          8.0406
57.06               0.1407          8.0651
57.09               0.1411          8.0888
57.12               0.1415          8.1117
57.15               0.1419          8.1339
57.18               0.1423          8.1553
57.21               0.1426          8.1759
57.24               0.1430          8.1957
57.27               0.1433          8.2147
57.30               0.1436          8.2330
57.33               0.1439          8.2505
57.36               0.1442          8.2671
57.39               0.1445          8.2830
57.42               0.1448          8.2981
57.45               0.1450          8.3125
57.48               0.1452          8.3260
57.51               0.1455          8.3387
57.54               0.1457          8.3506
57.57               0.1459          8.3618
57.60               0.1460          8.3721
57.63               0.1462          8.3816
57.66               0.1464          8.3904
57.69               0.1465          8.3983
57.72               0.1466          8.4054
57.75               0.1467          8.4117
57.78               0.1468          8.4173
57.81               0.1469          8.4220
57.84               0.1470          8.4259
57.87               0.1470          8.4290
57.90               0.1471          8.4313
57.93               0.1471          8.4328
57.96               0.1471          8.4336
57.99               0.1471          8.4335
58.02               0.1471          8.4326
58.05               0.1471          8.4308
58.08               0.1470          8.4283
58.11               0.1470          8.4250
58.14               0.1469          8.4209
58.17               0.1468          8.4160
58.20               0.1467          8.4103
58.23               0.1466          8.4038
58.26               0.1465          8.3964
58.29               0.1463          8.3883
58.32               0.1462          8.3794
58.35               0.1460          8.3697
58.38               0.1458          8.3592
58.41               0.1456          8.3479
58.44               0.1454          8.3358
58.47               0.1452          8.3229
58.50               0.1449          8.3092
58.53               0.1447          8.2948
58.56               0.1444          8.2795
58.59               0.1442          8.2635
58.62               0.1439          8.2466
58.65               0.1436          8.2290
58.68               0.1432          8.2107
58.71               0.1429          8.1915
58.74               0.1425          8.1716
58.77               0.1422          8.1508
58.80               0.1418          8.1294
58.83               0.1414          8.1071
58.86               0.1410          8.0841
58.89               0.1406          8.0603
58.92               0.1402          8.0357
58.95               0.1397          8.0104
58.98               0.1393          7.9844
59.01               0.1388          7.9576
59.04               0.1383          7.9300
59.07               0.1378          7.9017
59.10               0.1373          7.8726
59.13               0.1368          7.8428
59.16               0.1363          7.8123
59.19               0.1357          7.7810
59.22               0.1352          7.7490
59.25               0.1346          7.7162
59.28               0.1340          7.6828
59.31               0.1334          7.6486
59.34               0.1328          7.6137
59.37               0.1322          7.5780
59.40               0.1316          7.5417
59.43               0.1309          7.5047
59.46               0.1303          7.4669
59.49               0.1296          7.4285
59.52               0.1289          7.3893
59.55               0.1282          7.3495
59.58               0.1275          7.3090
59.61               0.1268          7.2678
59.64               0.1261          7.2259
59.67               0.1253          7.1833
59.70               0.1246          7.1401
59.73               0.1238          7.0962
59.76               0.1230          7.0516
59.79               0.1222          7.0064
59.82               0.1214          6.9605
59.85               0.1206          6.9140
59.88               0.1198          6.8668
59.91               0.1190          6.8190
59.94               0.1181          6.7705
59.97               0.1173          6.7215
60.00               0.1164          6.6718
60.03               0.1155          6.6215
60.06               0.1146          6.5705
60.09               0.1137          6.5190
60.12               0.1128          6.4668
60.15               0.1119          6.4141
60.18               0.1110          6.3607
60.21               0.1100          6.3068
60.24               0.1091          6.2523
60.27               0.1081          6.1972
60.30               0.1071          6.1415
60.33               0.1062          6.0853
60.36               0.1052          6.0285
60.39               0.1042          5.9711
60.42               0.1032          5.9132
60.45               0.1021          5.8547
60.48               0.1011          5.7958
60.51               0.1001          5.7362
60.54               0.0990          5.6762
60.57               0.0980          5.6156
60.60               0.0969          5.5545
60.63               0.0958          5.4929
60.66               0.0947          5.4308
60.69               0.0936          5.3682
60.72               0.0925          5.3051
60.75               0.0914          5.2415
60.78               0.0903          5.1774
60.81               0.0892          5.1129
60.84               0.0881          5.0479
60.87               0.0869          4.9824
60.90               0.0858          4.9165
60.93               0.0846          4.8501
60.96               0.0834          4.7833
60.99               0.0823          4.7160
61.02               0.0811          4.6483
61.05               0.0799          4.5802
61.08               0.0787          4.5117
61.11               0.0775          4.4427
61.14               0.0763          4.3734
61.17               0.0751          4.3036
61.20               0.0739          4.2335
61.23               0.0726          4.1630
61.26               0.0714          4.0921
61.29               0.0701          4.0208
61.32               0.0689          3.9492
61.35               0.0676          3.8772
61.38               0.0664          3.8048
61.41               0.0651          3.7322
61.44               0.0638          3.6591
61.47               0.0626          3.5858
61.50               0.0613          3.5121
61.53               0.0600          3.4381
61.56               0.0587          3.3638
61.59               0.0574          3.2892
61.62               0.0561          3.2143
61.65               0.0548          3.1391
61.68               0.0534          3.0636
61.71               0.0521          2.9879
61.74               0.0508          2.9118
61.77               0.0495          2.8356
61.80               0.0481          2.7590
61.83               0.0468          2.6822
61.86               0.0454          2.6052
61.89               0.0441          2.5280
61.92               0.0427          2.4505
61.95               0.0414          2.3728
61.98               0.0400          2.2949
62.01               0.0387          2.2168
62.04               0.0373          2.1385
62.07               0.0359          2.0600
62.10               0.0346          1.9813
62.13               0.0332          1.9024
62.16               0.0318          1.8234
62.19               0.0304          1.7442
62.22               0.0290          1.6649
62.25               0.0277          1.5854
62.28               0.0263          1.5058
62.31               0.0249          1.4260
62.34               0.0235          1.3461
62.37               0.0221          1.2661
62.40               0.0207          1.1860
62.43               0.0193          1.1058
62.46               0.0179          1.0255
62.49               0.0165          0.9451
62.52               0.0151          0.8647
62.55               0.0137          0.7841
62.58               0.0123          0.7035
62.61               0.0109          0.6228
62.64               0.0095          0.5421
62.67               0.0080          0.4614
62.70               0.0066          0.3806
62.73               0.0052          0.2997
62.76               0.0038          0.2189
62.79               0.0024          0.1380
62.82               0.0010          0.0572
62.85              -0.0004         -0.0237
62.88              -0.0018         -0.1045
62.91              -0.0032         -0.1854
62.94              -0.0046         -0.2662
62.97              -0.0061         -0.3470
63.00              -0.0075         -0.4277
63.03              -0.0089         -0.5084
63.06              -0.0103         -0.5890
63.09              -0.0117         -0.6696
63.12              -0.0131         -0.7501
63.15              -0.0145         -0.8306
63.18              -0.0159         -0.9109
63.21              -0.0173         -0.9912
63.24              -0.0187         -1.0714
63.27              -0.0201         -1.1514
63.30              -0.0215         -1.2314
63.33              -0.0229         -1.3112
63.36              -0.0243         -1.3909
63.39              -0.0257         -1.4705
63.42              -0.0270         -1.5499
63.45              -0.0284         -1.6292
63.48              -0.0298         -1.7083
63.51              -0.0312         -1.7873
63.54              -0.0326         -1.8661
63.57              -0.0339         -1.9447
63.60              -0.0353         -2.0231
63.63              -0.0367         -2.1013
63.66              -0.0380         -2.1794
63.69              -0.0394         -2.2572
63.72              -0.0407         -2.3348
63.75              -0.0421         -2.4122
63.78              -0.0434         -2.4893
63.81              -0.0448         -2.5663
63.84              -0.0461         -2.6429
63.87              -0.0474         -2.7194
63.90              -0.0488         -2.7956
63.93              -0.0501         -2.8715
63.96              -0.0514         -2.9471
63.99              -0.0527         -3.0225
64.02              -0.0540         -3.0975
64.05              -0.0553         -3.1723
64.08              -0.0566         -3.2468
64.11              -0.0579         -3.3210
64.14              -0.0592         -3.3949
64.17              -0.0605         -3.4684
64.20              -0.0618         -3.5416
64.23              -0.0631         -3.6145
64.26              -0.0643         -3.6870
64.29              -0.0656         -3.7592
64.32              -0.0668         -3.8311
64.35              -0.0681         -3.9026
64.38              -0.0693         -3.9737
64.41              -0.0706         -4.0444
64.44              -0.0718         -4.1148
64.47              -0.0730         -4.1847
64.50              -0.0742         -4.2543
64.53              -0.0754         -4.3235
64.56              -0.0766         -4.3923
64.59              -0.0778         -4.4606
64.62              -0.0790         -4.5285
64.65              -0.0802         -4.5960
64.68              -0.0813         -4.6631
64.71              -0.0825         -4.7297
64.74              -0.0837         -4.7959
64.77              -0.0848         -4.8617
64.80              -0.0859         -4.9269
64.83              -0.0871         -4.9918
64.86              -0.0882         -5.0561
64.89              -0.0893         -5.1200
64.92              -0.0904         -5.1833
64.95              -0.0915         -5.2462
64.98              -0.0926         -5.3086
