Time (s)  Flap Rotation y (radians)Flap Rotation y (degrees)
210.48              0.0649          3.7211
210.51              0.0658          3.7729
210.54              0.0667          3.8244
210.57              0.0676          3.8756
210.60              0.0685          3.9263
210.63              0.0694          3.9767
210.66              0.0702          4.0268
210.69              0.0711          4.0764
210.72              0.0720          4.1257
210.75              0.0728          4.1746
210.78              0.0737          4.2230
210.81              0.0745          4.2711
210.84              0.0753          4.3188
210.87              0.0762          4.3661
210.90              0.0770          4.4129
210.93              0.0778          4.4594
210.96              0.0786          4.5054
210.99              0.0794          4.5510
211.02              0.0802          4.5962
211.05              0.0810          4.6409
211.08              0.0817          4.6852
211.11              0.0825          4.7291
211.14              0.0833          4.7725
211.17              0.0840          4.8155
211.20              0.0847          4.8580
211.23              0.0855          4.9000
211.26              0.0862          4.9416
211.29              0.0869          4.9827
211.32              0.0876          5.0234
211.35              0.0883          5.0636
211.38              0.0890          5.1033
211.41              0.0897          5.1425
211.44              0.0904          5.1812
211.47              0.0911          5.2195
211.50              0.0917          5.2572
211.53              0.0924          5.2945
211.56              0.0930          5.3312
211.59              0.0936          5.3675
211.62              0.0943          5.4032
211.65              0.0949          5.4384
211.68              0.0955          5.4732
211.71              0.0961          5.5074
211.74              0.0967          5.5410
211.77              0.0972          5.5742
211.80              0.0978          5.6068
211.83              0.0984          5.6389
211.86              0.0989          5.6705
211.89              0.0995          5.7015
211.92              0.1000          5.7320
211.95              0.1005          5.7620
211.98              0.1010          5.7914
212.01              0.1015          5.8203
212.04              0.1020          5.8486
212.07              0.1025          5.8763
212.10              0.1030          5.9035
212.13              0.1034          5.9302
212.16              0.1039          5.9563
212.19              0.1043          5.9818
212.22              0.1048          6.0068
212.25              0.1052          6.0311
212.28              0.1056          6.0550
212.31              0.1060          6.0782
212.34              0.1064          6.1009
212.37              0.1068          6.1230
212.40              0.1072          6.1445
212.43              0.1076          6.1654
212.46              0.1079          6.1858
212.49              0.1083          6.2055
212.52              0.1086          6.2247
212.55              0.1089          6.2433
212.58              0.1092          6.2613
212.61              0.1095          6.2787
212.64              0.1098          6.2955
212.67              0.1101          6.3118
212.70              0.1104          6.3274
212.73              0.1106          6.3424
212.76              0.1109          6.3568
212.79              0.1111          6.3707
212.82              0.1114          6.3839
212.85              0.1116          6.3965
212.88              0.1118          6.4085
212.91              0.1120          6.4199
212.94              0.1122          6.4307
212.97              0.1124          6.4409
213.00              0.1125          6.4505
213.03              0.1127          6.4595
213.06              0.1128          6.4679
213.09              0.1130          6.4756
213.12              0.1131          6.4828
213.15              0.1132          6.4893
213.18              0.1133          6.4952
213.21              0.1134          6.5005
213.24              0.1135          6.5052
213.27              0.1136          6.5093
213.30              0.1136          6.5127
213.33              0.1137          6.5156
213.36              0.1137          6.5178
213.39              0.1137          6.5194
213.42              0.1137          6.5204
213.45              0.1138          6.5208
213.48              0.1137          6.5206
213.51              0.1137          6.5197
213.54              0.1137          6.5183
213.57              0.1137          6.5162
213.60              0.1136          6.5135
213.63              0.1136          6.5102
213.66              0.1135          6.5063
213.69              0.1134          6.5017
213.72              0.1133          6.4966
213.75              0.1132          6.4908
213.78              0.1131          6.4845
213.81              0.1130          6.4775
213.84              0.1129          6.4699
213.87              0.1127          6.4617
213.90              0.1126          6.4529
213.93              0.1124          6.4435
213.96              0.1122          6.4334
213.99              0.1120          6.4228
214.02              0.1118          6.4116
214.05              0.1116          6.3998
214.08              0.1114          6.3873
214.11              0.1112          6.3743
214.14              0.1110          6.3606
214.17              0.1107          6.3464
214.20              0.1105          6.3316
214.23              0.1102          6.3162
214.26              0.1099          6.3001
214.29              0.1096          6.2835
214.32              0.1093          6.2663
214.35              0.1090          6.2485
214.38              0.1087          6.2302
214.41              0.1084          6.2112
214.44              0.1080          6.1917
214.47              0.1077          6.1716
214.50              0.1073          6.1509
214.53              0.1069          6.1296
214.56              0.1065          6.1077
214.59              0.1062          6.0853
214.62              0.1058          6.0623
214.65              0.1053          6.0388
214.68              0.1049          6.0146
214.71              0.1045          5.9900
214.74              0.1041          5.9647
214.77              0.1036          5.9389
214.80              0.1031          5.9126
214.83              0.1027          5.8856
214.86              0.1022          5.8582
214.89              0.1017          5.8302
214.92              0.1012          5.8016
214.95              0.1007          5.7725
214.98              0.1002          5.7429
215.01              0.0997          5.7127
215.04              0.0991          5.6820
215.07              0.0986          5.6508
215.10              0.0980          5.6191
215.13              0.0975          5.5868
215.16              0.0969          5.5540
215.19              0.0963          5.5207
215.22              0.0957          5.4868
215.25              0.0951          5.4525
215.28              0.0945          5.4177
215.31              0.0939          5.3823
215.34              0.0933          5.3465
215.37              0.0926          5.3101
215.40              0.0920          5.2733
215.43              0.0913          5.2360
215.46              0.0907          5.1981
215.49              0.0900          5.1599
215.52              0.0893          5.1211
215.55              0.0886          5.0818
215.58              0.0880          5.0421
215.61              0.0873          5.0019
215.64              0.0865          4.9613
215.67              0.0858          4.9202
215.70              0.0851          4.8786
215.73              0.0844          4.8366
215.76              0.0836          4.7942
215.79              0.0829          4.7512
215.82              0.0821          4.7079
215.85              0.0814          4.6641
215.88              0.0806          4.6199
215.91              0.0798          4.5753
215.94              0.0790          4.5302
215.97              0.0782          4.4848
216.00              0.0774          4.4389
216.03              0.0766          4.3926
216.06              0.0758          4.3459
216.09              0.0750          4.2988
216.12              0.0742          4.2513
216.15              0.0733          4.2034
216.18              0.0725          4.1552
216.21              0.0716          4.1065
216.24              0.0708          4.0575
216.27              0.0699          4.0081
216.30              0.0691          3.9583
216.33              0.0682          3.9082
216.36              0.0673          3.8577
216.39              0.0664          3.8069
216.42              0.0655          3.7557
216.45              0.0646          3.7041
216.48              0.0637          3.6523
216.51              0.0628          3.6001
216.54              0.0619          3.5475
216.57              0.0610          3.4947
216.60              0.0600          3.4415
216.63              0.0591          3.3880
216.66              0.0582          3.3342
216.69              0.0572          3.2801
216.72              0.0563          3.2257
216.75              0.0553          3.1710
216.78              0.0544          3.1160
216.81              0.0534          3.0608
216.84              0.0524          3.0052
216.87              0.0515          2.9494
216.90              0.0505          2.8933
216.93              0.0495          2.8369
216.96              0.0485          2.7803
216.99              0.0475          2.7235
217.02              0.0465          2.6664
217.05              0.0455          2.6090
217.08              0.0445          2.5514
217.11              0.0435          2.4936
217.14              0.0425          2.4356
217.17              0.0415          2.3773
217.20              0.0405          2.3189
217.23              0.0394          2.2602
217.26              0.0384          2.2013
217.29              0.0374          2.1422
217.32              0.0363          2.0829
217.35              0.0353          2.0235
217.38              0.0343          1.9638
217.41              0.0332          1.9040
217.44              0.0322          1.8440
217.47              0.0311          1.7839
217.50              0.0301          1.7235
217.53              0.0290          1.6631
217.56              0.0280          1.6025
217.59              0.0269          1.5417
217.62              0.0258          1.4808
217.65              0.0248          1.4198
217.68              0.0237          1.3586
217.71              0.0226          1.2973
217.74              0.0216          1.2360
217.77              0.0205          1.1745
217.80              0.0194          1.1129
217.83              0.0183          1.0512
217.86              0.0173          0.9894
217.89              0.0162          0.9275
217.92              0.0151          0.8655
217.95              0.0140          0.8035
217.98              0.0129          0.7414
218.01              0.0118          0.6793
218.04              0.0108          0.6170
218.07              0.0097          0.5548
218.10              0.0086          0.4925
218.13              0.0075          0.4301
218.16              0.0064          0.3677
218.19              0.0053          0.3053
218.22              0.0042          0.2429
218.25              0.0031          0.1804
218.28              0.0021          0.1179
218.31              0.0010          0.0555
218.34             -0.0001         -0.0070
218.37             -0.0012         -0.0695
218.40             -0.0023         -0.1319
218.43             -0.0034         -0.1944
218.46             -0.0045         -0.2568
218.49             -0.0056         -0.3192
218.52             -0.0067         -0.3815
218.55             -0.0077         -0.4438
218.58             -0.0088         -0.5061
218.61             -0.0099         -0.5683
218.64             -0.0110         -0.6304
218.67             -0.0121         -0.6925
218.70             -0.0132         -0.7546
218.73             -0.0142         -0.8165
218.76             -0.0153         -0.8784
218.79             -0.0164         -0.9401
218.82             -0.0175         -1.0018
218.85             -0.0186         -1.0634
218.88             -0.0196         -1.1249
218.91             -0.0207         -1.1863
218.94             -0.0218         -1.2475
218.97             -0.0228         -1.3087
219.00             -0.0239         -1.3697
219.03             -0.0250         -1.4306
219.06             -0.0260         -1.4913
219.09             -0.0271         -1.5519
219.12             -0.0281         -1.6124
219.15             -0.0292         -1.6727
219.18             -0.0302         -1.7328
219.21             -0.0313         -1.7928
219.24             -0.0323         -1.8526
219.27             -0.0334         -1.9122
219.30             -0.0344         -1.9717
219.33             -0.0354         -2.0309
219.36             -0.0365         -2.0900
219.39             -0.0375         -2.1488
219.42             -0.0385         -2.2075
219.45             -0.0395         -2.2660
219.48             -0.0405         -2.3242
219.51             -0.0416         -2.3822
219.54             -0.0426         -2.4400
219.57             -0.0436         -2.4976
219.60             -0.0446         -2.5549
219.63             -0.0456         -2.6120
219.66             -0.0466         -2.6688
219.69             -0.0475         -2.7254
219.72             -0.0485         -2.7817
219.75             -0.0495         -2.8378
219.78             -0.0505         -2.8936
219.81             -0.0514         -2.9491
219.84             -0.0524         -3.0043
219.87             -0.0534         -3.0593
219.90             -0.0543         -3.1140
219.93             -0.0553         -3.1683
219.96             -0.0562         -3.2224
219.99             -0.0572         -3.2762
220.02             -0.0581         -3.3296
220.05             -0.0590         -3.3828
220.08             -0.0599         -3.4356
220.11             -0.0608         -3.4881
220.14             -0.0618         -3.5403
220.17             -0.0627         -3.5921
220.20             -0.0636         -3.6437
220.23             -0.0645         -3.6948
220.26             -0.0653         -3.7456
220.29             -0.0662         -3.7961
220.32             -0.0671         -3.8462
220.35             -0.0680         -3.8959
220.38             -0.0688         -3.9453
220.41             -0.0697         -3.9943
220.44             -0.0705         -4.0429
220.47             -0.0714         -4.0912
220.50             -0.0722         -4.1390
220.53             -0.0730         -4.1865
220.56             -0.0739         -4.2336
220.59             -0.0747         -4.2802
220.62             -0.0755         -4.3265
220.65             -0.0763         -4.3724
220.68             -0.0771         -4.4178
220.71             -0.0779         -4.4629
220.74             -0.0786         -4.5075
220.77             -0.0794         -4.5517
220.80             -0.0802         -4.5954
220.83             -0.0809         -4.6387
220.86             -0.0817         -4.6816
220.89             -0.0824         -4.7241
220.92             -0.0831         -4.7661
220.95             -0.0839         -4.8076
220.98             -0.0846         -4.8487
221.01             -0.0853         -4.8894
221.04             -0.0860         -4.9295
221.07             -0.0867         -4.9692
221.10             -0.0874         -5.0085
221.13             -0.0880         -5.0473
221.16             -0.0887         -5.0856
221.19             -0.0894         -5.1234
221.22             -0.0900         -5.1607
221.25             -0.0907         -5.1976
221.28             -0.0913         -5.2339
221.31             -0.0919         -5.2698
221.34             -0.0925         -5.3051
221.37             -0.0932         -5.3400
221.40             -0.0938         -5.3743
221.43             -0.0943         -5.4082
221.46             -0.0949         -5.4415
221.49             -0.0955         -5.4744
221.52             -0.0961         -5.5067
221.55             -0.0966         -5.5385
221.58             -0.0972         -5.5697
221.61             -0.0977         -5.6005
221.64             -0.0982         -5.6307
221.67             -0.0987         -5.6604
221.70             -0.0993         -5.6895
221.73             -0.0997         -5.7181
221.76             -0.1002         -5.7462
221.79             -0.1007         -5.7737
221.82             -0.1012         -5.8007
221.85             -0.1017         -5.8271
221.88             -0.1021         -5.8530
221.91             -0.1025         -5.8783
221.94             -0.1030         -5.9031
221.97             -0.1034         -5.9273
222.00             -0.1038         -5.9509
222.03             -0.1042         -5.9740
222.06             -0.1046         -5.9966
222.09             -0.1050         -6.0185
222.12             -0.1054         -6.0399
222.15             -0.1057         -6.0607
222.18             -0.1061         -6.0810
222.21             -0.1064         -6.1006
222.24             -0.1068         -6.1197
222.27             -0.1071         -6.1382
222.30             -0.1074         -6.1562
222.33             -0.1077         -6.1735
222.36             -0.1080         -6.1903
222.39             -0.1083         -6.2065
222.42             -0.1085         -6.2221
222.45             -0.1088         -6.2371
222.48             -0.1091         -6.2515
222.51             -0.1093         -6.2654
222.54             -0.1095         -6.2786
222.57             -0.1097         -6.2912
222.60             -0.1100         -6.3033
222.63             -0.1102         -6.3147
222.66             -0.1103         -6.3256
222.69             -0.1105         -6.3359
222.72             -0.1107         -6.3455
222.75             -0.1109         -6.3546
222.78             -0.1110         -6.3631
222.81             -0.1111         -6.3709
222.84             -0.1113         -6.3782
222.87             -0.1114         -6.3848
222.90             -0.1115         -6.3909
222.93             -0.1116         -6.3963
222.96             -0.1117         -6.4012
222.99             -0.1117         -6.4054
223.02             -0.1118         -6.4091
223.05             -0.1119         -6.4121
223.08             -0.1119         -6.4145
223.11             -0.1119         -6.4164
223.14             -0.1120         -6.4176
223.17             -0.1120         -6.4182
223.20             -0.1120         -6.4182
223.23             -0.1120         -6.4176
223.26             -0.1119         -6.4164
223.29             -0.1119         -6.4146
223.32             -0.1119         -6.4122
223.35             -0.1118         -6.4092
223.38             -0.1117         -6.4055
223.41             -0.1117         -6.4013
223.44             -0.1116         -6.3965
223.47             -0.1115         -6.3911
223.50             -0.1114         -6.3850
223.53             -0.1113         -6.3784
223.56             -0.1111         -6.3712
223.59             -0.1110         -6.3633
223.62             -0.1109         -6.3549
223.65             -0.1107         -6.3459
223.68             -0.1105         -6.3362
223.71             -0.1104         -6.3260
223.74             -0.1102         -6.3152
223.77             -0.1100         -6.3038
223.80             -0.1098         -6.2918
223.83             -0.1095         -6.2792
223.86             -0.1093         -6.2660
223.89             -0.1091         -6.2522
223.92             -0.1088         -6.2379
223.95             -0.1086         -6.2229
223.98             -0.1083         -6.2074
224.01             -0.1080         -6.1913
224.04             -0.1077         -6.1746
224.07             -0.1074         -6.1573
224.10             -0.1071         -6.1394
224.13             -0.1068         -6.1210
224.16             -0.1064         -6.1020
224.19             -0.1061         -6.0824
224.22             -0.1058         -6.0623
224.25             -0.1054         -6.0416
224.28             -0.1050         -6.0203
224.31             -0.1046         -5.9985
224.34             -0.1042         -5.9761
224.37             -0.1038         -5.9531
224.40             -0.1034         -5.9296
224.43             -0.1030         -5.9055
224.46             -0.1026         -5.8809
224.49             -0.1021         -5.8557
224.52             -0.1017         -5.8300
224.55             -0.1012         -5.8037
224.58             -0.1008         -5.7769
224.61             -0.1003         -5.7496
224.64             -0.0998         -5.7217
224.67             -0.0993         -5.6933
224.70             -0.0988         -5.6643
224.73             -0.0983         -5.6348
224.76             -0.0978         -5.6048
224.79             -0.0972         -5.5743
224.82             -0.0967         -5.5433
224.85             -0.0961         -5.5117
224.88             -0.0956         -5.4796
224.91             -0.0950         -5.4471
224.94             -0.0944         -5.4140
224.97             -0.0939         -5.3804
225.00             -0.0933         -5.3463
225.03             -0.0927         -5.3117
225.06             -0.0920         -5.2766
225.09             -0.0914         -5.2410
225.12             -0.0908         -5.2050
225.15             -0.0902         -5.1684
225.18             -0.0895         -5.1314
225.21             -0.0889         -5.0939
225.24             -0.0882         -5.0560
225.27             -0.0875         -5.0175
225.30             -0.0868         -4.9786
225.33             -0.0862         -4.9393
225.36             -0.0855         -4.8994
225.39             -0.0848         -4.8592
225.42             -0.0841         -4.8184
225.45             -0.0833         -4.7773
225.48             -0.0826         -4.7357
225.51             -0.0819         -4.6936
225.54             -0.0811         -4.6511
225.57             -0.0804         -4.6082
225.60             -0.0796         -4.5649
225.63             -0.0789         -4.5211
225.66             -0.0781         -4.4770
225.69             -0.0773         -4.4324
225.72             -0.0765         -4.3874
225.75             -0.0757         -4.3420
225.78             -0.0749         -4.2962
225.81             -0.0741         -4.2500
225.84             -0.0733         -4.2034
225.87             -0.0725         -4.1565
225.90             -0.0717         -4.1091
225.93             -0.0708         -4.0614
225.96             -0.0700         -4.0133
225.99             -0.0692         -3.9648
226.02             -0.0683         -3.9160
226.05             -0.0675         -3.8668
226.08             -0.0666         -3.8172
226.11             -0.0657         -3.7673
226.14             -0.0648         -3.7171
226.17             -0.0640         -3.6665
226.20             -0.0631         -3.6156
226.23             -0.0622         -3.5643
226.26             -0.0613         -3.5128
226.29             -0.0604         -3.4609
226.32             -0.0595         -3.4087
226.35             -0.0585         -3.3561
226.38             -0.0576         -3.3033
226.41             -0.0567         -3.2502
226.44             -0.0558         -3.1968
226.47             -0.0548         -3.1431
226.50             -0.0539         -3.0891
226.53             -0.0529         -3.0348
226.56             -0.0520         -2.9802
226.59             -0.0510         -2.9254
226.62             -0.0501         -2.8703
226.65             -0.0491         -2.8149
226.68             -0.0481         -2.7593
226.71             -0.0472         -2.7035
226.74             -0.0462         -2.6473
226.77             -0.0452         -2.5910
226.80             -0.0442         -2.5344
226.83             -0.0432         -2.4776
226.86             -0.0422         -2.4206
226.89             -0.0412         -2.3633
226.92             -0.0402         -2.3059
226.95             -0.0392         -2.2482
226.98             -0.0382         -2.1903
227.01             -0.0372         -2.1322
227.04             -0.0362         -2.0740
227.07             -0.0352         -2.0155
227.10             -0.0341         -1.9569
227.13             -0.0331         -1.8981
227.16             -0.0321         -1.8391
227.19             -0.0311         -1.7800
227.22             -0.0300         -1.7207
227.25             -0.0290         -1.6612
227.28             -0.0279         -1.6016
227.31             -0.0269         -1.5419
227.34             -0.0259         -1.4820
227.37             -0.0248         -1.4220
227.40             -0.0238         -1.3618
227.43             -0.0227         -1.3016
227.46             -0.0217         -1.2412
227.49             -0.0206         -1.1807
227.52             -0.0195         -1.1201
227.55             -0.0185         -1.0594
227.58             -0.0174         -0.9986
227.61             -0.0164         -0.9378
227.64             -0.0153         -0.8768
227.67             -0.0142         -0.8158
227.70             -0.0132         -0.7547
227.73             -0.0121         -0.6936
227.76             -0.0110         -0.6324
227.79             -0.0100         -0.5711
227.82             -0.0089         -0.5098
227.85             -0.0078         -0.4484
227.88             -0.0068         -0.3870
227.91             -0.0057         -0.3256
227.94             -0.0046         -0.2642
227.97             -0.0035         -0.2027
228.00             -0.0025         -0.1412
228.03             -0.0014         -0.0797
228.06             -0.0003         -0.0182
228.09              0.0008          0.0432
228.12              0.0018          0.1047
228.15              0.0029          0.1662
228.18              0.0040          0.2276
228.21              0.0050          0.2890
228.24              0.0061          0.3504
228.27              0.0072          0.4118
228.30              0.0083          0.4731
228.33              0.0093          0.5343
228.36              0.0104          0.5955
228.39              0.0115          0.6567
228.42              0.0125          0.7177
228.45              0.0136          0.7787
228.48              0.0146          0.8396
228.51              0.0157          0.9005
228.54              0.0168          0.9612
228.57              0.0178          1.0219
228.60              0.0189          1.0825
228.63              0.0199          1.1429
228.66              0.0210          1.2032
228.69              0.0220          1.2635
228.72              0.0231          1.3236
228.75              0.0241          1.3835
228.78              0.0252          1.4434
228.81              0.0262          1.5031
228.84              0.0273          1.5627
228.87              0.0283          1.6221
228.90              0.0293          1.6813
228.93              0.0304          1.7404
228.96              0.0314          1.7993
228.99              0.0324          1.8581
229.02              0.0334          1.9167
229.05              0.0345          1.9751
229.08              0.0355          2.0333
229.11              0.0365          2.0913
229.14              0.0375          2.1491
229.17              0.0385          2.2067
229.20              0.0395          2.2641
229.23              0.0405          2.3213
229.26              0.0415          2.3783
229.29              0.0425          2.4351
229.32              0.0435          2.4916
229.35              0.0444          2.5478
229.38              0.0454          2.6039
229.41              0.0464          2.6597
229.44              0.0474          2.7152
229.47              0.0483          2.7705
229.50              0.0493          2.8255
229.53              0.0502          2.8803
229.56              0.0512          2.9348
229.59              0.0521          2.9890
229.62              0.0531          3.0429
229.65              0.0540          3.0965
229.68              0.0549          3.1499
229.71              0.0559          3.2029
229.74              0.0568          3.2557
229.77              0.0577          3.3081
229.80              0.0586          3.3602
229.83              0.0595          3.4120
229.86              0.0604          3.4635
229.89              0.0613          3.5147
229.92              0.0622          3.5655
229.95              0.0631          3.6160
229.98              0.0640          3.6661
230.01              0.0648          3.7160
230.04              0.0657          3.7654
230.07              0.0665          3.8145
230.10              0.0674          3.8633
230.13              0.0682          3.9116
230.16              0.0691          3.9596
230.19              0.0699          4.0073
230.22              0.0707          4.0545
230.25              0.0715          4.1014
230.28              0.0724          4.1479
230.31              0.0732          4.1940
230.34              0.0740          4.2397
230.37              0.0747          4.2850
230.40              0.0755          4.3299
230.43              0.0763          4.3744
230.46              0.0771          4.4185
230.49              0.0778          4.4621
230.52              0.0786          4.5054
230.55              0.0793          4.5482
230.58              0.0801          4.5906
230.61              0.0808          4.6325
230.64              0.0815          4.6740
230.67              0.0823          4.7151
230.70              0.0830          4.7557
230.73              0.0837          4.7959
230.76              0.0844          4.8357
230.79              0.0850          4.8749
230.82              0.0857          4.9137
230.85              0.0864          4.9521
230.88              0.0870          4.9900
230.91              0.0877          5.0274
230.94              0.0883          5.0643
230.97              0.0890          5.1008
231.00              0.0896          5.1368
231.03              0.0902          5.1723
231.06              0.0908          5.2073
231.09              0.0914          5.2418
231.12              0.0920          5.2758
231.15              0.0926          5.3093
231.18              0.0932          5.3424
231.21              0.0938          5.3749
231.24              0.0943          5.4069
231.27              0.0949          5.4384
231.30              0.0954          5.4694
231.33              0.0959          5.4998
231.36              0.0965          5.5298
231.39              0.0970          5.5592
231.42              0.0975          5.5881
231.45              0.0980          5.6165
231.48              0.0985          5.6443
231.51              0.0989          5.6716
231.54              0.0994          5.6984
231.57              0.0999          5.7247
231.60              0.1003          5.7504
231.63              0.1008          5.7755
231.66              0.1012          5.8001
231.69              0.1016          5.8242
231.72              0.1020          5.8477
231.75              0.1024          5.8706
231.78              0.1028          5.8931
231.81              0.1032          5.9149
231.84              0.1036          5.9362
231.87              0.1039          5.9569
231.90              0.1043          5.9771
231.93              0.1046          5.9967
231.96              0.1049          6.0157
231.99              0.1053          6.0342
232.02              0.1056          6.0521
232.05              0.1059          6.0694
232.08              0.1062          6.0861
232.11              0.1065          6.1023
232.14              0.1067          6.1179
232.17              0.1070          6.1329
232.20              0.1072          6.1474
232.23              0.1075          6.1612
232.26              0.1077          6.1745
232.29              0.1079          6.1872
232.32              0.1081          6.1993
232.35              0.1083          6.2108
232.38              0.1085          6.2218
232.41              0.1087          6.2321
232.44              0.1089          6.2419
232.47              0.1090          6.2511
232.50              0.1092          6.2596
232.53              0.1093          6.2676
232.56              0.1095          6.2750
232.59              0.1096          6.2818
232.62              0.1097          6.2881
232.65              0.1098          6.2937
232.68              0.1099          6.2987
232.71              0.1100          6.3031
232.74              0.1100          6.3070
232.77              0.1101          6.3102
232.80              0.1101          6.3129
232.83              0.1102          6.3149
232.86              0.1102          6.3164
232.89              0.1102          6.3172
232.92              0.1102          6.3175
232.95              0.1102          6.3172
232.98              0.1102          6.3162
233.01              0.1102          6.3147
233.04              0.1101          6.3126
233.07              0.1101          6.3099
233.10              0.1100          6.3066
233.13              0.1099          6.3027
233.16              0.1099          6.2982
233.19              0.1098          6.2931
233.22              0.1097          6.2874
233.25              0.1096          6.2812
233.28              0.1095          6.2743
233.31              0.1093          6.2669
233.34              0.1092          6.2588
233.37              0.1090          6.2502
233.40              0.1089          6.2410
233.43              0.1087          6.2312
233.46              0.1085          6.2208
233.49              0.1083          6.2098
233.52              0.1081          6.1982
233.55              0.1079          6.1861
233.58              0.1077          6.1734
233.61              0.1075          6.1601
233.64              0.1072          6.1462
233.67              0.1070          6.1317
233.70              0.1067          6.1167
233.73              0.1064          6.1011
233.76              0.1061          6.0849
233.79              0.1059          6.0682
233.82              0.1056          6.0508
233.85              0.1052          6.0329
233.88              0.1049          6.0145
233.91              0.1046          5.9955
233.94              0.1042          5.9759
233.97              0.1039          5.9558
234.00              0.1035          5.9351
234.03              0.1032          5.9138
234.06              0.1028          5.8920
234.09              0.1024          5.8697
234.12              0.1020          5.8468
234.15              0.1016          5.8233
234.18              0.1012          5.7993
234.21              0.1007          5.7748
234.24              0.1003          5.7497
234.27              0.0999          5.7241
234.30              0.0994          5.6979
234.33              0.0989          5.6713
234.36              0.0985          5.6441
234.39              0.0980          5.6163
234.42              0.0975          5.5881
234.45              0.0970          5.5593
234.48              0.0965          5.5300
234.51              0.0959          5.5002
234.54              0.0954          5.4699
234.57              0.0949          5.4390
234.60              0.0943          5.4077
234.63              0.0938          5.3758
234.66              0.0932          5.3435
234.69              0.0926          5.3107
234.72              0.0921          5.2773
234.75              0.0915          5.2435
234.78              0.0909          5.2092
234.81              0.0903          5.1744
234.84              0.0896          5.1391
234.87              0.0890          5.1034
234.90              0.0884          5.0672
234.93              0.0878          5.0305
234.96              0.0871          4.9933
234.99              0.0864          4.9557
235.02              0.0858          4.9176
235.05              0.0851          4.8791
235.08              0.0844          4.8401
235.11              0.0837          4.8006
235.14              0.0830          4.7608
235.17              0.0823          4.7204
235.20              0.0816          4.6797
235.23              0.0809          4.6385
235.26              0.0802          4.5969
235.29              0.0795          4.5548
235.32              0.0787          4.5124
235.35              0.0780          4.4695
235.38              0.0772          4.4262
235.41              0.0765          4.3825
235.44              0.0757          4.3384
235.47              0.0749          4.2939
235.50              0.0741          4.2490
235.53              0.0733          4.2037
235.56              0.0725          4.1580
235.59              0.0717          4.1120
235.62              0.0709          4.0655
235.65              0.0701          4.0187
235.68              0.0693          3.9716
235.71              0.0685          3.9240
235.74              0.0676          3.8761
235.77              0.0668          3.8279
235.80              0.0659          3.7792
235.83              0.0651          3.7303
235.86              0.0642          3.6810
235.89              0.0633          3.6314
235.92              0.0625          3.5814
235.95              0.0616          3.5311
235.98              0.0607          3.4805
236.01              0.0598          3.4296
236.04              0.0589          3.3783
236.07              0.0580          3.3268
236.10              0.0571          3.2749
236.13              0.0562          3.2227
236.16              0.0553          3.1703
236.19              0.0544          3.1175
236.22              0.0535          3.0645
236.25              0.0525          3.0112
236.28              0.0516          2.9576
236.31              0.0507          2.9038
236.34              0.0497          2.8497
236.37              0.0488          2.7953
236.40              0.0478          2.7407
236.43              0.0469          2.6858
236.46              0.0459          2.6307
236.49              0.0449          2.5754
236.52              0.0440          2.5198
236.55              0.0430          2.4640
236.58              0.0420          2.4079
236.61              0.0410          2.3517
236.64              0.0400          2.2952
236.67              0.0390          2.2385
236.70              0.0381          2.1816
236.73              0.0371          2.1246
236.76              0.0361          2.0673
236.79              0.0351          2.0099
236.82              0.0341          1.9522
236.85              0.0330          1.8944
236.88              0.0320          1.8365
236.91              0.0310          1.7783
236.94              0.0300          1.7200
236.97              0.0290          1.6616
237.00              0.0280          1.6030
237.03              0.0269          1.5442
237.06              0.0259          1.4853
237.09              0.0249          1.4263
237.12              0.0238          1.3672
237.15              0.0228          1.3079
237.18              0.0218          1.2486
237.21              0.0207          1.1891
237.24              0.0197          1.1295
237.27              0.0187          1.0698
237.30              0.0176          1.0100
237.33              0.0166          0.9502
237.36              0.0155          0.8902
237.39              0.0145          0.8302
237.42              0.0134          0.7701
237.45              0.0124          0.7099
237.48              0.0113          0.6497
237.51              0.0103          0.5894
237.54              0.0092          0.5291
237.57              0.0082          0.4687
237.60              0.0071          0.4083
237.63              0.0061          0.3478
237.66              0.0050          0.2874
237.69              0.0040          0.2269
237.72              0.0029          0.1664
237.75              0.0018          0.1059
237.78              0.0008          0.0453
237.81             -0.0003         -0.0152
237.84             -0.0013         -0.0757
237.87             -0.0024         -0.1362
237.90             -0.0034         -0.1967
237.93             -0.0045         -0.2571
237.96             -0.0055         -0.3176
237.99             -0.0066         -0.3780
238.02             -0.0076         -0.4383
238.05             -0.0087         -0.4986
238.08             -0.0097         -0.5589
238.11             -0.0108         -0.6191
238.14             -0.0118         -0.6792
238.17             -0.0129         -0.7393
238.20             -0.0139         -0.7993
238.23             -0.0150         -0.8592
238.26             -0.0160         -0.9191
238.29             -0.0171         -0.9788
238.32             -0.0181         -1.0384
238.35             -0.0192         -1.0980
238.38             -0.0202         -1.1574
238.41             -0.0212         -1.2168
238.44             -0.0223         -1.2760
238.47             -0.0233         -1.3351
238.50             -0.0243         -1.3940
238.53             -0.0253         -1.4529
238.56             -0.0264         -1.5115
238.59             -0.0274         -1.5701
238.62             -0.0284         -1.6285
238.65             -0.0294         -1.6867
238.68             -0.0304         -1.7448
238.71             -0.0314         -1.8027
238.74             -0.0325         -1.8604
238.77             -0.0335         -1.9180
238.80             -0.0345         -1.9754
238.83             -0.0355         -2.0326
