Time (s)            Body0_x (m)     Body0_y (m)     Body0_z (m)     Body1_x (m)     Body1_y (m)     Body1_z (m)     
231.54              -4.7638         0.0000          -0.6667         -4.8318         0.0000          -21.2975        
231.60              -4.7638         0.0000          -0.6665         -4.8318         0.0000          -21.2967        
231.66              -4.7639         0.0000          -0.6664         -4.8319         0.0000          -21.2959        
231.72              -4.7640         0.0000          -0.6663         -4.8319         0.0000          -21.2951        
231.78              -4.7642         0.0000          -0.6663         -4.8320         0.0000          -21.2943        
231.84              -4.7644         0.0000          -0.6663         -4.8320         0.0000          -21.2935        
231.90              -4.7646         0.0000          -0.6664         -4.8321         0.0000          -21.2927        
231.96              -4.7649         0.0000          -0.6666         -4.8321         0.0000          -21.2919        
232.02              -4.7653         0.0000          -0.6668         -4.8322         0.0000          -21.2911        
232.08              -4.7657         0.0000          -0.6671         -4.8322         0.0000          -21.2903        
232.14              -4.7661         0.0000          -0.6675         -4.8322         0.0000          -21.2895        
232.20              -4.7666         0.0000          -0.6679         -4.8323         0.0000          -21.2887        
232.26              -4.7672         0.0000          -0.6684         -4.8323         0.0000          -21.2879        
232.32              -4.7678         0.0000          -0.6689         -4.8324         0.0000          -21.2871        
232.38              -4.7684         0.0000          -0.6695         -4.8324         0.0000          -21.2862        
232.44              -4.7692         0.0000          -0.6702         -4.8325         0.0000          -21.2854        
232.50              -4.7699         0.0000          -0.6709         -4.8326         0.0000          -21.2847        
232.56              -4.7708         0.0000          -0.6717         -4.8327         0.0000          -21.2839        
232.62              -4.7716         0.0000          -0.6725         -4.8327         0.0000          -21.2831        
232.68              -4.7726         0.0000          -0.6734         -4.8329         0.0000          -21.2823        
232.74              -4.7736         0.0000          -0.6743         -4.8330         0.0000          -21.2815        
232.80              -4.7747         0.0000          -0.6753         -4.8331         0.0000          -21.2808        
232.86              -4.7758         0.0000          -0.6764         -4.8332         0.0000          -21.2801        
232.92              -4.7770         0.0000          -0.6775         -4.8334         0.0000          -21.2793        
232.98              -4.7783         0.0000          -0.6786         -4.8335         0.0000          -21.2786        
233.04              -4.7796         0.0000          -0.6798         -4.8337         0.0000          -21.2779        
233.10              -4.7810         0.0000          -0.6811         -4.8339         0.0000          -21.2772        
233.16              -4.7824         0.0000          -0.6824         -4.8341         0.0000          -21.2765        
233.22              -4.7840         0.0000          -0.6837         -4.8344         0.0000          -21.2759        
233.28              -4.7855         0.0000          -0.6851         -4.8346         0.0000          -21.2752        
233.34              -4.7872         0.0000          -0.6865         -4.8349         0.0000          -21.2746        
233.40              -4.7889         0.0000          -0.6880         -4.8352         0.0000          -21.2740        
233.46              -4.7907         0.0000          -0.6894         -4.8355         0.0000          -21.2734        
233.52              -4.7925         0.0000          -0.6910         -4.8358         0.0000          -21.2728        
233.58              -4.7944         0.0000          -0.6925         -4.8362         0.0000          -21.2723        
233.64              -4.7964         0.0000          -0.6941         -4.8366         0.0000          -21.2718        
233.70              -4.7984         0.0000          -0.6958         -4.8370         0.0000          -21.2713        
233.76              -4.8005         0.0000          -0.6974         -4.8374         0.0000          -21.2708        
233.82              -4.8027         0.0000          -0.6991         -4.8379         0.0000          -21.2703        
233.88              -4.8049         0.0000          -0.7008         -4.8383         0.0000          -21.2699        
233.94              -4.8072         0.0000          -0.7026         -4.8388         0.0000          -21.2695        
234.00              -4.8095         0.0000          -0.7043         -4.8393         0.0000          -21.2691        
234.06              -4.8119         0.0000          -0.7061         -4.8399         0.0000          -21.2687        
234.12              -4.8144         0.0000          -0.7079         -4.8405         0.0000          -21.2684        
234.18              -4.8169         0.0000          -0.7097         -4.8411         0.0000          -21.2681        
234.24              -4.8195         0.0000          -0.7115         -4.8417         0.0000          -21.2678        
234.30              -4.8221         0.0000          -0.7133         -4.8423         0.0000          -21.2675        
234.36              -4.8248         0.0000          -0.7151         -4.8430         0.0000          -21.2673        
234.42              -4.8276         0.0000          -0.7170         -4.8437         0.0000          -21.2671        
234.48              -4.8304         0.0000          -0.7188         -4.8445         0.0000          -21.2669        
234.54              -4.8332         0.0000          -0.7207         -4.8452         0.0000          -21.2667        
234.60              -4.8361         0.0000          -0.7225         -4.8460         0.0000          -21.2666        
234.66              -4.8391         0.0000          -0.7243         -4.8468         0.0000          -21.2665        
234.72              -4.8420         0.0000          -0.7262         -4.8477         0.0000          -21.2665        
234.78              -4.8451         0.0000          -0.7280         -4.8485         0.0000          -21.2664        
234.84              -4.8482         0.0000          -0.7298         -4.8494         0.0000          -21.2664        
234.90              -4.8513         0.0000          -0.7316         -4.8504         0.0000          -21.2664        
234.96              -4.8545         0.0000          -0.7335         -4.8513         0.0000          -21.2665        
235.02              -4.8577         0.0000          -0.7352         -4.8523         0.0000          -21.2665        
235.08              -4.8610         0.0000          -0.7370         -4.8533         0.0000          -21.2666        
235.14              -4.8642         0.0000          -0.7388         -4.8543         0.0000          -21.2667        
235.20              -4.8676         0.0000          -0.7405         -4.8554         0.0000          -21.2669        
235.26              -4.8709         0.0000          -0.7423         -4.8565         0.0000          -21.2671        
235.32              -4.8743         0.0000          -0.7440         -4.8576         0.0000          -21.2673        
235.38              -4.8778         0.0000          -0.7456         -4.8588         0.0000          -21.2675        
235.44              -4.8812         0.0000          -0.7473         -4.8600         0.0000          -21.2678        
235.50              -4.8847         0.0000          -0.7489         -4.8612         0.0000          -21.2680        
235.56              -4.8882         0.0000          -0.7505         -4.8624         0.0000          -21.2683        
235.62              -4.8918         0.0000          -0.7520         -4.8636         0.0000          -21.2687        
235.68              -4.8953         0.0000          -0.7535         -4.8649         0.0000          -21.2690        
235.74              -4.8989         0.0000          -0.7550         -4.8662         0.0000          -21.2694        
235.80              -4.9024         0.0000          -0.7564         -4.8675         0.0000          -21.2698        
235.86              -4.9060         0.0000          -0.7578         -4.8689         0.0000          -21.2703        
235.92              -4.9096         0.0000          -0.7592         -4.8703         0.0000          -21.2707        
235.98              -4.9132         0.0000          -0.7604         -4.8717         0.0000          -21.2712        
236.04              -4.9168         0.0000          -0.7617         -4.8731         0.0000          -21.2717        
236.10              -4.9205         0.0000          -0.7629         -4.8745         0.0000          -21.2722        
236.16              -4.9241         0.0000          -0.7640         -4.8760         0.0000          -21.2728        
236.22              -4.9277         0.0000          -0.7651         -4.8774         0.0000          -21.2733        
236.28              -4.9313         0.0000          -0.7661         -4.8789         0.0000          -21.2739        
236.34              -4.9348         0.0000          -0.7671         -4.8804         0.0000          -21.2745        
236.40              -4.9384         0.0000          -0.7680         -4.8820         0.0000          -21.2751        
236.46              -4.9420         0.0000          -0.7689         -4.8835         0.0000          -21.2758        
236.52              -4.9455         0.0000          -0.7697         -4.8851         0.0000          -21.2764        
236.58              -4.9491         0.0000          -0.7704         -4.8867         0.0000          -21.2771        
236.64              -4.9526         0.0000          -0.7711         -4.8883         0.0000          -21.2778        
236.70              -4.9560         0.0000          -0.7717         -4.8899         0.0000          -21.2785        
236.76              -4.9595         0.0000          -0.7723         -4.8915         0.0000          -21.2792        
236.82              -4.9629         0.0000          -0.7728         -4.8931         0.0000          -21.2799        
236.88              -4.9663         0.0000          -0.7732         -4.8948         0.0000          -21.2807        
236.94              -4.9697         0.0000          -0.7735         -4.8965         0.0000          -21.2814        
237.00              -4.9730         0.0000          -0.7738         -4.8981         0.0000          -21.2822        
237.06              -4.9763         0.0000          -0.7741         -4.8998         0.0000          -21.2829        
237.12              -4.9795         0.0000          -0.7742         -4.9015         0.0000          -21.2837        
237.18              -4.9827         0.0000          -0.7743         -4.9032         0.0000          -21.2845        
237.24              -4.9858         0.0000          -0.7744         -4.9049         0.0000          -21.2853        
237.30              -4.9889         0.0000          -0.7743         -4.9066         0.0000          -21.2861        
237.36              -4.9920         0.0000          -0.7742         -4.9084         0.0000          -21.2869        
237.42              -4.9950         0.0000          -0.7741         -4.9101         0.0000          -21.2877        
237.48              -4.9980         0.0000          -0.7738         -4.9118         0.0000          -21.2885        
237.54              -5.0009         0.0000          -0.7736         -4.9136         0.0000          -21.2893        
237.60              -5.0037         0.0000          -0.7732         -4.9153         0.0000          -21.2901        
237.66              -5.0065         0.0000          -0.7728         -4.9171         0.0000          -21.2909        
237.72              -5.0092         0.0000          -0.7723         -4.9188         0.0000          -21.2917        
237.78              -5.0119         0.0000          -0.7718         -4.9206         0.0000          -21.2925        
237.84              -5.0144         0.0000          -0.7712         -4.9223         0.0000          -21.2933        
237.90              -5.0170         0.0000          -0.7705         -4.9241         0.0000          -21.2941        
237.96              -5.0194         0.0000          -0.7698         -4.9258         0.0000          -21.2949        
238.02              -5.0218         0.0000          -0.7690         -4.9276         0.0000          -21.2957        
238.08              -5.0242         0.0000          -0.7682         -4.9294         0.0000          -21.2964        
238.14              -5.0264         0.0000          -0.7673         -4.9311         0.0000          -21.2972        
238.20              -5.0286         0.0000          -0.7664         -4.9329         0.0000          -21.2980        
238.26              -5.0307         0.0000          -0.7654         -4.9346         0.0000          -21.2987        
238.32              -5.0327         0.0000          -0.7643         -4.9364         0.0000          -21.2995        
238.38              -5.0347         0.0000          -0.7632         -4.9381         0.0000          -21.3002        
238.44              -5.0366         0.0000          -0.7621         -4.9399         0.0000          -21.3009        
238.50              -5.0384         0.0000          -0.7609         -4.9416         0.0000          -21.3016        
238.56              -5.0401         0.0000          -0.7596         -4.9433         0.0000          -21.3023        
238.62              -5.0418         0.0000          -0.7584         -4.9451         0.0000          -21.3030        
238.68              -5.0434         0.0000          -0.7570         -4.9468         0.0000          -21.3036        
238.74              -5.0448         0.0000          -0.7556         -4.9485         0.0000          -21.3043        
238.80              -5.0463         0.0000          -0.7542         -4.9502         0.0000          -21.3049        
238.86              -5.0476         0.0000          -0.7528         -4.9519         0.0000          -21.3055        
238.92              -5.0489         0.0000          -0.7513         -4.9536         0.0000          -21.3061        
238.98              -5.0500         0.0000          -0.7498         -4.9553         0.0000          -21.3067        
239.04              -5.0511         0.0000          -0.7482         -4.9570         0.0000          -21.3072        
239.10              -5.0521         0.0000          -0.7466         -4.9587         0.0000          -21.3078        
239.16              -5.0531         0.0000          -0.7450         -4.9604         0.0000          -21.3083        
239.22              -5.0539         0.0000          -0.7433         -4.9620         0.0000          -21.3088        
239.28              -5.0547         0.0000          -0.7417         -4.9637         0.0000          -21.3092        
239.34              -5.0554         0.0000          -0.7400         -4.9653         0.0000          -21.3097        
239.40              -5.0560         0.0000          -0.7382         -4.9669         0.0000          -21.3101        
239.46              -5.0565         0.0000          -0.7365         -4.9686         0.0000          -21.3105        
239.52              -5.0570         0.0000          -0.7347         -4.9702         0.0000          -21.3109        
239.58              -5.0573         0.0000          -0.7329         -4.9718         0.0000          -21.3112        
239.64              -5.0576         0.0000          -0.7312         -4.9734         0.0000          -21.3115        
239.70              -5.0579         0.0000          -0.7293         -4.9750         0.0000          -21.3118        
239.76              -5.0580         0.0000          -0.7275         -4.9765         0.0000          -21.3121        
239.82              -5.0581         0.0000          -0.7257         -4.9781         0.0000          -21.3124        
239.88              -5.0581         0.0000          -0.7239         -4.9796         0.0000          -21.3126        
239.94              -5.0580         0.0000          -0.7220         -4.9812         0.0000          -21.3128        
240.00              -5.0578         0.0000          -0.7202         -4.9827         0.0000          -21.3129        
240.06              -5.0576         0.0000          -0.7184         -4.9843         0.0000          -21.3131        
240.12              -5.0573         0.0000          -0.7165         -4.9858         0.0000          -21.3132        
240.18              -5.0570         0.0000          -0.7147         -4.9873         0.0000          -21.3133        
240.24              -5.0566         0.0000          -0.7129         -4.9888         0.0000          -21.3133        
240.30              -5.0561         0.0000          -0.7111         -4.9903         0.0000          -21.3134        
240.36              -5.0555         0.0000          -0.7093         -4.9917         0.0000          -21.3134        
240.42              -5.0549         0.0000          -0.7075         -4.9932         0.0000          -21.3133        
240.48              -5.0542         0.0000          -0.7057         -4.9947         0.0000          -21.3133        
240.54              -5.0535         0.0000          -0.7039         -4.9961         0.0000          -21.3132        
240.60              -5.0527         0.0000          -0.7022         -4.9975         0.0000          -21.3131        
240.66              -5.0519         0.0000          -0.7005         -4.9990         0.0000          -21.3130        
240.72              -5.0510         0.0000          -0.6988         -5.0004         0.0000          -21.3128        
240.78              -5.0500         0.0000          -0.6971         -5.0018         0.0000          -21.3126        
240.84              -5.0490         0.0000          -0.6954         -5.0032         0.0000          -21.3124        
240.90              -5.0480         0.0000          -0.6938         -5.0046         0.0000          -21.3121        
240.96              -5.0469         0.0000          -0.6922         -5.0060         0.0000          -21.3119        
241.02              -5.0458         0.0000          -0.6907         -5.0074         0.0000          -21.3116        
241.08              -5.0446         0.0000          -0.6892         -5.0087         0.0000          -21.3113        
241.14              -5.0434         0.0000          -0.6877         -5.0101         0.0000          -21.3109        
241.20              -5.0422         0.0000          -0.6862         -5.0115         0.0000          -21.3105        
241.26              -5.0409         0.0000          -0.6848         -5.0128         0.0000          -21.3101        
241.32              -5.0396         0.0000          -0.6834         -5.0142         0.0000          -21.3097        
241.38              -5.0383         0.0000          -0.6821         -5.0155         0.0000          -21.3093        
241.44              -5.0369         0.0000          -0.6808         -5.0169         0.0000          -21.3088        
241.50              -5.0355         0.0000          -0.6796         -5.0182         0.0000          -21.3083        
241.56              -5.0341         0.0000          -0.6784         -5.0195         0.0000          -21.3078        
241.62              -5.0327         0.0000          -0.6773         -5.0208         0.0000          -21.3073        
241.68              -5.0313         0.0000          -0.6762         -5.0222         0.0000          -21.3067        
241.74              -5.0298         0.0000          -0.6752         -5.0235         0.0000          -21.3062        
241.80              -5.0284         0.0000          -0.6742         -5.0248         0.0000          -21.3056        
241.86              -5.0269         0.0000          -0.6732         -5.0261         0.0000          -21.3050        
241.92              -5.0255         0.0000          -0.6724         -5.0274         0.0000          -21.3043        
241.98              -5.0240         0.0000          -0.6715         -5.0287         0.0000          -21.3037        
242.04              -5.0225         0.0000          -0.6708         -5.0300         0.0000          -21.3030        
242.10              -5.0211         0.0000          -0.6701         -5.0313         0.0000          -21.3024        
242.16              -5.0196         0.0000          -0.6694         -5.0326         0.0000          -21.3017        
242.22              -5.0181         0.0000          -0.6688         -5.0339         0.0000          -21.3010        
242.28              -5.0167         0.0000          -0.6683         -5.0352         0.0000          -21.3002        
242.34              -5.0152         0.0000          -0.6678         -5.0365         0.0000          -21.2995        
242.40              -5.0138         0.0000          -0.6674         -5.0378         0.0000          -21.2988        
242.46              -5.0124         0.0000          -0.6670         -5.0391         0.0000          -21.2980        
242.52              -5.0110         0.0000          -0.6667         -5.0404         0.0000          -21.2973        
242.58              -5.0097         0.0000          -0.6665         -5.0417         0.0000          -21.2965        
242.64              -5.0083         0.0000          -0.6663         -5.0430         0.0000          -21.2957        
242.70              -5.0070         0.0000          -0.6662         -5.0444         0.0000          -21.2949        
242.76              -5.0057         0.0000          -0.6661         -5.0457         0.0000          -21.2941        
242.82              -5.0045         0.0000          -0.6662         -5.0470         0.0000          -21.2933        
242.88              -5.0033         0.0000          -0.6663         -5.0483         0.0000          -21.2925        
242.94              -5.0021         0.0000          -0.6664         -5.0496         0.0000          -21.2917        
243.00              -5.0010         0.0000          -0.6666         -5.0509         0.0000          -21.2909        
243.06              -4.9999         0.0000          -0.6669         -5.0523         0.0000          -21.2901        
243.12              -4.9989         0.0000          -0.6673         -5.0536         0.0000          -21.2893        
243.18              -4.9979         0.0000          -0.6677         -5.0550         0.0000          -21.2885        
243.24              -4.9969         0.0000          -0.6681         -5.0563         0.0000          -21.2877        
243.30              -4.9960         0.0000          -0.6687         -5.0577         0.0000          -21.2869        
243.36              -4.9952         0.0000          -0.6693         -5.0590         0.0000          -21.2861        
243.42              -4.9944         0.0000          -0.6700         -5.0604         0.0000          -21.2853        
243.48              -4.9937         0.0000          -0.6707         -5.0618         0.0000          -21.2845        
243.54              -4.9930         0.0000          -0.6715         -5.0632         0.0000          -21.2837        
243.60              -4.9924         0.0000          -0.6723         -5.0645         0.0000          -21.2829        
243.66              -4.9919         0.0000          -0.6732         -5.0659         0.0000          -21.2822        
243.72              -4.9914         0.0000          -0.6742         -5.0674         0.0000          -21.2814        
243.78              -4.9910         0.0000          -0.6752         -5.0688         0.0000          -21.2806        
243.84              -4.9907         0.0000          -0.6762         -5.0702         0.0000          -21.2799        
243.90              -4.9904         0.0000          -0.6773         -5.0716         0.0000          -21.2792        
243.96              -4.9902         0.0000          -0.6785         -5.0731         0.0000          -21.2785        
244.02              -4.9901         0.0000          -0.6797         -5.0745         0.0000          -21.2777        
244.08              -4.9901         0.0000          -0.6810         -5.0760         0.0000          -21.2771        
244.14              -4.9901         0.0000          -0.6823         -5.0774         0.0000          -21.2764        
244.20              -4.9902         0.0000          -0.6837         -5.0789         0.0000          -21.2757        
244.26              -4.9904         0.0000          -0.6850         -5.0804         0.0000          -21.2751        
244.32              -4.9907         0.0000          -0.6865         -5.0819         0.0000          -21.2745        
244.38              -4.9910         0.0000          -0.6880         -5.0834         0.0000          -21.2738        
244.44              -4.9914         0.0000          -0.6895         -5.0849         0.0000          -21.2733        
244.50              -4.9919         0.0000          -0.6910         -5.0864         0.0000          -21.2727        
244.56              -4.9925         0.0000          -0.6926         -5.0879         0.0000          -21.2721        
244.62              -4.9932         0.0000          -0.6942         -5.0895         0.0000          -21.2716        
244.68              -4.9939         0.0000          -0.6958         -5.0910         0.0000          -21.2711        
244.74              -4.9947         0.0000          -0.6975         -5.0926         0.0000          -21.2706        
244.80              -4.9956         0.0000          -0.6992         -5.0941         0.0000          -21.2701        
244.86              -4.9966         0.0000          -0.7009         -5.0957         0.0000          -21.2697        
244.92              -4.9977         0.0000          -0.7026         -5.0973         0.0000          -21.2693        
244.98              -4.9989         0.0000          -0.7044         -5.0989         0.0000          -21.2689        
245.04              -5.0001         0.0000          -0.7062         -5.1004         0.0000          -21.2685        
245.10              -5.0014         0.0000          -0.7079         -5.1020         0.0000          -21.2682        
245.16              -5.0028         0.0000          -0.7097         -5.1036         0.0000          -21.2679        
245.22              -5.0043         0.0000          -0.7115         -5.1052         0.0000          -21.2676        
245.28              -5.0059         0.0000          -0.7134         -5.1069         0.0000          -21.2673        
245.34              -5.0075         0.0000          -0.7152         -5.1085         0.0000          -21.2671        
245.40              -5.0092         0.0000          -0.7170         -5.1101         0.0000          -21.2668        
245.46              -5.0111         0.0000          -0.7188         -5.1117         0.0000          -21.2666        
245.52              -5.0129         0.0000          -0.7207         -5.1134         0.0000          -21.2665        
245.58              -5.0149         0.0000          -0.7225         -5.1150         0.0000          -21.2664        
245.64              -5.0169         0.0000          -0.7243         -5.1166         0.0000          -21.2662        
245.70              -5.0190         0.0000          -0.7261         -5.1183         0.0000          -21.2662        
245.76              -5.0212         0.0000          -0.7280         -5.1199         0.0000          -21.2661        
245.82              -5.0235         0.0000          -0.7298         -5.1216         0.0000          -21.2661        
245.88              -5.0258         0.0000          -0.7315         -5.1232         0.0000          -21.2661        
245.94              -5.0282         0.0000          -0.7333         -5.1249         0.0000          -21.2661        
246.00              -5.0307         0.0000          -0.7351         -5.1265         0.0000          -21.2662        
246.06              -5.0333         0.0000          -0.7368         -5.1282         0.0000          -21.2663        
246.12              -5.0359         0.0000          -0.7385         -5.1298         0.0000          -21.2664        
246.18              -5.0385         0.0000          -0.7402         -5.1315         0.0000          -21.2665        
246.24              -5.0413         0.0000          -0.7419         -5.1331         0.0000          -21.2667        
246.30              -5.0441         0.0000          -0.7435         -5.1347         0.0000          -21.2669        
246.36              -5.0469         0.0000          -0.7452         -5.1364         0.0000          -21.2671        
246.42              -5.0499         0.0000          -0.7468         -5.1380         0.0000          -21.2674        
246.48              -5.0528         0.0000          -0.7483         -5.1396         0.0000          -21.2676        
246.54              -5.0559         0.0000          -0.7498         -5.1413         0.0000          -21.2679        
246.60              -5.0590         0.0000          -0.7513         -5.1429         0.0000          -21.2683        
246.66              -5.0621         0.0000          -0.7528         -5.1445         0.0000          -21.2686        
246.72              -5.0653         0.0000          -0.7542         -5.1461         0.0000          -21.2690        
246.78              -5.0685         0.0000          -0.7556         -5.1477         0.0000          -21.2694        
246.84              -5.0718         0.0000          -0.7569         -5.1493         0.0000          -21.2698        
246.90              -5.0751         0.0000          -0.7582         -5.1509         0.0000          -21.2702        
246.96              -5.0785         0.0000          -0.7595         -5.1525         0.0000          -21.2707        
247.02              -5.0819         0.0000          -0.7607         -5.1540         0.0000          -21.2712        
247.08              -5.0853         0.0000          -0.7618         -5.1556         0.0000          -21.2717        
247.14              -5.0888         0.0000          -0.7630         -5.1571         0.0000          -21.2723        
247.20              -5.0923         0.0000          -0.7640         -5.1586         0.0000          -21.2728        
247.26              -5.0958         0.0000          -0.7650         -5.1602         0.0000          -21.2734        
247.32              -5.0994         0.0000          -0.7660         -5.1617         0.0000          -21.2740        
247.38              -5.1030         0.0000          -0.7669         -5.1632         0.0000          -21.2746        
247.44              -5.1066         0.0000          -0.7677         -5.1646         0.0000          -21.2752        
247.50              -5.1102         0.0000          -0.7685         -5.1661         0.0000          -21.2759        
247.56              -5.1139         0.0000          -0.7693         -5.1675         0.0000          -21.2765        
247.62              -5.1175         0.0000          -0.7700         -5.1690         0.0000          -21.2772        
247.68              -5.1212         0.0000          -0.7706         -5.1704         0.0000          -21.2779        
247.74              -5.1249         0.0000          -0.7711         -5.1718         0.0000          -21.2786        
247.80              -5.1286         0.0000          -0.7717         -5.1732         0.0000          -21.2793        
247.86              -5.1323         0.0000          -0.7721         -5.1745         0.0000          -21.2801        
247.92              -5.1360         0.0000          -0.7725         -5.1759         0.0000          -21.2808        
247.98              -5.1397         0.0000          -0.7728         -5.1772         0.0000          -21.2816        
248.04              -5.1434         0.0000          -0.7731         -5.1785         0.0000          -21.2823        
248.10              -5.1471         0.0000          -0.7733         -5.1798         0.0000          -21.2831        
248.16              -5.1508         0.0000          -0.7734         -5.1810         0.0000          -21.2839        
248.22              -5.1544         0.0000          -0.7735         -5.1823         0.0000          -21.2847        
248.28              -5.1581         0.0000          -0.7735         -5.1835         0.0000          -21.2855        
248.34              -5.1618         0.0000          -0.7735         -5.1847         0.0000          -21.2863        
248.40              -5.1654         0.0000          -0.7734         -5.1859         0.0000          -21.2871        
248.46              -5.1690         0.0000          -0.7732         -5.1870         0.0000          -21.2879        
248.52              -5.1726         0.0000          -0.7730         -5.1882         0.0000          -21.2887        
248.58              -5.1762         0.0000          -0.7727         -5.1893         0.0000          -21.2895        
248.64              -5.1797         0.0000          -0.7723         -5.1904         0.0000          -21.2903        
248.70              -5.1833         0.0000          -0.7719         -5.1914         0.0000          -21.2911        
248.76              -5.1867         0.0000          -0.7714         -5.1924         0.0000          -21.2919        
248.82              -5.1902         0.0000          -0.7709         -5.1935         0.0000          -21.2927        
248.88              -5.1936         0.0000          -0.7703         -5.1944         0.0000          -21.2935        
248.94              -5.1970         0.0000          -0.7696         -5.1954         0.0000          -21.2943        
249.00              -5.2004         0.0000          -0.7689         -5.1963         0.0000          -21.2951        
249.06              -5.2037         0.0000          -0.7681         -5.1973         0.0000          -21.2959        
249.12              -5.2070         0.0000          -0.7673         -5.1981         0.0000          -21.2967        
249.18              -5.2102         0.0000          -0.7664         -5.1990         0.0000          -21.2975        
249.24              -5.2134         0.0000          -0.7655         -5.1998         0.0000          -21.2982        
249.30              -5.2165         0.0000          -0.7645         -5.2007         0.0000          -21.2990        
249.36              -5.2196         0.0000          -0.7635         -5.2014         0.0000          -21.2997        
249.42              -5.2227         0.0000          -0.7624         -5.2022         0.0000          -21.3005        
249.48              -5.2256         0.0000          -0.7612         -5.2029         0.0000          -21.3012        
249.54              -5.2286         0.0000          -0.7600         -5.2037         0.0000          -21.3019        
249.60              -5.2315         0.0000          -0.7588         -5.2043         0.0000          -21.3026        
249.66              -5.2343         0.0000          -0.7575         -5.2050         0.0000          -21.3033        
249.72              -5.2370         0.0000          -0.7562         -5.2056         0.0000          -21.3039        
249.78              -5.2398         0.0000          -0.7548         -5.2063         0.0000          -21.3046        
249.84              -5.2424         0.0000          -0.7534         -5.2068         0.0000          -21.3052        
249.90              -5.2450         0.0000          -0.7519         -5.2074         0.0000          -21.3058        
249.96              -5.2475         0.0000          -0.7505         -5.2080         0.0000          -21.3064        
250.02              -5.2500         0.0000          -0.7489         -5.2085         0.0000          -21.3069        
250.08              -5.2524         0.0000          -0.7474         -5.2090         0.0000          -21.3075        
250.14              -5.2547         0.0000          -0.7458         -5.2095         0.0000          -21.3080        
250.20              -5.2570         0.0000          -0.7442         -5.2099         0.0000          -21.3085        
250.26              -5.2592         0.0000          -0.7425         -5.2103         0.0000          -21.3090        
250.32              -5.2613         0.0000          -0.7408         -5.2107         0.0000          -21.3095        
250.38              -5.2634         0.0000          -0.7391         -5.2111         0.0000          -21.3099        
250.44              -5.2654         0.0000          -0.7374         -5.2115         0.0000          -21.3103        
250.50              -5.2674         0.0000          -0.7356         -5.2119         0.0000          -21.3107        
250.56              -5.2692         0.0000          -0.7339         -5.2122         0.0000          -21.3111        
250.62              -5.2710         0.0000          -0.7321         -5.2125         0.0000          -21.3114        
250.68              -5.2728         0.0000          -0.7303         -5.2128         0.0000          -21.3117        
250.74              -5.2744         0.0000          -0.7285         -5.2131         0.0000          -21.3120        
250.80              -5.2760         0.0000          -0.7267         -5.2134         0.0000          -21.3123        
250.86              -5.2775         0.0000          -0.7249         -5.2136         0.0000          -21.3125        
250.92              -5.2790         0.0000          -0.7230         -5.2138         0.0000          -21.3127        
250.98              -5.2804         0.0000          -0.7212         -5.2141         0.0000          -21.3129        
251.04              -5.2817         0.0000          -0.7193         -5.2143         0.0000          -21.3131        
251.10              -5.2830         0.0000          -0.7175         -5.2145         0.0000          -21.3132        
251.16              -5.2842         0.0000          -0.7157         -5.2147         0.0000          -21.3133        
251.22              -5.2853         0.0000          -0.7138         -5.2148         0.0000          -21.3134        
251.28              -5.2863         0.0000          -0.7120         -5.2150         0.0000          -21.3134        
251.34              -5.2873         0.0000          -0.7102         -5.2152         0.0000          -21.3134        
251.40              -5.2883         0.0000          -0.7084         -5.2153         0.0000          -21.3134        
251.46              -5.2891         0.0000          -0.7066         -5.2154         0.0000          -21.3134        
251.52              -5.2899         0.0000          -0.7048         -5.2156         0.0000          -21.3133        
251.58              -5.2907         0.0000          -0.7031         -5.2157         0.0000          -21.3132        
251.64              -5.2914         0.0000          -0.7014         -5.2158         0.0000          -21.3131        
251.70              -5.2920         0.0000          -0.6996         -5.2160         0.0000          -21.3130        
251.76              -5.2925         0.0000          -0.6980         -5.2161         0.0000          -21.3128        
251.82              -5.2930         0.0000          -0.6963         -5.2162         0.0000          -21.3126        
251.88              -5.2935         0.0000          -0.6947         -5.2163         0.0000          -21.3124        
251.94              -5.2939         0.0000          -0.6930         -5.2164         0.0000          -21.3121        
252.00              -5.2942         0.0000          -0.6915         -5.2166         0.0000          -21.3118        
252.06              -5.2945         0.0000          -0.6899         -5.2167         0.0000          -21.3115        
252.12              -5.2947         0.0000          -0.6884         -5.2168         0.0000          -21.3112        
252.18              -5.2949         0.0000          -0.6869         -5.2169         0.0000          -21.3108        
252.24              -5.2951         0.0000          -0.6855         -5.2171         0.0000          -21.3104        
252.30              -5.2952         0.0000          -0.6841         -5.2172         0.0000          -21.3100        
252.36              -5.2952         0.0000          -0.6828         -5.2174         0.0000          -21.3096        
252.42              -5.2952         0.0000          -0.6815         -5.2175         0.0000          -21.3091        
252.48              -5.2952         0.0000          -0.6802         -5.2177         0.0000          -21.3087        
252.54              -5.2951         0.0000          -0.6790         -5.2179         0.0000          -21.3082        
252.60              -5.2950         0.0000          -0.6778         -5.2181         0.0000          -21.3076        
252.66              -5.2949         0.0000          -0.6767         -5.2183         0.0000          -21.3071        
252.72              -5.2947         0.0000          -0.6757         -5.2185         0.0000          -21.3065        
252.78              -5.2945         0.0000          -0.6746         -5.2188         0.0000          -21.3060        
252.84              -5.2942         0.0000          -0.6737         -5.2190         0.0000          -21.3054        
252.90              -5.2939         0.0000          -0.6728         -5.2193         0.0000          -21.3047        
